,head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count
34,MMDAs,id-less,subclass of,MDAs,Q6878879,6
35,2022,Q49625,follows,2021,Q49628,6
36,2021,Q49628,followed by,2022,Q49625,6
37,Management,Q2920921,part of,Administration,Q5283295,6
38,Version 1,Q22031885,point in time,1,Q199,6
39,Natural Account,id-less,part of,Sub-Programme,id-less,6
40,GH Cedi,id-less,start time,2019,Q25274,6
41,Tamale,Q217040,located in the administrative territorial entity,Northern Region,Q502215,6
42,Administration,Q5283295,has part,Management,Q2920921,6
43,HIV,Q15787,has effect,AIDS,Q12199,6
44,Sub-Programme,id-less,has part,Natural Account,id-less,6
45,Sub-Programme,id-less,part of,Programme,Q170584,6
46,Northern,Q22079702,instance of,regions,Q429976,5
47,Upper West,Q1780392,instance of,regions,Q429976,5
48,SDGs,Q7649586,followed by,Agenda 2063,Q56296197,5
49,2022 Target Actual,id-less,point in time,2022,Q49625,5
50,Upper East,Q712828,instance of,regions,Q429976,5
51,Tarkwa,Q995439,located in the administrative territorial entity,Western Region,Q1052867,5
52,Konongo,Q1016732,located in the administrative territorial entity,Ashanti Region,Q398417,5
53,Agenda 2063,Q56296197,follows,SDGs,Q7649586,4
54,Brong Ahafo,Q397737,shares border with,Upper West,Q1780392,4
55,1992 Constitution,id-less,point in time,1992,Q2060,4
56,8,Q23355,part of,SDGs,Q7649586,4
57,"4,198,490",id-less,instance of,GFS,Q1537683,4
58,"4,198,490",id-less,point in time,"4,198",id-less,4
59,MICS 2017,id-less,point in time,2017,Q25290,4
60,"4,307,201",id-less,instance of,GFS,Q1537683,4
61,2015,Q2002,followed by,2017,Q25290,4
62,2015,Q2002,followed by,2016,Q25245,4
63,"7,312,555",id-less,number of episodes,7,Q23350,4
64,2013,Q1998,followed by,2017,Q25290,4
65,Upper West,Q1780392,shares border with,Brong Ahafo,Q397737,4
66,SDGs,Q7649586,has part,8,Q23355,4
67,Suhum,Q1450481,located in the administrative territorial entity,Eastern Region,Q953508,4
68,Northern Region,Q502215,capital,Tamale,Q217040,4
69,SDGs,Q7649586,country,Ghana,Q117,4
70,indicators,Q21170064,part of,sub-programme,id-less,4
71,projections,Q7249458,part of,sub-programme,id-less,4
72,2017,Q25290,follows,2016,Q25245,4
73,GLSS6,id-less,part of,GSS,Q14881255,4
74,National Monitoring and Evaluation,Q96823894,number of participants,"324,000",id-less,4
75,2017,Q25290,follows,2013,Q1998,4
76,National Plan Preparation,id-less,number of participants,"184,000",id-less,4
77,Apam,Q617438,located in the administrative territorial entity,Central Region,Q846323,3
78,3,Q201,part of,SDGs,Q7649586,3
79,SDGs,Q7649586,part of,2030 Agenda,Q22129254,3
80,SDGs,Q7649586,has part,9,Q19108,3
81,GHANA’S 2019 VNR REPORT,id-less,country,GHANA’S,Q5555403,3
82,past data,id-less,opposite of,future performance,Q40110714,3
83,Ghana,Q117,member of,United Nations,Q1065,3
84,2018,Q25291,follows,2017,Q25290,3
85,GLSS6,id-less,followed by,GLSS7,id-less,3
86,Northern,Q22079702,shares border with,Upper East,Q712828,3
87,rural,Q7380465,opposite of,urban,Q159313,3
88,2019 VNR REPORT,id-less,point in time,2019,Q25274,3
89,Ashanti,Q161877,instance of,regions,Q429976,3
90,2014,Q1999,followed by,2017,Q25290,3
91,SDGs,Q7649586,has part,Leaving No One Behind,Q30062065,3
92,boys,Q3010,opposite of,girls,Q6581072,3
93,Budget Sub-Programme Results Statement,id-less,facet of,Budget Sub-Programme,id-less,3
94,Budget Sub-Programme Description,id-less,subclass of,Sub-Programme Description,id-less,3
95,2017 2018 Budget,id-less,point in time,2017,Q25290,3
96,2017,Q25290,follows,2015,Q2002,3
97,2017,Q25290,follows,2014,Q1999,3
98,future performance,Q40110714,opposite of,past data,id-less,3
99,2015 Labour Force Survey,id-less,point in time,2015,Q2002,3
100,9,Q19108,part of,SDGs,Q7649586,3
101,Accra,Q3761,country,Ghana,Q117,3
102,Western,Q21590660,instance of,regions,Q429976,3
103,SDGs,Q7649586,has part,6,Q23488,3
104,urban area,Q702492,opposite of,rural area,Q175185,3
105,SDGs,Q7649586,has part,4,Q202,3
106,Projects,Q93241073,part of,Operations,Q3884033,3
107,2030 Agenda,Q22129254,has part,SDGs,Q7649586,3
108,2,Q200,part of,SDGs,Q7649586,3
109,Use of goods and services,id-less,number of participants,"324,000",id-less,3
110,4,Q202,part of,SDGs,Q7649586,3
111,VNR,Q18042973,country,Ghana,Q117,3
112,Upper East,Q712828,shares border with,Northern,Q22079702,3
113,Volta,Q192415,instance of,regions,Q429976,3
114,"2,030,261",id-less,point in time,"2,030",id-less,3
115,Voluntary National Review,id-less,country,Ghana,Q117,3
116,Leaving No One Behind,Q30062065,part of,SDGs,Q7649586,3
117,Operations,Q3884033,has part,Projects,Q93241073,3
118,Wa,Q3206,located in the administrative territorial entity,Upper West Region,Q715805,3
119,Education Sector Performance Report,id-less,publisher,MOE,Q289612,3
120,urban,Q159313,opposite of,rural,Q7380465,3
121,Use of goods and services,id-less,number of participants,"184,000",id-less,3
122,SDGs targets,id-less,part of,SDGs,Q7649586,3
123,girls,Q6581072,opposite of,boys,Q3010,3
124,SDGs,Q7649586,has part,3,Q201,3
125,"2,829,065",id-less,point in time,"2,829",id-less,3
126,rural area,Q175185,opposite of,urban area,Q702492,3
127,Ghana,Q117,part of,West Africa,Q4412,2
128,National Review,Q1699649,has part,Voluntary National Review,id-less,2
129,Operations,Q3884033,facet of,Projects,Q93241073,2
130,6,Q23488,part of,SDGs,Q7649586,2
131,psychological,Q6667429,subclass of,violence,Q124490,2
132,economic,Q8134,has part,social,Q345367,2
133,Greater Accra,Q431729,shares border with,Ashanti,Q161877,2
134,rural,Q7380465,opposite of,urban areas,Q58259934,2
135,"783,803",id-less,instance of,GFS,Q1537683,2
136,Greater Accra,Q431729,shares border with,Upper West,Q1780392,2
137,development planning,Q108059815,subclass of,planning,Q309100,2
138,Operations,Q3884033,part of,Projects,Q93241073,2
139,programmes,Q39071357,subclass of,policies,Q47011897,2
140,GOAL,Q4503831,sports league level,2,Q200,2
141,GLSS7,id-less,part of,GSS,Q14881255,2
142,GLSS7,id-less,follows,GLSS6,id-less,2
143,Ghana Statistical Service,Q98079239,instance of,MDAs,Q6878879,2
144,decentralised planning,id-less,subclass of,policy formulation,Q40261861,2
145,Ghana,Q117,legislative body,Parliament,Q11010,2
146,Ghana Statistical Service,Q98079239,country,Ghana,Q117,2
147,Objective,Q4503831,subclass of,Budget Sub-Programme,id-less,2
148,cross-sectoral,Q63596015,subclass of,multi-stakeholder,Q48741106,2
149,"783,803",id-less,part of,Use of goods and services,id-less,2
150,Ocean Health Index,Q3348659,country,Ghana,Q117,2
151,Non financial assets,id-less,instance of,GFS,Q1537683,2
152,Non financial assets,id-less,subclass of,financial assets,Q50552590,2
153,Ghana,Q117,ethnic group,Ghanaians,Q15307583,2
154,SDGs's implementation,id-less,part of,SDGs,Q7649586,2
155,5,Q203,part of,SDGs,Q7649586,2
156,Greater Accra,Q431729,instance of,regions,Q429976,2
157,ABFA,Q23514810,parent organization,Capex Total,id-less,2
158,ADMINISTRATION,Q5283295,part of,MANAGEMENT,Q2920921,2
159,rural areas,Q175185,opposite of,urban,Q159313,2
160,National Values,Q58457241,instance of,Values,Q7912786,2
161,economic,Q8134,country,Ghana,Q117,2
162,AWARENESS,Q4338318,has part,CAMPAIGNS,Q18812548,2
163,districts,Q5283500,country,Ghana,Q117,2
164,district medium-term development plan,id-less,main subject,SDGs,Q7649586,2
165,Statistical Assessment Report,id-less,instance of,Report,Q10870555,2
166,Ghana,Q117,office held by head of government,President,Q30461,2
167,Brong Ahafo,Q397737,instance of,regions,Q429976,2
168,Agenda 2063,Q56296197,has part,SDGs,Q7649586,2
169,MICS 2011,id-less,point in time,2011,Q1994,2
170,Management and Administration,Q42122275,has part,Compensation of employees,Q627293,2
171,Main Outputs,id-less,instance of,Output Indicator,id-less,2
172,government,Q7188,country,Ghana,Q117,2
173,Upper West,Q1780392,shares border with,Ashanti,Q161877,2
174,Upper West,Q1780392,shares border with,Greater Accra,Q431729,2
175,Upper West Region,Q715805,capital,Wa,Q3206,2
176,Use of goods and services,id-less,has part,"783,803",id-less,2
177,MOF,Q909212,has part,BOG,Q1681353,2
178,Use of goods and services,id-less,instance of,"1,522,261",id-less,2
179,MMDAs,id-less,subclass of,MMDA,Q259278,2
180,hand-washing,Q552461,facet of,sanitation,Q949149,2
181,MMDAs,id-less,has parts of the class,MDAs,Q6878879,2
182,Figure 4.2,id-less,has part,2,Q200,2
183,Judiciary,Q105985,part of,The Judiciary,Q113087320,2
184,Compensation of employees,Q627293,part of,Management and Administration,Q42122275,2
185,inequality,Q28113351,has effect,poverty,Q10294,2
186,MICS,Q6744445,has part,GSS,Q14881255,2
187,VNR,Q18042973,has part,VNR report,id-less,2
188,malaria,Q12156,drug used for treatment,Mosquirix,Q7277881,2
189,VNR report,id-less,part of,VNR,Q18042973,2
190,MDA,Q217,subclass of,MDAs,Q6878879,2
191,local government,Q6501447,country,Ghana,Q117,2
192,MANAGEMENT,Q2920921,has part,ADMINISTRATION,Q5283295,2
193,Eastern,Q48006,instance of,regions,Q429976,2
194,Leave no one behind,Q107435117,part of,SDGs,Q7649586,2
195,"Education Sector Performance Report, 2018",id-less,point in time,2018,Q25291,2
196,West Africa,Q4412,has part,Ghana,Q117,2
197,Kumasi,Q182059,twinned administrative body,Tamale,Q217040,2
198,food security,Q1229911,facet of,nutrition,Q2138622,2
199,national development plan,Q846059,legislated by,Parliament,Q11010,2
200,Sunyani,Q406037,located in the administrative territorial entity,Brong Ahafo Region,Q397737,2
201,GHANA’S 2019 VNR REPORT,id-less,point in time,2019,Q25274,2
202,GLSS,Q18037084,part of,GSS,Q14881255,2
203,Annual Progress Report,Q27725076,instance of,Progress Report,Q18170293,2
204,High-Level Ministerial Committee on SDGs,id-less,part of,SDGs ICC,id-less,2
205,GIFMIS,id-less,has part,Budget Module,id-less,2
206,poverty,Q10294,has cause,inequality,Q28113351,2
207,Appropriation Bill,Q1591172,instance of,Bill,Q686822,2
208,"Holistic Assessment of Health Sector Programme of Work, 2018",id-less,point in time,2018,Q25291,2
209,Ashanti,Q161877,shares border with,Greater Accra,Q431729,2
210,Ashanti,Q161877,shares border with,Upper West,Q1780392,2
211,BOG,Q1681353,instance of,MOF,Q909212,2
212,Bank of Ghana,Q669484,country,Ghana,Q117,2
213,TH,Q869,has part,21ST,Q1204,2
214,police,Q35535,field of this occupation,public relations,Q39809,2
215,plan,Q4006,subclass of,policy,Q1156854,2
216,Millennium Development Goals,Q81737,country,Ghana,Q117,2
217,GHANA,Q117,instance of,REPUBLIC,Q7270,2
218,IGF,Q12791246,conferred by,GoG,Q1486288,2
219,Tamale,Q217040,twinned administrative body,Kumasi,Q182059,2
220,Budget Module,id-less,part of,GIFMIS,id-less,2
221,physical,Q413,subclass of,violence,Q124490,2
222,financial assets,Q50552590,has part,Non financial assets,id-less,2
223,CAMPAIGNS,Q18812548,part of,AWARENESS,Q4338318,2
224,Mosquirix,Q7277881,medical condition treated,malaria,Q12156,2
225,The Judiciary,Q113087320,has part,Judiciary,Q105985,2
226,Capex Total,id-less,subsidiary,ABFA,Q23514810,2
227,Central,Q57525,instance of,regions,Q429976,2
228,office space,Q1044523,use,logistics,Q177777,2
229,Ministry of Finance,Q4294782,country,Ghana,Q117,2
230,Output Indicator Past Years Projections,id-less,instance of,Projections,Q7249458,2
231,President,Q30461,country,Republic of Ghana,Q117,2
232,14.,Q38582,point in time,14,Q38582,2
233,SDGs,Q7649586,has part,5,Q203,2
234,Republic of Ghana,Q117,office held by head of government,President,Q30461,2
235,2011,Q1994,followed by,2017,Q25290,2
236,2017,Q25290,follows,2011,Q1994,2
237,2018,Q25291,follows,2015,Q2002,2
238,17,Q40118,instance of,Goals,Q4503831,2
239,sustainability,Q219416,facet of,fiscal performance,id-less,2
240,social,Q345367,part of,economic,Q8134,2
241,2016,Q25245,followed by,2018,Q25291,2
242,1,Q199,part of,SDGs,Q7649586,2
243,SDGs,Q7649586,part of,2030 Agenda for Sustainable Development,Q22129254,2
244,2015,Q2002,followed by,2018,Q25291,2
245,"Proportion of population subject to economic and social violence, 2013",id-less,point in time,2013,Q1998,2
246,2012,Q1990,followed by,2013,Q1998,2
247,Parliament,Q11010,country,Ghana,Q117,2
248,SDGs,Q7649586,has part,medium-term development plan,id-less,2
249,2014/15,Q18621352,followed by,2015/16,Q18923167,2
250,"1,522,261",id-less,instance of,National Policy Formulation,id-less,2
251,2019 VNR REPORTS/NGroups,id-less,point in time,2019,Q25274,2
252,2019 VNR,id-less,point in time,2019,Q25274,2
253,SDGs,Q7649586,has part,Leave no one behind,Q107435117,2
254,President,Q30461,country,Ghana,Q117,2
255,"1,522,261",id-less,point in time,"1,522",id-less,2
256,SDGs,Q7649586,main subject,sustainable development,Q131201,2
257,urban,Q159313,opposite of,rural areas,Q175185,2
258,urban areas,Q58259934,opposite of,rural,Q7380465,2
259,2013,Q1998,followed by,2014,Q1999,2
260,2013,Q1998,followed by,2015,Q2002,2
261,SDGs,Q7649586,has part,7,Q23350,2
262,2018,Q25291,follows,2016,Q25245,2
263,SDGs,Q7649586,has part,1,Q199,2
264,SDGs,Q7649586,has part,2030 Agenda,Q22129254,2
265,SDGs,Q7649586,has part,SDGs targets,id-less,2
266,treatment,Q179661,facet of,TB,Q12204,2
267,SDGs,Q7649586,has part,SDGs's implementation,id-less,2
268,SDGs,Q7649586,has part,13,Q37141,2
269,"2,030,261",id-less,main subject,"National Development Policy, Planning",id-less,2
270,SDGs ICC,id-less,has part,High-Level Ministerial Committee on SDGs,id-less,2
271,21ST,Q1204,part of,TH,Q869,2
272,SDGs,Q7649586,has part,12,Q36977,2
273,1992 Constitution of Ghana,id-less,point in time,1992,Q2060,2
274,2030 Agenda for Sustainable Development,Q22129254,point in time,2030,Q12799,2
275,2,Q200,part of,Figure 4.2,id-less,2
276,SDGs,Q7649586,has part,2,Q200,2
277,SDGs,Q7649586,has part,15,Q38701,2
278,SDGs Advisory Unit,id-less,field of work,SDGs,Q7649586,2
279,2030 Agenda,Q22129254,point in time,2030,Q12799,2
280,soap,Q23739,use,hand-washing,Q552461,2
281,SDGs Indicator Baseline Report,id-less,main subject,SDGs,Q7649586,2
282,Will the Plan Replace the Manifestos of Political Parties?,id-less,facet of,Manifestos of Political Parties,id-less,1
283,Western Wildlife Corridor,id-less,instance of,biological corridor,Q864912,1
284,YPARD,Q25326849,number of participants,17,Q40118,1
285,Year Total 2019,id-less,point in time,2019,Q25274,1
286,YearClassesEnrolment,id-less,has part,Enrolment,Q102252225,1
287,YearKG,id-less,has part,GERPrim,id-less,1
288,YIEDIE,Q8053539,parent organization,MasterCar d Foundation,id-less,1
289,adolescent,Q1492760,subclass of,children,Q7569,1
290,SDG 7,Q53581213,has part,SDG 15,Q53581245,1
291,YearKG,id-less,has part,GERSHS,id-less,1
292,Western Region,Q1052867,population,1,Q199,1
293,SDG 7,Q53581213,has part,SDG 3,Q50216838,1
294,What will happen over 40 Years?,id-less,facet of,40 Years,Q12299943,1
295,adulthood,Q18000,follows,adolescence,Q131774,1
296,Windstorm/rainstorm 418335 Flood 479498 Tidal wave 213 Man-made 210 Collapsed building 0.40.,id-less,point in time,2017,Q25290,1
297,YIEDIE,Q8053539,parent organization,Global Communities,Q25047905,1
298,YIAP,Q23087910,has part,Youth in Agriculture Programme,id-less,1
299,YES Youth Enterprise Support,id-less,instance of,Youth Enterprise Support,id-less,1
300,YEA Youth Employment Agency,id-less,instance of,Employment Agency,Q261362,1
301,World Health Organization,Q7817,subsidiary,WHO,Q7817,1
302,World Food Programme,Q204344,has part,WFP,Q204344,1
303,Work in Ghana,id-less,country,Ghana,Q117,1
304,adolescence,Q131774,followed by,adulthood,Q18000,1
305,Work,Q6958747,has cause,Technological Upheaval,id-less,1
306,adolescent fertility,Q72165245,facet of,family planning,Q1280670,1
307,White Volta basin,id-less,instance of,buffer zone,Q64364418,1
308,SDG 7,Q53581213,has part,SDG 13,Q53581236,1
309,Women’s Participation and Representation,id-less,has part,Representation,Q853614,1
310,Women and Girls,Q84048852,has part,girls,Q6581072,1
311,access to services,Q81248798,subclass of,Gender discrimination,Q93200,1
312,Yendi water supply project,id-less,part of,Upper East water supply project,id-less,1
313,YearKG,id-less,has part,NERJHS,id-less,1
314,administrative,Q56061,part of,institutional,Q682969,1
315,Youth Inclusive Entrepreneurial Development Initiative for Employment,id-less,part of,Integrated Community Centre for Employable Skills,id-less,1
316,Youth in Agriculture Programme,id-less,instance of,Government programmes,Q22222786,1
317,Youth in Agriculture Programme,id-less,part of,YIAP,Q23087910,1
318,Zero Hunger,Q50215926,facet of,hunger,Q165947,1
319,adaptation,Q3331189,said to be the same as,mitigation,Q47496130,1
320,Zongo Development Fund,id-less,number of participants,3,Q201,1
321,acquisition,Q22340494,subclass of,procurement,Q829492,1
322,Zongo Development Fund,id-less,part of,Special Development Authorities,id-less,1
323,Zongo and Inner-City Development Fund,id-less,part of,National Entrepreneurship and Innovation Programme,id-less,1
324,academia,Q2777905,has part,Research,Q42240,1
325,SDG 6,Q48741129,has part,SDG 3,Q50216838,1
326,academic field,Q11862829,has part,sports section,id-less,1
327,access medical services,id-less,facet of,Children with disabilities,Q110708326,1
328,SDG 6,Q48741129,has part,8,Q23355,1
329,SDG 6,Q48741129,has part,7,Q23350,1
330,SDG 6,Q48741129,has part,clean water and sanitation,Q43313278,1
331,SDG 6,Q48741129,part of,SDGs,Q7649586,1
332,Youth Inclusive Entrepreneurial Development Initiative for Employment,id-less,has part,ENGINE,Q93301,1
333,Youth,Q190007,has part,15,Q38701,1
334,access to financial services,Q45307101,facet of,technology,Q11016,1
335,SDG 5,Q53581210,part of,SDG 7,Q53581213,1
336,adinkra,Q26208349,use,braille,Q79894,1
337,Young Entrepreneurs’ Roundtable,id-less,field of work,SDGs,Q7649586,1
338,Young Professionals for Agricultural Development,id-less,conferred by,YPARD,Q25326849,1
339,Young mother,Q27897500,different from,childbearing,Q72352059,1
340,Youth,Q190007,has part,24,Q56194,1
341,Western Region,Q1052867,number of participants,27,Q433353,1
342,Youth Development,Q30292683,subclass of,Development,Q1074523,1
343,Youth Employment Agency,Q100398835,has part,community safety and security module,id-less,1
344,Youth Employment Agency,Q100398835,instance of,youth employment programmes,id-less,1
345,Youth Employment Agency,Q100398835,parent organization,National Youth Authority,Q15261156,1
346,adaptation,Q3331189,subclass of,climate change mitigation and adaptation,Q114108612,1
347,Youth Engagement in Service Delivery,id-less,facet of,YES Youth Engagement in Service Delivery,id-less,1
348,Western Region,Q1052867,number of participants,28,Q587465,1
349,SDGs Philanthropy Platform,id-less,facet of,SDGs,Q7649586,1
350,Western Region,Q1052867,number of participants,26,Q83264,1
351,Western Region,Q1052867,number of participants,24,Q56194,1
352,Vision 2020,Q7936129,inception,1994,Q2067,1
353,SDG13,id-less,follows,SDG8,Q53581217,1
354,Vision 2020,Q7936129,point in time,2020,Q25337,1
355,Vision 2030,Q23906335,country,Kenya,Q114,1
356,Vision 2030,Q23906335,country,Qatar,Q846,1
357,SDG1,Q50214636,followed by,SDG8,Q53581217,1
358,Vision 2040,Q49100122,country,South Korea,Q884,1
359,Vision 2040,Q49100122,country,Uganda,Q1036,1
360,Vision to Action,Q48774369,follows,From Vision to Action,Q112910956,1
361,Volta,Q192415,mouth of the watercourse,Coastal,Q1104405,1
362,Volta,Q192415,shares border with,Northern,Q22079702,1
363,Volta,Q192415,shares border with,Upper East,Q712828,1
364,Volta,Q192415,tributary,Coastal,Q1104405,1
365,SDG indicators,id-less,part of,Unit of,Q8142,1
366,SDG Philanthropy Platform,id-less,part of,UNDP,Q161718,1
367,Voluntary National Review,id-less,part of,National Review,Q1699649,1
368,Voluntary National Review,id-less,part of the series,National Review,Q1699649,1
369,SDG8,Q53581217,followed by,SDG13,id-less,1
370,Very Good,Q16738024,said to be the same as,Good,Q15290,1
371,Very Good,Q16738024,said to be the same as,Excellent,Q3735902,1
372,VNR Report,id-less,main subject,SDGs,Q7649586,1
373,SDGs,Q7649586,creator,UNDP,Q161718,1
374,VISIT OF THE 73,id-less,number of episodes,73,Q713122,1
375,SDGs,Q7649586,creator,UN-DESA,Q2671637,1
376,SDGs,Q7649586,country,GHANA’S,Q5555403,1
377,SDGs,Q7649586,country,GHANA,Q117,1
378,VNR,Q18042973,owned by,HLMC,Q113323933,1
379,VNR REPORTA,id-less,country,GHANA,Q117,1
380,VNR Report,id-less,publication date,3.4,Q29733805,1
381,SDGs,Q7649586,author,SDGs-ICC,id-less,1
382,VNR Report,id-less,publication date,3.9,Q79703,1
383,VNR Report,id-less,publisher,UN-DESA,Q2671637,1
384,VNR Roadmap,id-less,country,Ghana,Q117,1
385,VNR report,id-less,instance of,technical paper,Q3099732,1
386,SDGs,Q7649586,continent,Africa,Q15,1
387,Values Policy,id-less,instance of,Policy,Q1156854,1
388,Venn diagram,Q190763,depicts,sustainability pillars,id-less,1
389,Voluntary National Review,id-less,publisher,GHANA’S,Q5555403,1
390,VolunteersVolunteering,id-less,country,Ghanaian society,id-less,1
391,WASSCE,Q3308424,has part,West African Senior School Certificate Examination,Q3308424,1
392,Western Region,Q1052867,instance of,Institutions,Q27711101,1
393,Weaknesses,Q980400,opposite of,Strengths,Q100138017,1
394,Well-being,Q7981051,facet of,Health,Q12147,1
395,SDG 8,Q53581217,part of,rural economic growth,Q58144831,1
396,West Africa,Q4412,shares border with,the rest,Q3795550,1
397,advocacy,Q2509280,subclass of,communication,Q11024,1
398,West African Senior School Certificate Examination,Q3308424,part of,WASSCE,Q3308424,1
399,Western Region,Q1052867,area,3,Q201,1
400,SDG 7,Q53581213,has part,SDG 5,Q53581210,1
401,Water quality index of major river basins,id-less,inception,2012,Q1990,1
402,Western Region,Q1052867,instance of,Institutions Number of Management letters issued,id-less,1
403,Western Region,Q1052867,number of participants,12,Q36977,1
404,Western Region,Q1052867,number of participants,13,Q37141,1
405,Western Region,Q1052867,number of participants,14,Q38582,1
406,Western Region,Q1052867,number of participants,16,Q40254,1
407,Western Region,Q1052867,number of participants,21,Q712477,1
408,Western Region,Q1052867,number of participants,23,Q48240,1
409,Water quality index of major river basins,id-less,instance of,index,Q873506,1
410,Water for All,Q91513041,part of,Infrastructure for Poverty Eradication Programme,id-less,1
411,WASSCE,Q3308424,main subject,Mathematics,Q395,1
412,Wasting Overweight Underweight,id-less,country,Ghana,Q117,1
413,WFP,Q204344,part of,UNDP,Q161718,1
414,WFP,Q204344,part of,World Food Programme,Q204344,1
415,SDG Philanthropy Platform,id-less,part of,SDGs,Q7649586,1
416,SDG Philanthropy Platform,id-less,field of work,SDGs,Q7649586,1
417,WHO,Q7817,field of work,air quality,Q56245086,1
418,WHO,Q7817,parent organization,World Health Organization,Q7817,1
419,Warehouse Receipt System,Q12508497,publication date,3,Q201,1
420,SDG Philanthropy Platform,id-less,developer,SDGPP,id-less,1
421,Water and Water,Q96733187,subclass of,Infrastructure,Q121359,1
422,SDG 9,Q53581219,followed by,SDG 13,Q53581236,1
423,Water,Q283,use,Drinking,Q876776,1
424,Water Quality Index,Q59293805,country,Ghana,Q117,1
425,Water Quality Monitoring,Q51387954,part of,National Drinking Water Management Framework,id-less,1
426,Water Resource Commission 2018,id-less,point in time,2018,Q25291,1
427,Water Resources Management,Q15763474,subclass of,Management,Q2920921,1
428,Water Supply,Q1061108,facet of,Supply,Q166656,1
429,adverse pregnancy outcomes,Q29008542,subclass of,sickness and death,Q40980989,1
430,air pollution,Q131123,has effect,disasters,Q3839081,1
431,SDG 3,Q50216838,part of,SDGs,Q7649586,1
432,comprehensive,Q207062,is a list of,period,Q12171,1
433,community policing,Q2256171,facet of,communities,Q177634,1
434,community safety and security module,id-less,part of,Youth Employment Agency,Q100398835,1
435,community-based organisations,Q37420485,subclass of,non-governmental organisations,Q59576916,1
436,compensation,Q1742093,has part,welfare packages,id-less,1
437,compost,Q212254,subclass of,recycling,Q132580,1
438,Rural Development,Q3045473,part of,Planting for Exports and Rural Development,id-less,1
439,compound matrix,Q5156840,part of,SEA Tools,id-less,1
440,Royal Dialogue on the SDGs,id-less,facet of,SDGs,Q7649586,1
441,Roof Top Solar Energy Panels,id-less,subclass of,Solar Energy,Q40015,1
442,communities,Q177634,has part,local authority,Q6501447,1
443,conditional cash transfer,Q3537504,subclass of,social protection spending,Q37100193,1
444,conservation,Q832237,facet of,trees,Q10884,1
445,Role of the Middle Class in National Development,id-less,facet of,National Development,Q107018047,1
446,consistency,Q1319773,opposite of,direction,Q2151613,1
447,construction,Q385378,part of,manufacturing,Q187939,1
448,construction,Q385378,subclass of,skills development,Q7535242,1
449,construction of new health infrastructure,id-less,subclass of,health facilities,Q4260475,1
450,continental,Q174769,has part,Ghana,Q117,1
451,Rural Development,Q3045473,subclass of,Development,Q1074523,1
452,commitment,Q2648051,part of,Plan,Q4006,1
453,continuity,Q559618,opposite of,change,Q1150070,1
454,co-chairs,id-less,subclass of,co-conveners,id-less,1
455,clean water and sanitation,Q43313278,part of,SDG 6,Q48741129,1
456,climate change,Q125928,has effect,Disaster risk reduction,Q5281359,1
457,climate change,Q125928,has effect,impacts,Q90919717,1
458,climate change,Q125928,studied by,climate-related research,id-less,1
459,climate resilience,Q17072637,facet of,climate change,Q125928,1
460,climate-related research,id-less,studies,climate change,Q125928,1
461,clusters of synergies,id-less,studied by,network analysis,Q618079,1
462,co-chairs,id-less,different from,co-conveners,id-less,1
463,co-conveners,id-less,different from,co-chairs,id-less,1
464,Rural Enterprises Programme,id-less,has part,Empowering Novel Agribusiness-Led Employment for Youth,id-less,1
465,Rural LPG Programme,id-less,inception,November 2013,Q3039153,1
466,cocoa,Q13261,instance of,commodities,Q2897903,1
