,head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count
71,Sixth,Q1128759,followed by,Seventh Plan,Q17004279,8
72,FY25,id-less,follows,FY19,Q59671813,8
73,Part 1,Q47090887,has part,Chapter 5,Q21713372,8
74,FY19,Q59671813,followed by,FY25,id-less,8
75,FY19,Q59671813,instance of,Fiscal Year,Q191891,8
76,GED Projections,id-less,part of,Ministry of Finance,Q4294782,8
77,"Chapter 5, Part 1",id-less,has part,Annex Table A5.1,id-less,8
78,India,Q668,diplomatic relation,China,Q148,8
79,1960s,Q35724,point in time,1960,Q3754,8
80,secondary,Q28469712,subclass of,education,Q8434,8
81,renewable energy,Q12705,subclass of,energy,Q11379,8
82,Taka,Q129164,instance of,Billion,Q16021,8
83,Ministry of Finance,Q4294782,has part,GED Projections,id-less,8
84,Chapter 5,Q21713372,part of,Part 1,Q47090887,8
85,export,Q182722,subclass of,industrialization,Q202398,7
86,India,Q668,shares border with,China,Q148,7
87,urban areas,Q58259934,opposite of,rural,Q7380465,7
88,F,Q130,opposite of,M,Q11573,7
89,rural,Q7380465,opposite of,urban areas,Q58259934,7
90,Brahmaputra,Q45403,mouth of the watercourse,Ganges,Q5089,7
91,India,Q668,shares border with,Bhutan,Q917,7
92,M,Q11573,opposite of,F,Q130,7
93,8FYP,id-less,follows,7FYP,id-less,7
94,transport,Q7590,part of,trade,Q601401,7
95,Taka billion,id-less,instance of,current prices,Q51407239,7
96,social,Q345367,has part,economic,Q8134,7
97,Dhaka,Q1354,instance of,city,Q515,7
98,Bangladesh Bank,Q806532,country,Bangladesh,Q902,7
99,Bangladesh,Q902,capital,Dhaka,Q1354,7
100,transmission,Q525512,has part,distribution,Q200726,7
101,Meghna,Q109766834,mouth of the watercourse,Ganges,Q5089,7
102,export,Q182722,subclass of,trade,Q601401,7
103,rich,Q3917267,opposite of,poor,Q5729485,7
104,Bhutan,Q917,shares border with,India,Q668,7
105,HIES 2016,id-less,point in time,2016,Q25245,7
106,GED Projections,id-less,main subject,GED,Q165278,7
107,Ganges,Q5089,tributary,Meghna,Q109766834,7
108,India,Q668,diplomatic relation,Bangladesh,Q902,7
109,poverty reduction,Q1824165,facet of,poverty,Q10294,7
110,FY2019,Q59560887,point in time,2019,Q25274,7
111,Bangladesh,Q902,diplomatic relation,India,Q668,6
112,nutrition,Q2138622,facet of,health,Q12147,6
113,FY16,id-less,followed by,FY17,Q46084673,6
114,transparency,Q3026325,subclass of,accountability,Q2798912,6
115,FY2015,Q56676632,followed by,FY2019,Q59560887,6
116,urban,Q159313,subclass of,LGI,Q1708491,6
117,agriculture,Q11451,instance of,sector,Q3958441,6
118,Eighth Plan,Q5349144,instance of,Plan,Q4006,6
119,2009-10,Q243251,point in time,2009,Q1996,6
120,FY2019,Q59560887,follows,FY2015,Q56676632,6
121,India,Q668,shares border with,Nepal,Q837,6
122,Bangladesh economy,id-less,country,Bangladesh,Q902,6
123,food,Q2095,has part,nutrition,Q2138622,6
124,Activities,Q61788060,part of,Objectives,Q94315724,6
125,auditing,Q181487,part of,accounting,Q4116214,6
126,employment.,Q71227761,facet of,employment,Q656365,6
127,World Development Indicators,Q8035640,publisher,World Bank,Q7164,6
128,Vision 2021,Q17143470,point in time,2021,Q49628,6
129,women,Q467,subclass of,children,Q7569,6
130,Projection,Q186386,subclass of,Actual,Q1365054,6
131,2014-15,Q53386064,point in time,2014,Q1999,6
132,primary education,Q975085,subclass of,education,Q8434,6
133,Bangladesh,Q902,instance of,LDC,Q752401,6
134,Prime Minister,Q14212,officeholder,Sheikh Hasina,Q52183,6
135,Vietnam,Q881,diplomatic relation,China,Q148,6
136,Perspective Plan 2041,id-less,point in time,2041,Q49914,6
137,1970s,Q35014,point in time,1970,Q2474,6
138,2010-11,Q245316,point in time,2010,Q1995,6
139,inequality,Q28113351,has effect,poverty,Q10294,6
140,nutrition,Q2138622,part of,health,Q12147,6
141,Sheikh Hasina,Q52183,position held,Prime Minister,Q14212,6
142,manufacturing,Q187939,instance of,sector,Q3958441,6
143,China,Q148,shares border with,India,Q668,6
144,investment,Q4290,has effect,growth,Q1342838,6
145,culverts,Q2557844,part of,bridges,Q12280,6
146,bridges,Q12280,has part,culverts,Q2557844,6
147,Ganges,Q5089,tributary,Brahmaputra,Q45403,6
148,construction,Q385378,part of,manufacturing,Q187939,6
149,China,Q148,diplomatic relation,India,Q668,6
150,poverty,Q10294,has cause,inequality,Q28113351,6
151,FY2023,id-less,follows,FY2022,id-less,6
152,8FYP,id-less,country,Bangladesh,Q902,6
153,As % of GDP,id-less,is a list of,GDP,Q12638,6
154,China,Q148,diplomatic relation,Vietnam,Q881,6
155,tree,Q10884,part of,forest,Q4421,6
156,Nepal,Q837,shares border with,India,Q668,6
157,BDP2100,id-less,instance of,BDP,Q859825,6
158,FY2022,id-less,followed by,FY2023,id-less,6
159,poor,Q5729485,opposite of,rich,Q3917267,6
160,The Government,Q7737401,part of,Government,Q7188,6
161,Objectives,Q94315724,has part,Activities,Q61788060,6
162,2007-08,Q234643,point in time,2007,Q2024,5
163,Thailand,Q869,diplomatic relation,India,Q668,5
164,Education,Q8434,has part,Training,Q216033,5
165,local government,Q6501447,subclass of,government,Q7188,5
166,bank,Q22687,subclass of,financial institution,Q650241,5
167,2006-07,Q233604,point in time,2006,Q2021,5
168,Nominal GDP,Q28501082,has part,Taka,Q129164,5
169,Bangladesh,Q902,member of,WTO,Q7825,5
170,governance,Q1553864,part of,institutional,Q682969,5
171,infrastructure,Q121359,subclass of,services,Q114080183,5
172,2008-09,Q242750,point in time,2008,Q2004,5
173,export,Q182722,opposite of,import,Q62955,5
174,Part 1,Q47090887,number of episodes,1,Q199,5
175,secondary education,Q14623204,subclass of,education,Q8434,5
176,health care,Q31207,facet of,health,Q12147,5
177,policies,Q47011897,part of,laws,Q22096098,5
178,employment,Q656365,has effect,income,Q850210,5
179,TEUS,Q108915409,instance of,TE,Q8097,5
180,Bhutan,Q917,shares border with,Nepal,Q837,5
181,head,Q23640,part of,day,Q573,5
182,2005-06,Q673110,point in time,2005,Q2019,5
183,services,Q114080183,different from,goods,Q2424752,5
184,India,Q668,diplomatic relation,Vietnam,Q881,5
185,Rural Development,Q3045473,subclass of,Local Government,Q6501447,5
186,6th,Q28469716,followed by,7th Plans,id-less,5
187,7FYP,id-less,number of episodes,7,Q23350,5
188,Figure 14,Q59275806,instance of,Figure,Q207961,5
189,2000-01,Q1375661,point in time,2000,Q1985,5
190,CoxDA,Q84998052,instance of,RDA,Q1519318,5
191,sanitation,Q949149,has part,water,Q283,5
192,7FYP,id-less,instance of,7FYP.,id-less,5
193,2001-02,Q1399379,point in time,2001,Q1988,5
194,2002-03,Q1343278,point in time,2002,Q1987,5
195,education,Q8434,part of,health,Q12147,5
196,Vietnam,Q881,shares border with,China,Q148,5
197,Asia,Q48,has part,Pacific,Q98,5
198,6th,Q28469716,followed by,7FYP,id-less,5
199,2003-04,Q621940,point in time,2003,Q1986,5
200,urban poverty,Q60445622,subclass of,poverty,Q10294,5
201,2004-05,Q1061750,point in time,2004,Q2014,5
202,monitoring,Q2143522,subclass of,evaluation,Q1379672,5
203,districts,Q5283500,country,Bangladesh,Q902,5
204,Training,Q216033,part of,Education,Q8434,5
205,export,Q182722,subclass of,growth,Q1342838,5
206,distribution,Q200726,part of,transmission,Q525512,5
207,transport,Q7590,subclass of,infrastructure,Q121359,5
208,FY2022,id-less,follows,FY2021,id-less,5
209,Chittagong,Q376749,twinned administrative body,Dhaka,Q1354,5
210,100%,Q307482,area,100,Q37413,5
211,urban area,Q702492,opposite of,rural area,Q175185,5
212,FY2019,Q59560887,followed by,FY2025,id-less,5
213,China,Q148,diplomatic relation,Malaysia,Q833,5
214,rural,Q7380465,shares border with,urban,Q159313,5
215,0.2,Q11184992,point in time,0,Q14920387,5
216,FY19,Q59671813,followed by,FY20,Q56676632,5
217,Table 12,id-less,number of participants,12,Q36977,5
218,irrigation,Q11453,use,flood control,Q1187968,5
219,Government,Q7188,has part,The Government,Q7737401,5
220,construction,Q385378,product or material produced,housing,Q188507,5
221,agencies,Q392918,part of,ministries,Q192350,5
222,China,Q148,shares border with,Vietnam,Q881,5
223,0.1,Q11184976,point in time,0,Q14920387,5
224,FY2021,id-less,followed by,FY2022,id-less,5
225,irrigation,Q11453,uses,surface water,Q752112,5
226,day,Q573,has part,head,Q23640,5
227,Malaysia,Q833,diplomatic relation,China,Q148,5
228,Informatics,Q21198,part of,Statistics,Q12483,5
229,private investment,Q456272,subclass of,investment,Q4290,5
230,2012-13,Q53386003,point in time,2012,Q1990,5
231,urban,Q159313,shares border with,rural,Q7380465,5
232,0.0,Q701696,point in time,0,Q14920387,5
233,Nepal,Q837,shares border with,Bhutan,Q917,5
234,Pacific,Q98,part of,Asia,Q48,5
235,Statistics,Q12483,has part,Informatics,Q21198,5
236,2011-12,Q1489492,point in time,2011,Q1994,5
237,rural area,Q175185,opposite of,urban area,Q702492,5
238,0.3,Q11187550,point in time,0,Q14920387,5
239,Digital Bangladesh,Q65318844,country,Bangladesh,Q902,5
240,1999-00,Q1756146,point in time,1999,Q2091,5
241,2013-14,Q53386030,point in time,2013,Q1998,5
242,Mineral Resources Division,id-less,part of,Energy and Mineral Resources Division,Q85759289,5
243,tertiary education,Q136822,subclass of,education,Q8434,5
244,FY2025,id-less,follows,FY2019,Q59560887,5
245,leather,Q286,use,footwear,Q161928,5
246,data,Q42848,subclass of,information,Q11028,4
247,private sector,Q591763,opposite of,public sector,Q294217,4
248,Table 11,id-less,number of participants,11,Q37136,4
249,Plan,Q4006,facet of,Plan.,Q99985389,4
250,Objectives,Q94315724,has part,Implementing Agencies,id-less,4
251,nutrition security,Q36309286,facet of,food,Q2095,4
252,Forestry,Q38112,part of,Agriculture,Q11451,4
253,Higher Education Division,Q67781455,part of,Secondary,Q28469712,4
254,income inequality,Q5055020,has effect,poverty,Q10294,4
255,1996-97,Q196515,point in time,1996,Q2070,4
256,exploitation,Q600571,subclass of,abuse,Q600571,4
257,1997-98,Q98925600,point in time,1997,Q2088,4
258,exclusion,Q5853064,different from,inclusion error,id-less,4
259,1998-99,Q279736,point in time,1998,Q2089,4
260,ICT,Q5268834,instance of,industry,Q8148,4
261,laws,Q22096098,has part,regulations,Q106947327,4
262,1995-96,Q95919708,point in time,1995,Q2068,4
263,1994-95,Q455985,point in time,1994,Q2067,4
264,legal,Q2210557,has part,regulatory,Q428148,4
265,population,Q33829,part of,urban,Q159313,4
266,ICT,Q5268834,subclass of,services,Q114080183,4
267,trade,Q601401,part of,commerce,Q26643,4
268,1993-94,Q98925592,point in time,1993,Q2065,4
269,ICT Division,Q29467468,field of work,ICT,Q5268834,4
270,FY2020,id-less,followed by,FY2025,id-less,4
271,ADP Allocations for Agriculture Sector in the 8th Plan,id-less,part of,8th Plan,id-less,4
272,GDP,Q12638,country,Bangladesh,Q902,4
273,Anti-Corruption Commission,Q4774512,number of participants,2,Q200,4
274,Bangladesh,Q902,instance of,countries,Q6256,4
275,diversification,Q731453,subclass of,agricultural,Q5356428,4
276,FY2025,id-less,follows,FY2021,id-less,4
277,FY2025,id-less,follows,FY2020,id-less,4
278,Academia,Q2777905,part of,Industry,Q8148,4
279,FY2023,id-less,followed by,FY2024,id-less,4
280,FY1974,id-less,point in time,1974,Q2478,4
281,FY20,Q56676632,followed by,FY25,id-less,4
282,100%,Q307482,point in time,100,Q37413,4
283,curriculum,Q207137,part of,education,Q8434,4
284,National Youth Policy 2017,id-less,point in time,2017,Q25290,4
285,prevalence rate,Q111639079,subclass of,rate,Q1144560,4
286,FY2021,id-less,followed by,FY2025,id-less,4
287,Bangladesh,Q902,ethnic group,Bangladeshis,Q4855428,4
288,energy,Q11379,has part,power,Q25107,4
289,FY2010,Q59638190,followed by,FY2019,Q59560887,4
290,FY2011,Q59636497,followed by,FY2012,Q59636382,4
291,tourism,Q49389,instance of,industry,Q8148,4
292,energy sector,Q1304795,instance of,sector,Q3958441,4
293,Bangladesh,Q902,continent,Asia,Q48,4
294,FY2019,Q59560887,follows,FY2010,Q59638190,4
295,tonne,Q191118,said to be the same as,M,Q11573,4
296,passenger,Q319604,has part,freight,Q651658,4
297,Vision 2041,id-less,point in time,2041,Q49914,4
298,FY25,id-less,follows,FY20,Q56676632,4
299,Bangladesh,Q902,member of,international,Q1072012,4
300,Person,Q5,has part,Year,Q577,4
301,infrastructure,Q121359,subclass of,investment,Q4290,4
302,export,Q182722,subclass of,manufacturing,Q187939,4
303,skill development,Q46085113,subclass of,training,Q216033,4
304,PP 2041,Q22315467,point in time,2041,Q49914,4
305,PP2021,id-less,point in time,2021,Q49628,4
306,Vietnam,Q881,diplomatic relation,India,Q668,4
307,BRDB,id-less,parent organization,RDCD,id-less,4
308,industrial policy,Q664112,subclass of,policy,Q1156854,4
309,Table 8,id-less,instance of,Table,Q14748,4
310,primary,Q669262,followed by,secondary level,Q7443787,4
311,exports,Q90920788,opposite of,imports,Q104804717,4
312,services,Q114080183,part of,goods,Q2424752,4
313,Thailand,Q869,diplomatic relation,Vietnam,Q881,4
314,Thailand,Q869,diplomatic relation,Malaysia,Q833,4
315,policy,Q1156854,part of,strategy,Q185451,4
316,vegetables,Q11004,subclass of,fruits,Q1364,4
317,Technology,Q11016,part of,Education,Q8434,4
318,Technical and Madrasah Education Division,Q85805412,number of participants,8,Q23355,4
319,Bangladesh,Q902,instance of,developing countries,Q177323,4
320,China,Q148,part of,East Asia,Q27231,4
321,Ministry of Social Welfare,Q107353598,area,2,Q200,4
322,trade,Q601401,part of,international,Q1072012,4
323,manufacturing,Q187939,instance of,industry,Q8148,4
324,accountability,Q2798912,subclass of,oversight,Q60697989,4
325,accounting,Q4116214,has part,auditing,Q181487,4
326,Year,Q577,part of,Person,Q5,4
327,women’s empowerment,Q15675642,facet of,gender equality,Q113453,4
328,Projections,Q7249458,subclass of,Actual,Q1365054,4
329,Indonesia,Q252,diplomatic relation,China,Q148,4
330,Korea,Q18097,diplomatic relation,Japan,Q17,4
331,Dalit,Q219517,country,Bangladesh,Q902,4
332,manufacturing,Q187939,has part,labour,Q9630,4
333,India,Q668,part of,South Asia,Q771405,4
334,8FYP,id-less,instance of,period,Q12171,4
335,health,Q12147,facet of,education,Q8434,4
336,Implementing Agencies,id-less,part of,Objectives,Q94315724,4
337,midwives,Q3549851,subclass of,nurses,Q186360,4
338,Ministry of Cultural Affairs,Q19745020,number of participants,3,Q201,4
339,bridge,Q12280,subclass of,road,Q34442,4
340,youth employment,Q110008594,subclass of,employment,Q656365,4
341,East Asia,Q27231,has part,China,Q148,4
342,transmission,Q525512,part of,distribution,Q200726,4
343,content,Q12488383,part of,task,Q759676,4
344,Production,Q739302,product or material produced,MT,Q233,4
345,Cabinet Division,Q24952545,has part,0.2,Q11184992,4
346,Cabinet Division,Q24952545,has part,0.3,Q11187550,4
347,Ministry of Foreign Affairs,Q20901295,number of participants,0,Q14920387,4
348,forest,Q4421,has parts of the class,tree,Q10884,4
349,0.3,Q11187550,part of,Cabinet Division,Q24952545,4
350,Public Security Division,Q65122582,number of participants,17,Q40118,4
351,2015-16,Q19346732,point in time,2015,Q2002,4
352,urban,Q159313,has part,population,Q33829,4
353,urban,Q159313,opposite of,rural areas,Q175185,4
354,food safety,Q909821,facet of,nutrition,Q2138622,4
355,public sector,Q294217,opposite of,private sector,Q591763,4
356,bus,Q5638,subclass of,Passenger,Q319604,4
357,rural economy,Q63717685,has part,agriculture,Q11451,4
358,8FYP,id-less,has part,8FYP period,id-less,4
359,Japan,Q17,diplomatic relation,Korea,Q18097,4
360,Dhaka,Q1354,twinned administrative body,Chittagong,Q376749,4
361,technology,Q11016,part of,science,Q336,4
362,task,Q759676,has part,content,Q12488383,4
363,Dhaka,Q1354,instance of,capital city,Q5119,4
364,rural,Q7380465,country,Bangladesh,Q902,4
365,nutrition,Q2138622,part of,food,Q2095,4
366,economy,Q159810,part of,society,Q8425,4
367,0.13,Q775523,point in time,0,Q14920387,4
368,Rank,Q56019,different from,Score,Q187947,4
369,8FYP,id-less,has part,BDP2100,id-less,4
370,Jute,Q107211,subclass of,Textiles,Q28823,4
371,0.2,Q11184992,part of,Cabinet Division,Q24952545,4
372,health insurance,Q334911,subclass of,scheme,Q959962,4
373,ecosystem,Q37813,has part,biodiversity,Q47041,4
374,rural poverty,Q19708004,subclass of,poverty,Q10294,4
375,Ministry of Industries,Q25302675,number of participants,12,Q36977,4
376,Seventh Plan,Q17004279,follows,Sixth,Q1128759,4
377,7FYP,id-less,country,Bangladesh,Q902,4
378,Power Division,Q85794222,instance of,Source,Q7376362,4
379,7FYP,id-less,follows,6th,Q28469716,4
380,SDG,Q7649586,point in time,2019,Q25274,4
381,secondary,Q28469712,followed by,tertiary,Q188645,4
382,7FYP,id-less,number of participants,7,Q23350,4
383,secondary,Q28469712,followed by,tertiary education,Q136822,4
384,literacy,Q8236,subclass of,education,Q8434,4
385,imports,Q104804717,opposite of,exports,Q90920788,4
386,biodiversity,Q47041,part of,ecosystem,Q37813,4
387,goods,Q2424752,has part,services,Q114080183,4
388,goods,Q2424752,different from,services,Q114080183,4
389,8th Plan,id-less,has part,ADP Allocations for Agriculture Sector in the 8th Plan,id-less,4
390,Secondary,Q28469712,has part,Higher Education Division,Q67781455,4
391,Ministry of Women and Children Affairs,Q24897339,number of participants,4,Q202,4
392,inclusion error,id-less,different from,exclusion,Q5853064,4
393,research,Q42240,has part,development,Q1074523,4
394,INTRODUCTION,Q305178,part of,4.1,Q2816680,4
395,8th Plan,id-less,instance of,Plan,Q4006,4
396,8th Plan,id-less,instance of,period,Q12171,4
397,1-7,Q17329128,instance of,Rank,Q56019,4
398,processing,Q6661985,product or material produced,food,Q2095,4
399,China,Q148,diplomatic relation,Indonesia,Q252,4
400,Posts and Telecommunications Division,Q55630322,number of participants,12,Q36977,4
401,Score,Q187947,different from,Rank,Q56019,4
402,rural areas,Q175185,opposite of,urban,Q159313,4
403,science,Q336,has part,technology,Q11016,4
404,regulatory,Q428148,part of,legal,Q2210557,4
405,Education,Q8434,has part,Technology,Q11016,4
406,adaptation,Q3331189,facet of,climate change,Q125928,4
407,8FYP period,id-less,part of,8FYP,id-less,4
408,productivity,Q2111958,has effect,competitiveness,Q155953,4
409,regulations,Q106947327,part of,laws,Q22096098,4
410,poverty,Q10294,has cause,income inequality,Q5055020,3
411,Rapid urbanization,Q56047581,country,Bangladesh,Q902,3
412,13.2,Q2333,instance of,2,Q200,3
413,2G,Q46904,followed by,3G,Q79692,3
414,Departments,Q643589,part of,Agencies,Q392918,3
415,renewable energy,Q12705,subclass of,power,Q25107,3
416,FY2025,id-less,point in time,2025,Q49616,3
417,BER 2019,id-less,point in time,2019,Q25274,3
418,quantity,Q309314,different from,quality,Q1207505,3
419,poverty,Q10294,subclass of,incidence,Q217690,3
420,shrimp,Q1517781,subclass of,fish,Q152,3
421,deposit,Q5260774,different from,lending rates,id-less,3
422,exploitation,Q600571,subclass of,violence,Q124490,3
423,skilled,Q2588761,subclass of,human resources,Q5467169,3
424,renewable energy,Q12705,subclass of,power generation,Q26376690,3
425,COVID -19 pandemic,Q113888949,country,Bangladesh,Q902,3
426,budgeting,Q41263,part of,planning,Q309100,3
427,2025,Q49616,follows,2024,Q49619,3
428,China,Q148,diplomatic relation,Thailand,Q869,3
429,PP2041,id-less,country,Bangladesh,Q902,3
430,4th HPNSP,id-less,instance of,HPNSP,id-less,3
431,Covid -19 pandemic,Q113888949,number of participants,19,Q39850,3
432,rural,Q7380465,subclass of,population,Q33829,3
433,PP2041,id-less,followed by,8FYP,id-less,3
434,Figure 3.14,id-less,instance of,Figure,Q207961,3
435,BR,Q155,instance of,MoR,Q176694,3
436,development,Q1074523,part of,research,Q42240,3
437,Bangabandhu Sheikh Mujibur Rahman,Q3449522,position held,Father of the Nation,Q1001,3
438,Dhaka,Q1354,instance of,seaport,Q15310171,3
439,BDP2100,id-less,part of,8FYP,id-less,3
440,2024,Q49619,followed by,2025,Q49616,3
441,Chittagong Port Authority,Q5102403,instance of,Port Authority,Q908666,3
442,Dhaka,Q1354,country,country,Q6256,3
443,quality,Q1207505,different from,quantity,Q309314,3
444,Department of Environment,Q61742005,parent organization,DoE,Q217810,3
445,power generation,Q26376690,subclass of,generation,Q11398090,3
446,Real GDP growth,Q11452848,number of participants,8,Q23355,3
447,DDM,Q229848,part of,MoDMR,id-less,3
448,power sector,Q18127387,instance of,sector,Q3958441,3
449,health,Q12147,subclass of,services,Q114080183,3
450,health,Q12147,said to be the same as,wellbeing,Q7981051,3
451,road,Q34442,subclass of,infrastructure,Q121359,3
452,government,Q7188,has part,8FYP,id-less,3
453,remittance,Q1351807,subclass of,migration,Q177626,3
454,information.,Q77587791,subclass of,information,Q11028,3
455,Thailand,Q869,diplomatic relation,China,Q148,3
456,vocational training,Q16861871,subclass of,education,Q8434,3
457,health,Q12147,facet of,social protection,Q2483208,3
458,Convention on Rights of Persons with Disabilities,id-less,author,UN,Q1065,3
459,facilities,Q15761653,part of,health care,Q31207,3
460,Central Government Operations,id-less,country,Bangladesh,Q902,3
461,bridges,Q12280,subclass of,road,Q34442,3
462,vocational education,Q6869278,subclass of,education,Q8434,3
463,extreme poor,id-less,subclass of,poor,Q5729485,3
464,COVID -19,Q112712553,has effect,7FYP,id-less,3
465,forestry,Q38112,part of,agriculture,Q11451,3
466,Service,Q7406919,product or material produced,Services,Q114080183,3
467,3.3,Q39321380,point in time,3,Q201,3
468,forest,Q4421,has effect,biodiversity,Q47041,3
469,14.,Q38582,point in time,14,Q38582,3
470,Delta Plan 2100,Q108674111,point in time,2100,Q11183,3
471,forest degradation,Q37852984,has cause,deforestation,Q169940,3
472,"Chapter 5, Part 1",id-less,part of,Annex Table A5.2,id-less,3
473,COVID -19,Q112712553,facet of,COVID,Q84263196,3
474,132/33 kV,id-less,instance of,Substation,Q174814,3
475,SDGs,Q7649586,facet of,SDG,Q7649586,3
476,health care,Q31207,has part,facilities,Q15761653,3
477,skills,Q10670181,part of,education,Q8434,3
478,health care,Q31207,has part,education,Q8434,3
479,COVID -19,Q112712553,country,Bangladesh,Q902,3
480,health care,Q31207,subclass of,services,Q114080183,3
481,Energy and Mineral Resources Division,Q85759289,has part,Mineral Resources Division,id-less,3
482,Pacific Region,Q3922764,part of,Asia,Q48,3
483,Bangladesh,Q902,member of,WHO,Q7817,3
484,farmers,Q131512,field of this occupation,agriculture,Q11451,3
485,deforestation,Q169940,has effect,forest degradation,Q37852984,3
486,Bangladesh’s,Q6906,country,Bangladesh,Q902,3
487,farmers,Q131512,field of this occupation,agricultural,Q5356428,3
488,import,Q62955,opposite of,export,Q182722,3
489,Perspective Plan,id-less,point in time,2021,Q49628,3
490,Bank,Q22687,owned by,CrPbs,id-less,3
491,Bangladesh,Q902,member of,World Bank,Q7164,3
492,Private,Q158668,opposite of,Public,Q294440,3
493,valuation,Q4008379,studies,property,Q937228,3
494,savings,Q100348459,subclass of,investment,Q4290,3
495,East Asia,Q27231,shares border with,South Asia,Q771405,3
496,1985-86,Q98925587,point in time,1985,Q2431,3
497,3G,Q79692,followed by,4G,Q79697,3
498,1950s,Q36297,point in time,1950,Q18597,3
499,primary health care,Q623543,subclass of,services,Q114080183,3
500,industrial policies,Q61661548,part of,trade,Q601401,3
501,implementation,Q245962,part of,development,Q1074523,3
502,2000,Q1985,point in time <triplet>4000,3000,Q917994,3
503,programmes,Q39071357,part of,policies,Q47011897,3
504,delivery,Q7590,subclass of,service,Q7406919,3
505,services,Q114080183,part of,economy,Q159810,3
506,Baseline,Q201610,part of,Division,Q169534,3
507,industry,Q8148,different from,agriculture,Q11451,3
508,1984-85,Q642844,point in time,1984,Q2432,3
509,1986-87,Q696245,point in time,1986,Q2430,3
510,RDCD,id-less,subsidiary,BRDB,id-less,3
511,sectors,Q2739810,part of,industries,Q2976602,3
512,income,Q850210,has cause,employment,Q656365,3
513,Bangladesh Bank,Q806532,instance of,Source,Q7376362,3
