,head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count
116,middle income country,Q25450949,follows,lowincome,id-less,1
117,monitoring,Q2143522,has cause,implementation,Q245962,1
118,middle income,Q106470198,subclass of,income,Q850210,1
119,medium,Q2249676,said to be the same as,small,Q2590065,1
120,merit,Q1527264,said to be the same as,deserve,Q106696247,1
121,merit,Q1527264,instance of,principle,Q211364,1
122,medium enterprise,id-less,subclass of,small,Q2590065,1
123,medium-term,Q22294920,opposite of,short,Q24862,1
124,monitoring,Q2143522,facet of,malisation,id-less,1
125,monitoring,Q2143522,has cause,planning,Q309100,1
126,marketing,Q39809,subclass of,responsibilities,Q19096746,1
127,national biodiversity strategy and ac tion plan,id-less,has part,ac tion plan,id-less,1
128,national unity,Q2199044,part of,Consolidating democracy,id-less,1
129,markets,Q110249433,part of,international,Q1072012,1
130,maximu m,id-less,facet of,stakeholder,Q852998,1
131,national solidarity,Q6978602,facet of,united andindivisible nation,id-less,1
132,national priorities,Q6975053,country,national,Q53247,1
133,medium-termdevelopment,id-less,opposite of,long-term prospects,Q71285849,1
134,national airline,Q899774,parent organization,public budget,Q27998498,1
135,media,Q11033,facet of,wid er population,id-less,1
136,national,Q53247,legislative body,conse nsus,id-less,1
137,nati onal population policy framework,id-less,has part,Population and Development Act,id-less,1
138,moving target,Q3866668,subclass of,v ision,id-less,1
139,monitoring,Q2143522,subclass of,evaluation,Q1379672,1
140,monitoring,Q2143522,part of,development,Q1074523,1
141,measurable indices,id-less,facet of,human,Q5,1
142,operations,Q3884033,part of,economy,Q159810,1
143,1,Q199,followed by,2,Q200,1
144,operators,Q3354588,field of this occupation,telecommunication,Q418,1
145,policy,Q1156854,facet of,water use,Q26534,1
146,pollution levels,Q86708995,studied by,water chemistry,Q912065,1
147,political will,Q107259730,has part,governm ent,id-less,1
148,political stability,Q47369905,facet of,justice,Q16533,1
149,political forces,id-less,has part,public,Q294440,1
150,political development,Q7210285,facet of,sustainable eco nomic,id-less,1
151,political,Q82955,subclass of,tourism,Q49389,1
152,policy requirements,Q47318256,part of,conventions,Q92986448,1
153,policy frameworks on child,id-less,subclass of,policy,Q1156854,1
154,policy formulation,Q40261861,facet of,ana lysis,id-less,1
155,policies,Q47011897,subclass of,procedures,Q7247166,1
156,opportunit,Q193538,part of,market,Q330284,1
157,policies,Q47011897,part of,strategies,Q185451,1
158,policies,Q47011897,part of,legislation,Q820655,1
159,policies,Q47011897,part of,higher education,Q136822,1
160,policies,Q47011897,has part,strategies,Q185451,1
161,policies,Q47011897,facet of,family unit,Q66837962,1
162,police force,Q35535,has part,legal services,Q1494322,1
163,police department,Q10636123,has part,Director of Public Prosecution,Q19226277,1
164,poli cy,id-less,uses,repeaters,Q7313960,1
165,pockets of poverty,id-less,subclass of,poverty,Q10294,1
166,population balance,Q2017154,instance of,balance,Q134566,1
167,population control,Q4764961,facet of,population,Q33829,1
168,population control,Q4764961,subclass of,control,Q11175,1
169,population initiatives,id-less,subclass of,evaluation,Q1379672,1
170,primary phase,Q7243083,followed by,secondary import substitution phase,id-less,1
171,primary,Q669262,subclass of,health care,Q31207,1
172,pricing,Q2516951,part of,water policy,Q15761055,1
173,pri cing,id-less,instance of,grading,Q5591926,1
174,pri ces,Q104141755,instance of,gazetted,Q45242174,1
175,present,Q192613,opposite of,future generations,Q954025,1
176,pregnancy,Q11995,has effect,abortion,Q8452,1
177,pre sent status,id-less,said to be the same as,drinking water,Q7892,1
178,practices,Q104710926,facet of,family unit,Q66837962,1
179,poverty alleviation,Q1824165,facet of,polic y,id-less,1
180,poverty,Q10294,subclass of,incidence,Q217690,1
181,postal services,Q57616250,subclass of,services,Q114080183,1
182,postal services,Q57616250,part of,custom er,id-less,1
183,postal,Q700905,has part,ser vices,id-less,1
184,positions,Q100351980,part of,decision-making,Q1331926,1
185,population statistics,Q7229821,subclass of,statistics,Q12483,1
186,population sector,id-less,facet of,management information s ystem,id-less,1
187,population of Cameroon,id-less,country,Cameroon,Q1009,1
188,population issues,Q36818019,facet of,d evelopment planning,id-less,1
189,plantations,Q104710529,subclass of,forestry,Q38112,1
190,plant and game park,id-less,subclass of,recreational facilities,Q39841397,1
191,plant and animal wild life park,id-less,subclass of,tourist facilities,Q114354958,1
192,percentag e rate,id-less,subclass of,financing,Q6055890,1
193,manufacturing industry,Q187939,instance of,industry,Q8148,1
194,pasture,Q30121,use,livestock,Q4767951,1
195,partnership agreements,Q83065504,subclass of,management,Q2920921,1
196,participation,Q1773152,part of,economic empowerment,Q63829080,1
197,participati on of nationals,id-less,field of this occupation,road construction,Q2349677,1
198,partic ipation,id-less,subclass of,policies,Q47011897,1
199,parastatals,Q98082153,part of,departments,Q643589,1
200,parastatals,Q98082153,different from,NGOs,Q11788357,1
201,pa rtners,id-less,part of,labour laws,Q78830905,1
202,p rotection,id-less,part of,environmental,Q10485087,1
203,p resented,id-less,instance of,strategies,Q185451,1
204,p re-schools,id-less,subclass of,private education,Q11248105,1
205,p olicy,id-less,part of,rational communications,id-less,1
206,ownership,Q6498684,part of,economic empowerment,Q63829080,1
207,owners,Q18129067,field of this occupation,m iners,id-less,1
208,oversee operations,id-less,practiced by,board members,Q66169646,1
209,organisational structures,Q57619842,facet of,control over-l oading,id-less,1
210,organisational functions,id-less,has part,personnel management,Q1056396,1
211,opportunities.,id-less,subclass of,opportunities,Q84501571,1
212,pension funds,Q59648002,has part,inves ted,id-less,1
213,performance targets,Q59904108,subclass of,targets,Q852162,1
214,planning system,Q39426886,subclass of,proc ess,id-less,1
215,peri-urban,Q7380602,has part,urban areas,Q58259934,1
216,planning,Q309100,has part,strategic guidelines,Q58505029,1
217,planning,Q309100,has part,analysis,Q7754,1
218,planning,Q309100,has effect,monitoring,Q2143522,1
219,planning,Q309100,facet of,national,Q53247,1
220,planning,Q309100,facet of,education,Q8434,1
221,piec es,id-less,subclass of,legislation,Q820655,1
222,physical,Q413,part of,social,Q345367,1
223,phans,Q7180500,subclass of,unemployed,Q28790169,1
224,petroleum substitute,id-less,subclass of,substitutes,Q111689900,1
225,pertai ning,id-less,instance of,legislation,Q820655,1
226,persons with disabilities,Q74535604,subclass of,institutional,Q682969,1
227,persons with disabilities,Q74535604,subclass of,infrastructural,Q107407615,1
228,persons with disabilities,Q74535604,subclass of,equal opportunities,Q5384128,1
229,persons with disabilities,Q74535604,has effect,economic a nd social activities,id-less,1
230,persons with disabilitie,Q86752306,field of work,education,Q8434,1
231,personnel management,Q1056396,part of,organisational functions,id-less,1
232,personnel function,Q71441344,subclass of,function,Q11348,1
233,perso ns with disabilities,id-less,has part,women,Q467,1
234,peri-urban,Q7380602,subclass of,urban,Q159313,1
235,penalties,Q100162405,opposite of,rewards,Q74750575,1
236,macro strategic areas,id-less,part of,sectoral strategies,id-less,1
237,manufacturing,Q187939,part of,economy,Q159810,1
238,industry,Q8148,has part,engage,Q5377426,1
239,infrastructure,Q121359,subclass of,provision,Q703087,1
240,infrastructure,Q121359,part of,production,Q739302,1
241,infrastructure,Q121359,part of,physical environment,Q107447748,1
242,infrastructure,Q121359,part of,Industrial development,Q107526382,1
243,infrastructure,Q121359,has part,capacity,Q1347367,1
244,infrastructural development,id-less,has part,recreational facilities,Q39841397,1
245,information unit,id-less,part of,exc hange,id-less,1
246,information management system,Q121182,use,planning,Q309100,1
247,information dissemination,Q112116869,facet of,mining,Q44497,1
248,information,Q11028,part of,structures,Q811979,1
249,informal sector,Q944235,subclass of,urban,Q159313,1
250,informal sector,Q944235,part of,rural development,Q3045473,1
251,informal sector,Q944235,part of,economic growth,Q189833,1
252,informal sector,Q944235,opposite of,formal economic sector,id-less,1
253,informal sector,Q944235,has part,dynamic activities in the informal sector,id-less,1
254,infant,Q998,subclass of,mat,Q1136834,1
255,industry,Q8148,product or material produced,product,Q2424752,1
256,industry,Q8148,part of,economy,Q159810,1
257,industry,Q8148,has part,services,Q114080183,1
258,infrastructure,Q121359,subclass of,services,Q114080183,1
259,inheritance,Q200303,subclass of,law,Q7748,1
260,inheritance rights,id-less,part of,traditio nal,id-less,1
261,inv olving,id-less,country,Swazis,Q98026686,1
262,ion,Q36496,part of,agricultural product,Q11827455,1
263,investor,Q557880,subclass of,stakeholders,Q108798676,1
264,investment location,id-less,facet of,investment,Q4290,1
265,investment,Q4290,subclass of,private sector,Q591763,1
266,investment,Q4290,subclass of,finance,Q43015,1
267,investi gated,id-less,subclass of,technology,Q11016,1
268,inves tment,id-less,subclass of,inves,Q1650915,1
269,inves ted,id-less,part of,pension funds,Q59648002,1
270,interventio n,id-less,facet of,poverty,Q10294,1
271,inhibits growth,Q64074635,has cause,energy crisis,Q1341376,1
272,integration of offenders,id-less,facet of,society,Q8425,1
273,integration,Q80091,facet of,environmental protection,Q832237,1
274,integrated,Q36578,subclass of,rehabilitated,Q52133779,1
275,insurance,Q43183,subclass of,savings,Q100348459,1
276,institutions,Q27711101,part of,health care,Q31207,1
277,institutional arrangements,Q81231664,has part,decision-making process,Q54023377,1
278,institutional arrangements,Q81231664,facet of,gender relations,Q65088268,1
279,innovation,Q174165,subclass of,creativity,Q170658,1
280,industry,Q8148,has part,market,Q330284,1
281,industrialization,Q202398,has part,promotionstrategy,id-less,1
282,irrigated agriculture,Q852873,subclass of,land,Q11081619,1
283,industrialization,Q202398,has part,good governance strategy,id-less,1
284,human settlements,Q486972,part of,urban area,Q702492,1
285,human resource planning,Q71224219,subclass of,policy,Q1156854,1
286,human resource development,Q5366892,subclass of,macro strategy,id-less,1
287,human resource development,Q5366892,subclass of,Promote,Q103927205,1
288,human capital,Q165687,part of,programmes,Q39071357,1
289,housing policy,Q2588157,facet of,Housing,Q188507,1
290,housing needs,Q72234614,facet of,urban,Q159313,1
291,housing developers,id-less,part of,financial ins titutions,id-less,1
292,households,Q64873892,part of,private sector,Q591763,1
293,households,Q64873892,part of,communities,Q177634,1
294,hotel,Q27686,subclass of,accommodation,Q3947,1
295,ho ped,id-less,use,stimulating,Q50319263,1
296,historically,Q1620945,has part,culturally,Q1338878,1
297,histor ical,id-less,has part,socio-economic understanding,id-less,1
298,higher education,Q136822,has part,policies,Q47011897,1
299,health- related organisations,id-less,part of,health system,Q11000047,1
300,health system,Q11000047,has part,health- related organisations,id-less,1
301,health services,Q9353606,facet of,quality,Q1207505,1
302,health personnel,Q59283400,field of this occupation,career,Q282049,1
303,humanities,Q80083,subclass of,social science,Q34749,1
304,hydro,Q511031,use,agricultural,Q5356428,1
305,hypertension,Q41861,has effect,heart disease,Q190805,1
306,income,Q850210,subclass of,incentive distortion,id-less,1
307,industrialization,Q202398,country,Cameroon,Q1009,1
308,industrial sector,Q55639,part of,country’sdevelopment engine,id-less,1
309,industrial sector,Q55639,country,Cameroon,Q1009,1
310,industrial development,Q107526382,country,Swaziland,Q1050,1
311,indus trial peace,id-less,instance of,harmony,Q184421,1
312,independence and accessibility of the judiciary,id-less,instance of,democracy,Q7174,1
313,independence,Q24603,inception,19 68,id-less,1
314,income-generating,Q36101111,has effect,unemployment,Q41171,1
315,incest,Q127683,subclass of,practices,Q104710926,1
316,ide a,Q981536,subclass of,background material,Q66773649,1
317,inappropriate language,Q104671588,has effect,sexual harassment,Q751722,1
318,important,Q1139892,said to be the same as,knowledge,Q9081,1
319,implementation,Q245962,has cause,monitoring,Q2143522,1
320,implemen tation,id-less,studied by,cost-benefit analysis,Q942582,1
321,impl ementation,id-less,part of,national development planning,Q104880767,1
322,impact assessment,Q6005872,facet of,environmental guidelines and procedures,id-less,1
323,impact assess ment,id-less,facet of,environmental impact,Q2022868,1
324,impa ct,id-less,facet of,income distribution,Q3915542,1
325,irr igation,id-less,subclass of,irrigation,Q11453,1
326,irrigation,Q11453,use,agricultural,Q5356428,1
327,managers,Q114513068,subclass of,owners,Q18129067,1
328,local,Q11851202,different from,regional,Q1218597,1
329,macro-economic,Q108131916,part of,environment,Q2249676,1
330,macro strategies,id-less,subclass of,macro,Q629579,1
331,private sector,Q591763,part of,development partners,id-less,1
332,macro,Q629579,subclass of,strategic,Q376657,1
333,macro,Q629579,has part,st rategic areas,id-less,1
334,macro,Q629579,has part,st,Q43115,1
335,ma nagement,id-less,studies,macro-economic,Q108131916,1
336,m ajor,id-less,subclass of,urban areas,Q58259934,1
337,lowincome,id-less,followed by,middle income country,Q25450949,1
338,low cost housing,Q72367357,subclass of,institutional mechanism,Q114004025,1
339,long-term vision,Q34662373,facet of,society,Q8425,1
340,long period of readjustment,id-less,country,Cameroon,Q1009,1
341,local resources,Q64308841,part of,public resourc es,id-less,1
342,local government,Q6501447,subclass of,administrative powers and authority,id-less,1
343,local councils,Q12192339,has part,chiefs,Q247731,1
344,local authorities,Q46022688,subclass of,authorities,Q36524,1
345,local authorities,Q46022688,part of,central government,Q2767140,1
346,local authorities,Q46022688,part of,Central government,Q2767140,1
347,local authorities,Q46022688,office held by head of the organization,chiefs,Q247731,1
348,macro-economic,Q108131916,studied by,ma nagement,id-less,1
349,macro-economy,id-less,studies,settlement,Q486972,1
350,macroeconomic,Q39680,part of,socio-economic,Q1643441,1
351,mana gers,id-less,field of this occupation,construction industry,Q13405640,1
352,managers,Q114513068,field of this occupation,m iners,id-less,1
353,managerial,Q2990807,part of,organisational,Q730573,1
354,management,Q2920921,studies,environment,Q2249676,1
355,management,Q2920921,part of,water policy,Q15761055,1
356,management,Q2920921,part of,economic empowerment,Q63829080,1
357,management,Q2920921,facet of,contracts,Q37427685,1
358,managem ent,id-less,subclass of,conflict prevention,Q113472590,1
359,manag ement,id-less,field of work,environmental,Q10485087,1
360,males,Q6743117,opposite of,females,Q111905566,1
361,macroeconomic management,Q63768837,subclass of,pr udent,id-less,1
362,male partners,Q38685748,part of,family planning programmes,Q69700075,1
363,malaria,Q12156,has effect,tuberculosis,Q12204,1
364,makes good economic sense,id-less,said to be the same as,economic sense,id-less,1
365,majorloopholes,id-less,facet of,national economic policy,id-less,1
366,maintenan ce,id-less,facet of,ecological balance,Q2246744,1
367,mainstreaming,Q2251268,facet of,gender issues,Q15753025,1
368,mainstreaming,Q2251268,facet of,gender,Q48277,1
369,macroeconomic stability,Q58357542,facet of,macroeconomic,Q39680,1
370,local,Q11851202,instance of,government,Q7188,1
371,loca lly,id-less,part of,cultural activities,Q1341006,1
372,irrigation,Q11453,use,farmers,Q131512,1
373,loca l authorities,id-less,part of,central government,Q2767140,1
374,land,Q11081619,subclass of,trust,Q659974,1
375,land,Q11081619,said to be the same as,tenure system,id-less,1
376,labour-intensive,Q108288221,opposite of,capital-intensive,Q5035704,1
377,labour laws,Q78830905,subclass of,reform,Q900406,1
378,labour laws,Q78830905,has part,pa rtners,id-less,1
379,labour laws,Q78830905,has part,conditions of employment,Q25204034,1
380,labour,Q9630,part of,business,Q4830453,1
381,la nd resources,id-less,has part,water,Q283,1
382,l abour,id-less,instance of,international,Q1072012,1
383,knowledge,Q9081,said to be the same as,important,Q1139892,1
384,key macro strategies,id-less,facet of,macro,Q629579,1
385,justice,Q16533,country,country,Q6256,1
386,judiciary system,Q105985,country,country,Q6256,1
387,joint venture,Q489209,subclass of,economies,Q50807212,1
388,ivestock,id-less,instance of,land use,Q1165944,1
389,itself,Q254474,subsidiary,Central Bank,Q66344,1
390,irrigation system,Q6129871,use,ma nagement,id-less,1
391,irrigation infrastructure,id-less,use,irrigated crops,id-less,1
392,irrigation,Q11453,use,livestock,Q4767951,1
393,land,Q11081619,use,uses,Q18356647,1
394,land transac tion,id-less,different from,transac tion,id-less,1
395,land with arable potential,id-less,instance of,land use,Q1165944,1
396,"legislation's re levance to, and conformity with the various",id-less,part of,legislation,Q820655,1
397,livestock management,Q56062772,product or material produced,livestock,Q4767951,1
398,livestock,Q4767951,used by,producers,Q315732,1
399,livestock,Q4767951,use,agriculture,Q11451,1
400,livestock,Q4767951,subclass of,crops,Q235352,1
401,linguistic mosaic,id-less,country,Cameroon,Q1009,1
402,libelous reporting,id-less,subclass of,legislation,Q820655,1
403,li ne,Q18851156,part of,telecommunications network,Q1068715,1
404,levels of skills,id-less,subclass of,levels,Q2315784,1
405,legislation,Q820655,part of,environmental policy,Q919526,1
406,land-use rights,Q96207321,subclass of,law,Q7748,1
407,legislation,Q820655,main subject,professi onal conduct,id-less,1
408,legislation,Q820655,main subject,fi nancial institution,id-less,1
409,legislation,Q820655,has part,"legislation's re levance to, and conformity with the various",id-less,1
410,legal services,Q1494322,part of,police force,Q35535,1
411,leadershi p,id-less,part of,organisational,Q730573,1
412,law reform,Q264236,subclass of,reform,Q900406,1
413,law enforcement agencies,Q732717,instance of,standards,Q591990,1
414,law,Q7748,applies to jurisdiction,Swazi,Q34014,1
415,primary sector economy,id-less,opposite of,secondary sector,Q55639,1
416,public,Q294440,has part,secto rs,id-less,1
417,private sector,Q591763,part of,education system,Q446760,1
418,support fund,id-less,part of,road transport,Q516739,1
419,sustainable use,Q64816625,uses,resources,Q1554231,1
420,sustainable us e,id-less,subclass of,land,Q11081619,1
421,sustainable population policy,id-less,subclass of,policy,Q1156854,1
422,sustainable high levels,id-less,subclass of,pr omoting,id-less,1
423,sustainable development,Q131201,subclass of,programme,Q170584,1
424,sustainable budget,id-less,subclass of,budget,Q41263,1
425,sustainable,Q66095801,subclass of,economic,Q8134,1
426,sustainable,Q66095801,subclass of,budget,Q41263,1
427,supply,Q166656,opposite of,demand,Q1665268,1
428,syste m,id-less,subclass of,management information,Q104154387,1
429,supervisory,Q759969,part of,government,Q7188,1
430,sup ply,id-less,subclass of,short sup ply,id-less,1
431,subsistence,Q109703686,subclass of,upliftmen t,id-less,1
432,subsidised,Q107037041,subclass of,cost structure,Q42676243,1
433,studies,Q9347372,subclass of,research,Q42240,1
434,structures,Q811979,has part,information,Q11028,1
435,street kids,Q501846,instance of,policy,Q1156854,1
436,street children,Q501846,subclass of,homeless,Q29325697,1
437,syst em,id-less,part of,health infrastructure,Q38449241,1
438,systems,Q50808462,has part,mechanisms,Q113462908,1
439,stre et children,id-less,subclass of,crime,Q83267,1
440,telecommunications,Q25245117,instance of,industr y,id-less,1
441,tertiary institutions,Q17056163,subclass of,Enrolment,Q102252225,1
442,tertiary institu tions,id-less,subclass of,educational budget,id-less,1
443,terms and conditions of ser vice,id-less,facet of,professionalise its terms and conditions of ser vice,id-less,1
444,terminally ill,Q1364787,subclass of,health care,Q31207,1
445,tenure system,id-less,said to be the same as,land,Q11081619,1
446,tenets,Q5575554,part of,constitution,Q7755,1
447,ten years ago,Q77476739,followed by,economic revival process launched ten years ago,id-less,1
448,telecommunications network,Q1068715,has part,li ne,Q18851156,1
449,technology transfer,Q1061910,has part,adapting,Q84520440,1
450,tanding,Q14750473,subclass of,energy systems,Q96325681,1
451,technology development,Q105688765,subclass of,development,Q1074523,1
452,technology,Q11016,subclass of,science,Q336,1
453,technology,Q11016,part of,science,Q336,1
454,technical,Q569612,has part,socio-economic data,Q53496168,1
455,technical,Q569612,has part,financial partners,id-less,1
456,tech nologies,id-less,part of,production,Q739302,1
457,tech nical,id-less,subclass of,administrative management,Q27709748,1
458,tax policy,Q3445707,subclass of,policy,Q1156854,1
459,stre et.,id-less,part of,education programs,Q66664338,1
460,strategies to improve placement,id-less,facet of,placement,Q1484784,1
461,tertiary training institutions,id-less,different from,business,Q4830453,1
462,social justice,Q264892,subclass of,political,Q82955,1
463,socio-economic understanding,id-less,part of,histor ical,id-less,1
464,socio-economic development,Q113463655,subclass of,strategies,Q185451,1
465,socio-economic data,Q53496168,part of,technical,Q569612,1
466,socio-economic,Q1643441,subclass of,information,Q11028,1
467,socio-ec onomic,id-less,has part,cultural norms,Q50872855,1
468,socio-demographic,Q852017,facet of,third challenge,Q66329105,1
469,socialisation,Q185467,has effect,behaviour,Q9332,1
470,social welfare,Q12002092,subclass of,dissemination,Q105460363,1
471,social justice,Q264892,has part,economic growth,Q189833,1
472,specialization,Q4671303,subclass of,exper tise,id-less,1
473,social development,Q15765794,part of,economy,Q159810,1
474,social construction,Q63770825,has part,gender rol es,id-less,1
475,social considerations 6,id-less,part of,Economic and social considerations 6,id-less,1
476,social concerns,Q112846036,subclass of,concerns,Q14212253,1
477,social,Q345367,part of,economic development,Q4530482,1
478,social,Q345367,has part,physical,Q413,1
479,social,Q345367,country,Swaziland,Q1050,1
480,smallholder cane growers,id-less,product or material produced,cane,Q1347864,1
481,sound economic management,id-less,facet of,macroeconomic,Q39680,1
482,sportin g,id-less,subclass of,recreational,Q11410,1
483,strategies,Q185451,part of,policies,Q47011897,1
484,storage facilities,Q55315265,subclass of,fuel resources,id-less,1
485,strategies,Q185451,facet of,civil aviation,Q1571929,1
486,strategic objectives,Q38123605,facet of,problems,Q130740,1
487,strategic objectives,Q38123605,facet of,energy sector,Q1304795,1
488,strategic guidelines,Q58505029,part of,planning,Q309100,1
489,strategic areas,id-less,part of,macro,Q629579,1
490,strategi es,id-less,part of,policies,Q47011897,1
491,strat egy,id-less,part of,sectoral,Q110279343,1
492,str ategies,id-less,part of,sector,Q3958441,1
493,storage,Q66221,subclass of,food,Q2095,1
494,st,Q43115,part of,macro,Q629579,1
495,stock,Q2350543,part of,crops,Q235352,1
