,head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count
71,PLAN,Q4006,has part,OF THE PLAN,id-less,13
72,WITH OTHER PARTS,id-less,part of,OTHER PARTS,id-less,13
73,AGENDA 2063,Q56296197,point in time,2063,Q1044976,12
74,PDR,Q18967481,said to be the same as,Lao,Q819,12
75,provincial,Q7252609,contains administrative territorial entity,district,Q123705,12
76,male,Q6581097,opposite of,female,Q43445,12
77,Lao,Q819,said to be the same as,PDR,Q18967481,12
78,equality,Q842346,facet of,gender,Q48277,12
79,Government of Lao PDR,id-less,country,Lao PDR,Q819,12
80,women,Q467,followed by,girls,Q6581072,12
81,Liberian people,Q99735521,country,Liberia,Q1014,12
82,district,Q123705,located in the administrative territorial entity,provincial,Q7252609,12
83,Vientiane,Q9326,instance of,Capital,Q193893,12
84,rule of law,Q44918,subclass of,justice,Q16533,12
85,peace,Q454,said to be the same as,reconciliation,Q1194317,11
86,1,Q199,followed by,2,Q200,11
87,social development,Q15765794,part of,economic,Q8134,11
88,females,Q111905566,opposite of,males,Q6743117,11
89,education,Q8434,part of,health,Q12147,11
90,reconciliation,Q1194317,said to be the same as,peace,Q454,11
91,2016,Q25245,followed by,2017,Q25290,11
92,Government of Liberia,id-less,country,Liberia,Q1014,11
93,School census report,Q59928257,part of,EMIS,Q17139931,11
94,economic,Q8134,has part,social development,Q15765794,11
95,1970s,Q35014,point in time,1970,Q2474,10
96,Goal,Q4503831,part of,Sector Goal,id-less,10
97,public,Q294440,opposite of,private,Q158668,10
98,population,Q33829,country,Liberia,Q1014,10
99,PDR,Q18967481,language used,Lao,Q819,10
100,agencies,Q392918,part of,ministries,Q192350,10
101,i,Q1103,has part,t,Q127,10
102,absolute poverty,Q2714378,subclass of,poverty,Q10294,10
103,private,Q158668,opposite of,public,Q294440,10
104,2022,Q49625,follows,2021,Q49628,10
105,2020,Q25337,follows,2019,Q25274,10
106,primary,Q669262,followed by,secondary,Q28469712,10
107,2021,Q49628,followed by,2022,Q49625,10
108,Sector Goal,id-less,has part,Goal,Q4503831,10
109,women,Q467,subclass of,children,Q7569,10
110,t,Q127,part of,i,Q1103,10
111,Government,Q7188,country,Liberia,Q1014,9
112,Jobs,Q392825,part of,Economy,Q159810,9
113,Global Targets,Q97636245,instance of,Targets,Q852162,9
114,rural,Q7380465,subclass of,areas,Q4788688,9
115,males,Q6743117,opposite of,females,Q111905566,9
116,MACs,Q18028763,part of,MAC,Q75687,9
117,history,Q309,facet of,Liberia,Q1014,9
118,3,Q201,follows,2,Q200,9
119,local,Q11851202,part of,national,Q53247,9
120,Economy,Q159810,has part,Jobs,Q392825,9
121,MAC,Q75687,has part,MACs,Q18028763,9
122,national,Q53247,has part,local,Q11851202,9
123,g,Q41803,has part,n,Q659,9
124,Nimba,Q868497,instance of,counties,Q1350181,9
125,MPI 2015,id-less,point in time,2015,Q2002,9
126,food security,Q1229911,facet of,food,Q2095,9
127,women,Q467,subclass of,youth,Q190007,9
128,"Peace, Security and Rule of Law",id-less,facet of,Rule of Law,Q44918,8
129,county,Q19470,instance of,gender,Q48277,8
130,regulatory,Q428148,part of,legal,Q2210557,8
131,rural areas,Q175185,opposite of,urban,Q159313,8
132,urban,Q159313,opposite of,rural areas,Q175185,8
133,TARGETSAU 2063,id-less,point in time,2063,Q1044976,8
134,economic,Q8134,has part,social,Q345367,8
135,Government,Q7188,country,Lao PDR,Q819,8
136,infrastructure,Q121359,part of,development,Q1074523,8
137,vocational,Q322563,subclass of,education,Q8434,8
138,services,Q114080183,different from,goods,Q2424752,8
139,accountability,Q2798912,subclass of,transparency,Q3026325,8
140,President,Q30461,country,Republic of Liberia,Q1014,8
141,Governance,Q1553864,facet of,Public,Q294440,8
142,Lao PDR,Q819,capital,Vientiane,Q9326,8
143,1.2,Q22231111,followed by,2,Q200,8
144,health,Q12147,facet of,education,Q8434,8
145,social,Q345367,has part,economic,Q8134,8
146,Vientiane,Q9326,country,Lao PDR,Q819,8
147,New project,Q113698645,instance of,project,Q170584,8
148,goods,Q2424752,different from,services,Q114080183,8
149,Republic of Liberia,Q1014,office held by head of government,President,Q30461,8
150,MOLSW,Q109804805,point in time,2015,Q2002,8
151,Progress Update,Q37129735,facet of,global framework,Q56297849,8
152,legal,Q2210557,has part,regulatory,Q428148,8
153,social,Q345367,part of,economic,Q8134,8
154,infrastructure,Q121359,facet of,ec onomic growth,id-less,7
155,Sector,Q3958441,part of,Area,Q56061,7
156,implementation,Q245962,facet of,SDGs,Q7649586,7
157,services,Q114080183,part of,production,Q739302,7
158,education,Q8434,has part,training,Q216033,7
159,Bong,Q502672,instance of,counties,Q1350181,7
160,Liberia,Q1014,ethnic group,Liberian people,Q99735521,7
161,revenue,Q850210,has part,expenditure,Q760120,7
162,Area,Q56061,has part,Sector,Q3958441,7
163,county,Q19470,located in the administrative territorial entity,national,Q53247,7
164,public,Q294440,opposite of,private sector,Q591763,7
165,One,Q199,part of,TVET,Q18286682,7
166,ACTIVITIES,Q61788060,has part,PROGRAMMES,Q39071357,7
167,mining,Q44497,has part,FDI,Q490513,7
168,extreme poverty,Q2714378,subclass of,poverty,Q10294,7
169,Economic Transformation,Q19602103,subclass of,Transformation,Q461499,7
170,urban areas,Q58259934,opposite of,rural,Q7380465,7
171,Kenya Vision 2030,Q6392757,point in time,2030,Q12799,7
172,rural,Q7380465,opposite of,urban areas,Q58259934,7
173,security,Q2526135,said to be the same as,peace,Q454,7
174,1 Indicator,id-less,point in time,1,Q199,7
175,girls,Q6581072,subclass of,women,Q467,7
176,Survey,Q747810,publisher,LSB,Q3436689,7
177,middle,Q23595,subclass of,income,Q850210,7
178,Jo bs,id-less,part of,Economy,Q159810,7
179,education,Q8434,facet of,health,Q12147,7
180,peace,Q454,said to be the same as,security,Q2526135,7
181,17.1,Q6745556,point in time,17,Q40118,7
182,TVET,Q18286682,has part,One,Q199,7
183,infrastructure,Q121359,subclass of,investment,Q4290,7
184,training,Q216033,part of,education,Q8434,7
185,technology,Q11016,has effect,innovation,Q174165,7
186,2019,Q25274,follows,2018,Q25291,7
187,development,Q1074523,has part,growth,Q1342838,7
188,Economy,Q159810,has part,Jo bs,id-less,7
189,Liberia,Q1014,continent,Africa,Q15,7
190,triple heritage,Q20601205,facet of,society,Q8425,7
191,SDG indicators,id-less,part of,SDG,Q7649586,7
192,women,Q467,has part,children,Q7569,7
193,Human Development,Q2347178,subclass of,Development,Q1074523,7
194,Reconciliation Index,id-less,instance of,Index,Q873506,6
195,1.4,Q30339152,point in time,1,Q199,6
196,teaching,Q352842,subclass of,learning,Q133500,6
197,i n g,Q992115,has part,g,Q41803,6
198,natural resources,Q105575840,part of,environment,Q2249676,6
199,w h,Q19365412,has part,h,Q129,6
200,The Government,Q7737401,has part,Government,Q7188,6
201,REPUBLIC OF LIBERIA,Q1014,country,Liberia,Q1014,6
202,district,Q123705,located in the administrative territorial entity,county,Q19470,6
203,economic development,Q4530482,subclass of,development,Q1074523,6
204,Male,Q6581097,opposite of,Female,Q43445,6
205,REPUBLIC OF LIBERIA RISING 20 30,id-less,country,REPUBLIC OF LIBERIA,Q1014,6
206,nutrition,Q2138622,studies,food,Q2095,6
207,Commissions,Q58789928,subclass of,Agencies,Q392918,6
208,Medium-Term,Q22294920,follows,Short-Term Interventions,Q38579888,6
209,public schools,Q3120094,subclass of,schools,Q3914,6
210,agriculture,Q11451,instance of,sectors,Q2739810,6
211,Pro-Poor Agenda,id-less,part of,Agenda For Prosperity And Development,id-less,6
212,Kenya,Q114,member of,SDGs,Q7649586,6
213,national,Q53247,contains administrative territorial entity,county,Q19470,6
214,developing countries,Q177323,subclass of,countries,Q6256,6
215,monetary policy,Q178476,part of,fiscal,Q1419659,6
216,sanitation,Q949149,subclass of,hygiene,Q162297,6
217,8th,Q28469718,followed by,9th NSEDP,id-less,6
218,UNMIL,Q1278645,instance of,civilian,Q206887,6
219,UNMIL,Q1278645,country,Liberia,Q1014,6
220,Female,Q43445,opposite of,Male,Q6581097,6
221,2015,Q2002,followed by,2016,Q25245,6
222,AGENDA FOR TRANSFORMATION,id-less,country,REPUBLIC OF LIBERIA,Q1014,6
223,expenditure,Q760120,part of,revenue,Q850210,6
224,PARTS,Q45085932,has part,PARTS OF THE,Q718843,6
225,PARTS OF THE,Q718843,part of,PARTS,Q45085932,6
226,corruption,Q366,subclass of,cases,Q36870299,6
227,international,Q1072012,has part,regional,Q1218597,6
228,sustainable,Q66095801,subclass of,economic growth,Q189833,6
229,international integration,Q56386363,part of,regional,Q1218597,6
230,Liberia,Q1014,contains administrative territorial entity,REPUBLIC OF LIBERIA,Q1014,6
231,human rights,Q8458,facet of,human,Q5,6
232,regions,Q429976,country,Liberia,Q1014,6
233,regional,Q1218597,part of,international,Q1072012,6
234,School Census,Q59927840,subclass of,Annual,Q192691,6
235,rural area,Q175185,opposite of,urban,Q159313,6
236,Short-term interventions,Q38579888,followed by,Mid-term interventions,id-less,6
237,Short-Term Interventions,Q38579888,followed by,Medium-Term,Q22294920,6
238,infrastructure,Q121359,country,Liberia,Q1014,6
239,Social Cohesion,Q553270,country,Liberia,Q1014,6
240,urban,Q159313,opposite of,rural area,Q175185,6
241,private sector,Q591763,opposite of,public,Q294440,6
242,rule of law,Q44918,subclass of,law,Q7748,6
243,2020,Q25337,followed by,2021,Q49628,6
244,infrastructure,Q121359,part of,sector,Q3958441,6
245,Government,Q7188,part of,The Government,Q7737401,6
246,Sector,Q3958441,has part,Public,Q294440,6
247,youth,Q190007,opposite of,adults,Q80994,6
248,h,Q129,part of,w h,Q19365412,6
249,capacity,Q1347367,has part,domestic,Q144,6
250,2000s,Q35024,point in time,2000,Q1985,6
251,objectives,Q94315724,subclass of,goals,Q4503831,6
252,policies,Q47011897,part of,laws,Q22096098,6
253,Liberians,Q99735521,country,Liberia,Q1014,6
254,adolescents,Q360484,subclass of,youth,Q190007,6
255,adults,Q80994,opposite of,youth,Q190007,6
256,SDGi,id-less,instance of,Implementation,Q245962,6
257,regional,Q1218597,has part,international integration,Q56386363,6
258,CSOs,Q22808416,part of,private sector,Q591763,6
259,Agenda For Prosperity And Development,id-less,has part,Pro-Poor Agenda,id-less,6
260,counties,Q1350181,country,Liberia,Q1014,6
261,Liberia National Police,id-less,country,Liberia,Q1014,6
262,Liberia,Q1014,member of,World Bank,Q7164,6
263,county,Q19470,contains administrative territorial entity,district,Q123705,6
264,2018,Q25291,follows,2014,Q1999,5
265,vulnerable,Q278113,subclass of,groups,Q9281006,5
266,district,Q123705,located in the administrative territorial entity,national,Q53247,5
267,women,Q467,different from,girls,Q6581072,5
268,a n d,Q18109730,has part,d,Q573,5
269,Mid-term interventions,id-less,follows,Short-term interventions,Q38579888,5
270,The Government,Q7737401,part of,Government,Q7188,5
271,v e l o,id-less,part of,d e v e l o,id-less,5
272,lifelong learning,Q368475,subclass of,learning,Q133500,5
273,government,Q7188,part of,private sector,Q591763,5
274,2017,Q25290,follows,2016,Q25245,5
275,outcomes,Q38084488,part of,development,Q1074523,5
276,Central Bank of Liberia,Q2899684,country,Liberia,Q1014,5
277,resources,Q1554231,facet of,human resources,Q5467169,5
278,county,Q19470,different from,gender,Q48277,5
279,SDG 4,Q98658975,has part,Quality Education,Q53581209,5
280,Sub-Saharan,Q132959,continent,Africa,Q15,5
281,infrastructure,Q121359,has part,roads,Q913035,5
282,d,Q573,part of,a n d,Q18109730,5
283,localities,Q3257686,part of,sectors,Q2739810,5
284,rural,Q7380465,subclass of,communities,Q177634,5
285,processing,Q6661985,part of,production,Q739302,5
286,d e v e l o,id-less,has part,v e l o,id-less,5
287,SDG,Q7649586,has part,SDG implementation,id-less,5
288,2023,Q49622,follows,2022,Q49625,5
289,service delivery,Q88514508,part of,public sector,Q294217,5
290,2022,Q49625,followed by,2023,Q49622,5
291,districts,Q5283500,part of,provinces,Q429976,5
292,1986 Constitution,id-less,point in time,1986,Q2430,5
293,women,Q467,opposite of,youth,Q190007,5
294,free,Q1543615,subclass of,education,Q8434,5
295,age,Q185836,different from,gender,Q48277,5
296,Gbarpolu,Q592251,instance of,counties,Q1350181,5
297,rural,Q7380465,has part,remote areas,Q64303346,5
298,service,Q7406919,different from,public,Q294440,5
299,tourism,Q49389,instance of,industry,Q8148,5
300,local,Q11851202,contains administrative territorial entity,central,Q57525,5
301,legislation,Q820655,has part,regulations,Q106947327,5
302,inheritance,Q200303,subclass of,property,Q937228,5
303,SDG TARGETSAU 2063,id-less,point in time,2063,Q1044976,5
304,responsive,Q96718754,subclass of,efficient,Q1034411,5
305,SDGs,Q7649586,has part,16.6,Q3597604,5
306,children,Q7569,part of,women,Q467,5
307,MPWT,id-less,instance of,Yearly,Q271855,5
308,Interventions Long-Term Interventions,id-less,subclass of,Interventions,Q15763635,5
309,economic,Q8134,country,Liberia,Q1014,5
310,2012/13,Q1933662,followed by,2013/14,Q14905926,5
311,poverty,Q10294,subclass of,absolute,Q481201,5
312,food security,Q1229911,facet of,hunger,Q165947,5
313,food security,Q1229911,facet of,nutrition,Q2138622,5
314,poverty,Q10294,country,Liberia,Q1014,5
315,technical,Q569612,subclass of,education,Q8434,5
316,civil society,Q181865,part of,private sector,Q591763,5
317,SDGs,Q7649586,main subject,SDG,Q7649586,5
318,income security,Q108554249,subclass of,security,Q2526135,5
319,village,Q532,located in the administrative territorial entity,district,Q123705,5
320,SDGs,Q7649586,has part,3,Q201,5
321,girls,Q6581072,different from,women,Q467,5
322,accountable,Q66309805,subclass of,transparent,Q487623,5
323,ING AGENDA,id-less,publisher,ING,Q645708,5
324,agriculture,Q11451,instance of,sector,Q3958441,5
325,2013 LDHS,id-less,point in time,2013,Q1998,5
326,Quality Education,Q53581209,part of,SDG 4,Q98658975,5
327,least developed countries,Q752401,opposite of,developed countries,Q132453,5
328,2030 Agenda for Sustainable Development,Q22129254,point in time,2030,Q12799,5
329,sanitation,Q949149,facet of,water supply,Q1061108,5
330,2016,Q25245,followed by,2019,Q25274,5
331,public,Q294440,different from,service,Q7406919,5
332,T h e,Q7790686,has part,t,Q127,5
333,administration,Q5283295,part of,public governance,Q56758914,5
334,SDG implementation,id-less,part of,SDG,Q7649586,5
335,8th NSEDP,id-less,followed by,9th NSEDP,id-less,5
336,Liberia Vision 2030,id-less,point in time,2030,Q12799,5
337,gender,Q48277,different from,county,Q19470,5
338,REPUBLIC OF LIBERIA AGENDA FOR TRANSFORMATION,id-less,point in time,2030,Q12799,5
339,2015,Q2002,followed by,2018,Q25291,5
340,SWGr,Q9585605,instance of,SDG indicators,id-less,5
341,REPUBLIC OF LIBERIA RISING 20 30,id-less,facet of,REPUBLIC OF LIBERIA,Q1014,5
342,MAF,Q1073939,instance of,Admin,Q4039395,5
343,government,Q7188,has part,budget,Q41263,5
344,2014,Q1999,followed by,2018,Q25291,5
345,2013/14,Q14905926,followed by,2014/15,Q18621352,5
346,laws,Q22096098,has part,regulations,Q106947327,5
347,16.6,Q3597604,part of,SDGs,Q7649586,5
348,PARTS OF THE PLAN,id-less,part of,PLAN,Q4006,5
349,house,Q3947,part of,household,Q259059,5
350,budget,Q41263,part of,government,Q7188,5
351,Goal 5,Q53581210,main subject,Gender equality,Q113453,5
352,Monitoring and Evaluation,Q18390984,subclass of,M&E,Q11573,5
353,central,Q57525,located in the administrative territorial entity,local,Q11851202,5
354,real GDP,Q7301159,subclass of,GDP,Q12638,5
355,budgeting,Q41263,subclass of,planning,Q309100,5
356,national,Q53247,contains administrative territorial entity,district,Q123705,5
357,10%,Q784749,area,10,Q23806,5
358,Paris,Q90,country,France,Q142,5
359,women’s,Q948442,opposite of,men’s,Q1553018,5
360,household,Q259059,has part,house,Q3947,5
361,POLICIES,Q47011897,part of,PLAN,Q4006,5
362,research,Q42240,part of,scientific,Q42240,5
363,monetary,Q8142,part of,financial,Q22687,5
364,remote areas,Q64303346,part of,rural,Q7380465,5
365,Africa,Q15,has part,countries,Q6256,5
366,Bomi,Q2495400,instance of,counties,Q1350181,5
367,Government of Lao PDR,id-less,located in the administrative territorial entity,Vientiane,Q9326,5
368,medium-term,Q22294920,followed by,long-term,Q247145,5
369,PLAN,Q4006,has part,POLICIES,Q47011897,5
370,PLAN,Q4006,has part,PARTS OF THE PLAN,id-less,5
371,development,Q1074523,has part,outcomes,Q38084488,5
372,PLAN,Q4006,has part,THE PLAN,Q1986472,5
373,PDR,Q18967481,replaced by,Lao,Q819,4
374,results framework,id-less,subclass of,framework,Q6671777,4
375,sustainable development,Q131201,subclass of,green,Q3133,4
376,Guinea,Q1006,shares border with,Sierra Leone,Q1044,4
377,peace,Q454,said to be the same as,stability,Q403605,4
378,Transparency,Q3026325,facet of,Governance,Q1553864,4
379,4.2,Q217363,point in time,4,Q202,4
380,e,Q684,part of,i,Q1103,4
381,sanitation,Q949149,subclass of,infrastructure,Q121359,4
382,DEVELOPMENT,Q1074523,part of,ECONOMIC,Q8134,4
383,children,Q7569,followed by,young,Q845069,4
384,National,Q53247,conferred by,The National,Q1142566,4
385,research,Q42240,part of,development,Q1074523,4
386,professional,Q702269,has part,efficient,Q1034411,4
387,services,Q114080183,subclass of,goods,Q2424752,4
388,learning,Q133500,part of,education,Q8434,4
389,regional,Q1218597,part of,global,Q13780930,4
390,satisfied,Q7426259,said to be the same as,very,Q585222,4
391,5,Q203,follows,4,Q202,4
392,population,Q33829,has part,age,Q185836,4
393,men’s,Q1553018,opposite of,women’s,Q948442,4
394,social assistance,Q12322674,part of,social safety net,Q7551358,4
395,West Africa,Q4412,has part,Liberia,Q1014,4
396,economic governance,Q112871075,subclass of,governance,Q1553864,4
397,Liberia,Q1014,part of,Sub-Saharan Africa,Q132959,4
398,efficient,Q1034411,subclass of,professional,Q702269,4
399,packages,Q18614375,has part,goals,Q4503831,4
400,14.,Q38582,point in time,14,Q38582,4
401,Goal 10,Q53581222,has part,Reduced inequalities,id-less,4
402,sustainable,Q66095801,subclass of,development,Q1074523,4
403,Institutions,Q27711101,subclass of,functions,Q190686,4
404,districts,Q5283500,located in the administrative territorial entity,provinces,Q429976,4
405,social security,Q2483208,subclass of,social protection,Q2483208,4
406,Climate Action,Q22661680,part of,SDG 13,Q53581236,4
407,LSB,Q3436689,part of,Survey,Q747810,4
408,Liberia,Q1014,country,Liberia’s,Q3136204,4
409,4.1.1,Q108821108,point in time,1,Q199,4
410,NA NA NA NA,Q6956425,part of,NA,Q49,4
411,Survey,Q747810,has part,LSB,Q3436689,4
412,rights,Q780687,part of,economic,Q8134,4
413,economic activity,Q8187769,part of,social,Q345367,4
414,NASSCORP,id-less,instance of,Database,Q8513,4
415,micro,Q154121,subclass of,small,Q2590065,4
416,legal,Q2210557,has part,regulatory framework,Q104899384,4
417,efficient,Q1034411,subclass of <triplet>responsive,professional,Q702269,4
418,innovation,Q174165,has cause,technology,Q11016,4
419,energy,Q11379,subclass of,infrastructure,Q121359,4
420,2016,Q25245,followed by,2018,Q25291,4
421,17.13.1,Q57595686,point in time,17,Q40118,4
422,PAPD,Q2104671,instance of,interventions,Q15763635,4
423,macroeconomic stability,Q58357542,facet of,macroeconomic,Q39680,4
424,international cooperation,Q9378718,subclass of,cooperation,Q380962,4
425,Sub-Saharan Africa,Q132959,has part,Liberia,Q1014,4
426,Lao,Q819,replaces,PDR,Q18967481,4
427,district,Q123705,contains administrative territorial entity,village,Q532,4
428,secondary education,Q14623204,subclass of,education,Q8434,4
429,CFSNS,id-less,has part,Nutrition Survey,Q70321626,4
430,insurance,Q43183,part of,financial,Q22687,4
431,budgeting,Q41263,part of,planning,Q309100,4
432,goods,Q2424752,has part,services,Q114080183,4
433,formal sector,Q59395045,instance of,sector,Q3958441,4
434,Liberia,Q1014,instance of,countries,Q6256,4
435,2011/12,Q4620175,followed by,2012/13,Q1933662,4
436,their,Q1189745,has part,last,Q30013662,4
437,strategies,Q185451,part of,policies,Q47011897,4
438,PDR,Q18967481,contains administrative territorial entity,Lao PDR,Q819,4
439,TARGETSCORRESPONDING,id-less,part of,SDG,Q7649586,4
440,goals,Q4503831,different from,targets,Q852162,4
441,projects,Q93241073,part of,programmes,Q39071357,4
442,Abuja Declaration 2003,id-less,point in time,2003,Q1986,4
443,compulsory,Q774228,subclass of,education,Q8434,4
444,Republic of Liberia,Q1014,country,Liberia,Q1014,4
445,nature,Q180445,subclass of,tourism,Q49389,4
446,SDGs 8.1,id-less,point in time,8.1,Q11188324,4
447,indicators,Q21170064,part of,SDGi,id-less,4
448,sustainable,Q66095801,subclass of,education,Q8434,4
449,Rivercess,Q955095,instance of,counties,Q1350181,4
450,very,Q585222,said to be the same as,satisfied,Q7426259,4
451,indicators,Q21170064,part of,SDG,Q7649586,4
452,access to justice,Q28135689,facet of,justice,Q16533,4
453,targets,Q852162,different from,goals,Q4503831,4
454,food insecurity,Q112206305,subclass of,poverty,Q10294,4
455,last,Q30013662,part of,their,Q1189745,4
456,programmes,Q39071357,has part,projects,Q93241073,4
457,drought,Q43059,has effect,flood,Q8068,4
458,sustainable,Q66095801,subclass of,reliable,Q11348540,4
459,MAC,Q75687,used by,MACs,Q18028763,4
460,research,Q42240,has part,development,Q1074523,4
461,laws,Q22096098,has part,policies,Q47011897,4
462,equitable quality,id-less,subclass of,quality,Q1207505,4
463,roads,Q913035,subclass of,infrastructure,Q121359,4
464,Introduction,Q305178,part of,Chapter 1,Q27230535,4
465,social,Q345367,has part,economic activity,Q8187769,4
466,public,Q294440,has part,private sectors,id-less,4
467,healthcare,Q31207,facet of,affordable,Q1414593,4
468,2008 census,Q85728798,point in time,2008,Q2004,4
469,public sector,Q294217,opposite of,private sector,Q591763,4
470,trade,Q601401,part of,production,Q739302,4
471,Reduced inequalities,id-less,part of,Goal 10,Q53581222,4
472,food,Q2095,studied by,nutrition,Q2138622,4
473,health,Q12147,has part,nutrition,Q2138622,4
474,public sector,Q294217,has part,service delivery,Q88514508,4
475,Lao PDR,Q819,located in the administrative territorial entity,PDR,Q18967481,4
476,Lao PDR,Q819,member of,ASEAN,Q7768,4
477,II.,Q28469712,point in time,II,Q200,4
478,sustainable,Q66095801,subclass of,green,Q3133,4
479,ECONOMIC,Q8134,has part,DEVELOPMENT,Q1074523,4
480,Lao PDR,Q819,instance of,country,Q6256,4
481,fisheries,Q180538,part of,agriculture,Q11451,4
482,local,Q11851202,subclass of,levels,Q2315784,4
483,Proportion of,Q15126530,subclass of,Proportion,Q2631509,4
484,2019,Q25274,follows,2016,Q25245,4
485,rural areas,Q175185,country,Liberia,Q1014,4
486,numeracy,Q140637,part of,literacy,Q8236,4
487,regulations,Q106947327,part of,laws,Q22096098,4
488,resilient,Q403605,subclass of,sustainable,Q66095801,4
489,m,Q11573,part of,r m a t,id-less,4
490,Ministry of Planning and Investment,Q6867449,located in the administrative territorial entity,Vientiane,Q9326,4
491,affordable housing,Q12301128,subclass of,housing,Q188507,4
492,developed countries,Q132453,opposite of,least developed countries,Q752401,4
493,United Nations Mission in Liberia,Q1278645,country,Liberia,Q1014,4
494,economic,Q8134,has part,rights,Q780687,4
495,county,Q19470,subclass of,disaggregated,Q65075740,4
496,provinces,Q429976,contains administrative territorial entity,districts,Q5283500,4
497,infrastructure,Q121359,subclass of,services,Q114080183,4
498,education,Q8434,has part,learning,Q133500,4
499,training,Q216033,subclass of,education,Q8434,4
500,lifelong learning,Q368475,subclass of,education,Q8434,4
501,stability,Q403605,said to be the same as,peace,Q454,4
502,Sierra Leone,Q1044,shares border with,Guinea,Q1006,4
503,literacy,Q8236,has part,numeracy,Q140637,4
504,hygiene,Q162297,facet of,health,Q12147,4
505,political,Q82955,part of,social,Q345367,4
506,LACC,Q1727138,parent organization,MoJ,Q1031145,4
507,r m a t,id-less,has part,m,Q11573,4
508,Zero hunger,Q50215926,facet of,Goal 2,Q50215926,4
509,i,Q1103,has part,e,Q684,4
510,u,Q129,part of,c,Q623,4
