,head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count
65,rural,Q7380465,opposite of,urban,Q159313,11
66,2022,Q49625,follows,2021,Q49628,10
67,economic,Q8134,part of,social,Q345367,10
68,2021,Q49628,followed by,2022,Q49625,10
69,poor,Q5729485,subclass of,vulnerable,Q278113,10
70,PDR,Q18967481,language used,Lao,Q819,10
71,Vision 2030,Q23906335,point in time,2030,Q12799,10
72,urban,Q159313,opposite of,rural,Q7380465,10
73,1,Q199,followed by,2,Q200,9
74,females,Q111905566,opposite of,males,Q6743117,9
75,Global Targets,Q97636245,instance of,Targets,Q852162,9
76,female,Q43445,opposite of,male,Q6581097,9
77,girls,Q6581072,opposite of,boys,Q3010,9
78,MPI 2015,id-less,point in time,2015,Q2002,9
79,3,Q201,follows,2,Q200,9
80,2020,Q25337,follows,2019,Q25274,9
81,boys,Q3010,opposite of,girls,Q6581072,8
82,Progress Update,Q37129735,facet of,global framework,Q56297849,8
83,Economy,Q159810,has part,Jobs,Q392825,8
84,Vientiane,Q9326,country,Lao PDR,Q819,8
85,1.2,Q22231111,followed by,2,Q200,8
86,MOLSW,Q109804805,point in time,2015,Q2002,8
87,absolute poverty,Q2714378,subclass of,poverty,Q10294,8
88,Jobs,Q392825,part of,Economy,Q159810,8
89,rule of law,Q44918,subclass of,justice,Q16533,8
90,TARGETSAU 2063,id-less,point in time,2063,Q1044976,8
91,rural,Q7380465,subclass of,areas,Q4788688,8
92,Government,Q7188,country,Lao PDR,Q819,8
93,sanitation,Q949149,facet of,water,Q283,8
94,Lao PDR,Q819,capital,Vientiane,Q9326,8
95,males,Q6743117,opposite of,females,Q111905566,8
96,New project,Q113698645,instance of,project,Q170584,8
97,Jo bs,id-less,part of,Economy,Q159810,7
98,SDGs,Q7649586,facet of,SDG,Q7649586,7
99,primary,Q669262,followed by,secondary,Q28469712,7
100,TVET,Q18286682,has part,One,Q199,7
101,2019,Q25274,follows,2018,Q25291,7
102,Liberian people,Q99735521,country,Liberia,Q1014,7
103,triple heritage,Q20601205,facet of,society,Q8425,7
104,technology,Q11016,has effect,innovation,Q174165,7
105,One,Q199,part of,TVET,Q18286682,7
106,women,Q467,has part,children,Q7569,7
107,women,Q467,followed by,girls,Q6581072,7
108,Survey,Q747810,publisher,LSB,Q3436689,7
109,Economy,Q159810,has part,Jo bs,id-less,7
110,ACTIVITIES,Q61788060,has part,PROGRAMMES,Q39071357,7
111,1 Indicator,id-less,point in time,1,Q199,7
112,Kenya Vision 2030,Q6392757,point in time,2030,Q12799,7
113,services,Q114080183,part of,production,Q739302,7
114,regional,Q1218597,has part,international integration,Q56386363,6
115,international integration,Q56386363,part of,regional,Q1218597,6
116,rural areas,Q175185,opposite of,urban,Q159313,6
117,Agenda For Prosperity And Development,id-less,has part,Pro-Poor Agenda,id-less,6
118,Male,Q6581097,opposite of,Female,Q43445,6
119,social,Q345367,has part,economic,Q8134,6
120,Female,Q43445,opposite of,Male,Q6581097,6
121,monetary policy,Q178476,part of,fiscal,Q1419659,6
122,health,Q12147,facet of,education,Q8434,6
123,Kenya,Q114,member of,SDGs,Q7649586,6
124,regional,Q1218597,part of,international,Q1072012,6
125,male,Q6581097,opposite of,female,Q43445,6
126,teaching,Q352842,subclass of,learning,Q133500,6
127,2020,Q25337,followed by,2021,Q49628,6
128,international,Q1072012,has part,regional,Q1218597,6
129,women,Q467,subclass of,children,Q7569,6
130,capacity,Q1347367,has part,domestic,Q144,6
131,Government of Liberia,id-less,country,Liberia,Q1014,6
132,revenue,Q850210,has part,expenditure,Q760120,6
133,SDG indicators,id-less,part of,SDG,Q7649586,6
134,education,Q8434,part of,health,Q12147,6
135,SDGi,id-less,instance of,Implementation,Q245962,6
136,1.4,Q30339152,point in time,1,Q199,6
137,Pro-Poor Agenda,id-less,part of,Agenda For Prosperity And Development,id-less,6
138,PARTS OF THE,Q718843,part of,PARTS,Q45085932,6
139,urban,Q159313,opposite of,rural areas,Q175185,6
140,Sector,Q3958441,has part,Public,Q294440,6
141,8th,Q28469718,followed by,9th NSEDP,id-less,6
142,vocational,Q322563,subclass of,education,Q8434,6
143,education,Q8434,facet of,health,Q12147,6
144,Short-term interventions,Q38579888,followed by,Mid-term interventions,id-less,6
145,infrastructure,Q121359,part of,development,Q1074523,6
146,Medium-Term,Q22294920,follows,Short-Term Interventions,Q38579888,6
147,PARTS,Q45085932,has part,PARTS OF THE,Q718843,6
148,Short-Term Interventions,Q38579888,followed by,Medium-Term,Q22294920,6
149,Government of Lao PDR,id-less,located in the administrative territorial entity,Vientiane,Q9326,5
150,2016,Q25245,followed by,2019,Q25274,5
151,public,Q294440,different from,service,Q7406919,5
152,village,Q532,located in the administrative territorial entity,district,Q123705,5
153,2014,Q1999,followed by,2018,Q25291,5
154,gender,Q48277,different from,county,Q19470,5
155,regulatory,Q428148,part of,legal,Q2210557,5
156,Commissions,Q58789928,subclass of,Agencies,Q392918,5
157,adults,Q80994,opposite of,youth,Q190007,5
158,remote areas,Q64303346,part of,rural,Q7380465,5
159,children,Q7569,part of,women,Q467,5
160,least developed countries,Q752401,opposite of,developed countries,Q132453,5
161,income security,Q108554249,subclass of,security,Q2526135,5
162,developing countries,Q177323,subclass of,countries,Q6256,5
163,rural,Q7380465,has part,remote areas,Q64303346,5
164,Quality Education,Q53581209,part of,SDG 4,Q98658975,5
165,ING AGENDA,id-less,publisher,ING,Q645708,5
166,PARTS OF THE PLAN,id-less,part of,PLAN,Q4006,5
167,2017,Q25290,follows,2016,Q25245,5
168,SDG 4,Q98658975,has part,Quality Education,Q53581209,5
169,SDGs,Q7649586,has part,3,Q201,5
170,infrastructure,Q121359,subclass of,investment,Q4290,5
171,legal,Q2210557,has part,regulatory,Q428148,5
172,service,Q7406919,different from,public,Q294440,5
173,MAF,Q1073939,instance of,Admin,Q4039395,5
174,SDG TARGETSAU 2063,id-less,point in time,2063,Q1044976,5
175,SDGs,Q7649586,main subject,SDG,Q7649586,5
176,responsive,Q96718754,subclass of,efficient,Q1034411,5
177,corruption,Q366,subclass of,cases,Q36870299,5
178,10%,Q784749,area,10,Q23806,5
179,expenditure,Q760120,part of,revenue,Q850210,5
180,public schools,Q3120094,subclass of,schools,Q3914,5
181,social,Q345367,part of,economic,Q8134,5
182,2015,Q2002,followed by,2016,Q25245,5
183,2018,Q25291,follows,2014,Q1999,5
184,private,Q158668,opposite of,public,Q294440,5
185,localities,Q3257686,part of,sectors,Q2739810,5
186,central,Q57525,located in the administrative territorial entity,local,Q11851202,5
187,women’s,Q948442,opposite of,men’s,Q1553018,5
188,Interventions Long-Term Interventions,id-less,subclass of,Interventions,Q15763635,5
189,medium-term,Q22294920,followed by,long-term,Q247145,5
190,youth,Q190007,opposite of,adults,Q80994,5
191,Goal 5,Q53581210,main subject,Gender equality,Q113453,5
192,public,Q294440,opposite of,private,Q158668,5
193,Mid-term interventions,id-less,follows,Short-term interventions,Q38579888,5
194,SDG,Q7649586,has part,SDG implementation,id-less,5
195,economic,Q8134,has part,social,Q345367,5
196,Paris,Q90,country,France,Q142,5
197,POLICIES,Q47011897,part of,PLAN,Q4006,5
198,SWGr,Q9585605,instance of,SDG indicators,id-less,5
199,county,Q19470,different from,gender,Q48277,5
200,districts,Q5283500,part of,provinces,Q429976,5
201,monetary,Q8142,part of,financial,Q22687,5
202,MPWT,id-less,instance of,Yearly,Q271855,5
203,public,Q294440,opposite of,private sector,Q591763,5
204,poverty,Q10294,subclass of,absolute,Q481201,5
205,legislation,Q820655,has part,regulations,Q106947327,5
206,administration,Q5283295,part of,public governance,Q56758914,5
207,women,Q467,subclass of,youth,Q190007,5
208,research,Q42240,part of,scientific,Q42240,5
209,AIDS,Q12199,has cause,HIV,Q15787,5
210,2023,Q49622,follows,2022,Q49625,5
211,PLAN,Q4006,has part,PARTS OF THE PLAN,id-less,5
212,8th NSEDP,id-less,followed by,9th NSEDP,id-less,5
213,SDG implementation,id-less,part of,SDG,Q7649586,5
214,resources,Q1554231,facet of,human resources,Q5467169,5
215,2022,Q49625,followed by,2023,Q49622,5
216,PLAN,Q4006,has part,POLICIES,Q47011897,5
217,PLAN,Q4006,has part,THE PLAN,Q1986472,5
218,local,Q11851202,contains administrative territorial entity,central,Q57525,5
219,programmes,Q39071357,has part,projects,Q93241073,4
220,TARGETSCORRESPONDING,id-less,part of,SDG,Q7649586,4
221,rights,Q780687,part of,economic,Q8134,4
222,4,Q202,followed by,5,Q203,4
223,insurance,Q43183,part of,financial,Q22687,4
224,e-government,Q211017,subclass of,ICT,Q5268834,4
225,On-going,Q106971903,facet of,VACS,Q740396,4
226,Every 10,id-less,number of episodes,10,Q23806,4
227,2016,Q25245,followed by,2018,Q25291,4
228,implementation,Q245962,facet of,SDGs,Q7649586,4
229,SDGr indicators,id-less,part of,SDGr,Q30292073,4
230,sustainable,Q66095801,subclass of,reliable,Q11348540,4
231,urban,Q159313,opposite of,rural area,Q175185,4
232,literacy,Q8236,has part,numeracy,Q140637,4
233,numeracy,Q140637,part of,literacy,Q8236,4
234,SDGr,Q30292073,has part,SDGr indicators,id-less,4
235,DEVELOPMENT,Q1074523,part of,ECONOMIC,Q8134,4
236,Lao PDR,Q819,instance of,country,Q6256,4
237,natural resources,Q105575840,part of,environment,Q2249676,4
238,equitable quality,id-less,subclass of,quality,Q1207505,4
239,outcomes,Q38084488,part of,development,Q1074523,4
240,Lao PDR,Q819,located in the administrative territorial entity,PDR,Q18967481,4
241,vulnerable,Q278113,subclass of,populations,Q104619889,4
242,sustainable development,Q131201,subclass of,green,Q3133,4
243,policy,Q1156854,part of,legal,Q2210557,4
244,economic,Q8134,has part,rights,Q780687,4
245,girls,Q6581072,subclass of,women,Q467,4
246,private sectors,id-less,part of,public,Q294440,4
247,delivery,Q7590,part of,service,Q7406919,4
248,agriculture,Q11451,instance of,sector,Q3958441,4
249,tourism,Q49389,instance of,industry,Q8148,4
250,Reduced inequalities,id-less,part of,Goal 10,Q53581222,4
251,Government,Q7188,country,Liberia,Q1014,4
252,5,Q203,follows,4,Q202,4
253,sanitation,Q949149,subclass of,infrastructure,Q121359,4
254,economic development,Q4530482,subclass of,development,Q1074523,4
255,policies,Q47011897,has part,strategies,Q185451,4
256,social security,Q2483208,subclass of,social protection,Q2483208,4
257,nature,Q180445,subclass of,tourism,Q49389,4
258,2015,Q2002,followed by,2018,Q25291,4
259,economic activity,Q8187769,part of,social,Q345367,4
260,Lao,Q819,replaces,PDR,Q18967481,4
261,regulations,Q106947327,part of,legislation,Q820655,4
262,adolescents,Q360484,subclass of,youth,Q190007,4
263,drought,Q43059,has effect,flood,Q8068,4
264,Power to the,Q2608169,number of episodes,1,Q199,4
265,social,Q345367,has part,economic activity,Q8187769,4
266,Lao PDR,Q819,member of,ASEAN,Q7768,4
267,sustainable,Q66095801,subclass of,green,Q3133,4
268,lifelong learning,Q368475,subclass of,learning,Q133500,4
269,PDR,Q18967481,contains administrative territorial entity,Lao PDR,Q819,4
270,sustainable,Q66095801,subclass of,economic growth,Q189833,4
271,NA NA NA NA,Q6956425,part of,NA,Q49,4
272,history,Q309,facet of,Liberia,Q1014,4
273,trade,Q601401,part of,production,Q739302,4
274,SDG,Q7649586,has part,TARGETSCORRESPONDING,id-less,4
275,rule of law,Q44918,part of,democracy,Q7174,4
276,Liberia Vision 2030,id-less,point in time,2030,Q12799,4
277,specific,Q71536040,subclass of,emphasis,Q181767,4
278,poor,Q5729485,subclass of,people,Q5,4
279,private sector,Q591763,opposite of,public,Q294440,4
280,Sub-Saharan Africa,Q132959,has part,Liberia,Q1014,4
281,their,Q1189745,has part,last,Q30013662,4
282,poor,Q5729485,opposite of,rich,Q3917267,4
283,Ministry of Planning and Investment,Q6867449,located in the administrative territorial entity,Vientiane,Q9326,4
284,LSB,Q3436689,part of,Survey,Q747810,4
285,II.,Q28469712,point in time,II,Q200,4
286,public sector,Q294217,has part,service delivery,Q88514508,4
287,innovation,Q174165,has cause,technology,Q11016,4
288,service delivery,Q88514508,part of,public sector,Q294217,4
289,financial,Q22687,has part,monetary,Q8142,4
290,international cooperation,Q9378718,subclass of,cooperation,Q380962,4
291,districts,Q5283500,located in the administrative territorial entity,provinces,Q429976,4
292,SDG 13,Q53581236,has part,Climate Action,Q22661680,4
293,infrastructure,Q121359,part of,sector,Q3958441,4
294,rural,Q7380465,subclass of,communities,Q177634,4
295,research,Q42240,has part,development,Q1074523,4
296,efficient,Q1034411,subclass of,professional,Q702269,4
297,Goal 10,Q53581222,has part,Reduced inequalities,id-less,4
298,efficient,Q1034411,subclass of <triplet>responsive,professional,Q702269,4
299,micro,Q154121,subclass of,small,Q2590065,4
300,2030 Agenda for Sustainable Development,Q22129254,point in time,2030,Q12799,4
301,public sector,Q294217,opposite of,private sector,Q591763,4
302,district,Q123705,contains administrative territorial entity,village,Q532,4
303,Transparency,Q3026325,facet of,Governance,Q1553864,4
304,2019,Q25274,follows,2016,Q25245,4
305,sustainable,Q66095801,subclass of,development,Q1074523,4
306,Output 1,id-less,facet of,economic growth,Q189833,4
307,2018,Q25291,follows,2016,Q25245,4
308,ECONOMIC,Q8134,has part,DEVELOPMENT,Q1074523,4
309,Liberia,Q1014,part of,Sub-Saharan Africa,Q132959,4
310,indicators,Q21170064,part of,SDG,Q7649586,4
311,rich,Q3917267,opposite of,poor,Q5729485,4
312,Survey,Q747810,has part,LSB,Q3436689,4
313,sectors,Q2739810,has part,localities,Q3257686,4
314,PDR,Q18967481,replaced by,Lao,Q819,4
315,accountability,Q2798912,subclass of,transparency,Q3026325,4
316,children,Q7569,followed by,young,Q845069,4
317,strategies,Q185451,part of,policies,Q47011897,4
318,professional,Q702269,has part,efficient,Q1034411,4
319,developed countries,Q132453,opposite of,least developed countries,Q752401,4
320,Climate Action,Q22661680,part of,SDG 13,Q53581236,4
321,development,Q1074523,has part,outcomes,Q38084488,4
322,technical,Q569612,subclass of,education,Q8434,4
323,provinces,Q429976,contains administrative territorial entity,districts,Q5283500,4
324,Zero hunger,Q50215926,facet of,Goal 2,Q50215926,4
325,projects,Q93241073,part of,programmes,Q39071357,4
326,2018,Q25291,follows,2015,Q2002,4
327,Decent work,Q827081,has effect,economic growth,Q189833,4
328,SDGi,id-less,has part,indicators,Q21170064,4
329,inheritance,Q200303,subclass of,property,Q937228,4
330,rule of law,Q44918,subclass of,law,Q7748,4
331,sustainable,Q66095801,subclass of,education,Q8434,4
332,public,Q294440,has part,private sectors,id-less,4
333,rural area,Q175185,opposite of,urban,Q159313,4
334,last,Q30013662,part of,their,Q1189745,4
335,SDG,Q7649586,has part,indicators,Q21170064,4
336,indicators,Q21170064,part of,SDGi,id-less,4
337,men’s,Q1553018,opposite of,women’s,Q948442,4
338,Baseline,Q201610,subclass of,Frequency,Q11652,3
339,services,Q114080183,part of,goods,Q2424752,3
340,MACs,Q18028763,part of,MAC,Q75687,3
341,services,Q114080183,different from,goods,Q2424752,3
342,road,Q34442,subclass of,infrastructure,Q121359,3
343,development,Q1074523,part of,economic,Q8134,3
344,4.2,Q217363,point in time,4,Q202,3
345,forestry,Q38112,subclass of,fisheries,Q180538,3
346,primary education,Q975085,has part,grade 5,Q5447589,3
347,1986 Constitution,id-less,point in time,1986,Q2430,3
348,SDGi,id-less,developer,SDGi Owners,id-less,3
349,human rights,Q8458,facet of,human,Q5,3
350,Government,Q7188,has part,The Government,Q7737401,3
351,newborn,Q576104,has cause,tive,Q54972493,3
352,regions,Q429976,country,Liberia,Q1014,3
353,macroeconomic,Q39680,part of,environment,Q2249676,3
354,village,Q532,different from,town,Q3957,3
355,children under 5,Q48373411,number of participants,5,Q203,3
356,HIES 2016,id-less,point in time,2016,Q25245,3
357,ACTIVITIES/INPUTS,id-less,part of,PROGRAMMES/ACTIVITIES/INPUTS,id-less,3
358,Vientiane,Q9326,instance of,provinces,Q429976,3
359,conflict,Q198,has effect,poverty,Q10294,3
360,Stakeholders,Q108798676,has part,Stakeholder,Q852998,3
361,infectious,Q18123741,subclass of,disease,Q12136,3
362,primary,Q669262,subclass of,education,Q8434,3
363,agriculture,Q11451,instance of,sectors,Q2739810,3
364,forestry,Q38112,part of,Agriculture,Q11451,3
365,FREQUENCY OF,Q81945591,part of,LEVEL INDICATOR,Q113996587,3
366,Bokeo,Q334884,instance of,provinces,Q429976,3
367,primary,Q669262,followed by,secondary school,Q159334,3
368,Government,Q7188,has part,Government’s,Q161837,3
369,resources,Q1554231,has effect,access,Q80689,3
370,forest,Q4421,subclass of,natural resource,Q188460,3
371,early childhood education,Q1472221,subclass of,education,Q8434,3
372,macroeconomic stability,Q58357542,facet of,macroeconomic,Q39680,3
373,development,Q1074523,part of,research,Q42240,3
374,coverage,Q378956,has part <triplet>essential,essential,Q30093000,3
375,disaggregated,Q65075740,subclass of,data,Q42848,3
376,sustainable tourism,Q1344240,subclass of,tourism,Q49389,3
377,private sector,Q591763,opposite of,public sector,Q294217,3
378,Technical and Vocational Education and Training,Q18286682,has part,TVET,Q18286682,3
379,Ministry of Natural Resource,Q1961567,field of work,Natural Resource,Q188460,3
380,protection,Q179073,part of,social,Q345367,3
381,3 Indicators,id-less,has part,1,Q199,3
382,3 Indicators,id-less,has part,2,Q200,3
383,job creation,Q56324059,has effect,economic growth,Q189833,3
384,protection,Q179073,subclass of,human rights,Q8458,3
385,promote,Q103927205,part of,education,Q8434,3
386,Figure 3.7,id-less,depicts,GDP Growth Forecasts,id-less,3
387,rural,Q7380465,has part,population,Q33829,3
388,Ministry of Planning and Investment,Q6867449,field of work,Investment,Q4290,3
389,2017/18,Q54879316,followed by,2018/19,Q55328053,3
390,hygiene,Q162297,facet of,health,Q12147,3
391,peace,Q454,said to be the same as,reconciliation,Q1194317,3
392,ensure,Q5380065,has effect,hunger,Q165947,3
393,infrastructure,Q121359,part of,physical,Q413,3
394,aquaculture,Q188989,subclass of,fisheries,Q180538,3
395,free,Q1543615,subclass of,education,Q8434,3
396,SDGs,Q7649586,has part,8,Q23355,3
397,2018/19,Q55328053,follows,2017/18,Q54879316,3
398,3.3,Q39321380,point in time,3,Q201,3
399,national development,Q107018047,subclass of,development,Q1074523,3
400,Liberian dollar,Q242988,country,Liberia,Q1014,3
401,jobs,Q392825,has effect,income,Q850210,3
402,3,Q201,part of,SDGs,Q7649586,3
403,3,Q201,part of,SDG,Q7649586,3
404,particular,Q6502323,part of,developing countries,Q177323,3
405,Pacific,Q98,part of,Asia,Q48,3
406,climate change,Q125928,has effect,natural disasters,Q8065,3
407,African identity,Q44808394,instance of,identity,Q844569,3
408,Palava,Q12047691,located in the administrative territorial entity,Peace,Q454,3
409,Africa,Q15,has part,countries,Q6256,3
410,local,Q11851202,shares border with,Central,Q57525,3
411,diversification,Q731453,has effect,competitiveness,Q155953,3
412,natural,Q747691,has part <triplet>resources,resources,Q1554231,3
413,local,Q11851202,subclass of,levels,Q2315784,3
414,Agenda 2063,Q56296197,point in time,2063,Q1044976,3
415,research,Q42240,has effect,innovation,Q174165,3
416,3,Q201,instance of,SDGs,Q7649586,3
417,district,Q123705,located in the administrative territorial entity,province,Q34876,3
418,district,Q123705,located in the administrative territorial entity,national,Q53247,3
419,cohesive society,id-less,subclass of,society,Q8425,3
420,district,Q123705,located in the administrative territorial entity,county,Q19470,3
421,cross-border,Q1369289,subclass of,trade,Q601401,3
422,rural,Q7380465,opposite of,urban areas,Q58259934,3
423,research,Q42240,part of,development,Q1074523,3
424,2030 AGENDA,Q22129254,point in time,2030,Q12799,3
425,quantity,Q309314,different from,quality,Q1207505,3
426,2017 Annual Report,Q60020629,point in time,2017,Q25290,3
427,compulsory,Q774228,subclass of,education,Q8434,3
428,state institutions,Q51988309,facet of,state,Q7275,3
429,grade 5,Q5447589,part of,primary education,Q975085,3
430,Peace,Q454,contains administrative territorial entity,Palava,Q12047691,3
431,national,Q53247,contains administrative territorial entity,district,Q123705,3
432,sanitation,Q949149,subclass of,hygiene,Q162297,3
433,hunger,Q165947,has cause,ensure,Q5380065,3
434,regulations,Q106947327,part of,laws,Q22096098,3
435,Monitoring and Evaluation,Q18390984,subclass of,M&E,Q11573,3
436,M&E,Q11573,subclass of,implementation,Q245962,3
437,gender equality,Q113453,facet of,women,Q467,3
438,PAPD,Q2104671,instance of,interventions,Q15763635,3
439,cities,Q515,different from,towns,Q22108005,3
440,packages,Q18614375,has part,goals,Q4503831,3
441,The Government,Q7737401,part of,Government,Q7188,3
442,MAC,Q75687,has part,MACs,Q18028763,3
443,France,Q142,capital,Paris,Q90,3
444,Pro-Poor,Q109640527,subclass of,multi-,Q174666,3
445,Least Developed Country,Q752401,instance of,status,Q813912,3
446,SDGs,Q7649586,country,Kenya,Q114,3
447,MAC,Q75687,used by,MACs,Q18028763,3
448,training,Q216033,part of,education,Q8434,3
449,Yearly,Q271855,part of,MOE,Q289612,3
450,Bank of Lao PDR,Q4077339,country,Lao PDR,Q819,3
451,AU 2063,id-less,part of,SDG,Q7649586,3
452,2012,Q1990,followed by,2017,Q25290,3
453,Liberia,Q1014,ethnic group,people,Q5,3
454,provinces,Q429976,part of,sectors,Q2739810,3
455,2017,Q25290,follows,2012,Q1990,3
456,SDGs,Q7649586,has part,2,Q200,3
457,Achieve,Q10998095,part of,Goal 5,Q53581210,3
458,Asia,Q48,has part,Pacific,Q98,3
459,SDGs,Q7649586,has part,11,Q37136,3
460,VNR,Q18042973,country,Lao PDR,Q819,3
461,Aspiration,Q1300785,continent,Africa,Q15,3
462,Aspiration,Q1300785,followed by,Aspiration 2,id-less,3
463,Forestry,Q38112,part of,Agriculture,Q11451,3
464,Marsabit,Q1709128,instance of,counties,Q1350181,3
465,Aspiration 1,id-less,point in time,1,Q199,3
466,Aspiration 2,id-less,follows,Aspiration,Q1300785,3
467,long term,Q247145,opposite of,short to long term,Q46624370,3
468,urban areas,Q58259934,opposite of,rural,Q7380465,3
469,2015 Census,Q24170418,point in time,2015,Q2002,3
470,Liberia,Q1014,instance of,state,Q7275,3
471,regulatory framework,Q104899384,subclass of,framework,Q6671777,3
472,MoLSW,Q109804805,parent organization,NRA,Q714843,3
473,regulatory framework,Q104899384,part of,legal,Q2210557,3
474,National SDG Secretariat,id-less,field of work,SDG,Q7649586,3
475,Abuja Declaration 2003,id-less,point in time,2003,Q1986,3
476,FIES,Q132241,has part,1,Q199,3
477,9th NSEDP,id-less,part of,NSEDP,id-less,3
478,social,Q345367,has part,protection,Q179073,3
479,towns,Q22108005,different from,cities,Q515,3
480,SDG,Q7649586,has part,3,Q201,3
481,fiscal,Q1419659,has part,deficit,Q2533936,3
482,STEM,Q210523,practiced by,teachers,Q1211139,3
483,COVID -19,Q112712553,country,Lao PDR,Q819,3
484,Sub-Saharan,Q132959,continent,Africa,Q15,3
485,productivity,Q2111958,facet of,agricultural production,Q56299222,3
486,1.5,Q20970431,part of,5,Q203,3
487,food production,Q627371,product or material produced,food,Q2095,3
488,Gender Equality,Q113453,part of,SDG 5,Q53581210,3
489,1,Q199,part of,FIES,Q132241,3
490,revenue,Q850210,country,Domestic,Q144,3
491,sector’s purview,id-less,part of,sector’s,Q7444723,3
492,water,Q283,subclass of,infrastructure,Q121359,3
493,food insecurity,Q112206305,subclass of,poverty,Q10294,3
494,economic inclusion,Q110340409,subclass of,inclusion,Q3149923,3
495,sector’s,Q7444723,has part,sector’s purview,id-less,3
496,teacher training,Q1374230,practiced by,teacher,Q37226,3
497,Cost,Q240673,part of,GDP,Q12638,3
498,Pillar Four,id-less,has part,Governance,Q1553864,3
499,governance,Q1553864,facet of,natural resources,Q105575840,3
500,demographic dividend,Q3634022,country,Liberia,Q1014,3
501,COVID,Q84263196,area,19,Q39850,3
502,budgeting,Q41263,part of,planning,Q309100,3
503,Goal 5,Q53581210,has part,Achieve,Q10998095,3
504,fiscal,Q1419659,has part,monetary policy,Q178476,3
505,policies,Q47011897,part of,laws,Q22096098,3
506,town,Q3957,different from,village,Q532,3
507,organized learning,id-less,subclass of,learning,Q133500,3
508,social protection system,Q34370631,has part,SOCIAL PROTECTION,Q2483208,3
509,food security,Q1229911,facet of,nutrition,Q2138622,3
