,head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count
191,INSTITUTIONAL AND POLITICAL LEVEL 53,id-less,has part,V.1,Q580994,1
192,IV,Q202,has part,POTENTIAL RESOURCES 48,id-less,1
193,IV.2 RESOURCE MOBILIZATION,id-less,number of participants,48,Q712764,1
194,Implementation strategies,Q93931278,facet of,implementation strategies,Q93931278,1
195,Indonesia,Q252,instance of,emerging country,Q33927642,1
196,International integration strategy 42,id-less,point in time,42,Q812996,1
197,Malaysia,Q833,instance of,emerging country,Q33927642,1
198,Millennium Development Goals,Q81737,creator,MDG,Q81737,1
199,Morocco,Q1028,instance of,emerging country,Q33927642,1
200,PRSP,Q7250831,country,Cameroon,Q1009,1
201,National integration,Q100373677,facet of,democratic process,Q97571552,1
202,New Economic Partnership for Africa’s Development,id-less,field of work,Poverty Reduction,Q1824165,1
203,OBJECTIVES 17,id-less,point in time,17,Q40118,1
204,OBSTACLES 52,id-less,part of,"THREATS, RISK FACTORS AND OBSTACLES 52",id-less,1
205,ONE,Q199,part of,PART ONE,Q2054215,1
206,PART FIVE,Q7140109,part of,FIVE,Q203,1
207,PART FOUR,Q66474026,part of,FOUR,Q202,1
208,PART ONE,Q2054215,has part,ONE,Q199,1
209,PARTNERSHIP,Q728646,part of,ECONOMY,Q159810,1
210,POTENTIAL RESOURCES 48,id-less,part of,IV,Q202,1
211,water,Q283,subclass of,social services,Q11588306,1
