,head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count
88,adaptation,Q3331189,facet of,climate change,Q125928,9
89,East Asia,Q27231,has part,China,Q148,9
90,China,Q148,part of,East Asia,Q27231,9
91,M2M,Q1352006,subclass of,IoT,Q251212,9
92,Nepal,Q837,shares border with,Bhutan,Q917,9
93,PP2021,id-less,point in time,2021,Q49628,9
94,GED Projections,id-less,main subject,GED,Q165278,9
95,inequality,Q28113351,has effect,poverty,Q10294,8
96,HIES 2016,id-less,point in time,2016,Q25245,8
97,Ministry of Finance,Q4294782,has part,GED Projections,id-less,8
98,India,Q668,shares border with,China,Q148,8
99,GED Projections,id-less,part of,Ministry of Finance,Q4294782,8
100,Government,Q7188,country,Bangladesh,Q902,8
101,accountability,Q2798912,subclass of,transparency,Q3026325,8
102,FY19,Q59671813,instance of,Fiscal Year,Q191891,8
103,FY19,Q59671813,followed by,FY25,id-less,8
104,"Chapter 5, Part 1",id-less,has part,Annex Table A5.1,id-less,8
105,Chapter 5,Q21713372,part of,Part 1,Q47090887,8
106,FY25,id-less,follows,FY19,Q59671813,8
107,urban,Q159313,subclass of,LGI,Q1708491,8
108,Taka,Q129164,instance of,Billion,Q16021,8
109,Annex Table A5.1,id-less,part of,"Chapter 5, Part 1",id-less,8
110,poverty,Q10294,has cause,inequality,Q28113351,8
111,transport,Q7590,part of,trade,Q601401,8
112,Sixth,Q1128759,followed by,Seventh Plan,Q17004279,8
113,India,Q668,diplomatic relation,China,Q148,8
114,Part 1,Q47090887,has part,Chapter 5,Q21713372,8
115,goods,Q2424752,has part,services,Q114080183,7
116,social,Q345367,has part,economic,Q8134,7
117,services,Q114080183,part of,goods,Q2424752,7
118,FY2019,Q59560887,point in time,2019,Q25274,7
119,poverty reduction,Q1824165,facet of,poverty,Q10294,7
120,1970s,Q35014,point in time,1970,Q2474,7
121,secondary,Q28469712,followed by,tertiary education,Q136822,7
122,export,Q182722,subclass of,trade,Q601401,7
123,women,Q467,subclass of,children,Q7569,7
124,General Economics Division,id-less,country,Bangladesh,Q902,7
125,F,Q130,opposite of,M,Q11573,7
126,export,Q182722,subclass of,industrialization,Q202398,7
127,manufacturing,Q187939,instance of,sector,Q3958441,7
128,GDP,Q12638,country,Bangladesh,Q902,7
129,Bangladesh,Q902,continent,Asia,Q48,7
130,education,Q8434,part of,health,Q12147,7
131,nutrition,Q2138622,facet of,health,Q12147,7
132,8FYP,id-less,follows,7FYP,id-less,7
133,China,Q148,shares border with,India,Q668,7
134,imports,Q104804717,opposite of,exports,Q90920788,7
135,Taka billion,id-less,instance of,current prices,Q51407239,7
136,Meghna,Q109766834,mouth of the watercourse,Ganges,Q5089,7
137,Brahmaputra,Q45403,mouth of the watercourse,Ganges,Q5089,7
138,trade,Q601401,part of,commerce,Q26643,7
139,technology,Q11016,part of,science,Q336,7
140,Bangladesh,Q902,instance of,developing countries,Q177323,7
141,Ganges,Q5089,tributary,Meghna,Q109766834,7
142,Dhaka,Q1354,instance of,capital city,Q5119,7
143,services,Q114080183,different from,goods,Q2424752,7
144,transmission,Q525512,has part,distribution,Q200726,7
145,Dhaka,Q1354,instance of,city,Q515,7
146,exports,Q90920788,opposite of,imports,Q104804717,7
147,M,Q11573,opposite of,F,Q130,7
148,rich,Q3917267,opposite of,poor,Q5729485,7
149,India,Q668,diplomatic relation,Bangladesh,Q902,7
150,auditing,Q181487,part of,accounting,Q4116214,7
151,Activities,Q61788060,part of,Objectives,Q94315724,6
152,Projection,Q186386,subclass of,Actual,Q1365054,6
153,RMG,Q113230268,country,Bangladesh,Q902,6
154,private sector,Q591763,opposite of,public sector,Q294217,6
155,The Government,Q7737401,part of,Government,Q7188,6
156,Bangladesh economy,id-less,country,Bangladesh,Q902,6
157,2010-11,Q245316,point in time,2010,Q1995,6
158,FY2015,Q56676632,followed by,FY2019,Q59560887,6
159,Vietnam,Q881,diplomatic relation,China,Q148,6
160,FY2019,Q59560887,follows,FY2015,Q56676632,6
161,Education,Q8434,has part,Training,Q216033,6
162,districts,Q5283500,country,Bangladesh,Q902,6
163,As % of GDP,id-less,is a list of,GDP,Q12638,6
164,employment.,Q71227761,facet of,employment,Q656365,6
165,primary education,Q975085,subclass of,education,Q8434,6
166,2001-02,Q1399379,point in time,2001,Q1988,6
167,Vietnam,Q881,shares border with,China,Q148,6
168,FY2023,id-less,follows,FY2022,id-less,6
169,FY2022,id-less,followed by,FY2023,id-less,6
170,food,Q2095,has part,nutrition,Q2138622,6
171,Eighth Plan,Q5349144,instance of,Plan,Q4006,6
172,tertiary education,Q136822,subclass of,education,Q8434,6
173,2014-15,Q53386064,point in time,2014,Q1999,6
174,World Development Indicators,Q8035640,publisher,World Bank,Q7164,6
175,science,Q336,has part,technology,Q11016,6
176,urban area,Q702492,opposite of,rural area,Q175185,6
177,BDP2100,id-less,instance of,BDP,Q859825,6
178,2009-10,Q243251,point in time,2009,Q1996,6
179,nutrition,Q2138622,part of,health,Q12147,6
180,rural area,Q175185,opposite of,urban area,Q702492,6
181,FY16,id-less,followed by,FY17,Q46084673,6
182,Ganges,Q5089,tributary,Brahmaputra,Q45403,6
183,public sector,Q294217,opposite of,private sector,Q591763,6
184,Training,Q216033,part of,Education,Q8434,6
185,"Perspective Plan of Bangladesh, 2021-2041",id-less,country,Bangladesh,Q902,6
186,bridges,Q12280,has part,culverts,Q2557844,6
187,PP2021,id-less,followed by,PP2041,id-less,6
188,China,Q148,diplomatic relation,India,Q668,6
189,Objectives,Q94315724,has part,Activities,Q61788060,6
190,Digital Bangladesh,Q65318844,country,Bangladesh,Q902,6
191,Bangladesh,Q902,contains administrative territorial entity,General Economics Division,id-less,6
192,agriculture,Q11451,instance of,sector,Q3958441,6
193,China,Q148,diplomatic relation,Malaysia,Q833,6
194,China,Q148,diplomatic relation,Vietnam,Q881,6
195,8FYP,id-less,country,Bangladesh,Q902,6
196,poor,Q5729485,opposite of,rich,Q3917267,6
197,construction,Q385378,part of,manufacturing,Q187939,6
198,Perspective Plan 2041,id-less,point in time,2041,Q49914,6
199,China,Q148,shares border with,Vietnam,Q881,6
200,PP2021,id-less,country,Bangladesh,Q902,6
201,transparency,Q3026325,subclass of,accountability,Q2798912,6
202,tree,Q10884,part of,forest,Q4421,6
203,Bangladesh,Q902,member of,WTO,Q7825,6
204,Bangladesh,Q902,diplomatic relation,India,Q668,6
205,culverts,Q2557844,part of,bridges,Q12280,6
206,climate change,Q125928,has effect,environment,Q2249676,6
207,Bangladesh,Q902,part of,South Asia,Q771405,6
208,export,Q182722,opposite of,import,Q62955,6
209,goods,Q2424752,different from,services,Q114080183,6
210,economy,Q159810,country,Bangladesh,Q902,6
211,investment,Q4290,has effect,growth,Q1342838,6
212,FY2025,id-less,follows,FY2019,Q59560887,5
213,Part 1,Q47090887,number of episodes,1,Q199,5
214,2013-14,Q53386030,point in time,2013,Q1998,5
215,Bangabandhu Sheikh Mujibur Rahman,Q3449522,position held,Father of the Nation,Q1001,5
216,infrastructure,Q121359,subclass of,services,Q114080183,5
217,health care,Q31207,facet of,health,Q12147,5
218,FY2021,id-less,followed by,FY2022,id-less,5
219,local government,Q6501447,subclass of,government,Q7188,5
220,100%,Q307482,area,100,Q37413,5
221,employment,Q656365,has effect,income,Q850210,5
222,2012-13,Q53386003,point in time,2012,Q1990,5
223,Pacific,Q98,part of,Asia,Q48,5
224,Bangladesh,Q902,member of,World Bank,Q7164,5
225,6th,Q28469716,followed by,7FYP,id-less,5
226,PP 2041,Q22315467,point in time,2041,Q49914,5
227,Informatics,Q21198,part of,Statistics,Q12483,5
228,Bangladesh,Q902,member of,LDC,Q752401,5
229,literacy,Q8236,subclass of,education,Q8434,5
230,6th,Q28469716,followed by,7th Plans,id-less,5
231,Plan,Q4006,facet of,Plan.,Q99985389,5
232,head,Q23640,part of,day,Q573,5
233,industrial policies,Q61661548,part of,trade,Q601401,5
234,Asia,Q48,has part,Pacific,Q98,5
235,FY2022,id-less,follows,FY2021,id-less,5
236,transport,Q7590,subclass of,infrastructure,Q121359,5
237,monitoring,Q2143522,subclass of,evaluation,Q1379672,5
238,7FYP,id-less,number of episodes,7,Q23350,5
239,Table 12,id-less,number of participants,12,Q36977,5
240,private investment,Q456272,subclass of,investment,Q4290,5
241,2004-05,Q1061750,point in time,2004,Q2014,5
242,2003-04,Q621940,point in time,2003,Q1986,5
243,2002-03,Q1343278,point in time,2002,Q1987,5
244,secondary education,Q14623204,subclass of,education,Q8434,5
245,vocational education,Q6869278,subclass of,education,Q8434,5
246,2000-01,Q1375661,point in time,2000,Q1985,5
247,bank,Q22687,subclass of,financial institution,Q650241,5
248,agencies,Q392918,part of,ministries,Q192350,5
249,leather,Q286,use,footwear,Q161928,5
250,urban poverty,Q60445622,subclass of,poverty,Q10294,5
251,nutrition security,Q36309286,facet of,food,Q2095,5
252,technical,Q569612,subclass of,education,Q8434,5
253,FY19,Q59671813,followed by,FY20,Q56676632,5
254,Bangladesh,Q902,ethnic group,Bangladeshis,Q4855428,5
255,2005-06,Q673110,point in time,2005,Q2019,5
256,2006-07,Q233604,point in time,2006,Q2021,5
257,governance,Q1553864,part of,institutional,Q682969,5
258,construction,Q385378,product or material produced,housing,Q188507,5
259,2011-12,Q1489492,point in time,2011,Q1994,5
260,Malaysia,Q833,diplomatic relation,China,Q148,5
261,FY2019,Q59560887,follows,FY2010,Q59638190,5
262,FY2019,Q59560887,followed by,FY2025,id-less,5
263,Chittagong,Q376749,twinned administrative body,Dhaka,Q1354,5
264,Bangladesh,Q902,member of,international,Q1072012,5
265,India,Q668,part of,South Asia,Q771405,5
266,FY2010,Q59638190,followed by,FY2019,Q59560887,5
267,secondary,Q28469712,followed by,tertiary,Q188645,5
268,India,Q668,diplomatic relation,Vietnam,Q881,5
269,CoxDA,Q84998052,instance of,RDA,Q1519318,5
270,7FYP,id-less,instance of,7FYP.,id-less,5
271,bridges,Q12280,subclass of,road,Q34442,5
272,2008-09,Q242750,point in time,2008,Q2004,5
273,policy,Q1156854,part of,strategy,Q185451,5
274,2007-08,Q234643,point in time,2007,Q2024,5
275,Government of Bangladesh,Q16056319,located in the administrative territorial entity,Dhaka,Q1354,5
276,irrigation,Q11453,use,flood control,Q1187968,5
277,domestic sales,id-less,opposite of,exports,Q90920788,5
278,urban,Q159313,shares border with,rural,Q7380465,5
279,Bangladesh,Q902,shares border with,China,Q148,5
280,rural areas,Q175185,opposite of,urban,Q159313,5
281,distribution,Q200726,part of,transmission,Q525512,5
282,urban,Q159313,opposite of,rural areas,Q175185,5
283,Government,Q7188,has part,The Government,Q7737401,5
284,passenger,Q319604,has part,freight,Q651658,5
285,transmission,Q525512,part of,distribution,Q200726,5
286,import,Q62955,opposite of,export,Q182722,5
287,Statistics,Q12483,has part,Informatics,Q21198,5
288,Thailand,Q869,diplomatic relation,India,Q668,5
289,Thailand,Q869,diplomatic relation,Malaysia,Q833,5
290,0.1,Q11184976,point in time,0,Q14920387,5
291,Nominal GDP,Q28501082,has part,Taka,Q129164,5
292,Ministry of Finance,Q4294782,country,Bangladesh,Q902,5
293,Thailand,Q869,diplomatic relation,Vietnam,Q881,5
294,irrigation,Q11453,uses,surface water,Q752112,5
295,deforestation,Q169940,has effect,forest degradation,Q37852984,5
296,export,Q182722,subclass of,growth,Q1342838,5
297,Figure 14,Q59275806,instance of,Figure,Q207961,5
298,trade,Q601401,has part,industrial policies,Q61661548,5
299,UMIC,Q230492,country,Bangladesh,Q902,5
300,0.2,Q11184992,point in time,0,Q14920387,5
301,rural,Q7380465,shares border with,urban,Q159313,5
302,day,Q573,has part,head,Q23640,5
303,sanitation,Q949149,has part,water,Q283,5
304,forest degradation,Q37852984,has cause,deforestation,Q169940,5
305,0.0,Q701696,point in time,0,Q14920387,5
306,policies,Q47011897,part of,laws,Q22096098,5
307,Rural Development,Q3045473,subclass of,Local Government,Q6501447,5
308,0.3,Q11187550,point in time,0,Q14920387,5
309,curriculum,Q207137,part of,education,Q8434,5
310,1999-00,Q1756146,point in time,1999,Q2091,5
311,TEUS,Q108915409,instance of,TE,Q8097,5
312,Mineral Resources Division,id-less,part of,Energy and Mineral Resources Division,Q85759289,5
313,vegetables,Q11004,subclass of,fruits,Q1364,5
314,1993-94,Q98925592,point in time,1993,Q2065,4
315,Perspective Plan of Bangladesh,id-less,country,Bangladesh,Q902,4
316,14.,Q38582,point in time,14,Q38582,4
317,tourism,Q49389,instance of,industry,Q8148,4
318,Bangladesh,Q902,instance of,FDI,Q490513,4
319,Objectives,Q94315724,has part,Implementing Agencies,id-less,4
320,FY2011,Q59636497,followed by,FY2012,Q59636382,4
321,Anti-Corruption Commission,Q4774512,number of participants,2,Q200,4
322,1994-95,Q455985,point in time,1994,Q2067,4
323,HIC,Q18039741,country,Bangladesh,Q902,4
324,irrigation,Q11453,uses,water,Q283,4
325,industrial policy,Q664112,subclass of,policy,Q1156854,4
326,data,Q42848,subclass of,information,Q11028,4
327,Bangladesh,Q902,diplomatic relation,China,Q148,4
328,energy sector,Q1304795,instance of,sector,Q3958441,4
329,exploitation,Q600571,subclass of,abuse,Q600571,4
330,laws,Q22096098,has part,regulations,Q106947327,4
331,farmers,Q131512,field of this occupation,agricultural,Q5356428,4
332,Power Division,Q85794222,instance of,Source,Q7376362,4
333,aquaculture,Q188989,subclass of,fisheries,Q180538,4
334,trade,Q601401,part of,international,Q1072012,4
335,FY1974,id-less,point in time,1974,Q2478,4
336,Bangladesh Bureau of Statistics,Q2882475,country,Bangladesh,Q902,4
337,services,Q114080183,part of,trade,Q601401,4
338,INTRODUCTION,Q305178,part of,4.1,Q2816680,4
339,Table 8,id-less,instance of,Table,Q14748,4
340,FY20,Q56676632,followed by,FY25,id-less,4
341,irrigation,Q11453,use,agriculture,Q11451,4
342,climate change,Q125928,has effect,natural disasters,Q8065,4
343,Vietnam,Q881,diplomatic relation,India,Q668,4
344,population,Q33829,part of,urban,Q159313,4
345,water,Q283,use,agriculture,Q11451,4
346,exclusion,Q5853064,different from,inclusion error,id-less,4
347,1995-96,Q95919708,point in time,1995,Q2068,4
348,BRDB,id-less,parent organization,RDCD,id-less,4
349,export,Q182722,subclass of,manufacturing,Q187939,4
350,FY2021,id-less,followed by,FY2025,id-less,4
351,primary,Q669262,followed by,secondary level,Q7443787,4
352,slums,Q201759,part of,urban,Q159313,4
353,vulnerable,Q278113,subclass of,poor,Q5729485,4
354,7FYP,id-less,follows,6th,Q28469716,4
355,ICT,Q5268834,instance of,industry,Q8148,4
356,General Economics Division,id-less,part of,Economics Division,Q26217801,4
357,FY25,id-less,follows,FY20,Q56676632,4
358,poverty,Q10294,subclass of,income,Q850210,4
359,Posts and Telecommunications Division,Q55630322,number of participants,12,Q36977,4
360,poverty,Q10294,subclass of,incidence,Q217690,4
361,tonne,Q191118,said to be the same as,M,Q11573,4
362,Technology,Q11016,part of,Education,Q8434,4
363,Forestry,Q38112,part of,Agriculture,Q11451,4
364,Bangladesh,Q902,member of,United Nations,Q1065,4
365,Higher Education Division,Q67781455,part of,Secondary,Q28469712,4
366,FY2025,id-less,follows,FY2020,id-less,4
367,infrastructure,Q121359,part of,transport,Q7590,4
368,FY2025,id-less,follows,FY2021,id-less,4
369,7FYP,id-less,country,Bangladesh,Q902,4
370,infrastructure,Q121359,subclass of,investment,Q4290,4
371,skills,Q10670181,part of,education,Q8434,4
372,kiln,Q1724341,product or material produced,brick,Q40089,4
373,Thailand,Q869,diplomatic relation,China,Q148,4
374,1996-97,Q196515,point in time,1996,Q2070,4
375,Bangladesh,Q902,instance of,developing country,Q177323,4
376,1997-98,Q98925600,point in time,1997,Q2088,4
377,vocational,Q322563,subclass of,education,Q8434,4
378,1998-99,Q279736,point in time,1998,Q2089,4
379,Bangladesh,Q902,instance of,countries,Q6256,4
380,Perspective Plan 2021,id-less,point in time,2021,Q49628,4
381,primary health care,Q623543,subclass of,services,Q114080183,4
382,ICT Division,Q29467468,field of work,ICT,Q5268834,4
383,Bangladesh,Q902,instance of,country,Q6256,4
384,trade,Q601401,has part,services,Q114080183,4
385,ICT,Q5268834,subclass of,services,Q114080183,4
386,skill development,Q46085113,subclass of,training,Q216033,4
387,shrimp,Q1517781,subclass of,fish,Q152,4
388,Bangladesh,Q902,instance of,developed country,Q132453,4
389,FY2020,id-less,followed by,FY2025,id-less,4
390,Nepal,Q837,diplomatic relation,India,Q668,4
391,prevalence rate,Q111639079,subclass of,rate,Q1144560,4
392,Technical and Madrasah Education Division,Q85805412,number of participants,8,Q23355,4
393,Person,Q5,has part,Year,Q577,4
394,National Youth Policy 2017,id-less,point in time,2017,Q25290,4
395,100%,Q307482,point in time,100,Q37413,4
396,PP2041,id-less,follows,PP2021,id-less,4
397,FY2023,id-less,followed by,FY2024,id-less,4
398,tourism,Q49389,subclass of,services,Q114080183,4
399,Korea,Q18097,diplomatic relation,Japan,Q17,4
400,0.13,Q775523,point in time,0,Q14920387,4
401,productivity,Q2111958,has effect,competitiveness,Q155953,4
402,Ministry of Women and Children Affairs,Q24897339,number of participants,4,Q202,4
403,8FYP,id-less,instance of,period,Q12171,4
404,health,Q12147,facet of,education,Q8434,4
405,South Asia,Q771405,has part,Bangladesh,Q902,4
406,education,Q8434,country,Bangladesh,Q902,4
407,Projections,Q7249458,subclass of,Actual,Q1365054,4
408,Delta Plan 2100,Q108674111,point in time,2100,Q11183,4
409,8FYP period,id-less,part of,8FYP,id-less,4
410,inclusion error,id-less,different from,exclusion,Q5853064,4
411,SDG,Q7649586,point in time,2019,Q25274,4
412,Year,Q577,part of,Person,Q5,4
413,ADP Allocations for Agriculture Sector in the 8th Plan,id-less,part of,8th Plan,id-less,4
414,natural disasters,Q8065,has cause,climate change,Q125928,4
415,Jute,Q107211,subclass of,Textiles,Q28823,4
416,budgeting,Q41263,part of,planning,Q309100,4
417,China,Q148,diplomatic relation,Indonesia,Q252,4
418,Inputs Consumer Goods,id-less,subclass of,Consumer Goods,Q56573357,4
419,Ministry of Foreign Affairs,Q20901295,number of participants,0,Q14920387,4
420,processing,Q6661985,product or material produced,food,Q2095,4
421,2015-16,Q19346732,point in time,2015,Q2002,4
422,China,Q148,diplomatic relation,Thailand,Q869,4
423,manufacturing,Q187939,has part,labour,Q9630,4
424,South Asia,Q771405,shares border with,East Asia,Q27231,4
425,content,Q12488383,part of,task,Q759676,4
426,Ministry of Social Welfare,Q107353598,area,2,Q200,4
427,Public Security Division,Q65122582,number of participants,17,Q40118,4
428,Table 11,id-less,number of participants,11,Q37136,4
429,East Asia,Q27231,shares border with,South Asia,Q771405,4
430,Ministry of Industries,Q25302675,number of participants,12,Q36977,4
431,rural economy,Q63717685,has part,agriculture,Q11451,4
432,Economics Division,Q26217801,has part,General Economics Division,id-less,4
433,Education,Q8434,has part,Technology,Q11016,4
434,women’s empowerment,Q15675642,facet of,gender equality,Q113453,4
435,food security,Q1229911,facet of,nutrition,Q2138622,4
436,education,Q8434,has part,curriculum,Q207137,4
437,education,Q8434,has part,skills,Q10670181,4
438,Japan,Q17,diplomatic relation,Korea,Q18097,4
439,accounting,Q4116214,has part,auditing,Q181487,4
440,Chattogram,Q376749,located in the administrative territorial entity,Dhaka,Q1354,4
441,property tax,Q607695,subclass of,tax,Q8161,4
442,accountability,Q2798912,subclass of,oversight,Q60697989,4
443,food safety,Q909821,facet of,nutrition,Q2138622,4
444,rural poverty,Q19708004,subclass of,poverty,Q10294,4
445,LNG,Q358333,different from,coal,Q24489,4
446,bus,Q5638,subclass of,Passenger,Q319604,4
447,Sustainable Development Goals,Q7649586,country,Bangladesh,Q902,4
448,health insurance,Q334911,subclass of,scheme,Q959962,4
449,Dhaka,Q1354,twinned administrative body,Chittagong,Q376749,4
450,midwives,Q3549851,subclass of,nurses,Q186360,4
451,2025,Q49616,follows,2024,Q49619,4
452,2024,Q49619,followed by,2025,Q49616,4
453,urban,Q159313,has part,population,Q33829,4
454,health,Q12147,subclass of,services,Q114080183,4
455,Production,Q739302,product or material produced,MT,Q233,4
456,ecosystem,Q37813,has part,biodiversity,Q47041,4
457,Ministry of Cultural Affairs,Q19745020,number of participants,3,Q201,4
458,India,Q668,diplomatic relation,Nepal,Q837,4
459,Climate Change,Q125928,has effect,Environment,Q2249676,4
460,Cabinet Division,Q24952545,has part,0.2,Q11184992,4
461,8th Plan,id-less,instance of,Plan,Q4006,4
462,Academia,Q2777905,part of,Industry,Q8148,4
463,Seventh Plan,Q17004279,follows,Sixth,Q1128759,4
464,Myanmar,Q836,shares border with,India,Q668,4
465,8FYP,id-less,has part,BDP2100,id-less,4
466,legal,Q2210557,has part,regulatory,Q428148,4
467,agricultural,Q5356428,practiced by,farmers,Q131512,4
468,Score,Q187947,different from,Rank,Q56019,4
469,diversification,Q731453,subclass of,agricultural,Q5356428,4
470,nutrition,Q2138622,part of,food,Q2095,4
471,rural,Q7380465,country,Bangladesh,Q902,4
472,forestry,Q38112,part of,agriculture,Q11451,4
473,Implementing Agencies,id-less,part of,Objectives,Q94315724,4
474,Secondary,Q28469712,has part,Higher Education Division,Q67781455,4
475,0.2,Q11184992,part of,Cabinet Division,Q24952545,4
476,bridge,Q12280,subclass of,road,Q34442,4
477,energy,Q11379,has part,power,Q25107,4
478,8FYP,id-less,has part,8FYP period,id-less,4
479,Korea,Q18097,diplomatic relation,Taiwan,Q865,4
480,Rank,Q56019,different from,Score,Q187947,4
481,8th Plan,id-less,has part,ADP Allocations for Agriculture Sector in the 8th Plan,id-less,4
482,research,Q42240,has part,development,Q1074523,4
483,globalization,Q7181,has effect,trade,Q601401,4
484,banking,Q806718,use,financial services,Q5449654,4
485,task,Q759676,has part,content,Q12488383,4
486,youth employment,Q110008594,subclass of,employment,Q656365,4
487,regulations,Q106947327,part of,laws,Q22096098,4
488,income inequality,Q5055020,has effect,poverty,Q10294,4
489,China,Q148,shares border with,Bangladesh,Q902,4
490,manufacturing,Q187939,instance of,industry,Q8148,4
491,economy,Q159810,part of,society,Q8425,4
492,biodiversity,Q47041,part of,ecosystem,Q37813,4
493,Indonesia,Q252,diplomatic relation,China,Q148,4
494,India,Q668,shares border with,Myanmar,Q836,4
495,0.3,Q11187550,part of,Cabinet Division,Q24952545,4
496,Dalit,Q219517,country,Bangladesh,Q902,4
497,regulatory,Q428148,part of,legal,Q2210557,4
498,forest,Q4421,has parts of the class,tree,Q10884,4
499,Cabinet Division,Q24952545,has part,0.3,Q11187550,4
500,1-7,Q17329128,instance of,Rank,Q56019,4
501,7FYP,id-less,number of participants,7,Q23350,4
502,8th Plan,id-less,instance of,period,Q12171,4
503,road,Q34442,subclass of,infrastructure,Q121359,3
504,Perspective Plan,id-less,point in time,2021,Q49628,3
505,Rapid urbanization,Q56047581,country,Bangladesh,Q902,3
506,Dhaka,Q1354,instance of,cities,Q515,3
507,Bangladesh,Q902,shares border with,Bhutan,Q917,3
508,Bangladesh,Q902,part of,global economy,Q473750,3
509,Dhaka,Q1354,instance of,seaport,Q15310171,3
510,trade,Q601401,has part,goods,Q2424752,3
511,poverty reduction,Q1824165,subclass of,growth,Q1342838,3
