,head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count
165,all people,Q92079628,subclass of,poverty,Q10294,1
166,all season road,id-less,subclass of,km,Q828224,1
167,alt ernative livelihoods,id-less,subclass of,com pany,id-less,1
168,am,Q40040,part of,coordination,Q2463100,1
169,am ong chil dren,id-less,part of,Standards,Q591990,1
170,anti-corru ption,id-less,part of,ethics,Q9465,1
171,anti-r etroviral therapy,id-less,has part,BWP1,id-less,1
172,apabi,Q49931741,has part,c,Q623,1
173,appro,Q5727902,part of,es,Q29,1
174,appropriate social protec,id-less,subclass of,protec,Q473972,1
175,artisan,Q1294787,subclass of,skills,Q10670181,1
176,as low,Q477041,said to be the same as,low,Q804970,1
177,assistance,Q1643184,part of,other,Q48270,1
178,associati,Q2736,part of,Freedom of associati,Q688503,1
179,bas,Q1003730,studied by,research,Q42240,1
180,basic services,Q74832136,has part,ownership,Q6498684,1
181,bee,Q7391,subclass of,e,Q684,1
182,being,Q203872,said to be the same as,all,Q1,1
183,benchm ark,id-less,subclass of,ark,Q671759,1
184,beneﬁts,Q6593860,has part,beneﬁts arising from,id-less,1
185,beneﬁts arising from,id-less,part of,beneﬁts,Q6593860,1
186,best practice principle,Q37794211,subclass of,adopt ed,id-less,1
187,broadband,Q194163,said to be the same as,broadband subscrip,id-less,1
188,broadband subscrip,id-less,said to be the same as,broadband,Q194163,1
189,al,Q222,part of,V,Q25428,1
190,air pollution,Q131123,subclass of,pollution,Q58734,1
191,air,Q7391292,has part,water,Q283,1
192,access,Q80689,part of,sexual,Q12198,1
193,W,Q128,part of,All W,Q175315,1
194,W e will,id-less,has part,emandi ng targ ets and tak e,id-less,1
195,WELL,Q43483,part of,WELL-,Q574694,1
196,WELL-,Q574694,has part,WELL,Q43483,1
197,Wellness Promotion and Employee Assistance,id-less,facet of,com pany,id-less,1
198,World E conomic F orum,id-less,has part,C ompe,id-less,1
199,World Heritage Site,Q9259,maintained by,UNE,Q1814435,1
200,X 0,Q21126539,length,0,Q14920387,1
201,XE,Q1106,has part,E,Q684,1
202,a,Q577,instance of,t,Q127,1
203,acce ss,id-less,part of,Signiﬁcantly,Q105644403,1
204,access,Q80689,has cause,people,Q5,1
205,access,Q80689,part of,resources,Q1554231,1
206,access to basic services,id-less,facet of,households,Q64873892,1
207,agriculture orientation index,id-less,instance of,orientation index,id-less,1
208,access to m,Q73673993,different from,provide access to m,id-less,1
209,access to science,Q113254718,subclass of,science,Q336,1
210,additiona,Q798487,part of,Mobilize,Q1930943,1
211,address,Q861911,part of,appropriate,Q113903632,1
212,adolescent,Q1492760,subclass of,girl,Q3031,1
213,adoption,Q180472,facet of,clean,Q15752618,1
214,af fordable,id-less,instance of,universal,Q3551307,1
215,affordable,Q1414593,subclass of,equitable access,Q16837086,1
216,aftercare,Q4690707,subclass of,rehabilitation,Q2795791,1
217,age,Q185836,different from,gender,Q48277,1
218,agric,Q11451,subclass of,rural infrastructure,id-less,1
219,agricultural,Q5356428,has part,m,Q11573,1
220,agricultural export subsidies,Q59669811,subclass of,subsidies,Q17054224,1
221,building mechanism,Q84474093,part of,mechanism,Q517596,1
222,busine ss,id-less,part of,sustainable developme nt,id-less,1
223,c,Q623,subclass of,onducive,id-less,1
224,developi,Q177323,said to be the same as,right of developi,id-less,1
225,countries,Q6256,has part,sm,Q238,1
226,curre,Q8142,has part,f curre,Q57981781,1
227,d,Q573,said to be the same as,o-d,Q3666413,1
228,d,Q573,said to be the same as,people living on,Q88120051,1
229,data,Q42848,part of,Privacy,Q188728,1
230,de velopi ng,id-less,subclass of,countries,Q6256,1
231,deaths,Q4,has effect,inju,Q3477582,1
232,debt,Q3196867,has effect,fostering,Q70859692,1
233,debt of highly,id-less,subclass of,debt,Q3196867,1
234,debt restructuring,Q1364290,facet of,debt,Q3196867,1
235,deci sion,id-less,instance of,deci,Q110827,1
236,devel opment,Q98642001,part of,research,Q42240,1
237,developed countries,Q132453,has part,sm,Q238,1
238,developing States,id-less,opposite of,island developing States,id-less,1
239,countries,Q6256,facet of,access to,Q8182488,1
240,developing States,id-less,subclass of,States,Q104539563,1
241,industrialization,Q202398,subclass of,sustainable,Q66095801,1
242,developing countries,Q177323,has part,early,Q40719727,1
243,developing countries,Q177323,subclass of,innovation,Q174165,1
244,developm,Q213713,subclass of,recruitment,Q899277,1
245,developm ent a nd,id-less,part of,economic developm ent a nd,id-less,1
246,developm ent a ssistance plu s other,id-less,has part,ofﬁcial developm ent a ssistance plu s other,id-less,1
247,development assistance,Q1206712,subclass of,assistance,Q1643184,1
248,development spending,Q57141922,has part,spending,Q98131817,1
249,deﬁnitions,Q1749083,has part,national deﬁnitions,id-less,1
250,diabetes,Q12206,instance of,disease,Q12136,1
251,diamond,Q5283,use,diamonds,Q74038,1
252,diamond bus,Q5270737,subclass of,iness,Q37086511,1
253,countries,Q6256,has part,least,Q211005,1
254,core,Q23595,part of,Com pliance,id-less,1
255,cancer,Q12078,instance of,disease,Q12136,1
256,comm unitie,id-less,subclass of,hospital,Q16917,1
257,capacit y building,id-less,subclass of,building,Q41176,1
258,capacity building,Q1417724,part of,procurement,Q829492,1
259,chain,Q507619,said to be the same as,value chain,Q646107,1
260,chall enges,id-less,subclass of,prod uct,id-less,1
261,chie v e f ood,id-less,opposite of,f ood,id-less,1
262,chil,Q298,different from,women,Q467,1
263,child,Q7569,subclass of,practices,Q104710926,1
264,child labour,Q192571,facet of,Prevention of child labour,id-less,1
265,children,Q7569,has part,unem,Q65088552,1
266,chronic,Q383126,subclass of,respiratory,Q7891,1
267,clim,Q125928,subclass of,vulnerability,Q631425,1
268,coll,Q194451,follows,ective bar,id-less,1
269,comm unications,id-less,subclass of,inform ation,id-less,1
270,comm unity,id-less,instance of,comm,Q24785009,1
271,coordination,Q2463100,has part,am,Q40040,1
272,comm unity,id-less,instance of,human rights,Q8458,1
273,comm unity,id-less,part of,Kimbe rley Process,id-less,1
274,comm unity,id-less,subclass of,comm,Q24785009,1
275,comme rcial enterprise,id-less,subclass of,indus trial,id-less,1
276,commun ity,id-less,subclass of,rights,Q780687,1
277,communicable diseases,Q18123741,subclass of,diseases,Q12136,1
278,communications,Q39809,subclass of,communication,Q11024,1
279,communications technology,Q1780509,subclass of,technology,Q11016,1
280,communiti es,id-less,part of,environment,Q2249676,1
281,consequen ces,id-less,has part,k,Q11579,1
282,conservationIM,id-less,parent organization,IM,Q9676,1
283,contra ctors,id-less,opposite of,fixed term,Q814245,1
284,contraceptive use,Q28136235,facet of,sexual relations,Q2782279,1
285,industrial,Q487965,subclass of,technologies,Q11016,1
286,knowledge,Q9081,part of,internationally,Q100164920,1
287,industry value added,id-less,part of,total value,Q7828152,1
288,shared,Q21645689,subclass of,promotion,Q39809,1
289,rural,Q7380465,opposite of,urban,Q159313,1
290,s,Q131,said to be the same as,1,Q199,1
291,saf ety,id-less,instance of,Best practice,Q830382,1
292,sanc tuary,id-less,facet of,endangered specie,Q11394,1
293,sanitation,Q949149,different from,hygiene,Q162297,1
294,satisﬁed,Q7426259,part of,planning,Q309100,1
295,science,Q336,has part,technology,Q11016,1
296,securit y,id-less,subclass of,financial succe ss,id-less,1
297,sex,Q10525,has effect,protection ﬂoors/systems,id-less,1
298,sexual,Q12198,has part,access,Q80689,1
299,sexual,Q12198,has part,other,Q48270,1
300,sexual,Q12198,subclass of,violence,Q124490,1
301,sexual and reproductive health,Q3501817,has part,reproductive health,Q1981388,1
302,shareholde,Q381136,has part,distribu tions,id-less,1
303,quality education,Q53581209,facet of,education,Q8434,1
304,shock,Q178061,different from,environmental shock,id-less,1
305,showcasin g,id-less,located in the administrative territorial entity,Minin g,id-less,1
306,skills,Q10670181,has effect,experience,Q164359,1
307,sm,Q238,part of,countries,Q6256,1
308,sm,Q238,part of,developed countries,Q132453,1
309,social protection policies,id-less,subclass of,policies,Q47011897,1
310,soil pollution,Q212734,subclass of,pollution,Q58734,1
311,spending,Q98131817,part of,development spending,Q57141922,1
312,stakeholde rs.,id-less,subclass of,stakeholde,Q852998,1
313,stakeholders,Q108798676,part of,Partnerships,Q50814886,1
314,standar,Q159375,part of,labour,Q9630,1
315,standardized prevalence,Q37510993,facet of,Age,Q185836,1
316,status,Q813912,facet of,disability,Q12131,1
317,road traf,Q9687,uses,road,Q34442,1
318,road,Q34442,used by,road traf,Q9687,1
319,road,Q34442,said to be the same as,tr,Q43,1
320,risk of extinction,Q29304970,subclass of,extinction,Q123509,1
321,r e vit alize,id-less,instance of,vit alize,id-less,1
322,reality,Q667661,opposite of,dream,Q36348,1
323,recover,Q3284009,has cause,mine,Q820477,1
324,reduce,Q951651,part of,CC measures,id-less,1
325,reduce debt distress,id-less,facet of,debt distress,id-less,1
326,reduce use,id-less,facet of,feciency,id-less,1
327,regional,Q1218597,has part,internationa,Q718,1
328,related wild species,id-less,subclass of,species,Q7432,1
329,relevant,Q966793,located in the administrative territorial entity,national,Q53247,1
330,reliable,Q11348540,said to be the same as,quality,Q1207505,1
331,rem,Q23731823,part of,f rem,Q88477633,1
332,reproductive health,Q1981388,part of,sexual and reproductive health,Q3501817,1
333,reproductive rights,Q1536343,subclass of,rights,Q780687,1
334,research,Q42240,has part,devel opment,Q98642001,1
335,research,Q42240,part of,development,Q1074523,1
336,research,Q42240,studies,bas,Q1003730,1
337,resilient,Q403605,subclass of,sustainable,Q66095801,1
338,resilient infrastructure,Q112923769,subclass of,infrastructure,Q121359,1
339,resour,Q54872,part of,positi ve reputation and legacy,id-less,1
340,resource,Q1554231,has part,ef ﬁciency,id-less,1
341,resource,Q1554231,has part,m,Q11573,1
342,resources,Q1554231,has part,access,Q80689,1
343,retention,Q1939410,has cause,training,Q216033,1
344,retro,Q1054537,instance of,industries,Q2976602,1
345,revenue collection,Q58345596,facet of,revenue,Q850210,1
346,right of developi,id-less,said to be the same as,developi,Q177323,1
347,risk,Q104493,said to be the same as,unknow,Q4233718,1
348,stunting,Q7628767,has effect,wasting,Q7972881,1
349,support,Q861259,facet of,building,Q41176,1
350,sustainab le industriali zation,id-less,has part,foster in novation,id-less,1
351,training,Q216033,has effect,retention,Q1939410,1
352,triali,Q871942,subclass of,trial,Q8016240,1
353,type,Q190087,facet of,chil,Q298,1
354,under,Q15332388,subclass of,birth,Q34581,1
355,unem,Q65088552,part of,children,Q7569,1
356,unknow,Q4233718,said to be the same as,risk,Q104493,1
357,urban,Q159313,opposite of,rural,Q7380465,1
358,vaccine,Q134808,instance of,development,Q1074523,1
359,vaccine,Q134808,subclass of,vaccines,Q134808,1
360,value,Q194112,has cause,diversiﬁcation,Q731453,1
361,value chain,Q646107,said to be the same as,chain,Q507619,1
362,vices F,id-less,instance of,F,Q130,1
363,violence against all women,id-less,facet of,women,Q467,1
364,viral Therapy,Q65473901,subclass of,Therapy,Q179661,1
365,vit alize,id-less,has part,r e vit alize,id-less,1
366,w,Q128,different from,e,Q684,1
367,warning,Q23817739,subclass of,risk reduction,Q67098987,1
368,wasting,Q7972881,has cause,stunting,Q7628767,1
369,wasting,Q7972881,has effect,overweight,Q332428,1
370,water,Q283,part of,air,Q7391292,1
371,well being,Q7981051,different from,health,Q12147,1
372,women,Q467,different from,chil,Q298,1
373,women,Q467,opposite of,girls,Q6581072,1
374,women,Q467,opposite of,men,Q8441,1
375,women and girls,Q84048852,has part,girls,Q6581072,1
376,work,Q6958747,has effect,economic growth,Q189833,1
377,y-t,Q1024911,has part,t,Q127,1
378,ﬁnancial,Q22687,part of,technology,Q11016,1
379,treatment of substan,Q35387756,facet of,substan,Q1084,1
380,trafﬁcking,Q184840,subclass of,sphere,Q12507,1
381,sustainabilit y,id-less,facet of,organisa tional capabilit y,id-less,1
382,tr,Q43,said to be the same as,road,Q34442,1
383,sustainable,Q66095801,has part,increased,Q209583,1
384,sustainable,Q66095801,subclass of,livelihoods,Q98370870,1
385,sustainable basis,id-less,subclass of,sustainable,Q66095801,1
386,sustainable developme nt,id-less,has part,busine ss,id-less,1
387,sustainable towns,id-less,instance of,SDG,Q7649586,1
388,t,Q127,has part,f,Q130,1
389,t,Q127,said to be the same as,r,Q129,1
390,t and tra ining,id-less,subclass of,Developmen,Q213713,1
391,t of energy,id-less,country,Managemen,Q2920921,1
392,tar,Q546936,instance of,internationally agreed,Q56905688,1
393,technological,Q184199,subclass of,ﬁnancial,Q22687,1
394,technology,Q11016,has part,provide,Q18383,1
395,technology,Q11016,has part,ﬁnancial,Q22687,1
396,technology,Q11016,part of,global,Q13780930,1
397,technology,Q11016,part of,science,Q336,1
398,technology bank,id-less,subclass of,bank,Q22687,1
399,technology developm,Q96107174,subclass of,developm,Q213713,1
400,technologyValue,id-less,facet of,mobile network,Q535695,1
401,tes,Q466530,instance of,contribu,Q482980,1
402,the Means,Q114460297,instance of,Means,Q12894677,1
403,those,Q7238501,opposite of,poor,Q5729485,1
404,ti-R,Q910228,subclass of,R,Q129,1
405,tional,id-less,has part,S,Q131,1
406,tobacco use,Q67171878,subclass of,use,Q1724915,1
407,tor Experience,id-less,instance of,Experience,Q164359,1
408,toring strategies,id-less,has part,moni,Q6688457,1
409,total value,Q7828152,has part,industry value added,id-less,1
410,r,Q129,said to be the same as,t,Q127,1
411,quality,Q1207505,said to be the same as,reliable,Q11348540,1
412,infants,Q998,instance of,safe,Q471898,1
413,mode of transport,Q334166,subclass of,transport,Q7590,1
414,m,Q11573,part of,genital,Q4620674,1
415,m,Q11573,part of,resource,Q1554231,1
416,malnut,Q12167,instance of,rition,id-less,1
417,mana,Q584066,part of,gement,Q4808894,1
418,mana gement,id-less,part of,gement,Q4808894,1
419,means of imp,Q26325131,said to be the same as,Strengthen the means of imp,id-less,1
420,mechanism,Q517596,has part,building mechanism,Q84474093,1
421,median,Q226995,instance of,standard deviation,Q159375,1
422,men,Q8441,has part,new,Q33979,1
423,mi nes,id-less,has part,History of mi nes,id-less,1
424,mic and So,id-less,has part,So,Q1045,1
425,mine,Q820477,has effect,recover,Q3284009,1
426,mobile telephone,Q17517,use,sex,Q10525,1
427,money laundering,Q151900,facet of,Anti corruption,Q60741353,1
428,pul,Q199804,instance of,opul,Q2460916,1
429,multiple sou,Q38184786,subclass of,sou,Q56508,1
430,narcotic drug,Q109044725,subclass of,abuse,Q600571,1
431,national deﬁnitions,id-less,part of,deﬁnitions,Q1749083,1
432,national strategies,Q81510957,subclass of,strategies,Q185451,1
433,nationally appropriate,Q6979833,subclass of,appropriate,Q113903632,1
434,natural reso,Q188460,subclass of,reso,Q44558,1
435,ncount,Q42217193,instance of,count,Q28989,1
436,negative impacts,Q23911213,subclass of,impacts,Q90919717,1
437,neglected tropical diseases,Q929451,subclass of,diseases,Q12136,1
438,neonatal mortality,Q3324547,facet of,neonatal,Q898674,1
439,new,Q33979,part of,men,Q8441,1
440,newborn,Q576104,subclass of,death,Q4,1
441,o-d,Q3666413,said to be the same as,d,Q573,1
442,m,Q11573,part of,existing m,Q46667859,1
443,m,Q11573,part of,agricultural,Q5356428,1
444,lthy lives,id-less,has part,promot,Q39809,1
445,low,Q804970,said to be the same as,as low,Q477041,1
446,inform,Q539268,part of,planning,Q309100,1
447,infrastructure,Q121359,part of,evelopment,Q35138893,1
448,infrastructure,Q121359,part of,regional,Q1218597,1
449,infrastructure,Q121359,subclass of,services,Q114080183,1
450,inhabitants,Q33829,is a list of,m,Q11573,1
451,innovation,Q174165,subclass of,technology,Q11016,1
452,integration,Q80091,facet of,education,Q8434,1
453,integrity,Q1329012,facet of,relationships,Q24026687,1
454,inter alia,Q6045037,has part,policy environment,Q33943936,1
455,internationa,Q718,part of,regional,Q1218597,1
456,island developing,id-less,subclass of,developing,Q3025401,1
457,island developing States,id-less,opposite of,developing States,id-less,1
458,jewellery,Q161439,part of,othe r,Q70021458,1
459,knowledge,Q9081,has effect,enhance,Q101214003,1
460,labour,Q9630,has part,standar,Q159375,1
461,lactating,Q17018919,has cause,pregnant,Q20741850,1
462,land,Q11081619,part of,other,Q48270,1
463,lasting reality,id-less,subclass of,reality,Q667661,1
464,least developed,Q752401,is a list of,countries,Q6256,1
465,least developed countries,Q752401,opposite of,developed countries,Q132453,1
466,less,Q76352,instance of,ratio,Q3481047,1
467,level,Q1046315,different from,Nations,Q597897,1
468,litres,Q11582,facet of,pure alcohol,Q30912202,1
469,live births,Q64041327,subclass of,births,Q9225583,1
470,lives,Q842337,has part,pr omot,id-less,1
471,local governm,Q6501447,subclass of,governm,Q83307,1
472,location,Q2221906,part of,geographic,Q4006,1
473,ofﬁcial developm ent a ssistance plu s other,id-less,subclass of,developm ent a ssistance plu s other,id-less,1
474,old,Q822282,follows,15 years,Q65057524,1
475,older,Q734398,opposite of,15 years,Q65057524,1
476,population,Q33829,has part,Proportion of the population,id-less,1
477,positi ve reputation and legacy,id-less,has part,resour,Q54872,1
478,poverty,Q10294,has part,all people,Q92079628,1
479,poverty,Q10294,instance of,ages,Q816829,1
480,poverty,Q10294,instance of,dimensions,Q95044734,1
481,poverty,Q10294,subclass of,all its,Q15263352,1
482,pr omot,id-less,part of,lives,Q842337,1
483,predictable,Q838446,subclass of,means,Q12894677,1
484,pregnant,Q20741850,has cause,disabilities,Q5281167,1
485,pregnant,Q20741850,has effect,lactating,Q17018919,1
486,previous,Q7242420,opposite of,partner,Q728646,1
487,printin,Q11034,use,print,Q11060274,1
488,private,Q158668,opposite of,public,Q294440,1
489,private research,Q57310495,part of,public,Q294440,1
490,procurement,Q829492,has part,capacity building,Q1417724,1
491,productive healt,id-less,subclass of,healt,Q31207,1
492,programmes,Q39071357,different from,policies,Q47011897,1
493,prom,Q381364,instance of,levels,Q2315784,1
494,promot,Q39809,part of,lthy lives,id-less,1
495,property,Q937228,instance of,forms of property,id-less,1
496,provide,Q18383,subclass of,technology,Q11016,1
497,provide access to m,id-less,different from,access to m,Q73673993,1
498,psychological,Q6667429,subclass of,violence,Q124490,1
499,psychosocial,Q1534947,part of,pharmacological,Q718753,1
500,public,Q294440,has part,private research,Q57310495,1
501,public,Q294440,opposite of,private,Q158668,1
502,public health,Q189603,studies,particular,Q6502323,1
503,public life,Q48990265,facet of,public,Q294440,1
504,populations,Q104619889,part of,population,Q33829,1
505,poor,Q5729485,subclass of,people,Q5,1
506,omor,Q7090635,instance of,morr,Q1177880,1
507,poor,Q5729485,opposite of,those,Q7238501,1
508,oppo rtunities,id-less,subclass of,we face,Q5428368,1
509,optim ally,id-less,product or material produced,diamond,Q5283,1
510,othe r,Q70021458,has part,jewellery,Q161439,1
511,other,Q48270,has part,assistance,Q1643184,1
512,other,Q48270,has part,land,Q11081619,1
513,other,Q48270,part of,sexual,Q12198,1
514,ownership,Q6498684,part of,basic services,Q74832136,1
515,park expansion,id-less,has effect,expansion,Q9073584,1
516,particular,Q6502323,studied by,public health,Q189603,1
517,partner,Q728646,opposite of,previous,Q7242420,1
518,partner ship,id-less,subclass of,ship,Q11446,1
519,partnered wom,Q91593934,instance of,Proportion,Q2631509,1
520,pe r cap,id-less,part of,G DP,id-less,1
521,peopl,Q148,part of,indigenou,Q103817,1
