,head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count
150,sustainable development,Q131201,subclass of,green,Q3133,4
151,projects,Q93241073,part of,programmes,Q39071357,4
152,2030 Agenda for Sustainable Development,Q22129254,point in time,2030,Q12799,4
153,2018,Q25291,follows,2016,Q25245,4
154,tourism,Q49389,instance of,industry,Q8148,4
155,2016,Q25245,followed by,2018,Q25291,4
156,public sector,Q294217,opposite of,private sector,Q591763,4
157,Climate Action,Q22661680,part of,SDG 13,Q53581236,4
158,2019,Q25274,follows,2016,Q25245,4
159,sustainable,Q66095801,subclass of,green,Q3133,4
160,PDR,Q18967481,replaced by,Lao,Q819,4
161,rural area,Q175185,opposite of,urban,Q159313,4
162,programmes,Q39071357,has part,projects,Q93241073,4
163,regulations,Q106947327,part of,legislation,Q820655,4
164,SDGr indicators,id-less,part of,SDGr,Q30292073,4
165,economic development,Q4530482,subclass of,development,Q1074523,4
166,public,Q294440,has part,private sectors,id-less,4
167,SDGr,Q30292073,has part,SDGr indicators,id-less,4
168,LSB,Q3436689,part of,Survey,Q747810,4
169,2018,Q25291,follows,2015,Q2002,4
170,implementation,Q245962,facet of,SDGs,Q7649586,4
171,Lao PDR,Q819,located in the administrative territorial entity,PDR,Q18967481,4
172,Survey,Q747810,has part,LSB,Q3436689,4
173,SDG 13,Q53581236,has part,Climate Action,Q22661680,4
174,NA NA NA NA,Q6956425,part of,NA,Q49,4
175,2017,Q25290,follows,2016,Q25245,4
176,SDGi,id-less,has part,indicators,Q21170064,4
177,nature,Q180445,subclass of,tourism,Q49389,4
178,Lao PDR,Q819,member of,ASEAN,Q7768,4
179,natural resources,Q105575840,part of,environment,Q2249676,4
180,Quality Education,Q53581209,part of,SDG 4,Q98658975,4
181,The Government,Q7737401,part of,Government,Q7188,3
182,MOICT,id-less,instance of,Yearly,Q271855,3
183,SDG 8,Q53581217,has part,Decent Work and Economic Growth,id-less,3
184,Pacific,Q98,part of,Asia,Q48,3
185,village,Q532,different from,town,Q3957,3
186,sectoral,Q110279343,part of,national,Q53247,3
187,goods,Q2424752,different from,services,Q114080183,3
188,sustainable,Q66095801,subclass of,economic growth,Q189833,3
189,sustainable,Q66095801,subclass of,development,Q1074523,3
190,private sector,Q591763,opposite of,public sector,Q294217,3
191,semi-arid,Q124196,subclass of,arid,Q1330709,3
192,vocational education,Q6869278,subclass of,secondary school,Q159334,3
193,budgeting,Q41263,subclass of,planning,Q309100,3
194,cities,Q515,different from,towns,Q22108005,3
195,9th NSEDP,id-less,follows,8th NSEDP,id-less,3
196,rural,Q7380465,opposite of,urban areas,Q58259934,3
197,9th NSEDP,id-less,part of,NSEDP,id-less,3
198,rule of law,Q44918,subclass of,law,Q7748,3
199,economic,Q8134,part of,political,Q82955,3
200,district,Q123705,located in the administrative territorial entity,province,Q34876,3
201,education,Q8434,facet of,health,Q12147,3
202,forestry,Q38112,part of,Agriculture,Q11451,3
203,SDGs,Q7649586,has part,2,Q200,3
204,2017,Q25290,follows,2012,Q1990,3
205,MOES,Q37485554,instance of,Admin,Q4039395,3
206,tourism,Q49389,subclass of,trade,Q601401,3
207,provinces,Q429976,part of,sectors,Q2739810,3
208,MOES,Q37485554,developer,Admin,Q4039395,3
209,2017/18,Q54879316,followed by,2018/19,Q55328053,3
210,MOE,Q289612,has part,Yearly,Q271855,3
211,forest,Q4421,subclass of,natural resource,Q188460,3
212,SDGs,Q7649586,has part,11,Q37136,3
213,2018/19,Q55328053,follows,2017/18,Q54879316,3
214,laws,Q22096098,has part,policies,Q47011897,3
215,disaggregated,Q65075740,subclass of,data,Q42848,3
216,gender equality,Q113453,facet of,women,Q467,3
217,rich,Q3917267,opposite of,poor,Q5729485,3
218,sanitation,Q949149,facet of,water,Q283,3
219,SDGs,Q7649586,country,Kenya,Q114,3
220,food security,Q1229911,facet of,nutrition,Q2138622,3
221,local,Q11851202,shares border with,Central,Q57525,3
222,Decent Work and Economic Growth,id-less,part of,SDG 8,Q53581217,3
223,town,Q3957,different from,village,Q532,3
224,hygiene,Q162297,facet of,health,Q12147,3
225,towns,Q22108005,different from,cities,Q515,3
226,Marsabit,Q1709128,instance of,counties,Q1350181,3
227,developing,Q3025401,subclass of,countries,Q6256,3
228,developing States,id-less,subclass of,island,Q189,3
229,3 Indicators,id-less,has part,2,Q200,3
230,developing countries,Q177323,has part,particular,Q6502323,3
231,3 Indicators,id-less,has part,1,Q199,3
232,4.2,Q217363,point in time,4,Q202,3
233,3,Q201,part of,SDGs,Q7649586,3
234,3,Q201,part of,SDG,Q7649586,3
235,revenue,Q850210,part of,budget,Q41263,3
236,girls,Q6581072,subclass of,women,Q467,3
237,MOES,Q37485554,point in time,2015,Q2002,3
238,SDGs,Q7649586,has part,8,Q23355,3
239,2012,Q1990,followed by,2017,Q25290,3
240,particular,Q6502323,part of,developing countries,Q177323,3
241,3,Q201,instance of,SDGs,Q7649586,3
242,SDGi,id-less,developer,SDGi Owners,id-less,3
243,urban areas,Q58259934,opposite of,rural,Q7380465,3
244,MONRE,Q61931681,instance of,Admin,Q4039395,3
245,2015,Q2002,followed by,2016,Q25245,3
246,2015 Census,Q24170418,point in time,2015,Q2002,3
247,Least Developed Country,Q752401,instance of,status,Q813912,3
248,sustainable tourism,Q1344240,subclass of,tourism,Q49389,3
249,MoLSW,Q109804805,parent organization,NRA,Q714843,3
250,VNR,Q18042973,country,Lao PDR,Q819,3
251,poor,Q5729485,opposite of,rich,Q3917267,3
252,Ministry of Natural Resource,Q1961567,field of work,Natural Resource,Q188460,3
253,primary,Q669262,subclass of,education,Q8434,3
254,National SDG Secretariat,id-less,field of work,SDG,Q7649586,3
255,National,Q53247,country,Lao PDR,Q819,3
256,research,Q42240,has part,development,Q1074523,3
257,Gender Equality,Q113453,part of,SDG 5,Q53581210,3
258,Yearly,Q271855,part of,MOE,Q289612,3
259,Ministry of Planning and Investment,Q6867449,field of work,Investment,Q4290,3
260,SDG,Q7649586,has part,SDG indicators,id-less,3
261,Forestry,Q38112,part of,Agriculture,Q11451,3
262,policies,Q47011897,part of,laws,Q22096098,3
263,grade 5,Q5447589,part of,primary education,Q975085,3
264,Kenya,Q114,member of,United Nations,Q1065,3
265,quantity,Q309314,different from,quality,Q1207505,3
266,services,Q114080183,different from,goods,Q2424752,3
267,Zero Hunger,Q50215926,part of,SDG 2,Q50215926,3
268,strategies,Q185451,part of,policies,Q47011897,3
269,NATIONAL REVIEW REPORT,id-less,main subject,VOLUNTARY NATIONAL REVIEW,id-less,3
270,primary,Q669262,followed by,secondary school,Q159334,3
271,Busia,Q1111957,instance of,counties,Q1350181,3
272,Asia,Q48,has part,Pacific,Q98,3
273,quality,Q1207505,different from,quantity,Q309314,3
274,Bokeo,Q334884,instance of,provinces,Q429976,3
275,LFS 2017,id-less,point in time,2017,Q25290,3
276,COVID -19 pandemic,Q113888949,point in time,2020,Q25337,3
277,Government,Q7188,has part,The Government,Q7737401,3
278,COVID -19 pandemic,Q113888949,country,Lao PDR,Q819,3
279,political,Q82955,has part,economic,Q8134,3
280,SDG,Q7649586,has part,3,Q201,3
281,skills,Q10670181,subclass of,knowledge,Q9081,3
282,NRA,Q714843,subsidiary,MoLSW,Q109804805,3
283,research,Q42240,part of,development,Q1074523,3
284,COVID,Q84263196,area,19,Q39850,3
285,climate change,Q125928,has effect,natural disasters,Q8065,3
286,Vision 2030,Q23906335,point in time,2030,Q12799,3
287,primary education,Q975085,has part,grade 5,Q5447589,3
288,monetary,Q8142,part of,financial,Q22687,3
289,France,Q142,capital,Paris,Q90,3
290,Bank of Lao PDR,Q4077339,country,Lao PDR,Q819,3
291,Baseline,Q201610,subclass of,Frequency,Q11652,3
292,Central,Q57525,shares border with,local,Q11851202,3
293,Vientiane,Q9326,instance of,provinces,Q429976,3
294,NSEDP,id-less,has part,9th NSEDP,id-less,3
295,social,Q345367,has part,economic,Q8134,3
296,11,Q37136,part of,SDGs,Q7649586,3
297,COVID -19,Q112712553,country,Lao PDR,Q819,3
298,policies,Q47011897,has part,strategies,Q185451,3
299,SDG,Q7649586,has part,1,Q199,2
300,LWU,Q31539215,has part,social services,Q11588306,2
301,SDG,Q7649586,followed by,NSEDP,id-less,2
302,laws,Q22096098,has part,regulations,Q106947327,2
303,Indicators,Q21170064,has part,2,Q200,2
304,SDG 15,Q53581245,has part,Life on Land,Q6545274,2
305,Phongsaly,Q966990,instance of,provinces,Q429976,2
306,Democratic Republic,Q5255892,instance of,Republic,Q7270,2
307,sanitation,Q949149,facet of,clean water,Q2978742,2
308,programmes,Q39071357,has part,policies,Q47011897,2
309,primary,Q669262,followed by,secondary level,Q7443787,2
310,Cambodia,Q424,diplomatic relation,Vietnam,Q881,2
311,LEAST DEVELOPED COUNTRY,Q752401,said to be the same as,LDC,Q752401,2
312,programmes,Q39071357,part of,programme,Q170584,2
313,forest,Q4421,different from,forests,Q4421,2
314,primary,Q669262,followed by,secondary,Q28469712,2
315,equal rights,Q182488,facet of,economic,Q8134,2
316,Phomvihane,Q320100,contains administrative territorial entity,Kaisone,id-less,2
317,Cambodia,Q424,shares border with,Myanmar,Q836,2
318,SDGi owners,id-less,item operated,SDGi,id-less,2
319,tourism,Q49389,country,Lao PDR,Q819,2
320,MAF,Q1073939,parent organization,Ministry of,Q20901295,2
321,SDGi,id-less,use,Implementation,Q245962,2
322,Phase 1,Q5452194,followed by,Phase 2,Q42824440,2
323,foreign exchange reserves,Q317617,subclass of,reserves,Q7315273,2
324,landfill,Q152810,subclass of,infrastructure,Q121359,2
325,In the past,Q50679951,facet of,past,Q192630,2
326,productivity,Q2111958,part of,economic,Q8134,2
327,landline,Q1373572,subclass of,telephone,Q11035,2
328,Rural development,Q3045473,subclass of,development,Q1074523,2
329,LSISII,id-less,has part,Lao Statistics Bureau,Q10974105,2
330,Luang Prabang,Q190165,shares border with,Vang Vieng,Q1012615,2
331,LWU,Q31539215,has part,Admin,Q4039395,2
332,Luang Prabang,Q190165,twinned administrative body,Vientiane,Q9326,2
333,Kenya,Q114,shares border with,Ethiopia,Q115,2
334,Big 4 Agenda,id-less,has part,SDGs,Q7649586,2
335,CSOs,Q22808416,country,Kenya,Q114,2
336,SDGr,Q30292073,instance of,Implementation,Q245962,2
337,entrepreneurs,Q131524,subclass of,professionals,Q1218318,2
338,sanitation management,id-less,facet of,water and sanitation,Q573692,2
339,SDGr,Q30292073,instance of,indicators,Q21170064,2
340,economic,Q8134,has part,social development,Q15765794,2
341,Big Four Agenda,id-less,country,Kenya,Q114,2
342,programme,Q170584,has part,programmes,Q39071357,2
343,productivity,Q2111958,part of,Workforce,Q13440398,2
344,southern,Q1258373,shares border with,central,Q57525,2
345,Before 30,Q20856843,point in time,2016,Q25245,2
346,World Bank,Q7164,headquarters location,"Washington, DC",Q61,2
347,Baseline,Q201610,subclass of,Data source,Q1172241,2
348,sanitation,Q949149,part of,management of water and sanitation,id-less,2
349,food security,Q1229911,facet of,hunger,Q165947,2
350,Baseline,Q201610,instance of,Frequency,Q11652,2
351,Vientiane,Q9326,twinned administrative body,Luang Prabang,Q190165,2
352,Kenya,Q114,shares border with,Uganda,Q1036,2
353,Big Four Agenda,id-less,has part,Universal Health Coverage,Q3274205,2
354,food security,Q1229911,facet of,food,Q2095,2
355,LWU,Q31539215,has part,health,Q12147,2
356,UN,Q1065,has part,Development Partners,id-less,2
357,MDGs,Q81737,followed by,SDGs,Q7649586,2
358,Lao PDR,Q819,office held by head of government,PM,Q180686,2
359,SDGs,Q7649586,follows,MDGs,Q81737,2
360,MOH,Q203535,parent organization,WHO,Q7817,2
361,preparatory period,id-less,followed by,graduation,Q1054021,2
362,4 indicators,id-less,is a list of,indicators,Q21170064,2
363,Paris Agreement,Q21707860,creator,UNFCCC,Q208645,2
364,SDG 1,Q50214636,has part,No Poverty,Q50214636,2
365,ICT,Q5268834,use,Poverty Reduction,Q1824165,2
366,MOH,Q203535,point in time,2015,Q2002,2
367,Kwale,Q635215,instance of,counties,Q1350181,2
368,CHALLENGES,Q50815379,part of,ENVIRONMENT,Q2249676,2
369,SDG 1,Q50214636,part of,SDGs,Q7649586,2
370,WHO,Q7817,headquarters location,Geneva,Q71,2
371,poverty reduction,Q1824165,facet of,economic development,Q4530482,2
372,SDG,Q7649586,has part,VNR,Q18042973,2
373,Vietnam,Q881,diplomatic relation,Laos,Q819,2
374,Paris Declaration,Q2052298,country,France,Q142,2
375,innovation,Q174165,has cause,research,Q42240,2
376,small,Q2590065,part of,least developed countries,Q752401,2
377,legal aid,Q707748,subclass of,services,Q114080183,2
378,WHO,Q7817,has part,Admin,Q4039395,2
379,illegal,Q2233907,subclass of,unreported and unregulated fishing,id-less,2
380,social media,Q202833,subclass of,communication,Q11024,2
381,ICT,Q5268834,subclass of,technology,Q11016,2
382,traditions,Q7832367,part of,cultures,Q11042,2
383,rural,Q7380465,subclass of,communities,Q177634,2
384,SDGs,Q7649586,has part,SDG 2,Q50215926,2
385,"Visback, M.",id-less,spouse,"Griggs, D.",id-less,2
386,4,Q202,is a list of,Indicators,Q21170064,2
387,Pacific,Q98,shares border with,East Asia,Q27231,2
388,trafficking,Q184840,subclass of,violence,Q124490,2
389,protected species,Q102214640,subclass of,species,Q7432,2
390,social assistance,Q12322674,subclass of,social protection,Q2483208,2
391,SDG,Q7649586,number of indicators,12,Q36977,2
392,social development,Q15765794,part of,economic,Q8134,2
393,COVID,Q84263196,number of participants,19,Q39850,2
394,SDGs,Q7649586,has part,SDG 1,Q50214636,2
395,Khammouane,Q506641,instance of,provinces,Q429976,2
396,Kisumu,Q214485,instance of,counties,Q1350181,2
397,ICT,Q5268834,subclass of,innovations,Q27721514,2
398,4 Indicators,id-less,instance of,Indicators,Q21170064,2
399,CO2 emissions per unit of GDP,id-less,facet of,PPP,Q221096,2
400,SDGs,Q7649586,has part,8th NSEDP,id-less,2
401,ethnic,Q205049,different from,gender,Q48277,2
402,Women,Q467,subclass of,leadership positions,Q74174887,2
403,5 indicators,id-less,is a list of,indicators,Q21170064,2
404,infrastructure,Q121359,has part,roads,Q913035,2
405,Kenya Off-Grid Solar Access Project,id-less,country,Kenya,Q114,2
406,COVID -19,Q112712553,point in time,19,Q39850,2
407,preventative medicine,Q1773974,subclass of,health care,Q31207,2
408,LDC,Q752401,instance of,status,Q813912,2
409,SDG 12,Q53581232,has part,Responsible Consumption and Production,Q58002052,2
410,5 Goods and 1 Satisfaction,id-less,instance of,policy,Q1156854,2
411,exploitation,Q600571,subclass of,abuse,Q600571,2
412,Bank branch,Q21073937,subclass of,service unit,Q41845461,2
413,Vietnam,Q881,diplomatic relation,Cambodia,Q424,2
414,lawyers,Q40348,field of this occupation,law,Q7748,2
415,COVID -19 pandemic,Q113888949,country,Lao,Q819,2
416,5.1,Q60724383,part of,Targets and Indicators,id-less,2
417,SDGs,Q7649586,has part,10,Q23806,2
418,basic income,Q678522,subclass of,income,Q850210,2
419,LDC graduation,id-less,facet of,LDC,Q752401,2
420,tourism,Q49389,instance of,sectors,Q2739810,2
421,implementation,Q245962,facet of,SDG,Q7649586,2
422,learning,Q133500,practiced by,teachers,Q1211139,2
423,COVID -19,Q112712553,number of participants,19,Q39850,2
424,society,Q8425,has part,citizens,Q50602,2
425,Development Partners,id-less,part of,UN,Q1065,2
426,social services,Q11588306,part of,LWU,Q31539215,2
427,social services,Q11588306,subclass of,services,Q114080183,2
428,least developed countries,Q752401,has part,small,Q2590065,2
429,Kenya Vision 2030,Q6392757,followed by,MTP III,id-less,2
430,WHO,Q7817,subsidiary,JMP,Q1161680,2
431,Kenya Vision 2030,Q6392757,country,Kenya,Q114,2
432,trade,Q601401,part of,international trade,Q178803,2
433,forests,Q4421,different from,forest,Q4421,2
434,SDG,Q7649586,has part,SDG 2,Q50215926,2
435,trade,Q601401,part of,international,Q1072012,2
436,rural development,Q3045473,facet of,poverty eradication,Q48133292,2
437,MOF,Q909212,inception,2015,Q2002,2
438,expenditure,Q760120,part of,revenue,Q850210,2
439,INDC,Q20051297,country,Laos,Q819,2
440,innovation,Q174165,part of,scientific research,Q42240,2
441,organic,Q11351,subclass of,agriculture,Q11451,2
442,essential public services,id-less,subclass of,infrastructure,Q121359,2
443,LDC,Q752401,said to be the same as,LEAST DEVELOPED COUNTRY,Q752401,2
444,economic growth,Q189833,subclass of,growth,Q1342838,2
445,Vientiane,Q9326,located in the administrative territorial entity,MONRE,Q61931681,2
446,sectors,Q2739810,has part,local ities,id-less,2
447,internationally,Q100164920,has part,regionally,Q56660247,2
448,synergies and trade -offs,id-less,facet of,SDG,Q7649586,2
449,SDG 5,Q53581210,has part,Gender Equality,Q113453,2
450,9th Five-Year Plan,id-less,point in time,9th,Q28469719,2
451,sectors,Q2739810,has part,provinces,Q429976,2
452,Lao PDR,Q819,instance of,countries,Q6256,2
453,SDG 5,Q53581210,main subject,gender equality,Q113453,2
454,affordable housing,Q12301128,subclass of,housing,Q188507,2
455,service sector,Q55638,part of,Service sector,Q55638,2
456,affordable,Q1414593,subclass of,reliable,Q11348540,2
457,jobs,Q392825,has effect,income,Q850210,2
458,service sector,Q55638,opposite of,industrial sector,Q55639,2
459,"United Nations, 2015a",id-less,point in time,2015,Q2002,2
460,ACHIEVEMENTS,Q2988681,point in time,1,Q199,2
461,sustainable management,Q7649683,subclass of,management,Q2920921,2
462,Lao PDR,Q819,instance of,party,Q7278,2
463,Proportion of population,id-less,part of,population,Q33829,2
464,persons with disabilities,Q74535604,subclass of,disabilities,Q5281167,2
465,9th,Q28469719,point in time,9,Q19108,2
466,private sector,Q591763,opposite of,public,Q294440,2
467,persons with disabilities,Q74535604,has part,elderly,Q1358789,2
468,Undernourishment in Kenya,id-less,country,Kenya,Q114,2
469,KEPSA,Q24529295,country,Kenya,Q114,2
470,Lao PDR,Q819,instance of,LDCs,Q6670327,2
471,Lao PDR,Q819,instance of,Least Developed Country,Q752401,2
472,Constitution of Kenya,Q2753888,country,Kenya,Q114,2
473,targets,Q852162,part of,goals,Q4503831,2
474,procedures,Q7247166,part of,regulations,Q106947327,2
475,sectors,Q2739810,has part,Employment,Q656365,2
476,targets,Q852162,different from,goals,Q4503831,2
477,education,Q8434,instance of,sectors,Q2739810,2
478,permit,Q79719,subclass of,license,Q79719,2
479,juveniles,Q21694643,subclass of,young people,Q7875591,2
480,education,Q8434,part of,health,Q12147,2
481,Lao PDR,Q819,instance of,PDR,Q18967481,2
482,Intergovernmental Oceanographic Commission,Q1666085,parent organization,UNESCO,Q7809,2
483,sectors,Q2739810,has part,ities,Q5974814,2
484,justice,Q16533,part of,LWU,Q31539215,2
485,Lao Statistics Bureau,Q10974105,part of,LSISII,id-less,2
486,China,Q148,member of,ASEAN,Q7768,2
487,Laos,Q819,diplomatic relation,Vietnam,Q881,2
488,sustainable agriculture,Q2751054,subclass of,agriculture,Q11451,2
489,financial,Q22687,has part,monetary,Q8142,2
490,self -sufficiency,id-less,subclass of,economic strength,Q113461644,2
491,China,Q148,shares border with,Thailand,Q869,2
492,administrative,Q56061,has part,regulatory,Q428148,2
493,service,Q7406919,part of,production,Q739302,2
494,invest,Q4290,part of,private sector,Q591763,2
495,Public g overnance,id-less,has part,administration,Q5283295,2
496,Admin,Q4039395,part of,WHO,Q7817,2
497,Public expenditure,Q7257739,area,15,Q38701,2
498,administration,Q5283295,part of,Public g overnance,id-less,2
499,private,Q158668,opposite of,public,Q294440,2
500,Admin,Q4039395,part of,LWU,Q31539215,2
501,Lao PDR,Q819,member of,United Nations,Q1065,2
502,Lao PDR,Q819,point in time,2018,Q25291,2
503,Lao PDR,Q819,member of,WTO,Q7825,2
504,female,Q43445,opposite of,male,Q6581097,2
505,industriali sation,id-less,followed by,moderni sation,id-less,2
506,private partnership,id-less,said to be the same as,public,Q294440,2
507,ASEAN,Q7768,member of,WTO,Q7825,2
