,head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count
45,tra nsport,id-less,has part,rail,Q26623,2
46,tourism,Q49389,instance of,industry,Q8148,2
47,innovation,Q174165,subclass of,creativity,Q170658,2
48,6 Postal Services,id-less,follows,4.3,Q4031261,2
49,4.1,Q2816680,has part,Role of Government,Q113080512,2
50,Rural Development,Q3045473,subclass of,Development,Q1074523,2
51,4.3,Q4031261,part of,Water Resource Development,Q58391136,2
52,4.5,Q197243,followed by,5,Q203,2
53,4.6,Q229873,point in time,4,Q202,2
54,4.7,Q229874,point in time,4,Q202,2
55,4.8,Q4637262,point in time,4,Q202,2
56,4.4.1,Q21119198,has part,Agriculture,Q11451,2
57,4.8.2 Disadvantaged Groups,id-less,is a list of,Disadvantaged Groups,Q77189624,2
58,ministries,Q192350,part of,government,Q7188,2
59,National Climate Change P olicy and Strategy 2016,id-less,point in time,2016,Q25245,2
60,Research for Development,Q96331157,subclass of,Development,Q1074523,2
61,5,Q203,follows,4.5,Q197243,2
62,Commerce and Industry,Q64295643,has part,Industry,Q8148,2
63,4.3,Q4031261,part of,Fuel and Energy,Q29043705,2
64,Road Transport,Q516739,subclass of,Transport,Q7590,2
65,policies,Q47011897,has part,programmes,Q39071357,2
66,5 Cableways and Telecommunications,id-less,facet of,Cableways and Telecommunications,id-less,2
67,4.3,Q4031261,followed by,6 Postal Services,id-less,2
68,4.2,Q217363,point in time,4,Q202,2
69,Role of Government,Q113080512,part of,4.1,Q2816680,2
70,Human Resource,Q2625010,part of,Public Sector Management,Q107471270,2
71,health,Q12147,subclass of,social services,Q11588306,2
72,grants,Q545727,subclass of,loans,Q6663494,2
73,training institutions,id-less,subclass of,institutions,Q27711101,2
74,Technology,Q11016,part of,Science,Q336,2
75,challenges,Q50815379,has effect,Action,Q188473,2
76,Strengthen the means of implementation,id-less,part of,SDG17,id-less,2
77,Key messages,Q39191238,subclass of,messages,Q1277575,2
78,DRR,Q5281359,instance of,sector,Q3958441,2
79,Capacity Building,Q1417724,subclass of,Building,Q41176,2
80,livestock,Q4767951,subclass of,crops,Q235352,2
81,Sanitation,Q949149,part of,Water,Q283,2
82,frameworks,Q22080812,subclass of,development,Q1074523,2
83,production,Q739302,part of,consumption,Q12204,2
84,Science,Q336,has part,Technology,Q11016,2
85,lifelong learning,Q368475,subclass of,opportunities,Q84501571,2
86,Land,Q11081619,has part,4.4.2,id-less,2
87,financial,Q22687,has part,resou,Q54872,2
88,Land,Q11081619,part of,4.4.2,id-less,2
89,climate smart,Q85752879,subclass of,technologies,Q11016,2
90,forward linkages,id-less,opposite of,backward,Q16938807,2
91,Lubombo,Q856657,instance of,regions,Q429976,2
92,Legislation,Q820655,part of,Policy,Q1156854,2
93,Sex,Q10525,different from,Age,Q185836,2
94,Climate action,Q22661680,subclass of,action,Q188473,2
95,Legislative Matters,id-less,part of,Policy,Q1156854,2
96,cases of violence,Q39715755,subclass of,Annual number of reported cases of violence,id-less,2
97,food security,Q1229911,facet of,hunger,Q165947,2
98,food security,Q1229911,facet of,household,Q259059,2
99,Shiselweni,Q845934,instance of,regions,Q429976,2
100,Legislative Measures,Q45045443,part of,Policy,Q1156854,2
101,food,Q2095,studied by,nutrition,Q2138622,2
102,backward,Q16938807,opposite of,forward linkages,id-less,2
103,sustainable development,Q131201,subclass of,development,Q1074523,2
104,consumption,Q12204,has part,production,Q739302,2
105,SDG4,Q53581209,facet of,education,Q8434,2
106,Mortality from non-communicable diseases,id-less,facet of,non-communicable diseases,Q98299735,2
107,post-secondary levels,id-less,has part,Non-Tertiary level,id-less,2
108,3.5 Industrialisation,id-less,facet of,Industrialisation,Q202398,2
109,Action,Q188473,has cause,challenges,Q50815379,2
110,managers,Q114513068,subclass of,professionals,Q1218318,2
111,Implementation of the SDGs,id-less,part of,SDGs,Q7649586,2
112,rail,Q26623,part of,tra nsport,id-less,2
113,Industry,Q8148,part of,Commerce and Industry,Q64295643,2
114,Age,Q185836,different from,Sex,Q10525,2
115,Agenda 2030,Q7649586,point in time,2030,Q12799,2
116,SDG17,id-less,has part,Strengthen the means of implementation,id-less,2
117,Agriculture,Q11451,part of,4.4.1,Q21119198,2
118,Aid Policy of 2000,id-less,point in time,2000,Q1985,2
119,family,Q8436,has part,unit,Q199,2
120,Swazi Society and Culture,id-less,instance of,Culture,Q11042,2
121,Animal Species,Q107391611,different from,Plant,Q756,2
122,social,Q345367,instance of,sectors,Q2739810,2
123,Swazi Nation Land,Q16919712,country,Swazi,Q34014,2
124,global,Q13780930,has part,regional,Q1218597,2
125,International Links,Q112708437,subclass of,Links,Q608910,2
126,Annual agricultural statistics,id-less,has part,Table 2.3,id-less,2
127,targets,Q852162,subclass of,indicators,Q21170064,2
128,prim ary,id-less,subclass of,education,Q8434,2
129,SDGs,Q7649586,has part,implementation,Q245962,2
130,Sustainable Development,Q131201,has part,Inclusive Growth,Q17121563,2
131,Bookmark,Q1065044,instance of,not defined,id-less,2
132,integrated,Q36578,facet of,efficiency,Q1034411,2
133,programmes,Q39071357,part of,policies,Q47011897,2
134,3.4 Civil Aviation,id-less,point in time,3.4,Q29733805,2
135,natural resource base,Q245857,subclass of,management,Q2920921,2
136,rich,Q3917267,opposite of,poor,Q5729485,2
137,rural,Q7380465,has part,population,Q33829,2
138,Gender,Q48277,has part,1,Q199,2
139,Es watini,id-less,instance of,official development assistance,Q954977,2
140,12 Human Settlements and Shelter,id-less,is a list of,Shelter,Q7493941,2
141,2017/18,Q54879316,follows,2016/17,Q25936413,2
142,2017/18,Q54879316,point in time,2017,Q25290,2
143,women,Q467,instance of,status,Q813912,2
144,2018,Q25291,follows,2014,Q1999,2
145,2018,Q25291,follows,2015,Q2002,2
146,Policy,Q1156854,has part,Legislative Measures,Q45045443,2
147,rural development,Q3045473,subclass of,development,Q1074523,2
148,Policy,Q1156854,has part,Legislative Matters,id-less,2
149,education,Q8434,instance of,human right,Q8458,2
150,national d evelopment programme,id-less,facet of,d evelopment,id-less,2
151,econdary education,id-less,subclass of,primary,Q669262,2
152,2016/17,Q25936413,followed by,2017/18,Q54879316,2
153,Non-Tertiary level,id-less,part of,post-secondary levels,id-less,2
154,2016,Q25245,follows,2013,Q1998,2
155,2013,Q1998,followed by,2016,Q25245,2
156,Proportion of population with access to clean wat er,id-less,part of,Figure 6.1,id-less,2
157,Figure 8.1,id-less,depicts,Annual growth rate of real GDP,id-less,2
158,Population using safe sanitation services,id-less,has part,6.2,Q2333151,2
159,Public Finance Management Act of 2017,id-less,point in time,2017,Q25290,2
160,Figure 2.2,Q100269959,depicts,Prevalence of stunting among children under 5 years,id-less,2
161,Population with a given level of education proficie ncy,id-less,part of,Table 4.1,id-less,2
162,human resources,Q5467169,country,Swaziland,Q1050,2
163,2015,Q2002,followed by,2018,Q25291,2
164,risks,Q104493,subclass of,threats,Q37522873,2
165,Figure 1.2,id-less,length,1,Q199,2
166,economy,Q159810,country,country,Q6256,2
167,Policy,Q1156854,has part,Legislation,Q820655,2
168,2014,Q1999,followed by,2018,Q25291,2
169,Water Resource Development,Q58391136,has part,4.3,Q4031261,2
170,implementation,Q245962,part of,SDGs,Q7649586,2
171,rural areas,Q175185,opposite of,urban populace,id-less,2
172,planning,Q309100,has effect,implementation,Q245962,2
173,domestic economy,Q58729397,instance of,economy,Q159810,2
174,Fuel and Energy,Q29043705,has part,4.3,Q4031261,2
175,3 Human Resource Development,id-less,facet of,Human Resource Development,Q5366892,2
176,Prioritisation Matrix,id-less,has part,Table 3.1,id-less,2
177,development cooperation,Q12359517,subclass of,cooperation,Q380962,2
178,health services,Q9353606,facet of,health,Q12147,2
179,implementation,Q245962,has cause,planning,Q309100,2
180,3.1 Sound Economic Management,id-less,main subject,Sound Economic Management,id-less,2
181,rural areas,Q175185,opposite of,urban,Q159313,2
182,Water,Q283,has part,Sanitation,Q949149,2
183,urban,Q159313,opposite of,rural areas,Q175185,2
184,3.2 Economic Empowerment,id-less,facet of,Economic Empowerment,Q63829080,2
185,organized crime,Q46952,subclass of,crime,Q83267,2
186,nutrition,Q2138622,studies,food,Q2095,2
187,Recreation,Q184872,part of,Tourism and Recreation,Q30906207,2
188,Plant,Q756,different from,Animal Species,Q107391611,2
189,development,Q1074523,subclass of,challenges,Q50815379,2
190,3.4 Agricultural Development,id-less,facet of,Agricultural Development,Q65554733,2
191,Youth,Q190007,number of episodes,8,Q23355,2
192,urban populace,id-less,opposite of,rural areas,Q175185,2
193,multi-dimensional,Q12287256,facet of,poverty,Q10294,2
194,implementation,Q245962,facet of,goals,Q4503831,2
195,joint venture,Q489209,subclass of,economies,Q50807212,1
196,independence,Q24603,inception,19 68,id-less,1
197,investment,Q4290,subclass of,private sector,Q591763,1
198,joint funded projects,id-less,part of,government,Q7188,1
199,jo bs,id-less,subclass of,productive activities,Q107194375,1
200,j ustice,id-less,instance of,system,Q1,1
201,ivestock,id-less,instance of,land use,Q1165944,1
202,investment,Q4290,subclass of,finance,Q43015,1
203,inclusive societies,id-less,subclass of,peaceful,Q106856729,1
204,investment location,id-less,facet of,investment,Q4290,1
205,itself,Q254474,subsidiary,Central Bank,Q66344,1
206,irrigated agriculture,Q852873,subclass of,land,Q11081619,1
207,investor,Q557880,subclass of,stakeholders,Q108798676,1
208,judiciary system,Q105985,country,country,Q6256,1
209,irr igation,id-less,subclass of,irrigation,Q11453,1
210,increasing,Q194404,has effect,infection among young girls,id-less,1
211,ind icator,id-less,studied by,method of computing,Q33487952,1
212,irresponsible,Q252263,subclass of,Oth ers,id-less,1
213,income-generating,Q36101111,has effect,unemployment,Q41171,1
214,irrigation system,Q6129871,use,ma nagement,id-less,1
215,irrigation,Q11453,use,agricultural,Q5356428,1
216,irrigation,Q11453,use,farmers,Q131512,1
217,ion,Q36496,part of,agricultural product,Q11827455,1
218,irrigation,Q11453,use,livestock,Q4767951,1
219,income,Q850210,subclass of,incentive distortion,id-less,1
220,irrigation infrastructure,id-less,use,irrigated crops,id-less,1
221,ions,Q36496,part of,institut ions,id-less,1
222,inclusive growth,Q17121563,facet of,sustainable development,Q131201,1
223,justice,Q16533,country,country,Q6256,1
224,last inci dent,id-less,point in time,12 months,Q2807434,1
225,inclusion,Q3149923,facet of,society,Q8425,1
226,incest,Q127683,subclass of,practices,Q104710926,1
227,land,Q11081619,subclass of,trust,Q659974,1
228,land,Q11081619,use,uses,Q18356647,1
229,land transac tion,id-less,different from,transac tion,id-less,1
230,land with arable potential,id-less,instance of,land use,Q1165944,1
231,incandescen t lights,id-less,subclass of,incandescen,Q47616,1
232,land-use rights,Q96207321,subclass of,law,Q7748,1
233,latest population census,id-less,population,"1,093,238",id-less,1
234,inclusive,Q75365274,part of,internet costs,id-less,1
235,inappropriate language,Q104671588,has effect,sexual harassment,Q751722,1
236,law,Q7748,applies to jurisdiction,Swazi,Q34014,1
237,law enforcement agencies,Q732717,instance of,standards,Q591990,1
238,in troduction,id-less,part of,3 phased,id-less,1
239,improved shared,id-less,different from,not shared,id-less,1
240,important,Q1139892,said to be the same as,knowledge,Q9081,1
241,law reform,Q264236,subclass of,reform,Q900406,1
242,laws,Q22096098,part of,policies,Q47011897,1
243,land,Q11081619,subclass of,transport,Q7590,1
244,land,Q11081619,said to be the same as,tenure system,id-less,1
245,inclusive participation,id-less,facet of,corruption,Q366,1
246,labor atories,id-less,subclass of,Infrastructure development,Q28225444,1
247,justice,Q16533,has part,effecti ve,id-less,1
248,justice,Q16533,part of,peace,Q454,1
249,keep our environment healthy,id-less,has part,tools and actions,id-less,1
250,key macro strategies,id-less,facet of,macro,Q629579,1
251,knowledge,Q9081,has cause,education,Q8434,1
252,knowledge,Q9081,said to be the same as,important,Q1139892,1
253,l abour,id-less,instance of,international,Q1072012,1
254,la nd resources,id-less,has part,water,Q283,1
255,laboratory,Q483242,field of work,water quality,Q625376,1
256,labour-intensive,Q108288221,opposite of,capital-intensive,Q5035704,1
257,labour,Q9630,part of,business,Q4830453,1
258,labour laws,Q78830905,has part,conditions of employment,Q25204034,1
259,labour laws,Q78830905,has part,pa rtners,id-less,1
260,labour laws,Q78830905,subclass of,reform,Q900406,1
261,labour market,Q305186,part of,economic,Q8134,1
262,inclusive,Q75365274,subclass of,sustainable growth,Q5603535,1
263,labour market,Q305186,subclass of,human resource,Q2625010,1
264,labour related,Q44237150,part of,socio-economic,Q1643441,1
265,independence and accessibility of the judiciary,id-less,instance of,democracy,Q7174,1
266,internet costs,id-less,has part,inclusive,Q75365274,1
267,investment,Q4290,location,country,Q6256,1
268,industry,Q8148,product or material produced,product,Q2424752,1
269,infrastructure,Q121359,part of,Industrial development,Q107526382,1
270,infant,Q998,subclass of,mat,Q1136834,1
271,inequality,Q28113351,has cause,poverty,Q10294,1
272,infrastructure,Q121359,part of,communication,Q11024,1
273,inequality,Q28113351,facet of,countries,Q6256,1
274,infrastructure,Q121359,part of,physical,Q413,1
275,inequalities,Q93565459,facet of,economic,Q8134,1
276,infrastructure,Q121359,part of,physical environment,Q107447748,1
277,inelig,Q61005058,subclass of,expense,Q13516686,1
278,infrastructure,Q121359,part of,production,Q739302,1
279,industry,Q8148,part of,economy,Q159810,1
280,infrastructure development,Q28225444,subclass of,sectors,Q2739810,1
281,industry,Q8148,has part,services,Q114080183,1
282,infrastructure,Q121359,subclass of,provision,Q703087,1
283,industry,Q8148,has part,market,Q330284,1
284,industry,Q8148,has part,engage,Q5377426,1
285,industries,Q2976602,has part,urban area,Q702492,1
286,infrastructure,Q121359,subclass of,services,Q114080183,1
287,infrastructure,Q121359,use,Agriculture,Q11451,1
288,industrialization,Q202398,has part,promotionstrategy,id-less,1
289,infrastructure,Q121359,use,deter iorating,id-less,1
290,infrastructure development,Q28225444,facet of,poverty,Q10294,1
291,infrastructure,Q121359,has part,energy,Q11379,1
292,infrastructure,Q121359,has part,capacity,Q1347367,1
293,infrastructure,Q121359,facet of,industrialization,Q202398,1
294,infection among young girls,id-less,has cause,increasing,Q194404,1
295,information,Q11028,part of,structures,Q811979,1
296,information,Q11028,part of,sectors,Q2739810,1
297,information,Q11028,used by,stakeholder,Q852998,1
298,informal settlements,Q59579802,facet of,WASH,Q373315,1
299,information below,id-less,is a list of,information,Q11028,1
300,information dissemination,Q112116869,facet of,mining,Q44497,1
301,information management system,Q121182,use,planning,Q309100,1
302,information unit,id-less,part of,exc hange,id-less,1
303,infrastruct,Q121359,facet of,information technology,Q11661,1
304,infrastructural development,id-less,has part,recreational facilities,Q39841397,1
305,informal sector,Q944235,subclass of,urban,Q159313,1
306,infrastructure,Q121359,facet of,ICT,Q5268834,1
307,informal sector,Q944235,subclass of,MSME,Q64763170,1
308,informal sector,Q944235,part of,rural development,Q3045473,1
309,informal sector,Q944235,part of,economic growth,Q189833,1
310,informal sector,Q944235,opposite of,formal economic sector,id-less,1
311,informal sector,Q944235,instance of,sector,Q3958441,1
312,informal sector,Q944235,has part,dynamic activities in the informal sector,id-less,1
313,infor mal,id-less,subclass of,employment,Q656365,1
314,inflows of investment,id-less,subclass of,investment,Q4290,1
315,infrastructure,Q121359,facet of,challenge,Q16511806,1
316,industrialization,Q202398,has part,good governance strategy,id-less,1
317,infrastructure sector,id-less,has part,tracted,id-less,1
318,investi gated,id-less,subclass of,technology,Q11016,1
319,internationally agreed,Q56905688,subclass of,agreed,Q1561418,1
320,industrial development,Q107526382,country,Swaziland,Q1050,1
321,industrial area,Q6027980,has effect,saturated,Q41581,1
322,indus trial peace,id-less,instance of,harmony,Q184421,1
323,integration,Q80091,facet of,environmental protection,Q832237,1
324,integration of offenders,id-less,facet of,society,Q8425,1
325,intention al homicide,id-less,subclass of,victims of intention,Q112159505,1
326,intentional homicide,Q43625884,has effect,victims of intentional homicide,Q112159505,1
327,intentional homicide,Q43625884,subclass of,Monitoring,Q2143522,1
328,interna tional,id-less,part of,national,Q53247,1
329,internal,Q17132761,subclass of,financing window,id-less,1
330,internet,Q75,different from,mobile phones,Q17517,1
331,industrialization,Q202398,country,Cameroon,Q1009,1
332,indivi,Q7868,part of,institutional,Q682969,1
333,interventio n,id-less,facet of,poverty,Q10294,1
334,interventions,Q15763635,subclass of,intervention,Q179661,1
335,inv olving,id-less,country,Swazis,Q98026686,1
336,inves ted,id-less,part of,pension funds,Q59648002,1
337,indicators,Q21170064,use,monitor,Q5290,1
338,indicators,Q21170064,part of,SDGs,Q7649586,1
339,inves tment,id-less,subclass of,inves,Q1650915,1
340,independence and autonomy of the judiciary,id-less,facet of,judiciary,Q105985,1
341,invest ors,id-less,subclass of,financiers,Q58356711,1
342,integrated,Q36578,subclass of,rehabilitated,Q52133779,1
343,integrated,Q36578,part of,development,Q1074523,1
344,industrial growth,Q107453904,has cause,trade,Q601401,1
345,insurance,Q43183,subclass of,savings,Q100348459,1
346,inheritance,Q200303,subclass of,law,Q7748,1
347,inheritance rights,id-less,part of,traditio nal,id-less,1
348,industrialisation,Q202398,has effect,welfare,Q12002092,1
349,inhibits growth,Q64074635,has cause,energy crisis,Q1341376,1
350,innovat ion,id-less,subclass of,technological upgrading,id-less,1
351,innovation,Q174165,has cause,Research and Development,Q276099,1
352,innovation,Q174165,has cause,industrialisation,Q202398,1
353,innovation,Q174165,has cause,industrialization,Q202398,1
354,innovation,Q174165,has effect,sustainable industrialization,Q60650936,1
355,innovation,Q174165,part of,SDG 9,Q53581219,1
356,innovation,Q174165,subclass of,technology,Q11016,1
357,instalment,Q15869535,followed by,more,Q36096,1
358,institut ions,id-less,has part,ions,Q36496,1
359,institutional arrangements,Q81231664,facet of,gender relations,Q65088268,1
360,institutional arrangements,Q81231664,has part,decision-making process,Q54023377,1
361,industrial sector,Q55639,part of,country’sdevelopment engine,id-less,1
362,industrial sector,Q55639,country,Cameroon,Q1009,1
363,institutions,Q27711101,has part,level,Q1046315,1
364,institutions,Q27711101,part of,functional,Q579600,1
365,industrial land,Q29969141,replaced by,Gove rnment,id-less,1
366,institutions,Q27711101,part of,health care,Q31207,1
367,-34,Q51768929,has part,40,Q42317,1
368,long-term vision,Q34662373,facet of,society,Q8425,1
369,laws to enforce the vulnerable groups put,id-less,facet of,abuse of the vulnerable groups,id-less,1
370,moving target,Q3866668,subclass of,v ision,id-less,1
371,monitoring,Q2143522,facet of,malisation,id-less,1
372,monitoring,Q2143522,has cause,implementation,Q245962,1
373,monitoring,Q2143522,has cause,planning,Q309100,1
374,monitoring,Q2143522,part of,development,Q1074523,1
375,monitoring,Q2143522,subclass of,indicators,Q21170064,1
376,monitoring and evaluation,Q18390984,facet of,utilisatio n,id-less,1
377,monitoring and evaluation system,id-less,subclass of,evaluation system,Q113895119,1
378,monitoring and surveillance,Q6900507,facet of,NCDs,Q3065932,1
379,morbidity,Q4,has cause,Malaria,Q12156,1
380,more,Q36096,follows,instalment,Q15869535,1
381,moringa,Q234193,subclass of,agricultural products,Q100397080,1
382,motiva tors’,id-less,part of,community health,Q3473024,1
383,multi sectoral task team,id-less,field of work,combat crime,id-less,1
384,monetary policies,Q113443596,has part,exchange rate,Q66100,1
385,multi-sectoral,Q66070383,subclass of,task team,id-less,1
386,multilateral,Q1043527,subclass of,organisa tions,id-less,1
387,multiplier effect,Q1053266,facet of,go,Q11413,1
388,multiplier effect,Q1053266,subclass of,returns,Q1999875,1
389,murder,Q132821,has cause,body parts,Q4936845,1
390,nat ural,id-less,has effect,disasters,Q3839081,1
391,nati onal population policy framework,id-less,has part,Population and Development Act,id-less,1
392,natio nal,id-less,instance of,policies,Q47011897,1
393,national,Q53247,has part,constituency,Q192611,1
394,national,Q53247,has part,grassroots levels,id-less,1
395,national,Q53247,has part,interna tional,id-less,1
396,national,Q53247,legislative body,conse nsus,id-less,1
397,monetary policies,Q113443596,has part,price,Q160151,1
398,monetary,Q8142,part of,financial,Q22687,1
399,le vel,Q3564133,subclass of,understanding,Q46744,1
400,middle income country,Q25450949,subclass of,poverty alleviation,Q1824165,1
401,medium-term,Q22294920,opposite of,short,Q24862,1
402,medium-term goals,id-less,subclass of,sector objectives,id-less,1
403,medium-termdevelopment,id-less,opposite of,long-term prospects,Q71285849,1
404,merit,Q1527264,instance of,principle,Q211364,1
405,merit,Q1527264,said to be the same as,deserve,Q106696247,1
406,metadata,Q180160,part of,SDGs,Q7649586,1
407,method of computing,Q33487952,studies,ind icator,id-less,1
408,micro,Q154121,subclass of,small-and medium -sized,id-less,1
409,micro water,Q97095437,subclass of,schemes,Q717197,1
410,middle income,Q106470198,subclass of,income,Q850210,1
411,middle income country,Q25450949,follows,lowincome,id-less,1
412,middle income country,Q25450949,instance of,Status,Q813912,1
413,migrants,Q68190448,part of,Diaspora,Q133004,1
414,monetary,Q8142,has part,exchange rate,Q66100,1
415,millio n,id-less,facet of,population,Q33829,1
416,minimal,Q1931555,has cause,Stock out,Q35776112,1
417,minimu m wages,id-less,applies to jurisdiction,Countries,Q6256,1
418,mining,Q44497,instance of,sector,Q3958441,1
419,mining,Q44497,part of,agricultural,Q5356428,1
420,mining operations,Q306096,facet of,mining,Q44497,1
421,mining sector,Q23921996,instance of,diversification,Q731453,1
422,mining sector,Q23921996,subclass of,value-added,Q1434924,1
423,ministry of Home Affairs,Q6589202,subsidiary,Home Affairs,Q111145457,1
424,mitigatin g food,id-less,has effect,nutrition insecurity,id-less,1
425,mobile phones,Q17517,different from,internet,Q75,1
426,modifying them,id-less,subclass of,modifying,Q104427955,1
427,national,Q53247,subclass of,accor ding,id-less,1
428,national airline,Q899774,parent organization,public budget,Q27998498,1
429,national biodiversity strategy and ac tion plan,id-less,has part,ac tion plan,id-less,1
430,not shared,id-less,different from,improved shared,id-less,1
431,nomination of stakeholder representat,id-less,part of,consultation process,Q83952239,1
432,non-agricultural,Q7048716,subclass of,a ctivities,id-less,1
433,non-co mmunicable,id-less,has effect,premature mortality,Q38516015,1
434,non-communicable,Q3137154,subclass of,environmental diseases,Q36101739,1
435,non-communicable diseases,Q98299735,subclass of,communicable,Q18123741,1
436,non-far m,id-less,subclass of,employment,Q656365,1
437,non-formal,Q64800887,subclass of,life skills,Q50929469,1
438,non-formal education,Q64800887,subclass of,Education,Q8434,1
439,non-government,Q79913,opposite of,government,Q7188,1
440,non-governmental organisation,Q79913,part of,priv ate sector,id-less,1
441,non-shared,Q58063024,opposite of,shar ed,id-less,1
442,noncommunicable diseases,Q98299735,subclass of,emerging,Q5370769,1
443,nu mber,id-less,has part,women accessing,id-less,1
444,national completion rate,id-less,instance of,figure below,id-less,1
445,nurses,Q186360,subclass of,doctors,Q23661269,1
446,nutrition,Q2138622,said to be the same as,food,Q2095,1
447,nutrition security,Q36309286,facet of,food,Q2095,1
448,nutritiou,Q2005610,part of,food,Q2095,1
449,nutritious,Q2005610,facet of,hunger,Q165947,1
450,o ffshore,id-less,part of,financial services,Q5449654,1
451,oShiselw,id-less,part of,Shiselw,Q845934,1
452,obj ectives,id-less,part of,project,Q170584,1
453,obstacle against women,id-less,facet of,women,Q467,1
454,of decency on SNL,id-less,part of,SNL,Q13979,1
455,of the elderly,id-less,said to be the same as,elderly,Q1358789,1
456,off-grid,Q267162,subclass of,energy access,Q100336130,1
457,no poverty,Q50214636,part of,SDGs,Q7649586,1
458,new-borns,id-less,subclass of,children un der 5 years,id-less,1
459,new nature,Q58947795,subclass of,nature,Q180445,1
460,new government,Q5589008,replaces,previous regime,id-less,1
461,national coverage of nationally managed water r esources,id-less,facet of,households,Q64873892,1
462,national development planning,Q104880767,has part,impl ementation,id-less,1
463,national level,Q98676607,has part,table b elow,id-less,1
464,national level,Q98676607,sport,thening,Q96776904,1
465,national ownership,id-less,subclass of,deve lop,id-less,1
466,national priorities,Q6975053,country,national,Q53247,1
467,national priorities,Q6975053,facet of,identi fy,id-less,1
468,national solidarity,Q6978602,facet of,united andindivisible nation,id-less,1
469,national standards,Q25379354,instance of,standards,Q591990,1
470,national unity,Q2199044,part of,Consolidating democracy,id-less,1
471,national unity,Q2199044,part of,democracy,Q7174,1
472,nationals,Q825838,part of,economic empowerme nt,id-less,1
473,natural disaster,Q8065,has effect,hazard,Q1132455,1
474,natural disasters,Q8065,has effect,safeguard against natural disasters,id-less,1
475,natural resources,Q105575840,country,Gambia,Q1005,1
476,natural science,Q7991,has part,production,Q739302,1
477,needs,Q37208103,has part,aspirations,Q737568,1
478,negative effects,Q73513639,has cause,conditions,Q1762735,1
479,neglected NCDs,id-less,subclass of,NCDs,Q3065932,1
480,neighbou ring countries,id-less,instance of,Water Agreement,id-less,1
481,net domestic borrowing,id-less,subclass of,debt,Q3196867,1
482,networking,Q10336440,subclass of,linkages,Q112949139,1
483,networks,Q15758936,has part,infras tructure,id-less,1
484,new Gambia,id-less,replaces,Gambia,Q1005,1
485,new development agenda,id-less,has part,stakeholders,Q108798676,1
486,medium enterprise,id-less,subclass of,small,Q2590065,1
487,medium,Q2249676,said to be the same as,small,Q2590065,1
488,median,Q226995,instance of,standa rd,id-less,1
489,long-te rm,id-less,subclass of,investments,Q114500150,1
490,local,Q11851202,different from,regional,Q1218597,1
491,local,Q11851202,instance of,government,Q7188,1
492,local authorities,Q46022688,office held by head of the organization,chiefs,Q247731,1
493,local authorities,Q46022688,part of,Central government,Q2767140,1
494,local authorities,Q46022688,part of,central government,Q2767140,1
495,local authorities,Q46022688,subclass of,authorities,Q36524,1
496,local councils,Q12192339,has part,chiefs,Q247731,1
497,local government,Q6501447,part of,government,Q7188,1
