,head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count
90,FY23,id-less,followed by,FY24,id-less,11
91,HIES 2016,id-less,point in time,2016,Q25245,11
92,Bangladesh,Q902,capital,Dhaka,Q1354,11
93,FY24,id-less,followed by,FY25,id-less,11
94,Vision 2021,Q17143470,point in time,2021,Q49628,11
95,FY20,Q56676632,instance of,Fiscal Year,Q191891,11
96,Nepal,Q837,shares border with,India,Q668,10
97,Bangladesh,Q902,part of,South Asia,Q771405,10
98,Nepal,Q837,shares border with,Bhutan,Q917,10
99,India,Q668,shares border with,Nepal,Q837,10
100,1980s,Q34644,point in time,1980,Q2439,10
101,"Perspective Plan of Bangladesh, 2021-2041",id-less,point in time,2021,Q49628,10
102,8FYP,id-less,number of episodes,8,Q23355,10
103,Bhutan,Q917,shares border with,Nepal,Q837,10
104,Bangladesh Bureau of Statistics,Q2882475,instance of,BBS,Q210499,10
105,social,Q345367,has part,economic,Q8134,10
106,Digital Bangladesh,Q65318844,country,Bangladesh,Q902,10
107,M2M,Q1352006,subclass of,IoT,Q251212,9
108,poverty,Q10294,has cause,inequality,Q28113351,9
109,Dhaka,Q1354,instance of,city,Q515,9
110,rural,Q7380465,subclass of,areas,Q4788688,9
111,poultry,Q178559,subclass of,livestock,Q4767951,9
112,8FYP,id-less,number of participants,8,Q23355,9
113,GED Projections,id-less,main subject,GED,Q165278,9
114,rural,Q7380465,opposite of,urban areas,Q58259934,9
115,PP2021,id-less,point in time,2021,Q49628,9
116,China,Q148,part of,East Asia,Q27231,9
117,education,Q8434,part of,health,Q12147,9
118,urban areas,Q58259934,opposite of,rural,Q7380465,9
119,manufacturing,Q187939,instance of,sector,Q3958441,9
120,1960s,Q35724,point in time,1960,Q3754,9
121,GDP,Q12638,country,Bangladesh,Q902,9
122,poverty reduction,Q1824165,facet of,poverty,Q10294,9
123,Dhaka,Q1354,instance of,capital city,Q5119,9
124,COVID -19,Q112712553,point in time,19,Q39850,9
125,inequality,Q28113351,has effect,poverty,Q10294,9
126,India,Q668,diplomatic relation,Bangladesh,Q902,9
127,girls,Q6581072,opposite of,women,Q467,9
128,women,Q467,opposite of,girls,Q6581072,9
129,East Asia,Q27231,has part,China,Q148,9
130,goods,Q2424752,has part,services,Q114080183,8
131,India,Q668,shares border with,China,Q148,8
132,imports,Q104804717,opposite of,exports,Q90920788,8
133,services,Q114080183,different from,goods,Q2424752,8
134,Informatics,Q21198,part of,Statistics,Q12483,8
135,services,Q114080183,part of,goods,Q2424752,8
136,economy,Q159810,country,Bangladesh,Q902,8
137,Part 1,Q47090887,has part,Chapter 5,Q21713372,8
138,Bangladesh,Q902,diplomatic relation,India,Q668,8
139,"Chapter 5, Part 1",id-less,has part,Annex Table A5.1,id-less,8
140,Chapter 5,Q21713372,part of,Part 1,Q47090887,8
141,tertiary education,Q136822,subclass of,education,Q8434,8
142,transport,Q7590,part of,trade,Q601401,8
143,FY19,Q59671813,instance of,Fiscal Year,Q191891,8
144,urban,Q159313,subclass of,LGI,Q1708491,8
145,vegetables,Q11004,subclass of,fruits,Q1364,8
146,nutrition,Q2138622,facet of,health,Q12147,8
147,FY19,Q59671813,followed by,FY25,id-less,8
148,General Economics Division,id-less,country,Bangladesh,Q902,8
149,GED Projections,id-less,part of,Ministry of Finance,Q4294782,8
150,Taka,Q129164,instance of,Billion,Q16021,8
151,exports,Q90920788,opposite of,imports,Q104804717,8
152,Annex Table A5.1,id-less,part of,"Chapter 5, Part 1",id-less,8
153,Agenda 2030,Q7649586,point in time,2030,Q12799,8
154,South Asia,Q771405,has part,Bangladesh,Q902,8
155,policies,Q47011897,part of,laws,Q22096098,8
156,Ministry of Finance,Q4294782,has part,GED Projections,id-less,8
157,Statistics,Q12483,has part,Informatics,Q21198,8
158,SDGs,Q7649586,country,Bangladesh,Q902,8
159,research,Q42240,has part,development,Q1074523,8
160,Bangladesh,Q902,instance of,developing countries,Q177323,8
161,India,Q668,diplomatic relation,China,Q148,8
162,females,Q111905566,opposite of,males,Q6743117,8
163,Sixth,Q1128759,followed by,Seventh Plan,Q17004279,8
164,FY25,id-less,follows,FY19,Q59671813,8
165,Upazila,Q620471,located in the administrative territorial entity,District,Q123705,7
166,implementation,Q245962,part of,SDGs,Q7649586,7
167,sex,Q10525,different from,age,Q185836,7
168,Bangabandhu Sheikh Mujibur Rahman,Q3449522,position held,Father of the Nation,Q1001,7
169,rich,Q3917267,opposite of,poor,Q5729485,7
170,Bangladesh Bureau of Statistics,Q2882475,country,Bangladesh,Q902,7
171,China,Q148,shares border with,India,Q668,7
172,developing countries,Q177323,subclass of,countries,Q6256,7
173,Taka billion,id-less,instance of,current prices,Q51407239,7
174,export,Q182722,opposite of,import,Q62955,7
175,Bangladesh,Q902,instance of,country,Q6256,7
176,1970s,Q35014,point in time,1970,Q2474,7
177,goods,Q2424752,different from,services,Q114080183,7
178,8FYP,id-less,follows,7FYP,id-less,7
179,Bangladesh,Q902,continent,Asia,Q48,7
180,Brahmaputra,Q45403,mouth of the watercourse,Ganges,Q5089,7
181,export,Q182722,subclass of,trade,Q601401,7
182,trade,Q601401,part of,commerce,Q26643,7
183,export,Q182722,subclass of,industrialization,Q202398,7
184,Office,Q182060,office held by head of the organization,Prime Minister,Q14212,7
185,technology,Q11016,part of,science,Q336,7
186,FY2019,Q59560887,point in time,2019,Q25274,7
187,Ganges,Q5089,tributary,Meghna,Q109766834,7
188,transparency,Q3026325,subclass of,accountability,Q2798912,7
189,age,Q185836,different from,sex,Q10525,7
190,Plan,Q4006,facet of,Plan.,Q99985389,7
191,agencies,Q392918,part of,ministries,Q192350,7
192,auditing,Q181487,part of,accounting,Q4116214,7
193,public sector,Q294217,opposite of,private sector,Q591763,7
194,agriculture,Q11451,instance of,sector,Q3958441,7
195,primary education,Q975085,subclass of,education,Q8434,7
196,transmission,Q525512,has part,distribution,Q200726,7
197,Meghna,Q109766834,mouth of the watercourse,Ganges,Q5089,7
198,The Government,Q7737401,part of,Government,Q7188,7
199,secondary,Q28469712,followed by,tertiary education,Q136822,7
200,SDGs,Q7649586,has part,implementation,Q245962,7
201,kiln,Q1724341,product or material produced,brick,Q40089,7
202,nutrition,Q2138622,part of,health,Q12147,7
203,technical,Q569612,subclass of,education,Q8434,7
204,Bangladesh,Q902,ethnic group,Bangladeshis,Q4855428,6
205,FY2022,id-less,followed by,FY2023,id-less,6
206,Activities,Q61788060,part of,Objectives,Q94315724,6
207,World Development Indicators,Q8035640,publisher,World Bank,Q7164,6
208,FY2023,id-less,follows,FY2022,id-less,6
209,bridges,Q12280,has part,culverts,Q2557844,6
210,"Perspective Plan of Bangladesh, 2021-2041",id-less,country,Bangladesh,Q902,6
211,Bangladesh,Q902,contains administrative territorial entity,General Economics Division,id-less,6
212,2010-11,Q245316,point in time,2010,Q1995,6
213,Education,Q8434,has part,Training,Q216033,6
214,economy,Q159810,part of,society,Q8425,6
215,Government,Q7188,has part,The Government,Q7737401,6
216,sanitation,Q949149,has part,water,Q283,6
217,China,Q148,shares border with,Vietnam,Q881,6
218,bank,Q22687,subclass of,financial institution,Q650241,6
219,2009-10,Q243251,point in time,2009,Q1996,6
220,FY2015,Q56676632,followed by,FY2019,Q59560887,6
221,Asia,Q48,has part,Pacific,Q98,6
222,2001-02,Q1399379,point in time,2001,Q1988,6
223,aquaculture,Q188989,subclass of,fisheries,Q180538,6
224,research,Q42240,has effect,innovation,Q174165,6
225,Pacific,Q98,part of,Asia,Q48,6
226,poor,Q5729485,opposite of,rich,Q3917267,6
227,SDGs,Q7649586,has part,SDG,Q7649586,6
228,Perspective Plan 2041,id-less,point in time,2041,Q49914,6
229,FY2019,Q59560887,follows,FY2015,Q56676632,6
230,budgeting,Q41263,part of,planning,Q309100,6
231,urban,Q159313,shares border with,rural,Q7380465,6
232,food,Q2095,has part,nutrition,Q2138622,6
233,teachers,Q1211139,field of this occupation,education,Q8434,6
234,FY16,id-less,followed by,FY17,Q46084673,6
235,import,Q62955,opposite of,export,Q182722,6
236,construction,Q385378,part of,manufacturing,Q187939,6
237,RMG,Q113230268,country,Bangladesh,Q902,6
238,2014-15,Q53386064,point in time,2014,Q1999,6
239,tree,Q10884,part of,forest,Q4421,6
240,Ganges,Q5089,tributary,Brahmaputra,Q45403,6
241,PP2021,id-less,followed by,PP2041,id-less,6
242,investment,Q4290,has effect,growth,Q1342838,6
243,Eighth Plan,Q5349144,instance of,Plan,Q4006,6
244,development,Q1074523,part of,research,Q42240,6
245,8FYP,id-less,country,Bangladesh,Q902,6
246,GPI,Q17132761,instance of,0,Q14920387,6
247,National Youth Policy 2017,id-less,point in time,2017,Q25290,6
248,Vietnam,Q881,shares border with,China,Q148,6
249,PP2021,id-less,country,Bangladesh,Q902,6
250,Vietnam,Q881,diplomatic relation,China,Q148,6
251,Bangladesh,Q902,member of,World Bank,Q7164,6
252,urban area,Q702492,opposite of,rural area,Q175185,6
253,0.2,Q11184992,point in time,0,Q14920387,6
254,Projection,Q186386,subclass of,Actual,Q1365054,6
255,education,Q8434,practiced by,teachers,Q1211139,6
256,culverts,Q2557844,part of,bridges,Q12280,6
257,private sector,Q591763,opposite of,public sector,Q294217,6
258,forest degradation,Q37852984,has cause,deforestation,Q169940,6
259,Training,Q216033,part of,Education,Q8434,6
260,HIES,Q14912019,point in time,2016,Q25245,6
261,Planning Commission,Q2641081,country,Bangladesh,Q902,6
262,science,Q336,has part,technology,Q11016,6
263,FY 2015,id-less,point in time,2015,Q2002,6
264,rural,Q7380465,shares border with,urban,Q159313,6
265,monitoring,Q2143522,subclass of,evaluation,Q1379672,6
266,Bangladesh,Q902,instance of,developed country,Q132453,6
267,rural area,Q175185,opposite of,urban area,Q702492,6
268,secondary,Q28469712,followed by,tertiary,Q188645,6
269,China,Q148,diplomatic relation,Vietnam,Q881,6
270,China,Q148,diplomatic relation,Malaysia,Q833,6
271,China,Q148,diplomatic relation,India,Q668,6
272,Bangladesh,Q902,member of,WTO,Q7825,6
273,employment.,Q71227761,facet of,employment,Q656365,6
274,districts,Q5283500,country,Bangladesh,Q902,6
275,climate change,Q125928,has effect,environment,Q2249676,6
276,Bangladesh economy,id-less,country,Bangladesh,Q902,6
277,As % of GDP,id-less,is a list of,GDP,Q12638,6
278,targets,Q852162,part of,SDGs,Q7649586,6
279,vocational,Q322563,subclass of,education,Q8434,6
280,Objectives,Q94315724,has part,Activities,Q61788060,6
281,BDP2100,id-less,instance of,BDP,Q859825,6
282,WHO,Q7817,subsidiary,UNICEF,Q740308,5
283,males,Q6743117,opposite of,females,Q111905566,5
284,innovation,Q174165,has cause,research,Q42240,5
285,least developed countries,Q752401,opposite of,developed countries,Q132453,5
286,biodiversity,Q47041,part of,ecosystem,Q37813,5
287,infrastructure,Q121359,subclass of,services,Q114080183,5
288,Mineral Resources Division,id-less,part of,Energy and Mineral Resources Division,Q85759289,5
289,Rural Development,Q3045473,subclass of,Local Government,Q6501447,5
290,transport,Q7590,subclass of,infrastructure,Q121359,5
291,transmission,Q525512,part of,distribution,Q200726,5
292,bridges,Q12280,subclass of,road,Q34442,5
293,leather,Q286,use,footwear,Q161928,5
294,legal,Q2210557,has part,regulatory,Q428148,5
295,2004-05,Q1061750,point in time,2004,Q2014,5
296,Thailand,Q869,diplomatic relation,Vietnam,Q881,5
297,FY2010,Q59638190,followed by,FY2019,Q59560887,5
298,2000-01,Q1375661,point in time,2000,Q1985,5
299,FY2019,Q59560887,followed by,FY2025,id-less,5
300,2002-03,Q1343278,point in time,2002,Q1987,5
301,2003-04,Q621940,point in time,2003,Q1986,5
302,FY2019,Q59560887,follows,FY2010,Q59638190,5
303,Thailand,Q869,diplomatic relation,India,Q668,5
304,2005-06,Q673110,point in time,2005,Q2019,5
305,2006-07,Q233604,point in time,2006,Q2021,5
306,2007-08,Q234643,point in time,2007,Q2024,5
307,2008-09,Q242750,point in time,2008,Q2004,5
308,FY2021,id-less,followed by,FY2022,id-less,5
309,local government,Q6501447,subclass of,government,Q7188,5
310,Thailand,Q869,diplomatic relation,Malaysia,Q833,5
311,TEUS,Q108915409,instance of,TE,Q8097,5
312,poverty,Q10294,subclass of,incidence,Q217690,5
313,deforestation,Q169940,has effect,forest degradation,Q37852984,5
314,Table 12,id-less,number of participants,12,Q36977,5
315,day,Q573,has part,head,Q23640,5
316,1999-00,Q1756146,point in time,1999,Q2091,5
317,vocational education,Q6869278,subclass of,education,Q8434,5
318,vocational training,Q16861871,subclass of,education,Q8434,5
319,climate change,Q125928,has effect,natural disasters,Q8065,5
320,mitigation,Q47496130,subclass of,adaptation,Q3331189,5
321,vulnerable,Q278113,subclass of,poor,Q5729485,5
322,FY 2018,id-less,point in time,2018,Q25291,5
323,secondary education,Q14623204,subclass of,education,Q8434,5
324,private investment,Q456272,subclass of,investment,Q4290,5
325,FY19,Q59671813,followed by,FY20,Q56676632,5
326,COVID -19,Q112712553,country,Bangladesh,Q902,5
327,data,Q42848,subclass of,information,Q11028,5
328,FY2022,id-less,follows,FY2021,id-less,5
329,FY2025,id-less,follows,FY2019,Q59560887,5
330,2011-12,Q1489492,point in time,2011,Q1994,5
331,canal,Q12284,part of,river,Q4022,5
332,industrial policies,Q61661548,part of,trade,Q601401,5
333,Bangladesh,Q902,member of,international,Q1072012,5
334,Bangladesh,Q902,member of,United Nations,Q1065,5
335,Bangladesh,Q902,member of,UN,Q1065,5
336,Bangladesh,Q902,member of,LDC,Q752401,5
337,skill development,Q46085113,subclass of,training,Q216033,5
338,Bangladesh,Q902,instance of,countries,Q6256,5
339,2012-13,Q53386003,point in time,2012,Q1990,5
340,Ministry of Finance,Q4294782,country,Bangladesh,Q902,5
341,Bangladesh,Q902,instance of,FDI,Q490513,5
342,Bangladesh,Q902,ethnic group,women,Q467,5
343,Chittagong,Q376749,twinned administrative body,Dhaka,Q1354,5
344,export,Q182722,subclass of,growth,Q1342838,5
345,exploitation,Q600571,subclass of,abuse,Q600571,5
346,UMIC,Q230492,country,Bangladesh,Q902,5
347,Bangladesh,Q902,shares border with,China,Q148,5
348,literacy,Q8236,subclass of,education,Q8434,5
349,forest,Q4421,subclass of,ecosystem,Q37813,5
350,primary,Q669262,followed by,secondary level,Q7443787,5
351,Myanmar,Q836,shares border with,India,Q668,5
352,midwives,Q3549851,subclass of,nurses,Q186360,5
353,Figure 14,Q59275806,instance of,Figure,Q207961,5
354,services,Q114080183,part of,trade,Q601401,5
355,curriculum,Q207137,part of,education,Q8434,5
356,desertification,Q183481,subclass of,land degradation,Q3497778,5
357,Sustainable Development Goals,Q7649586,country,Bangladesh,Q902,5
358,Sustainable Development Goals,Q7649586,has part,SDGs,Q7649586,5
359,2015,Q2002,followed by,2016,Q25245,5
360,rural areas,Q175185,opposite of,urban,Q159313,5
361,2013-14,Q53386030,point in time,2013,Q1998,5
362,urban poverty,Q60445622,subclass of,poverty,Q10294,5
363,urban,Q159313,opposite of,rural areas,Q175185,5
364,sanitation,Q949149,subclass of,hygiene,Q162297,5
365,0.1,Q11184976,point in time,0,Q14920387,5
366,6th,Q28469716,followed by,7th Plans,id-less,5
367,Government of Bangladesh,Q16056319,located in the administrative territorial entity,Dhaka,Q1354,5
368,youth,Q190007,opposite of,adults,Q80994,5
369,consumption,Q12204,has part,production,Q739302,5
370,SDGs,Q7649586,part of,Sustainable Development Goals,Q7649586,5
371,energy,Q11379,has part,power,Q25107,5
372,District,Q123705,contains administrative territorial entity,Upazila,Q620471,5
373,6th,Q28469716,followed by,7FYP,id-less,5
374,nutrition security,Q36309286,facet of,food,Q2095,5
375,grain,Q2995529,subclass of,food,Q2095,5
376,planning,Q309100,has part,budgeting,Q41263,5
377,domestic sales,id-less,opposite of,exports,Q90920788,5
378,health care,Q31207,subclass of,services,Q114080183,5
379,0.3,Q11187550,point in time,0,Q14920387,5
380,India,Q668,diplomatic relation,Vietnam,Q881,5
381,regulatory,Q428148,part of,legal,Q2210557,5
382,irrigation,Q11453,uses,surface water,Q752112,5
383,distribution,Q200726,part of,transmission,Q525512,5
384,7FYP,id-less,number of episodes,7,Q23350,5
385,head,Q23640,part of,day,Q573,5
386,CoxDA,Q84998052,instance of,RDA,Q1519318,5
387,banking,Q806718,use,financial services,Q5449654,5
388,7FYP,id-less,instance of,7FYP.,id-less,5
389,irrigation,Q11453,use,flood control,Q1187968,5
390,economic development,Q4530482,country,Bangladesh,Q902,5
391,drinking water,Q7892,facet of,sanitation,Q949149,5
392,India,Q668,shares border with,Myanmar,Q836,5
393,health care,Q31207,facet of,health,Q12147,5
394,Nominal GDP,Q28501082,has part,Taka,Q129164,5
395,Delta Plan 2100,Q108674111,point in time,2100,Q11183,5
396,policy,Q1156854,part of,strategy,Q185451,5
397,Part 1,Q47090887,number of episodes,1,Q199,5
398,construction,Q385378,product or material produced,housing,Q188507,5
399,adults,Q80994,opposite of,youth,Q190007,5
400,passenger,Q319604,has part,freight,Q651658,5
401,India,Q668,part of,South Asia,Q771405,5
402,Malaysia,Q833,diplomatic relation,China,Q148,5
403,trade,Q601401,has part,industrial policies,Q61661548,5
404,governance,Q1553864,part of,institutional,Q682969,5
405,innovation,Q174165,subclass of,technology,Q11016,5
406,PP 2041,Q22315467,point in time,2041,Q49914,5
407,0.0,Q701696,point in time,0,Q14920387,5
408,employment,Q656365,has effect,income,Q850210,5
409,trade,Q601401,has part,services,Q114080183,5
410,health,Q12147,subclass of,services,Q114080183,4
411,water,Q283,use,agriculture,Q11451,4
412,0.13,Q775523,point in time,0,Q14920387,4
413,family planning,Q1280670,part of,health,Q12147,4
414,education,Q8434,subclass of,services,Q114080183,4
415,education system,Q446760,facet of,education,Q8434,4
416,Jute,Q107211,subclass of,Textiles,Q28823,4
417,Projections,Q7249458,subclass of,Actual,Q1365054,4
418,education,Q8434,has part,skills,Q10670181,4
419,health,Q12147,has part,family planning,Q1280670,4
420,9391%,id-less,point in time,9391,Q19272295,4
421,Cabinet Division,Q24952545,has part,0.2,Q11184992,4
422,Cabinet Division,Q24952545,has part,0.3,Q11187550,4
423,2017,Q25290,followed by,2018,Q25291,4
424,primary health care,Q623543,subclass of,services,Q114080183,4
425,Father of the Nation,Q1001,officeholder,Bangabandhu Sheikh Mujibur Rahman,Q3449522,4
426,tourism,Q49389,subclass of,services,Q114080183,4
427,rural,Q7380465,country,Bangladesh,Q902,4
428,income inequality,Q5055020,has effect,poverty,Q10294,4
429,2025,Q49616,follows,2024,Q49619,4
430,services,Q114080183,part of,industry,Q8148,4
431,Dalit,Q219517,country,Bangladesh,Q902,4
432,regulations,Q106947327,part of,laws,Q22096098,4
433,farmers,Q131512,field of this occupation,agriculture,Q11451,4
434,Total Voting,id-less,part of,AIIB,Q18109843,4
435,forest,Q4421,has parts of the class,tree,Q10884,4
436,forest,Q4421,part of,area,Q56061,4
437,Nepal,Q837,diplomatic relation,India,Q668,4
438,2024,Q49619,followed by,2025,Q49616,4
439,urban,Q159313,has part,population,Q33829,4
440,pregnant,Q20741850,has effect,lactating,Q17018919,4
441,forestry,Q38112,part of,agriculture,Q11451,4
442,natural disasters,Q8065,has cause,climate change,Q125928,4
443,property tax,Q607695,subclass of,tax,Q8161,4
444,Prime Minister,Q14212,country,Bangladesh,Q902,4
445,Introduction,Q305178,part of,1,Q199,4
446,Ministry of Finance,Q4294782,subsidiary,Economic Relations Division,Q5333405,4
447,skills,Q10670181,part of,education,Q8434,4
448,AIIB,Q18109843,has part,Total Voting,id-less,4
449,China,Q148,diplomatic relation,Indonesia,Q252,4
450,accounting,Q4116214,has part,auditing,Q181487,4
451,China,Q148,diplomatic relation,Thailand,Q869,4
452,sustainable agriculture,Q2751054,subclass of,agriculture,Q11451,4
453,Bangladesh,Q902,instance of,developing country,Q177323,4
454,2G,Q46904,followed by,3G,Q79692,4
455,PP2041,id-less,follows,PP2021,id-less,4
456,accountability,Q2798912,subclass of,oversight,Q60697989,4
457,SDG,Q7649586,point in time,2019,Q25274,4
458,NGOs,Q11788357,different from,CSOs,Q22808416,4
459,NGOs,Q11788357,part of,civil society,Q181865,4
460,China,Q148,shares border with,Bangladesh,Q902,4
461,efficiency,Q1034411,said to be the same as,productivity,Q2111958,4
462,diabetes,Q12206,has effect,cardiovascular disease,Q389735,4
463,Prime Minister,Q14212,part of,Office,Q182060,4
464,trade,Q601401,has part,goods,Q2424752,4
465,Secondary,Q28469712,has part,Higher Education Division,Q67781455,4
466,0.2,Q11184992,part of,Cabinet Division,Q24952545,4
467,prevalence rate,Q111639079,subclass of,rate,Q1144560,4
468,Ministry of Industries,Q25302675,number of participants,12,Q36977,4
469,Japan,Q17,diplomatic relation,Korea,Q18097,4
470,targets,Q852162,subclass of,goals,Q4503831,4
471,HIC,Q18039741,country,Bangladesh,Q902,4
472,manufacturing,Q187939,instance of,industry,Q8148,4
473,Production,Q739302,product or material produced,MT,Q233,4
474,Chattogram,Q376749,located in the administrative territorial entity,Dhaka,Q1354,4
475,sustainable use,Q64816625,subclass of,conservation,Q832237,4
476,shrimp,Q1517781,subclass of,fish,Q152,4
477,Score,Q187947,different from,Rank,Q56019,4
478,trade,Q601401,part of,international,Q1072012,4
479,Bangladesh,Q902,office held by head of government,Prime Minister,Q14212,4
480,0.3,Q11187550,part of,Cabinet Division,Q24952545,4
481,manufacturing,Q187939,has part,labour,Q9630,4
482,ADP Allocations for Agriculture Sector in the 8th Plan,id-less,part of,8th Plan,id-less,4
483,industrial policy,Q664112,subclass of,policy,Q1156854,4
484,Ministry of Foreign Affairs,Q20901295,number of participants,0,Q14920387,4
485,Rank,Q56019,different from,Score,Q187947,4
486,education,Q8434,country,Bangladesh,Q902,4
487,targets of SDGs,id-less,part of,SDGs,Q7649586,4
488,7FYP,id-less,number of participants,7,Q23350,4
489,marginalized people,Q85474425,subclass of,marginalized,Q98057612,4
490,ICT,Q5268834,subclass of,services,Q114080183,4
491,ICT Division,Q29467468,field of work,ICT,Q5268834,4
492,Dhaka,Q1354,twinned administrative body,Chittagong,Q376749,4
493,8FYP,id-less,has part,8FYP period,id-less,4
494,Objectives,Q94315724,has part,Implementing Agencies,id-less,4
495,8FYP,id-less,has part,BDP2100,id-less,4
496,irrigation,Q11453,uses,water,Q283,4
497,production,Q739302,part of,consumption,Q12204,4
498,vulnerability,Q631425,facet of,poverty,Q10294,4
499,paddy,Q15838080,subclass of,rice,Q5090,4
500,Technical and Madrasah Education Division,Q85805412,number of participants,8,Q23355,4
501,SDGs,Q7649586,has part,targets,Q852162,4
502,Technology,Q11016,part of,Education,Q8434,4
503,FY1974,id-less,point in time,1974,Q2478,4
504,irrigation,Q11453,use,agriculture,Q11451,4
505,Department of Environment,Q61742005,parent organization,DoE,Q217810,4
506,ministries,Q192350,part of,divisions,Q67325359,4
507,Higher Education Division,Q67781455,part of,Secondary,Q28469712,4
508,rural poverty,Q19708004,subclass of,poverty,Q10294,4
509,cities,Q515,subclass of,human settlements,Q486972,4
510,private sectors,id-less,part of,public,Q294440,4
511,manufacturing,Q187939,subclass of,services,Q114080183,4
512,content,Q12488383,part of,task,Q759676,4
