,head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count
106,development policies,Q113438552,part of,government’s,Q161837,1
107,development plans,Q75763325,part of,district,Q123705,1
108,Western Region,Q1052867,population,1,Q199,1
109,Western Region,Q1052867,number of participants,28,Q587465,1
110,Western Region,Q1052867,number of participants,23,Q48240,1
111,development plan,Q5266783,has part,targets,Q852162,1
112,What will happen over 40 Years?,id-less,facet of,40 Years,Q12299943,1
113,Western Region,Q1052867,number of participants,24,Q56194,1
114,development cooperation,Q12359517,part of,trade,Q601401,1
115,Western Region,Q1052867,number of participants,26,Q83264,1
116,Western Region,Q1052867,number of participants,27,Q433353,1
117,Western Region,Q1052867,number of participants,21,Q712477,1
118,distri ct,id-less,subclass of,plan,Q4006,1
119,Western Region,Q1052867,number of participants,14,Q38582,1
120,discipline,Q11862829,subclass of,productivity,Q2111958,1
121,district plan,Q5283354,part of,national development plan,Q846059,1
122,district plan,Q5283354,facet of,district,Q123705,1
123,district core indicators,id-less,facet of,MMDAs,id-less,1
124,district,Q123705,subclass of,region,Q82794,1
125,West Africa,Q4412,shares border with,the rest,Q3795550,1
126,Western Region,Q1052867,area,3,Q201,1
127,district,Q123705,part of,sector,Q3958441,1
128,district,Q123705,part of,national plan preparation sub-programme,id-less,1
129,Western Region,Q1052867,instance of,Institutions,Q27711101,1
130,district,Q123705,located in the administrative territorial entity,sectoral,Q110279343,1
131,Western Region,Q1052867,instance of,Institutions Number of Management letters issued,id-less,1
132,Western Region,Q1052867,number of participants,12,Q36977,1
133,Western Region,Q1052867,number of participants,13,Q37141,1
134,district,Q123705,has part,development plans,Q75763325,1
135,district,Q123705,different from,sector,Q3958441,1
136,distribution,Q200726,facet of,Electricity,Q12725,1
137,Work in Ghana,id-less,country,Ghana,Q117,1
138,Work,Q6958747,has cause,Technological Upheaval,id-less,1
139,affiliations,Q46815761,part of,political,Q82955,1
140,Year Total 2019,id-less,point in time,2019,Q25274,1
141,comprehensive,Q207062,is a list of,period,Q12171,1
142,current one,id-less,instance of,plan,Q4006,1
143,Weaknesses,Q980400,opposite of,Strengths,Q100138017,1
144,culture,Q11042,has part,national values,Q58457241,1
145,civic rights,id-less,subclass of,responsibilities,Q19096746,1
146,civil society organisation,Q60793921,part of,partners in good,id-less,1
147,cross-sectoral planning groups,id-less,part of,"policy, planning, monitoring and evaluation divisions",id-less,1
148,commitment,Q2648051,part of,Plan,Q4006,1
149,compensation,Q1742093,has part,welfare packages,id-less,1
150,consistency,Q1319773,opposite of,direction,Q2151613,1
151,decentralised planning,id-less,subclass of,planning,Q309100,1
152,continuity,Q559618,opposite of,change,Q1150070,1
153,contractors,Q37047305,field of this occupation,project type,Q61044807,1
154,core national indicators,id-less,country,national,Q53247,1
155,critical issues,Q71886795,subclass of,issues,Q27711315,1
156,country w ill proceed,id-less,different from,middle -incom e income status,id-less,1
157,corresponding,Q2625729,has part,Indicator Description,id-less,1
158,corruption,Q366,has effect,waste,Q45701,1
159,count ry,id-less,has parts of the class,stools,Q79941614,1
160,decent work,Q827081,facet of,employment,Q656365,1
161,change,Q1150070,opposite of,continuity,Q559618,1
162,Youth Development,Q30292683,subclass of,Development,Q1074523,1
163,billboards,Q79174381,subclass of,advertisement,Q37038,1
164,acquisition,Q22340494,subclass of,procurement,Q829492,1
165,cost,Q240673,part of,infrastructure,Q121359,1
166,develop,Q844746,has part,retain human resource,id-less,1
167,air,Q7391292,different from,land,Q11081619,1
168,around,Q5727902,different from,not,Q150225,1
169,basic necessities,Q111953991,part of,life,Q864928,1
170,benefit,Q678774,facet of,public,Q294440,1
171,bilateral organisation,id-less,has part,international development agencies,id-less,1
172,briefs,Q49223,subclass of,documents,Q9344,1
173,cedi,Q73269488,country,Ghana,Q117,1
174,budget,Q41263,part of,sectors,Q2739810,1
175,develop,Q844746,has part,Recruit,Q1141116,1
176,demographic imperative,Q73972857,instance of,imperative,Q22716,1
177,bulletins,Q51431137,subclass of,documents,Q9344,1
178,demographic,Q30103,studies,population,Q33829,1
179,cast in stone,Q962617,said to be the same as,Nothing is cast in stone,Q77732592,1
180,waste,Q45701,has cause,corruption,Q366,1
181,walkway,Q13634881,part of,street,Q34442,1
182,changes in circums tances,id-less,facet of,circums tances,id-less,1
183,targets,Q852162,part of,development plan,Q5266783,1
184,Water and Water,Q96733187,subclass of,Infrastructure,Q121359,1
185,Sanitation,Q949149,subclass of,Housing,Q188507,1
186,SDGs,Q7649586,part of,sustainable development goals,Q7649586,1
187,SDGs,Q7649586,point in time,2063,Q1044976,1
188,SDGs Indicator Baseline Report,id-less,main subject,SDGs,Q7649586,1
189,SDGs Report,id-less,instance of,Report,Q10870555,1
190,SDGs Report,id-less,main subject,SDGs,Q7649586,1
191,SDGs in,id-less,part of,SDGs,Q7649586,1
192,SDGs targets,id-less,part of,SDGs,Q7649586,1
193,SOCIETY,Q8425,has part,HEALTHY,Q24238419,1
194,SUN Movement,id-less,country,Ghana,Q117,1
195,Sample policies,Q86852670,subclass of,policies,Q47011897,1
196,Saudi Vision 2030,Q23906335,country,Saudi Arabia,Q851,1
197,SDGs,Q7649586,has part,successful incorporation,Q33213657,1
198,Scaling Up Nutrition,Q84207160,main subject,Nutrition,Q2138622,1
199,Sectoral Issues in Social Development,id-less,subclass of,Social Development,Q15765794,1
200,Sendai Framework,Q22907841,use,technical backstopping,id-less,1
201,Seven -Year Plan for National Reconstruction,id-less,country,F irst Republic,id-less,1
202,Social,Q345367,has part,Civic,Q4421073,1
203,Social,Q345367,has part,Commercial Infrastructure,id-less,1
204,Social Development Policies in Ghana,id-less,country,Ghana,Q117,1
205,Social Policies,Q110159614,subclass of,Policies,Q47011897,1
206,Spatial Planning,Q149013,studies,Human Settlements,Q486972,1
207,Special Dev elopment Area,id-less,subclass of,elopment,Q100314526,1
208,SDGs,Q7649586,part of,Agenda 2063,Q56296197,1
209,SDGs,Q7649586,has part,SDGs’ coordination meetings,id-less,1
210,Water Supply,Q1061108,facet of,Supply,Q166656,1
211,Regional Economic Profiles,id-less,subclass of,Economic Profiles,id-less,1
212,Progress Report National,id-less,country,National,Q53247,1
213,Projects,Q93241073,has part,Operations,Q3884033,1
214,Projects,Q93241073,part of,Budget Programme,id-less,1
215,Promoting and Deepening Good Corporate Governance,id-less,facet of,Corporate Governance,Q380767,1
216,Public Safety,Q294240,subclass of,Human Security,Q302285,1
217,QUESTIONS AND ANSWERS ABOUT THE LONG -TERM PLAN,id-less,has part,ANSWERS ABOUT THE LONG -TERM PLAN,id-less,1
218,QUESTIONS AND ANSWERS ABOUT THE LONG -TERM PLAN,id-less,has part,QUESTIONS AND ANSWERS ABOUT THE LONG -,id-less,1
219,Re-Thinking Private Sector Development,id-less,facet of,Private Sector Development,Q7246245,1
220,Recent Economic Performance,id-less,instance of,Economic Performance,Q51423253,1
221,Recruit,Q1141116,part of,develop,Q844746,1
222,Report 1.6,id-less,instance of,Appropriation Bill,Q1591172,1
223,SDGs,Q7649586,has part,SDGs in,id-less,1
224,Representation,Q853614,part of,Women’s Participation and Representation,id-less,1
225,Representation of Other Marginalised Groups,id-less,part of,Participation and Representation of Other Marginalised Groups,id-less,1
226,Republic of Ghana,Q117,country,Ghana,Q117,1
227,Republic of Ghana,Q117,office held by head of government,President,Q30461,1
228,Restructuring,Q1376796,part of,Ministerial Realignment and Restructuring,id-less,1
229,Results framework,id-less,instance of,framework,Q6671777,1
230,Roads,Q913035,part of,Transport Infrastructure,Q376799,1
231,Role of the Middle Class in National Development,id-less,facet of,National Development,Q107018047,1
232,Rural Development,Q3045473,subclass of,Development,Q1074523,1
233,SDG indicators,id-less,part of,Unit of,Q8142,1
234,Sports and Recreation,Q29585974,subclass of,Recreation,Q184872,1
235,Stanford University,Q41506,field of work,Artificial Intelligence,Q11660,1
236,State Agency Mandates,id-less,subclass of,Duplication,Q746284,1
237,Urban Development,Q69883,ranking,1,Q199,1
238,The answer is ‘no’,id-less,different from,‘no’,Q67365338,1
239,The future,Q552254,number of episodes,7,Q23350,1
240,The surest,Q7767514,instance of,surest,Q27149116,1
241,Transitioning to a Green Economy,id-less,main subject,Green Economy,Q598188,1
242,Transport Infrastructure,Q376799,has part,Roads,Q913035,1
243,Transport Infrastructure,Q376799,has part,railways,Q22667,1
244,US economy in 2016,id-less,point in time,2016,Q25245,1
245,Unit of,Q8142,has part,SDG indicators,id-less,1
246,United Nations Development Programme,Q161718,field of work,SDGs,Q7649586,1
247,United States,Q30,instance of,world GDP,id-less,1
248,Values Policy,id-less,instance of,Policy,Q1156854,1
249,‘no’,Q67365338,different from,The answer is ‘no’,id-less,1
250,web,Q466,instance of,system,Q1,1
251,Vision 2020,Q7936129,inception,1994,Q2067,1
252,Vision 2020,Q7936129,point in time,2020,Q25337,1
253,Vision 2030,Q23906335,country,Kenya,Q114,1
254,web,Q466,has part,policies,Q47011897,1
255,Vision 2030,Q23906335,country,Qatar,Q846,1
256,Vision 2040,Q49100122,country,South Korea,Q884,1
257,Vision 2040,Q49100122,country,Uganda,Q1036,1
258,Vision to Action,Q48774369,follows,From Vision to Action,Q112910956,1
259,Water Resources Management,Q15763474,subclass of,Management,Q2920921,1
260,The Strategy for,Q60349280,main subject,Growth,Q1342838,1
261,The State of Corporate Governance in Ghana,id-less,country,Ghana,Q117,1
262,The Rise of Cocoa,id-less,number of episodes,7,Q23350,1
263,The First Step,Q114503408,publication date,2000,Q1985,1
264,Strategic Exports and International Trade,id-less,facet of,International Trade,Q178803,1
265,Strategic Growth Areas,id-less,subclass of,Growth Areas,Q40763478,1
266,Street hawking in 1874,id-less,point in time,1874,Q7761,1
267,Street hawking in 2017,id-less,point in time,2017,Q25290,1
268,Strengthening Governance in the Civic Sector,id-less,facet of,Civic Sector,Q1063076,1
269,Strengthening the Capacity of the Public Sector to Deliver Development,id-less,facet of,Public Sector,Q294217,1
270,Strengths,Q100138017,opposite of,Weaknesses,Q980400,1
271,Structure of the Economy,id-less,opposite of,Change without Transformation,Q90576362,1
272,Sub-Programme,id-less,has part,Economic Item,id-less,1
273,‘Income -doubling plan’,id-less,country,Japan,Q17,1
274,Sub-Programme,id-less,number of participants,14,Q38582,1
275,world of the future is likely to look,id-less,facet of,world of the future,id-less,1
276,Support for the Aged,id-less,main subject,Aged,Q332154,1
277,Sustainable Development Goals,Q7649586,creator,UN,Q1065,1
278,TOR,Q1404150,located in the administrative territorial entity,Evalua,Q1379672,1
279,wooden trays,id-less,subclass of,trays,Q3538255,1
280,welfare packages,id-less,part of,compensation,Q1742093,1
281,Target,Q1046951,has part,Target Actual,id-less,1
282,Target Actual,id-less,part of,Target,Q1046951,1
283,Technological Upheaval,id-less,has effect,Work,Q6958747,1
284,The Challenge of Development,Q28072970,main subject,Independence,Q24603,1
285,district planning coordinating unit,id-less,part of,regional coordinating councils,id-less,1
286,effective,Q5347238,subclass of,policies,Q47011897,1
287,districts,Q5283500,part of,districts level,id-less,1
288,population,Q33829,studied by,demographic,Q30103,1
289,policies,Q47011897,part of,plans,Q1371819,1
290,policies,Q47011897,part of,web,Q466,1
291,policy almanac,id-less,subclass of,almanac,Q171341,1
292,policy framework,Q107437541,subclass of,framework,Q6671777,1
293,policy guidelines,Q106988120,subclass of,policy briefs,Q73271947,1
294,"policy, planning, monitoring and evaluation divisions",id-less,has part,cross-sectoral planning groups,id-less,1
295,political,Q82955,has part,affiliations,Q46815761,1
296,political,Q82955,part of,economic,Q8134,1
297,political parties,Q7278,has part,political parties's manifestos,id-less,1
298,political parties's manifestos,id-less,part of,political parties,Q7278,1
299,population,Q33829,country,Ghana,Q117,1
300,present,Q192613,followed by,subsequent ones,id-less,1
301,districts level,id-less,has part,districts,Q5283500,1
302,present,Q192613,opposite of,future generations,Q954025,1
303,principal street,id-less,located in the administrative territorial entity,Accra,Q3761,1
304,procurement/stores,id-less,part of,finance/accounts,id-less,1
305,programmes,Q39071357,part of,policies,Q47011897,1
306,projections,Q7249458,opposite of,past data,id-less,1
307,prosperous,Q2528850,has cause,health,Q12147,1
308,public investment expenditures,id-less,subclass of,Budget Funding Amount,id-less,1
309,purposefully,Q114305922,facet of,nation,Q6266,1
310,railways,Q22667,part of,Transport Infrastructure,Q376799,1
311,rapidly changing technology,id-less,subclass of,challenges,Q50815379,1
312,rationalisation,Q948144,part of,reforms,Q900406,1
313,policies,Q47011897,has part,programmes,Q39071357,1
314,policies,Q47011897,different from,plan,Q4006,1
315,policies,Q47011897,applies to jurisdiction,state,Q7275,1
316,plans,Q1371819,applies to jurisdiction,state,Q7275,1
317,non-recurrent administrative,id-less,opposite of,recurrent,Q28314507,1
318,not,Q150225,different from,around,Q5727902,1
319,office consumables,id-less,subclass of,materials,Q214609,1
320,oil,Q22656,subclass of,energy,Q11379,1
321,p eriod,id-less,has part,p,Q674,1
322,partners in good,id-less,has part,civil society organisation,Q60793921,1
323,past data,id-less,opposite of,projections,Q7249458,1
324,payment of salary,id-less,part of,Validation of staff,id-less,1
325,payment system,Q986008,has part,48 hours after receiving access to payment system,id-less,1
326,payment system,Q986008,has part,Middle of the month,id-less,1
327,payment system,Q986008,has part,month,Q5151,1
328,payment system every month,id-less,part of,month,Q5151,1
329,people's fullest development potential,id-less,facet of,people,Q5,1
330,percen tage,id-less,part of,Benchmark Revenue,id-less,1
331,vision document,Q7936186,said to be the same as,framework,Q6671777,1
332,physical environment,Q107447748,part of,natural,Q747691,1
333,pla n,Q755179,part of,economy,Q159810,1
334,plan,Q4006,different from,policies,Q47011897,1
335,plan,Q4006,has part,goals,Q4503831,1
336,plan,Q4006,subclass of,policy,Q1156854,1
337,vision,Q162668,subclass of,plan,Q4006,1
338,plan preparation,id-less,facet of,MDAs,Q6878879,1
339,planning manuals,id-less,use,development planning,Q108059815,1
340,recurrent,Q28314507,opposite of,non-recurrent administrative,id-less,1
341,recurrent,Q28314507,subclass of,non-recurrent administrative services,id-less,1
342,reforms,Q900406,has part,rationalisation,Q948144,1
343,short -term plans,id-less,opposite of,medium,Q2249676,1
344,skills development,Q7535242,part of,Infrastructure Plan,Q96709247,1
345,social,Q345367,part of,economic,Q8134,1
346,thi s,Q24771846,part of,economic policies,Q582577,1
347,the rest,Q3795550,shares border with,West Africa,Q4412,1
348,social policy,Q828395,subclass of,policy,Q1156854,1
349,societies,Q8425,has part,economies,Q50807212,1
350,technical review meeting,id-less,facet of,draft documents,id-less,1
351,solid waste,Q96333750,part of,Integrated Waste Management,Q112884474,1
352,st atus,id-less,country,Ghana,Q117,1
353,stage of development,Q56094582,part of,history,Q309,1
354,technical propos,Q4456859,subclass of,propos,Q108163,1
355,standards,Q591990,applies to jurisdiction,state,Q7275,1
356,standards and conditions of service,id-less,has part,training,Q216033,1
357,state support,Q113006031,part of,Infrastructure Plan,Q96709247,1
358,stools,Q79941614,part of,count ry,id-less,1
359,targets,Q852162,part of,strategies,Q185451,1
360,strategies,Q185451,has part,targets,Q852162,1
361,structure,Q811979,part of,economy,Q159810,1
362,sub-national development planning,id-less,facet of,national and international development issues,id-less,1
363,subsequent ones,id-less,follows,present,Q192613,1
364,successful incorporation,Q33213657,part of,SDGs,Q7649586,1
365,sustainable development,Q131201,subclass of,development policy,Q61706319,1
366,sustainable development goals,Q7649586,has part,SDGs,Q7649586,1
367,trade,Q601401,has part,development cooperation,Q12359517,1
368,short -term,id-less,opposite of,medium,Q2249676,1
369,regional coordinating councils,id-less,has part,district planning coordinating unit,id-less,1
370,short,Q24862,part of,Growth Area,Q40763478,1
371,regional coordinating councils,id-less,has part,regional planning coordinating unit,id-less,1
372,regional planning coordinating unit,id-less,part of,regional coordinating councils,id-less,1
373,research papers,Q15760313,facet of,research,Q42240,1
374,retain human resource,id-less,part of,develop,Q844746,1
375,sector,Q3958441,different from,district,Q123705,1
376,vision,Q162668,said to be the same as,“vision”,Q35773162,1
377,vigour,Q50384179,part of,Plan,Q4006,1
378,ts,Q191779,part of,Aspec,Q183061,1
379,transmission,Q525512,facet of,Electricity,Q12725,1
380,sector,Q3958441,has part,district,Q123705,1
381,sector,Q3958441,part of,Economy,Q159810,1
382,transforma tion,id-less,facet of,economic system,Q159810,1
383,training,Q216033,part of,standards and conditions of service,id-less,1
384,traditional authorities,id-less,field of work,national development,Q107018047,1
385,traders,Q1574206,field of this occupation,trade,Q601401,1
386,sector,Q3958441,part of,national plan preparation sub-programme,id-less,1
387,sector,Q3958441,subclass of,plan,Q4006,1
388,trade,Q601401,practiced by,traders,Q1574206,1
389,sector development plans,id-less,facet of,development plans,Q75763325,1
390,sectoral,Q110279343,contains administrative territorial entity,district,Q123705,1
391,sectors,Q2739810,has part,budget,Q41263,1
392,trade,Q601401,part of,world economy,Q473750,1
393,trade,Q601401,has part,investment,Q4290,1
394,natural light,Q105440984,instance of,natural resources,Q105575840,1
395,vision document,Q7936186,subclass of,frameworks,Q22080812,1
396,natural environment,Q43619,subclass of,environment,Q2249676,1
397,five goals,Q67609175,country,Ghana,Q117,1
398,walkwa,Q13634881,different from,hawkers,Q27918492,1
399,Programme Description,id-less,part of,Budget,Q41263,1
400,flyers,Q192083,subclass of,documents,Q9344,1
401,framework,Q6671777,said to be the same as,vision document,Q7936186,1
402,framework for ending global poverty,id-less,creator,UN,Q1065,1
403,future,Q344,studied by,visionary,Q2330647,1
404,future generations,Q954025,opposite of,present,Q192613,1
405,generation,Q11398090,product or material produced,Electricity,Q12725,1
406,generations,Q723679,part of,national development,Q107018047,1
407,global growth prospects,id-less,is a list of,growth prospects,Q106161045,1
408,global imperative,Q49520145,instance of,imperative,Q22716,1
409,goals,Q4503831,part of,SDGs,Q7649586,1
410,goals,Q4503831,part of,plan,Q4006,1
411,goods,Q2424752,subclass of,article,Q191067,1
412,hawkers,Q27918492,different from,walkwa,Q13634881,1
413,health,Q12147,has effect,prosperous,Q2528850,1
414,highest standards,id-less,subclass of,attaining,Q64641458,1
415,implementat,Q6007191,facet of,implement,Q39546,1
416,implementation,Q245962,facet of,gestati,Q11995,1
417,inclusive,Q75365274,part of,industrialised,Q10535301,1
418,industrialised,Q10535301,has part,inclusive,Q75365274,1
419,infrastructure,Q121359,has part,cost,Q240673,1
420,infrastructure,Q121359,has part,health facilities,Q4260475,1
421,fixed for their own,id-less,subclass of,fixed,Q20742557,1
422,fiscal performance,id-less,facet of,sustainability,Q219416,1
423,international development agencies,id-less,part of,bilateral organisation,id-less,1
424,financial,Q22687,studied by,managerial,Q2990807,1
425,dynamic,Q1268978,part of,Goal 4,Q53581209,1
426,e,Q684,part of,tabl,Q3930,1
427,economic,Q8134,country,Ghana,Q117,1
428,economic,Q8134,has part,political,Q82955,1
429,economic,Q8134,has part,social,Q345367,1
430,economic,Q8134,part of,social,Q345367,1
431,economic development,Q4530482,facet of,country's,Q12076836,1
432,economic policies,Q582577,has part,thi s,Q24771846,1
433,economic policy,Q582577,country,Ghana,Q117,1
434,economy,Q159810,has part,pla n,Q755179,1
435,economy,Q159810,has part,structure,Q811979,1
436,economy,Q159810,location,country,Q6256,1
437,economy,Q159810,part of,society,Q8425,1
438,effective,Q5347238,part of,Goal 4,Q53581209,1
439,targets,Q852162,part of,SDGs,Q7649586,1
440,efficient,Q1034411,part of,Goal 4,Q53581209,1
441,election of that year,id-less,office contested,presidential,Q114473288,1
442,elections,Q40231,participant,government,Q7188,1
443,enabling environment,Q46646629,facet of,corporate governance,Q380767,1
444,equipment capacit y,id-less,use,construction,Q385378,1
445,expenditure,Q760120,part of,GH¢,id-less,1
446,expose,Q1384772,subclass of,sale,Q194189,1
447,faces,Q1136388,country,nation,Q6266,1
448,infrastructure,Q121359,subclass of,matters,Q36866307,1
449,key milestones,Q85912852,subclass of,milestones,Q1754368,1
450,natural,Q747691,has part,physical environment,Q107447748,1
451,middle -income trap,id-less,instance of,situation,Q2141565,1
452,migration issues,Q77141777,studies,Migration,Q177626,1
453,minimising,Q70467303,subclass of,eliminating,Q6784806,1
454,model,Q4610556,said to be the same as,70%,Q4642934,1
455,monitoring,Q2143522,number of participants,15,Q38701,1
456,month,Q5151,part of,payment system,Q986008,1
457,most secure democracy,id-less,facet of,democracy,Q7174,1
458,moving.,Q77525576,subclass of,moving,Q2918584,1
459,national,Q53247,instance of,medium,Q2249676,1
460,national development,Q107018047,has part,generations,Q723679,1
461,national development,Q107018047,subclass of,mobilise resources,id-less,1
462,national development agenda,id-less,instance of,development agenda,Q112923516,1
463,national development aspirations,id-less,country,Ghana,Q117,1
464,national development plan,Q846059,country,Ghana,Q117,1
465,national development plan,Q846059,has part,district plan,Q5283354,1
466,national development planning,Q104880767,subclass of,strategies,Q185451,1
467,national medium,id-less,instance of,medium,Q2249676,1
468,national plan preparation sub-programme,id-less,has part,district,Q123705,1
469,national plan preparation sub-programme,id-less,has part,sector,Q3958441,1
470,national plan preparation sub-programme,id-less,subclass of,development planning,Q108059815,1
471,national plan preparation sub-programme,id-less,subclass of,national development plan,Q846059,1
472,visionary,Q2330647,studies,future,Q344,1
473,national preference,Q43603746,subclass of,choice of name,id-less,1
474,national values,Q58457241,part of,culture,Q11042,1
475,migration data,Q77088744,studied by,Migration,Q177626,1
476,middle -incom e income status,id-less,different from,country w ill proceed,id-less,1
477,land,Q11081619,different from,air,Q7391292,1
478,member states,Q160016,number of participants,50,Q712519,1
479,largest by 2050,id-less,said to be the same as,China,Q148,1
480,latent potential,id-less,part of,private sector,Q591763,1
481,law and order,Q321423,part of,Good Society,Q105350342,1
482,laws,Q22096098,applies to jurisdiction,state,Q7275,1
483,left to chance,id-less,subclass of,chance,Q12470060,1
484,locations,Q63101604,country,country,Q6256,1
