,head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count
331,Lao,Q819,replaces,PDR,Q18967481,4
332,girls,Q6581072,different from,women,Q467,4
333,u,Q129,part of,c,Q623,4
334,Liberia,Q1014,ethnic group,Liberian people,Q99735521,4
335,Institutions,Q27711101,subclass of,functions,Q190686,4
336,4.2,Q217363,point in time,4,Q202,4
337,sustainable,Q66095801,subclass of,reliable,Q11348540,4
338,Decent work,Q827081,has effect,economic growth,Q189833,4
339,international cooperation,Q9378718,subclass of,cooperation,Q380962,4
340,micro,Q154121,subclass of,small,Q2590065,4
341,healthcare,Q31207,facet of,affordable,Q1414593,4
342,objectives,Q94315724,part of,goals,Q4503831,4
343,NA NA NA NA,Q6956425,part of,NA,Q49,4
344,Power to the,Q2608169,number of episodes,1,Q199,4
345,public,Q294440,has part,private sectors,id-less,4
346,SDG,Q7649586,has part,TARGETSCORRESPONDING,id-less,4
347,Climate Action,Q22661680,part of,SDG 13,Q53581236,4
348,Sector Goal,id-less,has part,Outcome Indicators by 2017,id-less,4
349,5,Q203,follows,4,Q202,4
350,drought,Q43059,has effect,flood,Q8068,4
351,rule of law,Q44918,part of,democracy,Q7174,4
352,tourism,Q49389,instance of,industry,Q8148,4
353,provinces,Q429976,contains administrative territorial entity,districts,Q5283500,4
354,President,Q30461,country,Republic of Liberia,Q1014,4
355,rural,Q7380465,opposite of,urban areas,Q58259934,4
356,SDG,Q7649586,has part,indicators,Q21170064,4
357,poverty,Q10294,country,Liberia,Q1014,4
358,rule of law,Q44918,subclass of,law,Q7748,4
359,roads,Q913035,subclass of,infrastructure,Q121359,4
360,Liberia National Police,id-less,country,Liberia,Q1014,4
361,DEVELOPMENT,Q1074523,part of,ECONOMIC,Q8134,4
362,social,Q345367,has part,economic activity,Q8187769,4
363,a n d,Q18109730,part of,i o n,Q67487913,4
364,food,Q2095,studied by,nutrition,Q2138622,4
365,Liberia Vision 2030,id-less,point in time,2030,Q12799,4
366,sustainable development,Q131201,subclass of,green,Q3133,4
367,laws,Q22096098,has part,policies,Q47011897,4
368,financial,Q22687,has part,monetary,Q8142,4
369,Lift Liberia,id-less,instance of,PRS,Q1346893,4
370,men’s,Q1553018,opposite of,women’s,Q948442,4
371,training,Q216033,subclass of,education,Q8434,4
372,2015,Q2002,followed by,2018,Q25291,4
373,SDGr,Q30292073,has part,SDGr indicators,id-less,4
374,e-government,Q211017,subclass of,ICT,Q5268834,4
375,sanitation,Q949149,facet of,water supply,Q1061108,4
376,affordable housing,Q12301128,subclass of,housing,Q188507,4
377,Every 10,id-less,number of episodes,10,Q23806,4
378,2016,Q25245,followed by,2018,Q25291,4
379,vulnerability,Q631425,facet of,poverty,Q10294,4
380,economic activity,Q8187769,part of,social,Q345367,4
381,SDGr indicators,id-less,part of,SDGr,Q30292073,4
382,government,Q7188,part of,private sector,Q591763,4
383,sectors,Q2739810,has part,localities,Q3257686,4
384,projects,Q93241073,part of,programmes,Q39071357,4
385,infrastructure,Q121359,part of,sector,Q3958441,4
386,sanitation,Q949149,subclass of,infrastructure,Q121359,4
387,policies,Q47011897,has part,strategies,Q185451,4
388,nature,Q180445,subclass of,tourism,Q49389,4
389,economic,Q8134,has part,rights,Q780687,4
390,m,Q11573,part of,r m a t,id-less,4
391,SDGi,id-less,has part,indicators,Q21170064,4
392,MAC,Q75687,used by,MACs,Q18028763,4
393,strategies,Q185451,part of,policies,Q47011897,4
394,innovation,Q174165,has cause,technology,Q11016,4
395,2011/12,Q4620175,followed by,2012/13,Q1933662,4
396,infrastructure,Q121359,subclass of,services,Q114080183,4
397,programmes,Q39071357,has part,projects,Q93241073,4
398,Sub-Saharan Africa,Q132959,has part,Liberia,Q1014,4
399,policy,Q1156854,part of,legal,Q2210557,4
400,inheritance,Q200303,subclass of,property,Q937228,4
401,2008 census,Q85728798,point in time,2008,Q2004,4
402,Survey,Q747810,has part,LSB,Q3436689,4
403,c,Q623,has part,u,Q129,4
404,2018,Q25291,follows,2015,Q2002,4
405,stability,Q403605,said to be the same as,peace,Q454,4
406,sustainable,Q66095801,subclass of,education,Q8434,4
407,agriculture,Q11451,instance of,sector,Q3958441,4
408,SDG 13,Q53581236,has part,Climate Action,Q22661680,4
409,sustainable,Q66095801,subclass of,development,Q1074523,4
410,Ministry of Planning and Investment,Q6867449,located in the administrative territorial entity,Vientiane,Q9326,4
411,professional,Q702269,has part,efficient,Q1034411,4
412,sustainable,Q66095801,subclass of,economic growth,Q189833,4
413,Central Bank of Liberia,Q2899684,country,Liberia,Q1014,4
414,2018,Q25291,follows,2016,Q25245,4
415,numeracy,Q140637,part of,literacy,Q8236,4
416,urban areas,Q58259934,opposite of,rural,Q7380465,4
417,sustainable,Q66095801,subclass of,green,Q3133,4
418,last,Q30013662,part of,their,Q1189745,4
419,efficient,Q1034411,subclass of <triplet>responsive,professional,Q702269,4
420,efficient,Q1034411,subclass of,professional,Q702269,4
421,trade,Q601401,part of,production,Q739302,4
422,compulsory,Q774228,subclass of,education,Q8434,4
423,goods,Q2424752,has part,services,Q114080183,4
424,Bomi,Q2495400,instance of,counties,Q1350181,4
425,2030 Agenda for Sustainable Development,Q22129254,point in time,2030,Q12799,4
426,LSB,Q3436689,part of,Survey,Q747810,4
427,TARGETSCORRESPONDING,id-less,part of,SDG,Q7649586,4
428,insurance,Q43183,part of,financial,Q22687,4
429,CSOs,Q22808416,part of,private sector,Q591763,4
430,Monitoring and Evaluation,Q18390984,subclass of,M&E,Q11573,4
431,ECONOMIC,Q8134,has part,DEVELOPMENT,Q1074523,4
432,poor,Q5729485,subclass of,people,Q5,4
433,vulnerable,Q278113,subclass of,populations,Q104619889,4
434,government,Q7188,has part,budget,Q41263,4
435,poor,Q5729485,opposite of,rich,Q3917267,4
436,2019,Q25274,follows,2016,Q25245,4
437,processing,Q6661985,part of,production,Q739302,4
438,Zero hunger,Q50215926,facet of,Goal 2,Q50215926,4
439,private sectors,id-less,part of,public,Q294440,4
440,district,Q123705,located in the administrative territorial entity,national,Q53247,4
441,national,Q53247,contains administrative territorial entity,district,Q123705,4
442,r m a t,id-less,has part,m,Q11573,4
443,district,Q123705,contains administrative territorial entity,village,Q532,4
444,Outcome Indicators by 2017,id-less,part of,Sector Goal,id-less,4
445,hygiene,Q162297,facet of,health,Q12147,4
446,equitable quality,id-less,subclass of,quality,Q1207505,4
447,PDR,Q18967481,contains administrative territorial entity,Lao PDR,Q819,4
448,II.,Q28469712,point in time,II,Q200,4
449,public sector,Q294217,opposite of,private sector,Q591763,4
450,reconciliation,Q1194317,subclass of,peace,Q454,4
451,UNMIL,Q1278645,country,Liberia,Q1014,4
452,Transparency,Q3026325,facet of,Governance,Q1553864,4
453,peace,Q454,said to be the same as,stability,Q403605,4
454,Output 1,id-less,facet of,economic growth,Q189833,4
455,household,Q259059,has part,house,Q3947,4
456,public sector,Q294217,has part,service delivery,Q88514508,4
457,house,Q3947,part of,household,Q259059,4
458,lifelong learning,Q368475,subclass of,learning,Q133500,4
459,rich,Q3917267,opposite of,poor,Q5729485,4
460,Reduced inequalities,id-less,part of,Goal 10,Q53581222,4
461,t h,Q27143834,has part,h,Q129,4
462,On-going,Q106971903,facet of,VACS,Q740396,4
463,literacy,Q8236,has part,numeracy,Q140637,4
464,results framework,id-less,subclass of,framework,Q6671777,4
465,women,Q467,different from,girls,Q6581072,4
466,t,Q127,has part,i,Q1103,4
467,regulations,Q106947327,part of,legislation,Q820655,4
468,children,Q7569,followed by,young,Q845069,4
469,i,Q1103,has part,e,Q684,4
470,rights,Q780687,part of,economic,Q8134,4
471,Government,Q7188,has part,The Government,Q7737401,4
472,implementation,Q245962,facet of,SDGs,Q7649586,4
473,local,Q11851202,subclass of,levels,Q2315784,4
474,PDR,Q18967481,replaced by,Lao,Q819,4
475,Republic of Liberia,Q1014,office held by head of government,President,Q30461,4
476,Goal 10,Q53581222,has part,Reduced inequalities,id-less,4
477,indicators,Q21170064,part of,SDGi,id-less,4
478,indicators,Q21170064,part of,SDG,Q7649586,4
479,developed countries,Q132453,opposite of,least developed countries,Q752401,4
480,research,Q42240,has part,development,Q1074523,4
481,their,Q1189745,has part,last,Q30013662,4
482,i,Q1103,has part,c,Q623,4
483,delivery,Q7590,part of,service,Q7406919,4
484,districts,Q5283500,located in the administrative territorial entity,provinces,Q429976,4
485,cities,Q515,different from,towns,Q22108005,3
486,cross-border,Q1369289,subclass of,trade,Q601401,3
487,i,Q1103,has part,n,Q659,3
488,administrative,Q56061,has part,regulatory,Q428148,3
489,3 Indicators,id-less,has part,1,Q199,3
490,economic,Q8134,has part,political activities,Q37803189,3
491,economic,Q8134,has part,development,Q1074523,3
492,MoJ,Q1031145,subsidiary,LACC,Q1727138,3
493,2012,Q1990,followed by,2017,Q25290,3
494,3 Indicators,id-less,has part,2,Q200,3
495,Education Reform Act of 2011,id-less,point in time,2011,Q1994,3
496,conflict,Q198,has effect,poverty,Q10294,3
497,exploitation,Q600571,subclass of,abuse,Q600571,3
498,COVID,Q84263196,area,19,Q39850,3
499,inclusive development,Q48743776,subclass of,development,Q1074523,3
500,LACC,Q1727138,parent organization,MoJ,Q1031145,3
501,0.0,Q701696,point in time,0,Q14920387,3
502,economic,Q8134,has part,goal,Q4503831,3
503,productivity,Q2111958,facet of,agricultural production,Q56299222,3
504,innovation,Q174165,has cause,research,Q42240,3
505,secondary,Q28469712,subclass of,education,Q8434,3
506,village,Q532,different from,town,Q3957,3
507,Chapter 3,Q16165912,number of episodes,3,Q201,3
508,secondary,Q28469712,subclass of,school,Q3914,3
509,INPUTS/TARGETS,id-less,subclass of,INTERLINKAGES,Q46381336,3
510,INTERLINKAGES,Q46381336,has part,INPUTS/TARGETS,id-less,3
511,gender equality,Q113453,facet of,women,Q467,3
512,productivity,Q2111958,facet of,agriculture,Q11451,3
513,c i s i,id-less,has part,i,Q1103,3
