topic,probability,count,topic_words
49.0,0.8216363187984252,6,2009 revise 2013 2011 2016 and         
50.0,0.9520963224185502,6,csos csios understandi repo rt cmos cbos legal memorandum ma rdos separate signed successfully providers
51.0,0.7757134059123381,6,primary secondary completed an appropriately qualified inclusive        
52.0,0.9837614048285035,6,crime crimes safety coordinates justice advocacy childre violent their legislative polic child against related issues
53.0,0.9165244996538359,6,intensiv intensifie institu incidenc tions sanitatio labour integrated       
54.0,0.9181201541848465,5,society parliament enable engagement civil fo that        
55.0,0.9640469684522752,5,registration voter resident id issuance registered residents foreign launched nationa an in the  
56.0,0.8964693019774653,5,2008              
57.0,0.8873763672696592,5,securit comprehensive food productivity innovative farmers sub sectors technology 50 in    
58.0,0.9316987253146467,5,performanc wash revised sector approved source 20 plan to      
59.0,0.9326433248004975,5,passengers vessel flights containers container cargoes cargoe vessels operation value tbd and of  
60.0,0.9438767851343265,5,nasscorp database nasscor whom covered enrolled women are by in     
61.0,0.9432137944565928,5,number phased change adopt position proportion increase women in the     
62.0,0.9897624713106385,5,ratio jhs 40 socia proportion 10 for to of      
63.0,0.8930949263274315,5,internationa presence interna maintain programme action macs with an in of the   
64.0,0.8964020755594113,5,compulsor              
65.0,0.9862422360911962,5,entrepreneurship creativity economy innovation knowledge prosperity an and       
66.0,1.0,4,contribution minin contributor fro mining non of        
67.0,1.0,4,respons recommended relevan suppor appropriate quality         
68.0,0.999241340301315,4,enrolled registration retained productiv an in         
69.0,1.0,4,transmission transformation an transparency           
70.0,1.0,4,standards containe standard minimum set quality th by       
71.0,1.0,4,extent south whic 17 triangula 15 north enhance to and     
72.0,1.0,4,growth greate domesti an for in         
73.0,1.0,4,pe complications allowance disability nationwide education sector the       
74.0,1.0,4,housing units nha 65 80 inadequate unit 2014 annual rural report    
75.0,1.0,4,curricula specialize matter subject standardized areas and        
76.0,1.0,4,learnin conducive forma lifelong alternative learning including for and      
77.0,1.0,3,pillar goal mor justice sector an         
78.0,1.0,3,uninfecte background demographic 000           
79.0,1.0,3,branche wallet atms mobile pe bank         
80.0,1.0,3,cities successfull declare autonomy pilot communities of        
81.0,1.0,3,gap inequality overal place improved th in        
