head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count,ent_rel_pair,head_name,tail_name
rural areas,Q175185,opposite of,urban,Q159313,2,rural areas opposite of urban,rural areas_Q175185,urban_Q159313
grants,Q545727,subclass of,loans,Q6663494,2,grants subclass of loans,grants_Q545727,loans_Q6663494
health,Q12147,has part,education,Q8434,2,health has part education,health_Q12147,education_Q8434
health,Q12147,subclass of,social services,Q11588306,2,health subclass of social services,health_Q12147,social services_Q11588306
rural areas,Q175185,opposite of,urban populace,id-less,2,rural areas opposite of urban populace,rural areas_Q175185,urban populace_id-less
health services,Q9353606,facet of,health,Q12147,2,health services facet of health,health services_Q9353606,health_Q12147
adaptation,Q3331189,facet of,climate change,Q125928,2,adaptation facet of climate change,adaptation_Q3331189,climate change_Q125928
Figure 8.1,id-less,depicts,Annual growth rate of real GDP,id-less,2,Figure 8.1 depicts Annual growth rate of real GDP,Figure 8.1_id-less,Annual growth rate of real GDP_id-less
human resources,Q5467169,country,Swaziland,Q1050,2,human resources country Swaziland,human resources_Q5467169,Swaziland_Q1050
Figure 2.2,Q100269959,depicts,Prevalence of stunting among children under 5 years,id-less,2,Figure 2.2 depicts Prevalence of stunting among children under 5 years,Figure 2.2_Q100269959,Prevalence of stunting among children under 5 years_id-less
agricultural,Q5356428,instance of,sect,Q19097,2,agricultural instance of sect,agricultural_Q5356428,sect_Q19097
Figure 1.2,id-less,length,1,Q199,2,Figure 1.2 length 1,Figure 1.2_id-less,1_Q199
Es watini,id-less,instance of,official development assistance,Q954977,2,Es watini instance of official development assistance,Es watini_id-less,official development assistance_Q954977
implementation,Q245962,part of,SDGs,Q7649586,2,implementation part of SDGs,implementation_Q245962,SDGs_Q7649586
implementation,Q245962,has cause,planning,Q309100,2,implementation has cause planning,implementation_Q245962,planning_Q309100
implementation,Q245962,facet of,goals,Q4503831,2,implementation facet of goals,implementation_Q245962,goals_Q4503831
global,Q13780930,has part,regional,Q1218597,2,global has part regional,global_Q13780930,regional_Q1218597
climate smart,Q85752879,subclass of,technologies,Q11016,2,climate smart subclass of technologies,climate smart_Q85752879,technologies_Q11016
cases of violence,Q39715755,subclass of,Annual number of reported cases of violence,id-less,2,cases of violence subclass of Annual number of reported cases of violence,cases of violence_Q39715755,Annual number of reported cases of violence_id-less
Aid Policy of 2000,id-less,point in time,2000,Q1985,2,Aid Policy of 2000 point in time 2000,Aid Policy of 2000_id-less,2000_Q1985
4.8,Q4637262,point in time,4,Q202,2,4.8 point in time 4,4.8_Q4637262,4_Q202
4.8.2 Disadvantaged Groups,id-less,is a list of,Disadvantaged Groups,Q77189624,2,4.8.2 Disadvantaged Groups is a list of Disadvantaged Groups,4.8.2 Disadvantaged Groups_id-less,Disadvantaged Groups_Q77189624
energy,Q11379,has part,fuel,Q42501,2,energy has part fuel,energy_Q11379,fuel_Q42501
5,Q203,follows,4.5,Q197243,2,5 follows 4.5,5_Q203,4.5_Q197243
5 Cableways and Telecommunications,id-less,facet of,Cableways and Telecommunications,id-less,2,5 Cableways and Telecommunications facet of Cableways and Telecommunications,5 Cableways and Telecommunications_id-less,Cableways and Telecommunications_id-less
training institutions,id-less,subclass of,institutions,Q27711101,2,training institutions subclass of institutions,training institutions_id-less,institutions_Q27711101
6 Postal Services,id-less,follows,4.3,Q4031261,2,6 Postal Services follows 4.3,6 Postal Services_id-less,4.3_Q4031261
8.2.1 Persons with Disabilities,id-less,main subject,Persons with Disabilities,Q74535604,2,8.2.1 Persons with Disabilities main subject Persons with Disabilities,8.2.1 Persons with Disabilities_id-less,Persons with Disabilities_Q74535604
tra nsport,id-less,has part,rail,Q26623,2,tra nsport has part rail,tra nsport_id-less,rail_Q26623
Action,Q188473,has cause,challenges,Q50815379,2,Action has cause challenges,Action_Q188473,challenges_Q50815379
Age,Q185836,different from,Sex,Q10525,2,Age different from Sex,Age_Q185836,Sex_Q10525
Agenda 2030,Q7649586,point in time,2030,Q12799,2,Agenda 2030 point in time 2030,Agenda 2030_Q7649586,2030_Q12799
consumption,Q12204,has part,production,Q739302,2,consumption has part production,consumption_Q12204,production_Q739302
Agriculture,Q11451,part of,4.4.1,Q21119198,2,Agriculture part of 4.4.1,Agriculture_Q11451,4.4.1_Q21119198
family,Q8436,has part,unit,Q199,2,family has part unit,family_Q8436,unit_Q199
challenges,Q50815379,has effect,Action,Q188473,2,challenges has effect Action,challenges_Q50815379,Action_Q188473
Animal Species,Q107391611,different from,Plant,Q756,2,Animal Species different from Plant,Animal Species_Q107391611,Plant_Q756
Annual agricultural statistics,id-less,has part,Table 2.3,id-less,2,Annual agricultural statistics has part Table 2.3,Annual agricultural statistics_id-less,Table 2.3_id-less
targets,Q852162,subclass of,indicators,Q21170064,2,targets subclass of indicators,targets_Q852162,indicators_Q21170064
Bookmark,Q1065044,instance of,not defined,id-less,2,Bookmark instance of not defined,Bookmark_Q1065044,not defined_id-less
sustainable development,Q131201,subclass of,development,Q1074523,2,sustainable development subclass of development,sustainable development_Q131201,development_Q1074523
financial,Q22687,has part,resou,Q54872,2,financial has part resou,financial_Q22687,resou_Q54872
Capacity Building,Q1417724,subclass of,Building,Q41176,2,Capacity Building subclass of Building,Capacity Building_Q1417724,Building_Q41176
food,Q2095,studied by,nutrition,Q2138622,2,food studied by nutrition,food_Q2095,nutrition_Q2138622
food security,Q1229911,facet of,household,Q259059,2,food security facet of household,food security_Q1229911,household_Q259059
food security,Q1229911,facet of,hunger,Q165947,2,food security facet of hunger,food security_Q1229911,hunger_Q165947
forward linkages,id-less,opposite of,backward,Q16938807,2,forward linkages opposite of backward,forward linkages_id-less,backward_Q16938807
Climate action,Q22661680,subclass of,action,Q188473,2,Climate action subclass of action,Climate action_Q22661680,action_Q188473
frameworks,Q22080812,subclass of,development,Q1074523,2,frameworks subclass of development,frameworks_Q22080812,development_Q1074523
Commerce and Industry,Q64295643,has part,Industry,Q8148,2,Commerce and Industry has part Industry,Commerce and Industry_Q64295643,Industry_Q8148
Fuel and Energy,Q29043705,has part,4.3,Q4031261,2,Fuel and Energy has part 4.3,Fuel and Energy_Q29043705,4.3_Q4031261
econdary education,id-less,subclass of,primary,Q669262,2,econdary education subclass of primary,econdary education_id-less,primary_Q669262
rural,Q7380465,has part,population,Q33829,2,rural has part population,rural_Q7380465,population_Q33829
poor,Q5729485,opposite of,rich,Q3917267,2,poor opposite of rich,poor_Q5729485,rich_Q3917267
Role of Government,Q113080512,part of,4.1,Q2816680,2,Role of Government part of 4.1,Role of Government_Q113080512,4.1_Q2816680
Rural Development,Q3045473,subclass of,Development,Q1074523,2,Rural Development subclass of Development,Rural Development_Q3045473,Development_Q1074523
multi-dimensional,Q12287256,facet of,poverty,Q10294,2,multi-dimensional facet of poverty,multi-dimensional_Q12287256,poverty_Q10294
policies,Q47011897,has part,programmes,Q39071357,2,policies has part programmes,policies_Q47011897,programmes_Q39071357
monitoring,Q2143522,subclass of,evaluation,Q1379672,2,monitoring subclass of evaluation,monitoring_Q2143522,evaluation_Q1379672
National Climate Change P olicy and Strategy 2016,id-less,point in time,2016,Q25245,2,National Climate Change P olicy and Strategy 2016 point in time 2016,National Climate Change P olicy and Strategy 2016_id-less,2016_Q25245
SDG17,id-less,has part,Strengthen the means of implementation,id-less,2,SDG17 has part Strengthen the means of implementation,SDG17_id-less,Strengthen the means of implementation_id-less
production,Q739302,part of,consumption,Q12204,2,production part of consumption,production_Q739302,consumption_Q12204
SDG4,Q53581209,facet of,education,Q8434,2,SDG4 facet of education,SDG4_Q53581209,education_Q8434
Mortality from non-communicable diseases,id-less,facet of,non-communicable diseases,Q98299735,2,Mortality from non-communicable diseases facet of non-communicable diseases,Mortality from non-communicable diseases_id-less,non-communicable diseases_Q98299735
managers,Q114513068,subclass of,professionals,Q1218318,2,managers subclass of professionals,managers_Q114513068,professionals_Q1218318
SDGs,Q7649586,has part,implementation,Q245962,2,SDGs has part implementation,SDGs_Q7649586,implementation_Q245962
prim ary,id-less,subclass of,education,Q8434,2,prim ary subclass of education,prim ary_id-less,education_Q8434
Sanitation,Q949149,part of,Water,Q283,2,Sanitation part of Water,Sanitation_Q949149,Water_Q283
planning,Q309100,part of,management,Q2920921,2,planning part of management,planning_Q309100,management_Q2920921
Road Transport,Q516739,subclass of,Transport,Q7590,2,Road Transport subclass of Transport,Road Transport_Q516739,Transport_Q7590
planning,Q309100,has effect,implementation,Q245962,2,planning has effect implementation,planning_Q309100,implementation_Q245962
national d evelopment programme,id-less,facet of,d evelopment,id-less,2,national d evelopment programme facet of d evelopment,national d evelopment programme_id-less,d evelopment_id-less
Research for Development,Q96331157,subclass of,Development,Q1074523,2,Research for Development subclass of Development,Research for Development_Q96331157,Development_Q1074523
natural resource base,Q245857,subclass of,management,Q2920921,2,natural resource base subclass of management,natural resource base_Q245857,management_Q2920921
Recreation,Q184872,part of,Tourism and Recreation,Q30906207,2,Recreation part of Tourism and Recreation,Recreation_Q184872,Tourism and Recreation_Q30906207
nutrition,Q2138622,studies,food,Q2095,2,nutrition studies food,nutrition_Q2138622,food_Q2095
Public Finance Management Act of 2017,id-less,point in time,2017,Q25290,2,Public Finance Management Act of 2017 point in time 2017,Public Finance Management Act of 2017_id-less,2017_Q25290
Proportion of population with access to clean wat er,id-less,part of,Figure 6.1,id-less,2,Proportion of population with access to clean wat er part of Figure 6.1,Proportion of population with access to clean wat er_id-less,Figure 6.1_id-less
Prioritisation Matrix,id-less,has part,Table 3.1,id-less,2,Prioritisation Matrix has part Table 3.1,Prioritisation Matrix_id-less,Table 3.1_id-less
Plant,Q756,different from,Animal Species,Q107391611,2,Plant different from Animal Species,Plant_Q756,Animal Species_Q107391611
Policy,Q1156854,has part,Legislation,Q820655,2,Policy has part Legislation,Policy_Q1156854,Legislation_Q820655
Policy,Q1156854,has part,Legislative Matters,id-less,2,Policy has part Legislative Matters,Policy_Q1156854,Legislative Matters_id-less
Policy,Q1156854,has part,Legislative Measures,Q45045443,2,Policy has part Legislative Measures,Policy_Q1156854,Legislative Measures_Q45045443
Population using safe sanitation services,id-less,has part,6.2,Q2333151,2,Population using safe sanitation services has part 6.2,Population using safe sanitation services_id-less,6.2_Q2333151
organized crime,Q46952,subclass of,crime,Q83267,2,organized crime subclass of crime,organized crime_Q46952,crime_Q83267
Science,Q336,has part,Technology,Q11016,2,Science has part Technology,Science_Q336,Technology_Q11016
Sex,Q10525,different from,Age,Q185836,2,Sex different from Age,Sex_Q10525,Age_Q185836
Gender,Q48277,has part,1,Q199,2,Gender has part 1,Gender_Q48277,1_Q199
innovation,Q174165,subclass of,creativity,Q170658,2,innovation subclass of creativity,innovation_Q174165,creativity_Q170658
The Media,Q11033,facet of,Media,Q11033,2,The Media facet of Media,The Media_Q11033,Media_Q11033
Industry,Q8148,part of,Commerce and Industry,Q64295643,2,Industry part of Commerce and Industry,Industry_Q8148,Commerce and Industry_Q64295643
Implementation of the SDGs,id-less,part of,SDGs,Q7649586,2,Implementation of the SDGs part of SDGs,Implementation of the SDGs_id-less,SDGs_Q7649586
regional,Q1218597,part of,global,Q13780930,2,regional part of global,regional_Q1218597,global_Q13780930
Tourism and Recreation,Q30906207,has part,Recreation,Q184872,2,Tourism and Recreation has part Recreation,Tourism and Recreation_Q30906207,Recreation_Q184872
integrated,Q36578,facet of,efficiency,Q1034411,2,integrated facet of efficiency,integrated_Q36578,efficiency_Q1034411
Human Resource,Q2625010,part of,Public Sector Management,Q107471270,2,Human Resource part of Public Sector Management,Human Resource_Q2625010,Public Sector Management_Q107471270
Shiselweni,Q845934,instance of,regions,Q429976,2,Shiselweni instance of regions,Shiselweni_Q845934,regions_Q429976
rich,Q3917267,opposite of,poor,Q5729485,2,rich opposite of poor,rich_Q3917267,poor_Q5729485
4.6,Q229873,point in time,4,Q202,2,4.6 point in time 4,4.6_Q229873,4_Q202
risks,Q104493,subclass of,threats,Q37522873,2,risks subclass of threats,risks_Q104493,threats_Q37522873
Water,Q283,has part,Sanitation,Q949149,2,Water has part Sanitation,Water_Q283,Sanitation_Q949149
Water Resource Development,Q58391136,has part,4.3,Q4031261,2,Water Resource Development has part 4.3,Water Resource Development_Q58391136,4.3_Q4031261
Youth,Q190007,number of episodes,8,Q23355,2,Youth number of episodes 8,Youth_Q190007,8_Q23355
International Links,Q112708437,subclass of,Links,Q608910,2,International Links subclass of Links,International Links_Q112708437,Links_Q608910
rail,Q26623,part of,tra nsport,id-less,2,rail part of tra nsport,rail_Q26623,tra nsport_id-less
Technology,Q11016,part of,Science,Q336,2,Technology part of Science,Technology_Q11016,Science_Q336
Key messages,Q39191238,subclass of,messages,Q1277575,2,Key messages subclass of messages,Key messages_Q39191238,messages_Q1277575
Swazi Society and Culture,id-less,instance of,Culture,Q11042,2,Swazi Society and Culture instance of Culture,Swazi Society and Culture_id-less,Culture_Q11042
Land,Q11081619,has part,4.4.2,id-less,2,Land has part 4.4.2,Land_Q11081619,4.4.2_id-less
Land,Q11081619,part of,4.4.2,id-less,2,Land part of 4.4.2,Land_Q11081619,4.4.2_id-less
Swazi Nation Land,Q16919712,country,Swazi,Q34014,2,Swazi Nation Land country Swazi,Swazi Nation Land_Q16919712,Swazi_Q34014
Legislation,Q820655,part of,Policy,Q1156854,2,Legislation part of Policy,Legislation_Q820655,Policy_Q1156854
Legislative Matters,id-less,part of,Policy,Q1156854,2,Legislative Matters part of Policy,Legislative Matters_id-less,Policy_Q1156854
Legislative Measures,Q45045443,part of,Policy,Q1156854,2,Legislative Measures part of Policy,Legislative Measures_Q45045443,Policy_Q1156854
Sustainable Development,Q131201,has part,Inclusive Growth,Q17121563,2,Sustainable Development has part Inclusive Growth,Sustainable Development_Q131201,Inclusive Growth_Q17121563
Lubombo,Q856657,instance of,regions,Q429976,2,Lubombo instance of regions,Lubombo_Q856657,regions_Q429976
Strengthen the means of implementation,id-less,part of,SDG17,id-less,2,Strengthen the means of implementation part of SDG17,Strengthen the means of implementation_id-less,SDG17_id-less
lifelong learning,Q368475,subclass of,opportunities,Q84501571,2,lifelong learning subclass of opportunities,lifelong learning_Q368475,opportunities_Q84501571
programmes,Q39071357,part of,policies,Q47011897,2,programmes part of policies,programmes_Q39071357,policies_Q47011897
livestock,Q4767951,subclass of,crops,Q235352,2,livestock subclass of crops,livestock_Q4767951,crops_Q235352
4.7,Q229874,point in time,4,Q202,2,4.7 point in time 4,4.7_Q229874,4_Q202
Population with a given level of education proficie ncy,id-less,part of,Table 4.1,id-less,2,Population with a given level of education proficie ncy part of Table 4.1,Population with a given level of education proficie ncy_id-less,Table 4.1_id-less
4.5,Q197243,followed by,5,Q203,2,4.5 followed by 5,4.5_Q197243,5_Q203
2017/18,Q54879316,follows,2016/17,Q25936413,2,2017/18 follows 2016/17,2017/18_Q54879316,2016/17_Q25936413
2015,Q2002,followed by,2018,Q25291,2,2015 followed by 2018,2015_Q2002,2018_Q25291
4.2,Q217363,point in time,4,Q202,2,4.2 point in time 4,4.2_Q217363,4_Q202
4.1,Q2816680,has part,Role of Government,Q113080512,2,4.1 has part Role of Government,4.1_Q2816680,Role of Government_Q113080512
domestic economy,Q58729397,instance of,economy,Q159810,2,domestic economy instance of economy,domestic economy_Q58729397,economy_Q159810
2016/17,Q25936413,followed by,2017/18,Q54879316,2,2016/17 followed by 2017/18,2016/17_Q25936413,2017/18_Q54879316
development cooperation,Q12359517,subclass of,cooperation,Q380962,2,development cooperation subclass of cooperation,development cooperation_Q12359517,cooperation_Q380962
2014,Q1999,followed by,2018,Q25291,2,2014 followed by 2018,2014_Q1999,2018_Q25291
women,Q467,instance of,status,Q813912,2,women instance of status,women_Q467,status_Q813912
development,Q1074523,subclass of,challenges,Q50815379,2,development subclass of challenges,development_Q1074523,challenges_Q50815379
3 Human Resource Development,id-less,facet of,Human Resource Development,Q5366892,2,3 Human Resource Development facet of Human Resource Development,3 Human Resource Development_id-less,Human Resource Development_Q5366892
2013,Q1998,followed by,2016,Q25245,2,2013 followed by 2016,2013_Q1998,2016_Q25245
2017/18,Q54879316,point in time,2017,Q25290,2,2017/18 point in time 2017,2017/18_Q54879316,2017_Q25290
4.3,Q4031261,followed by,6 Postal Services,id-less,2,4.3 followed by 6 Postal Services,4.3_Q4031261,6 Postal Services_id-less
2018,Q25291,follows,2014,Q1999,2,2018 follows 2014,2018_Q25291,2014_Q1999
unit,Q199,part of,family,Q8436,2,unit part of family,unit_Q199,family_Q8436
3.1 Sound Economic Management,id-less,main subject,Sound Economic Management,id-less,2,3.1 Sound Economic Management main subject Sound Economic Management,3.1 Sound Economic Management_id-less,Sound Economic Management_id-less
2018,Q25291,follows,2015,Q2002,2,2018 follows 2015,2018_Q25291,2015_Q2002
education,Q8434,instance of,human right,Q8458,2,education instance of human right,education_Q8434,human right_Q8458
urban,Q159313,opposite of,rural areas,Q175185,2,urban opposite of rural areas,urban_Q159313,rural areas_Q175185
3.7 Environmental Management,id-less,main subject,Environmental Management,Q929380,2,3.7 Environmental Management main subject Environmental Management,3.7 Environmental Management_id-less,Environmental Management_Q929380
3.2 Economic Empowerment,id-less,facet of,Economic Empowerment,Q63829080,2,3.2 Economic Empowerment facet of Economic Empowerment,3.2 Economic Empowerment_id-less,Economic Empowerment_Q63829080
3.4 Agricultural Development,id-less,facet of,Agricultural Development,Q65554733,2,3.4 Agricultural Development facet of Agricultural Development,3.4 Agricultural Development_id-less,Agricultural Development_Q65554733
12 Human Settlements and Shelter,id-less,is a list of,Shelter,Q7493941,2,12 Human Settlements and Shelter is a list of Shelter,12 Human Settlements and Shelter_id-less,Shelter_Q7493941
3.4 Civil Aviation,id-less,point in time,3.4,Q29733805,2,3.4 Civil Aviation point in time 3.4,3.4 Civil Aviation_id-less,3.4_Q29733805
urban populace,id-less,opposite of,rural areas,Q175185,2,urban populace opposite of rural areas,urban populace_id-less,rural areas_Q175185
3.5 Industrialisation,id-less,facet of,Industrialisation,Q202398,2,3.5 Industrialisation facet of Industrialisation,3.5 Industrialisation_id-less,Industrialisation_Q202398
4.4.2,id-less,has part,Land,Q11081619,2,4.4.2 has part Land,4.4.2_id-less,Land_Q11081619
endangered,Q11394,subclass of,species,Q7432,2,endangered subclass of species,endangered_Q11394,species_Q7432
economy,Q159810,country,country,Q6256,2,economy country country,economy_Q159810,country_Q6256
4.4.1,Q21119198,has part,Agriculture,Q11451,2,4.4.1 has part Agriculture,4.4.1_Q21119198,Agriculture_Q11451
4.3,Q4031261,part of,Water Resource Development,Q58391136,2,4.3 part of Water Resource Development,4.3_Q4031261,Water Resource Development_Q58391136
4.3,Q4031261,part of,Fuel and Energy,Q29043705,2,4.3 part of Fuel and Energy,4.3_Q4031261,Fuel and Energy_Q29043705
2016,Q25245,follows,2013,Q1998,2,2016 follows 2013,2016_Q25245,2013_Q1998
land-use rights,Q96207321,subclass of,law,Q7748,1,land-use rights subclass of law,land-use rights_Q96207321,law_Q7748
m ajor,id-less,subclass of,urban areas,Q58259934,1,m ajor subclass of urban areas,m ajor_id-less,urban areas_Q58259934
education,Q8434,has part,awareness-raising,Q21086751,1,education has part awareness-raising,education_Q8434,awareness-raising_Q21086751
education,Q8434,has part,Technical subjects,id-less,1,education has part Technical subjects,education_Q8434,Technical subjects_id-less
last inci dent,id-less,point in time,12 months,Q2807434,1,last inci dent point in time 12 months,last inci dent_id-less,12 months_Q2807434
m ajor,id-less,subclass of,developmental challenge,Q34076579,1,m ajor subclass of developmental challenge,m ajor_id-less,developmental challenge_Q34076579
latest population census,id-less,population,"1,093,238",id-less,1,"latest population census population 1,093,238",latest population census_id-less,"1,093,238_id-less"
law,Q7748,applies to jurisdiction,Swazi,Q34014,1,law applies to jurisdiction Swazi,law_Q7748,Swazi_Q34014
lowincome,id-less,followed by,middle income country,Q25450949,1,lowincome followed by middle income country,lowincome_id-less,middle income country_Q25450949
education,Q8434,has part,classroom,Q621114,1,education has part classroom,education_Q8434,classroom_Q621114
law enforcement agencies,Q732717,instance of,standards,Q591990,1,law enforcement agencies instance of standards,law enforcement agencies_Q732717,standards_Q591990
educati,Q8434,has part,secondary,Q28469712,1,educati has part secondary,educati_Q8434,secondary_Q28469712
law reform,Q264236,subclass of,reform,Q900406,1,law reform subclass of reform,law reform_Q264236,reform_Q900406
laws to enforce the vulnerable groups put,id-less,facet of,abuse of the vulnerable groups,id-less,1,laws to enforce the vulnerable groups put facet of abuse of the vulnerable groups,laws to enforce the vulnerable groups put_id-less,abuse of the vulnerable groups_id-less
le vel,Q3564133,subclass of,understanding,Q46744,1,le vel subclass of understanding,le vel_Q3564133,understanding_Q46744
leadershi p,id-less,part of,organisational,Q730573,1,leadershi p part of organisational,leadershi p_id-less,organisational_Q730573
low cost housing,Q72367357,subclass of,institutional mechanism,Q114004025,1,low cost housing subclass of institutional mechanism,low cost housing_Q72367357,institutional mechanism_Q114004025
leasing,Q716894,subclass of,industrial,Q487965,1,leasing subclass of industrial,leasing_Q716894,industrial_Q487965
legal services,Q1494322,part of,police force,Q35535,1,legal services part of police force,legal services_Q1494322,police force_Q35535
land with arable potential,id-less,instance of,land use,Q1165944,1,land with arable potential instance of land use,land with arable potential_id-less,land use_Q1165944
land transac tion,id-less,different from,transac tion,id-less,1,land transac tion different from transac tion,land transac tion_id-less,transac tion_id-less
ma nagement,id-less,studies,macro-economic,Q108131916,1,ma nagement studies macro-economic,ma nagement_id-less,macro-economic_Q108131916
labour related,Q44237150,part of,socio-economic,Q1643441,1,labour related part of socio-economic,labour related_Q44237150,socio-economic_Q1643441
laboratory,Q483242,field of work,water quality,Q625376,1,laboratory field of work water quality,laboratory_Q483242,water quality_Q625376
labour,Q9630,part of,business,Q4830453,1,labour part of business,labour_Q9630,business_Q4830453
labour laws,Q78830905,has part,conditions of employment,Q25204034,1,labour laws has part conditions of employment,labour laws_Q78830905,conditions of employment_Q25204034
labour laws,Q78830905,has part,pa rtners,id-less,1,labour laws has part pa rtners,labour laws_Q78830905,pa rtners_id-less
macro strategic areas,id-less,part of,sectoral strategies,id-less,1,macro strategic areas part of sectoral strategies,macro strategic areas_id-less,sectoral strategies_id-less
labour laws,Q78830905,subclass of,reform,Q900406,1,labour laws subclass of reform,labour laws_Q78830905,reform_Q900406
macro,Q629579,subclass of,strategic,Q376657,1,macro subclass of strategic,macro_Q629579,strategic_Q376657
labour market,Q305186,part of,economic,Q8134,1,labour market part of economic,labour market_Q305186,economic_Q8134
labour market,Q305186,subclass of,human resource,Q2625010,1,labour market subclass of human resource,labour market_Q305186,human resource_Q2625010
education,Q8434,has part,primary,Q669262,1,education has part primary,education_Q8434,primary_Q669262
losses,Q92748266,has effect,waste,Q45701,1,losses has effect waste,losses_Q92748266,waste_Q45701
labour-intensive,Q108288221,opposite of,capital-intensive,Q5035704,1,labour-intensive opposite of capital-intensive,labour-intensive_Q108288221,capital-intensive_Q5035704
education,Q8434,has part,family planning programmes,Q69700075,1,education has part family planning programmes,education_Q8434,family planning programmes_Q69700075
education,Q8434,has part,e ducation costs,id-less,1,education has part e ducation costs,education_Q8434,e ducation costs_id-less
macro,Q629579,has part,st rategic areas,id-less,1,macro has part st rategic areas,macro_Q629579,st rategic areas_id-less
macro,Q629579,has part,st,Q43115,1,macro has part st,macro_Q629579,st_Q43115
land,Q11081619,said to be the same as,tenure system,id-less,1,land said to be the same as tenure system,land_Q11081619,tenure system_id-less
education,Q8434,has part,curriculum,Q207137,1,education has part curriculum,education_Q8434,curriculum_Q207137
land,Q11081619,subclass of,trust,Q659974,1,land subclass of trust,land_Q11081619,trust_Q659974
land,Q11081619,use,uses,Q18356647,1,land use uses,land_Q11081619,uses_Q18356647
legislation,Q820655,has part,"legislation's re levance to, and conformity with the various",id-less,1,"legislation has part legislation's re levance to, and conformity with the various",legislation_Q820655,"legislation's re levance to, and conformity with the various_id-less"
local government,Q6501447,part of,government,Q7188,1,local government part of government,local government_Q6501447,government_Q7188
legislation,Q820655,main subject,fi nancial institution,id-less,1,legislation main subject fi nancial institution,legislation_Q820655,fi nancial institution_id-less
economy,Q159810,has part,GDP growth,Q98519467,1,economy has part GDP growth,economy_Q159810,GDP growth_Q98519467
economy,Q159810,has part,manufacturing,Q187939,1,economy has part manufacturing,economy_Q159810,manufacturing_Q187939
