head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count,ent_rel_pair,head_name,tail_name
SDGs,Q7649586,has part,3,Q201,5,SDGs has part 3,SDGs_Q7649586,3_Q201
women,Q467,has part,children,Q7569,4,women has part children,women_Q467,children_Q7569
indicators,Q21170064,part of,SDGi,id-less,4,indicators part of SDGi,indicators_Q21170064,SDGi_id-less
indicators,Q21170064,part of,SDG,Q7649586,4,indicators part of SDG,indicators_Q21170064,SDG_Q7649586
Output 1,id-less,facet of,economic growth,Q189833,4,Output 1 facet of economic growth,Output 1_id-less,economic growth_Q189833
trade,Q601401,part of,production,Q739302,4,trade part of production,trade_Q601401,production_Q739302
2015,Q2002,followed by,2018,Q25291,4,2015 followed by 2018,2015_Q2002,2018_Q25291
provinces,Q429976,contains administrative territorial entity,districts,Q5283500,4,provinces contains administrative territorial entity districts,provinces_Q429976,districts_Q5283500
DEVELOPMENT,Q1074523,part of,ECONOMIC,Q8134,4,DEVELOPMENT part of ECONOMIC,DEVELOPMENT_Q1074523,ECONOMIC_Q8134
districts,Q5283500,located in the administrative territorial entity,provinces,Q429976,4,districts located in the administrative territorial entity provinces,districts_Q5283500,provinces_Q429976
urban,Q159313,opposite of,rural area,Q175185,4,urban opposite of rural area,urban_Q159313,rural area_Q175185
vocational,Q322563,subclass of,education,Q8434,4,vocational subclass of education,vocational_Q322563,education_Q8434
drought,Q43059,has effect,flood,Q8068,4,drought has effect flood,drought_Q43059,flood_Q8068
social security,Q2483208,subclass of,social protection,Q2483208,4,social security subclass of social protection,social security_Q2483208,social protection_Q2483208
Lao,Q819,replaces,PDR,Q18967481,4,Lao replaces PDR,Lao_Q819,PDR_Q18967481
Lao PDR,Q819,instance of,country,Q6256,4,Lao PDR instance of country,Lao PDR_Q819,country_Q6256
children,Q7569,part of,women,Q467,4,children part of women,children_Q7569,women_Q467
SDG,Q7649586,has part,indicators,Q21170064,4,SDG has part indicators,SDG_Q7649586,indicators_Q21170064
ECONOMIC,Q8134,has part,DEVELOPMENT,Q1074523,4,ECONOMIC has part DEVELOPMENT,ECONOMIC_Q8134,DEVELOPMENT_Q1074523
innovation,Q174165,has cause,technology,Q11016,4,innovation has cause technology,innovation_Q174165,technology_Q11016
district,Q123705,contains administrative territorial entity,village,Q532,4,district contains administrative territorial entity village,district_Q123705,village_Q532
sectors,Q2739810,has part,localities,Q3257686,4,sectors has part localities,sectors_Q2739810,localities_Q3257686
international cooperation,Q9378718,subclass of,cooperation,Q380962,4,international cooperation subclass of cooperation,international cooperation_Q9378718,cooperation_Q380962
Ministry of Planning and Investment,Q6867449,located in the administrative territorial entity,Vientiane,Q9326,4,Ministry of Planning and Investment located in the administrative territorial entity Vientiane,Ministry of Planning and Investment_Q6867449,Vientiane_Q9326
Every 10,id-less,number of episodes,10,Q23806,4,Every 10 number of episodes 10,Every 10_id-less,10_Q23806
SDG 4,Q98658975,has part,Quality Education,Q53581209,4,SDG 4 has part Quality Education,SDG 4_Q98658975,Quality Education_Q53581209
private sectors,id-less,part of,public,Q294440,4,private sectors part of public,private sectors_id-less,public_Q294440
developed countries,Q132453,opposite of,least developed countries,Q752401,4,developed countries opposite of least developed countries,developed countries_Q132453,least developed countries_Q752401
PDR,Q18967481,contains administrative territorial entity,Lao PDR,Q819,4,PDR contains administrative territorial entity Lao PDR,PDR_Q18967481,Lao PDR_Q819
On-going,Q106971903,facet of,VACS,Q740396,4,On-going facet of VACS,On-going_Q106971903,VACS_Q740396
II.,Q28469712,point in time,II,Q200,4,II. point in time II,II._Q28469712,II_Q200
adolescents,Q360484,subclass of,youth,Q190007,4,adolescents subclass of youth,adolescents_Q360484,youth_Q190007
sustainable development,Q131201,subclass of,green,Q3133,4,sustainable development subclass of green,sustainable development_Q131201,green_Q3133
projects,Q93241073,part of,programmes,Q39071357,4,projects part of programmes,projects_Q93241073,programmes_Q39071357
2030 Agenda for Sustainable Development,Q22129254,point in time,2030,Q12799,4,2030 Agenda for Sustainable Development point in time 2030,2030 Agenda for Sustainable Development_Q22129254,2030_Q12799
2018,Q25291,follows,2016,Q25245,4,2018 follows 2016,2018_Q25291,2016_Q25245
tourism,Q49389,instance of,industry,Q8148,4,tourism instance of industry,tourism_Q49389,industry_Q8148
2016,Q25245,followed by,2018,Q25291,4,2016 followed by 2018,2016_Q25245,2018_Q25291
public sector,Q294217,opposite of,private sector,Q591763,4,public sector opposite of private sector,public sector_Q294217,private sector_Q591763
Climate Action,Q22661680,part of,SDG 13,Q53581236,4,Climate Action part of SDG 13,Climate Action_Q22661680,SDG 13_Q53581236
2019,Q25274,follows,2016,Q25245,4,2019 follows 2016,2019_Q25274,2016_Q25245
sustainable,Q66095801,subclass of,green,Q3133,4,sustainable subclass of green,sustainable_Q66095801,green_Q3133
PDR,Q18967481,replaced by,Lao,Q819,4,PDR replaced by Lao,PDR_Q18967481,Lao_Q819
rural area,Q175185,opposite of,urban,Q159313,4,rural area opposite of urban,rural area_Q175185,urban_Q159313
programmes,Q39071357,has part,projects,Q93241073,4,programmes has part projects,programmes_Q39071357,projects_Q93241073
regulations,Q106947327,part of,legislation,Q820655,4,regulations part of legislation,regulations_Q106947327,legislation_Q820655
SDGr indicators,id-less,part of,SDGr,Q30292073,4,SDGr indicators part of SDGr,SDGr indicators_id-less,SDGr_Q30292073
economic development,Q4530482,subclass of,development,Q1074523,4,economic development subclass of development,economic development_Q4530482,development_Q1074523
public,Q294440,has part,private sectors,id-less,4,public has part private sectors,public_Q294440,private sectors_id-less
SDGr,Q30292073,has part,SDGr indicators,id-less,4,SDGr has part SDGr indicators,SDGr_Q30292073,SDGr indicators_id-less
LSB,Q3436689,part of,Survey,Q747810,4,LSB part of Survey,LSB_Q3436689,Survey_Q747810
2018,Q25291,follows,2015,Q2002,4,2018 follows 2015,2018_Q25291,2015_Q2002
implementation,Q245962,facet of,SDGs,Q7649586,4,implementation facet of SDGs,implementation_Q245962,SDGs_Q7649586
Lao PDR,Q819,located in the administrative territorial entity,PDR,Q18967481,4,Lao PDR located in the administrative territorial entity PDR,Lao PDR_Q819,PDR_Q18967481
Survey,Q747810,has part,LSB,Q3436689,4,Survey has part LSB,Survey_Q747810,LSB_Q3436689
SDG 13,Q53581236,has part,Climate Action,Q22661680,4,SDG 13 has part Climate Action,SDG 13_Q53581236,Climate Action_Q22661680
NA NA NA NA,Q6956425,part of,NA,Q49,4,NA NA NA NA part of NA,NA NA NA NA_Q6956425,NA_Q49
2017,Q25290,follows,2016,Q25245,4,2017 follows 2016,2017_Q25290,2016_Q25245
SDGi,id-less,has part,indicators,Q21170064,4,SDGi has part indicators,SDGi_id-less,indicators_Q21170064
nature,Q180445,subclass of,tourism,Q49389,4,nature subclass of tourism,nature_Q180445,tourism_Q49389
Lao PDR,Q819,member of,ASEAN,Q7768,4,Lao PDR member of ASEAN,Lao PDR_Q819,ASEAN_Q7768
natural resources,Q105575840,part of,environment,Q2249676,4,natural resources part of environment,natural resources_Q105575840,environment_Q2249676
Quality Education,Q53581209,part of,SDG 4,Q98658975,4,Quality Education part of SDG 4,Quality Education_Q53581209,SDG 4_Q98658975
The Government,Q7737401,part of,Government,Q7188,3,The Government part of Government,The Government_Q7737401,Government_Q7188
MOICT,id-less,instance of,Yearly,Q271855,3,MOICT instance of Yearly,MOICT_id-less,Yearly_Q271855
SDG 8,Q53581217,has part,Decent Work and Economic Growth,id-less,3,SDG 8 has part Decent Work and Economic Growth,SDG 8_Q53581217,Decent Work and Economic Growth_id-less
Pacific,Q98,part of,Asia,Q48,3,Pacific part of Asia,Pacific_Q98,Asia_Q48
village,Q532,different from,town,Q3957,3,village different from town,village_Q532,town_Q3957
sectoral,Q110279343,part of,national,Q53247,3,sectoral part of national,sectoral_Q110279343,national_Q53247
goods,Q2424752,different from,services,Q114080183,3,goods different from services,goods_Q2424752,services_Q114080183
sustainable,Q66095801,subclass of,economic growth,Q189833,3,sustainable subclass of economic growth,sustainable_Q66095801,economic growth_Q189833
sustainable,Q66095801,subclass of,development,Q1074523,3,sustainable subclass of development,sustainable_Q66095801,development_Q1074523
private sector,Q591763,opposite of,public sector,Q294217,3,private sector opposite of public sector,private sector_Q591763,public sector_Q294217
semi-arid,Q124196,subclass of,arid,Q1330709,3,semi-arid subclass of arid,semi-arid_Q124196,arid_Q1330709
vocational education,Q6869278,subclass of,secondary school,Q159334,3,vocational education subclass of secondary school,vocational education_Q6869278,secondary school_Q159334
budgeting,Q41263,subclass of,planning,Q309100,3,budgeting subclass of planning,budgeting_Q41263,planning_Q309100
cities,Q515,different from,towns,Q22108005,3,cities different from towns,cities_Q515,towns_Q22108005
9th NSEDP,id-less,follows,8th NSEDP,id-less,3,9th NSEDP follows 8th NSEDP,9th NSEDP_id-less,8th NSEDP_id-less
rural,Q7380465,opposite of,urban areas,Q58259934,3,rural opposite of urban areas,rural_Q7380465,urban areas_Q58259934
9th NSEDP,id-less,part of,NSEDP,id-less,3,9th NSEDP part of NSEDP,9th NSEDP_id-less,NSEDP_id-less
rule of law,Q44918,subclass of,law,Q7748,3,rule of law subclass of law,rule of law_Q44918,law_Q7748
economic,Q8134,part of,political,Q82955,3,economic part of political,economic_Q8134,political_Q82955
district,Q123705,located in the administrative territorial entity,province,Q34876,3,district located in the administrative territorial entity province,district_Q123705,province_Q34876
education,Q8434,facet of,health,Q12147,3,education facet of health,education_Q8434,health_Q12147
forestry,Q38112,part of,Agriculture,Q11451,3,forestry part of Agriculture,forestry_Q38112,Agriculture_Q11451
SDGs,Q7649586,has part,2,Q200,3,SDGs has part 2,SDGs_Q7649586,2_Q200
2017,Q25290,follows,2012,Q1990,3,2017 follows 2012,2017_Q25290,2012_Q1990
MOES,Q37485554,instance of,Admin,Q4039395,3,MOES instance of Admin,MOES_Q37485554,Admin_Q4039395
tourism,Q49389,subclass of,trade,Q601401,3,tourism subclass of trade,tourism_Q49389,trade_Q601401
provinces,Q429976,part of,sectors,Q2739810,3,provinces part of sectors,provinces_Q429976,sectors_Q2739810
MOES,Q37485554,developer,Admin,Q4039395,3,MOES developer Admin,MOES_Q37485554,Admin_Q4039395
2017/18,Q54879316,followed by,2018/19,Q55328053,3,2017/18 followed by 2018/19,2017/18_Q54879316,2018/19_Q55328053
MOE,Q289612,has part,Yearly,Q271855,3,MOE has part Yearly,MOE_Q289612,Yearly_Q271855
forest,Q4421,subclass of,natural resource,Q188460,3,forest subclass of natural resource,forest_Q4421,natural resource_Q188460
SDGs,Q7649586,has part,11,Q37136,3,SDGs has part 11,SDGs_Q7649586,11_Q37136
2018/19,Q55328053,follows,2017/18,Q54879316,3,2018/19 follows 2017/18,2018/19_Q55328053,2017/18_Q54879316
laws,Q22096098,has part,policies,Q47011897,3,laws has part policies,laws_Q22096098,policies_Q47011897
disaggregated,Q65075740,subclass of,data,Q42848,3,disaggregated subclass of data,disaggregated_Q65075740,data_Q42848
gender equality,Q113453,facet of,women,Q467,3,gender equality facet of women,gender equality_Q113453,women_Q467
rich,Q3917267,opposite of,poor,Q5729485,3,rich opposite of poor,rich_Q3917267,poor_Q5729485
sanitation,Q949149,facet of,water,Q283,3,sanitation facet of water,sanitation_Q949149,water_Q283
SDGs,Q7649586,country,Kenya,Q114,3,SDGs country Kenya,SDGs_Q7649586,Kenya_Q114
food security,Q1229911,facet of,nutrition,Q2138622,3,food security facet of nutrition,food security_Q1229911,nutrition_Q2138622
local,Q11851202,shares border with,Central,Q57525,3,local shares border with Central,local_Q11851202,Central_Q57525
Decent Work and Economic Growth,id-less,part of,SDG 8,Q53581217,3,Decent Work and Economic Growth part of SDG 8,Decent Work and Economic Growth_id-less,SDG 8_Q53581217
town,Q3957,different from,village,Q532,3,town different from village,town_Q3957,village_Q532
hygiene,Q162297,facet of,health,Q12147,3,hygiene facet of health,hygiene_Q162297,health_Q12147
towns,Q22108005,different from,cities,Q515,3,towns different from cities,towns_Q22108005,cities_Q515
Marsabit,Q1709128,instance of,counties,Q1350181,3,Marsabit instance of counties,Marsabit_Q1709128,counties_Q1350181
developing,Q3025401,subclass of,countries,Q6256,3,developing subclass of countries,developing_Q3025401,countries_Q6256
developing States,id-less,subclass of,island,Q189,3,developing States subclass of island,developing States_id-less,island_Q189
3 Indicators,id-less,has part,2,Q200,3,3 Indicators has part 2,3 Indicators_id-less,2_Q200
developing countries,Q177323,has part,particular,Q6502323,3,developing countries has part particular,developing countries_Q177323,particular_Q6502323
3 Indicators,id-less,has part,1,Q199,3,3 Indicators has part 1,3 Indicators_id-less,1_Q199
4.2,Q217363,point in time,4,Q202,3,4.2 point in time 4,4.2_Q217363,4_Q202
3,Q201,part of,SDGs,Q7649586,3,3 part of SDGs,3_Q201,SDGs_Q7649586
3,Q201,part of,SDG,Q7649586,3,3 part of SDG,3_Q201,SDG_Q7649586
revenue,Q850210,part of,budget,Q41263,3,revenue part of budget,revenue_Q850210,budget_Q41263
girls,Q6581072,subclass of,women,Q467,3,girls subclass of women,girls_Q6581072,women_Q467
MOES,Q37485554,point in time,2015,Q2002,3,MOES point in time 2015,MOES_Q37485554,2015_Q2002
SDGs,Q7649586,has part,8,Q23355,3,SDGs has part 8,SDGs_Q7649586,8_Q23355
2012,Q1990,followed by,2017,Q25290,3,2012 followed by 2017,2012_Q1990,2017_Q25290
particular,Q6502323,part of,developing countries,Q177323,3,particular part of developing countries,particular_Q6502323,developing countries_Q177323
3,Q201,instance of,SDGs,Q7649586,3,3 instance of SDGs,3_Q201,SDGs_Q7649586
SDGi,id-less,developer,SDGi Owners,id-less,3,SDGi developer SDGi Owners,SDGi_id-less,SDGi Owners_id-less
urban areas,Q58259934,opposite of,rural,Q7380465,3,urban areas opposite of rural,urban areas_Q58259934,rural_Q7380465
MONRE,Q61931681,instance of,Admin,Q4039395,3,MONRE instance of Admin,MONRE_Q61931681,Admin_Q4039395
2015,Q2002,followed by,2016,Q25245,3,2015 followed by 2016,2015_Q2002,2016_Q25245
2015 Census,Q24170418,point in time,2015,Q2002,3,2015 Census point in time 2015,2015 Census_Q24170418,2015_Q2002
Least Developed Country,Q752401,instance of,status,Q813912,3,Least Developed Country instance of status,Least Developed Country_Q752401,status_Q813912
sustainable tourism,Q1344240,subclass of,tourism,Q49389,3,sustainable tourism subclass of tourism,sustainable tourism_Q1344240,tourism_Q49389
MoLSW,Q109804805,parent organization,NRA,Q714843,3,MoLSW parent organization NRA,MoLSW_Q109804805,NRA_Q714843
VNR,Q18042973,country,Lao PDR,Q819,3,VNR country Lao PDR,VNR_Q18042973,Lao PDR_Q819
poor,Q5729485,opposite of,rich,Q3917267,3,poor opposite of rich,poor_Q5729485,rich_Q3917267
Ministry of Natural Resource,Q1961567,field of work,Natural Resource,Q188460,3,Ministry of Natural Resource field of work Natural Resource,Ministry of Natural Resource_Q1961567,Natural Resource_Q188460
primary,Q669262,subclass of,education,Q8434,3,primary subclass of education,primary_Q669262,education_Q8434
National SDG Secretariat,id-less,field of work,SDG,Q7649586,3,National SDG Secretariat field of work SDG,National SDG Secretariat_id-less,SDG_Q7649586
National,Q53247,country,Lao PDR,Q819,3,National country Lao PDR,National_Q53247,Lao PDR_Q819
research,Q42240,has part,development,Q1074523,3,research has part development,research_Q42240,development_Q1074523
Gender Equality,Q113453,part of,SDG 5,Q53581210,3,Gender Equality part of SDG 5,Gender Equality_Q113453,SDG 5_Q53581210
