head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count,ent_rel_pair,head_name,tail_name
2019 BUDGET,id-less,point in time,2019,Q25274,7,2019 BUDGET point in time 2019,2019 BUDGET_id-less,2019_Q25274
2021,Q49628,follows,2020,Q25337,7,2021 follows 2020,2021_Q49628,2020_Q25337
2020,Q25337,followed by,2021,Q49628,7,2020 followed by 2021,2020_Q25337,2021_Q49628
All Source of Funding,id-less,instance of,Funding,Q6055890,6,All Source of Funding instance of Funding,All Source of Funding_id-less,Funding_Q6055890
National Development Planning Commission,Q104880767,inception,2019,Q25274,6,National Development Planning Commission inception 2019,National Development Planning Commission_Q104880767,2019_Q25274
males,Q6743117,opposite of,females,Q111905566,6,males opposite of females,males_Q6743117,females_Q111905566
Programme,Q170584,has part,Sub-Programme,id-less,6,Programme has part Sub-Programme,Programme_Q170584,Sub-Programme_id-less
MMDAs,id-less,subclass of,MDAs,Q6878879,6,MMDAs subclass of MDAs,MMDAs_id-less,MDAs_Q6878879
2022,Q49625,follows,2021,Q49628,6,2022 follows 2021,2022_Q49625,2021_Q49628
2021,Q49628,followed by,2022,Q49625,6,2021 followed by 2022,2021_Q49628,2022_Q49625
Management,Q2920921,part of,Administration,Q5283295,6,Management part of Administration,Management_Q2920921,Administration_Q5283295
Version 1,Q22031885,point in time,1,Q199,6,Version 1 point in time 1,Version 1_Q22031885,1_Q199
Natural Account,id-less,part of,Sub-Programme,id-less,6,Natural Account part of Sub-Programme,Natural Account_id-less,Sub-Programme_id-less
GH Cedi,id-less,start time,2019,Q25274,6,GH Cedi start time 2019,GH Cedi_id-less,2019_Q25274
Tamale,Q217040,located in the administrative territorial entity,Northern Region,Q502215,6,Tamale located in the administrative territorial entity Northern Region,Tamale_Q217040,Northern Region_Q502215
Administration,Q5283295,has part,Management,Q2920921,6,Administration has part Management,Administration_Q5283295,Management_Q2920921
HIV,Q15787,has effect,AIDS,Q12199,6,HIV has effect AIDS,HIV_Q15787,AIDS_Q12199
Sub-Programme,id-less,has part,Natural Account,id-less,6,Sub-Programme has part Natural Account,Sub-Programme_id-less,Natural Account_id-less
Sub-Programme,id-less,part of,Programme,Q170584,6,Sub-Programme part of Programme,Sub-Programme_id-less,Programme_Q170584
Northern,Q22079702,instance of,regions,Q429976,5,Northern instance of regions,Northern_Q22079702,regions_Q429976
Upper West,Q1780392,instance of,regions,Q429976,5,Upper West instance of regions,Upper West_Q1780392,regions_Q429976
SDGs,Q7649586,followed by,Agenda 2063,Q56296197,5,SDGs followed by Agenda 2063,SDGs_Q7649586,Agenda 2063_Q56296197
2022 Target Actual,id-less,point in time,2022,Q49625,5,2022 Target Actual point in time 2022,2022 Target Actual_id-less,2022_Q49625
Upper East,Q712828,instance of,regions,Q429976,5,Upper East instance of regions,Upper East_Q712828,regions_Q429976
Tarkwa,Q995439,located in the administrative territorial entity,Western Region,Q1052867,5,Tarkwa located in the administrative territorial entity Western Region,Tarkwa_Q995439,Western Region_Q1052867
Konongo,Q1016732,located in the administrative territorial entity,Ashanti Region,Q398417,5,Konongo located in the administrative territorial entity Ashanti Region,Konongo_Q1016732,Ashanti Region_Q398417
Agenda 2063,Q56296197,follows,SDGs,Q7649586,4,Agenda 2063 follows SDGs,Agenda 2063_Q56296197,SDGs_Q7649586
Brong Ahafo,Q397737,shares border with,Upper West,Q1780392,4,Brong Ahafo shares border with Upper West,Brong Ahafo_Q397737,Upper West_Q1780392
1992 Constitution,id-less,point in time,1992,Q2060,4,1992 Constitution point in time 1992,1992 Constitution_id-less,1992_Q2060
8,Q23355,part of,SDGs,Q7649586,4,8 part of SDGs,8_Q23355,SDGs_Q7649586
"4,198,490",id-less,instance of,GFS,Q1537683,4,"4,198,490 instance of GFS","4,198,490_id-less",GFS_Q1537683
"4,198,490",id-less,point in time,"4,198",id-less,4,"4,198,490 point in time 4,198","4,198,490_id-less","4,198_id-less"
MICS 2017,id-less,point in time,2017,Q25290,4,MICS 2017 point in time 2017,MICS 2017_id-less,2017_Q25290
"4,307,201",id-less,instance of,GFS,Q1537683,4,"4,307,201 instance of GFS","4,307,201_id-less",GFS_Q1537683
2015,Q2002,followed by,2017,Q25290,4,2015 followed by 2017,2015_Q2002,2017_Q25290
2015,Q2002,followed by,2016,Q25245,4,2015 followed by 2016,2015_Q2002,2016_Q25245
"7,312,555",id-less,number of episodes,7,Q23350,4,"7,312,555 number of episodes 7","7,312,555_id-less",7_Q23350
2013,Q1998,followed by,2017,Q25290,4,2013 followed by 2017,2013_Q1998,2017_Q25290
Upper West,Q1780392,shares border with,Brong Ahafo,Q397737,4,Upper West shares border with Brong Ahafo,Upper West_Q1780392,Brong Ahafo_Q397737
SDGs,Q7649586,has part,8,Q23355,4,SDGs has part 8,SDGs_Q7649586,8_Q23355
Suhum,Q1450481,located in the administrative territorial entity,Eastern Region,Q953508,4,Suhum located in the administrative territorial entity Eastern Region,Suhum_Q1450481,Eastern Region_Q953508
Northern Region,Q502215,capital,Tamale,Q217040,4,Northern Region capital Tamale,Northern Region_Q502215,Tamale_Q217040
SDGs,Q7649586,country,Ghana,Q117,4,SDGs country Ghana,SDGs_Q7649586,Ghana_Q117
indicators,Q21170064,part of,sub-programme,id-less,4,indicators part of sub-programme,indicators_Q21170064,sub-programme_id-less
projections,Q7249458,part of,sub-programme,id-less,4,projections part of sub-programme,projections_Q7249458,sub-programme_id-less
2017,Q25290,follows,2016,Q25245,4,2017 follows 2016,2017_Q25290,2016_Q25245
GLSS6,id-less,part of,GSS,Q14881255,4,GLSS6 part of GSS,GLSS6_id-less,GSS_Q14881255
National Monitoring and Evaluation,Q96823894,number of participants,"324,000",id-less,4,"National Monitoring and Evaluation number of participants 324,000",National Monitoring and Evaluation_Q96823894,"324,000_id-less"
2017,Q25290,follows,2013,Q1998,4,2017 follows 2013,2017_Q25290,2013_Q1998
National Plan Preparation,id-less,number of participants,"184,000",id-less,4,"National Plan Preparation number of participants 184,000",National Plan Preparation_id-less,"184,000_id-less"
Apam,Q617438,located in the administrative territorial entity,Central Region,Q846323,3,Apam located in the administrative territorial entity Central Region,Apam_Q617438,Central Region_Q846323
3,Q201,part of,SDGs,Q7649586,3,3 part of SDGs,3_Q201,SDGs_Q7649586
SDGs,Q7649586,part of,2030 Agenda,Q22129254,3,SDGs part of 2030 Agenda,SDGs_Q7649586,2030 Agenda_Q22129254
SDGs,Q7649586,has part,9,Q19108,3,SDGs has part 9,SDGs_Q7649586,9_Q19108
GHANA’S 2019 VNR REPORT,id-less,country,GHANA’S,Q5555403,3,GHANA’S 2019 VNR REPORT country GHANA’S,GHANA’S 2019 VNR REPORT_id-less,GHANA’S_Q5555403
past data,id-less,opposite of,future performance,Q40110714,3,past data opposite of future performance,past data_id-less,future performance_Q40110714
Ghana,Q117,member of,United Nations,Q1065,3,Ghana member of United Nations,Ghana_Q117,United Nations_Q1065
2018,Q25291,follows,2017,Q25290,3,2018 follows 2017,2018_Q25291,2017_Q25290
GLSS6,id-less,followed by,GLSS7,id-less,3,GLSS6 followed by GLSS7,GLSS6_id-less,GLSS7_id-less
Northern,Q22079702,shares border with,Upper East,Q712828,3,Northern shares border with Upper East,Northern_Q22079702,Upper East_Q712828
rural,Q7380465,opposite of,urban,Q159313,3,rural opposite of urban,rural_Q7380465,urban_Q159313
2019 VNR REPORT,id-less,point in time,2019,Q25274,3,2019 VNR REPORT point in time 2019,2019 VNR REPORT_id-less,2019_Q25274
Ashanti,Q161877,instance of,regions,Q429976,3,Ashanti instance of regions,Ashanti_Q161877,regions_Q429976
2014,Q1999,followed by,2017,Q25290,3,2014 followed by 2017,2014_Q1999,2017_Q25290
SDGs,Q7649586,has part,Leaving No One Behind,Q30062065,3,SDGs has part Leaving No One Behind,SDGs_Q7649586,Leaving No One Behind_Q30062065
boys,Q3010,opposite of,girls,Q6581072,3,boys opposite of girls,boys_Q3010,girls_Q6581072
Budget Sub-Programme Results Statement,id-less,facet of,Budget Sub-Programme,id-less,3,Budget Sub-Programme Results Statement facet of Budget Sub-Programme,Budget Sub-Programme Results Statement_id-less,Budget Sub-Programme_id-less
Budget Sub-Programme Description,id-less,subclass of,Sub-Programme Description,id-less,3,Budget Sub-Programme Description subclass of Sub-Programme Description,Budget Sub-Programme Description_id-less,Sub-Programme Description_id-less
2017 2018 Budget,id-less,point in time,2017,Q25290,3,2017 2018 Budget point in time 2017,2017 2018 Budget_id-less,2017_Q25290
2017,Q25290,follows,2015,Q2002,3,2017 follows 2015,2017_Q25290,2015_Q2002
2017,Q25290,follows,2014,Q1999,3,2017 follows 2014,2017_Q25290,2014_Q1999
future performance,Q40110714,opposite of,past data,id-less,3,future performance opposite of past data,future performance_Q40110714,past data_id-less
2015 Labour Force Survey,id-less,point in time,2015,Q2002,3,2015 Labour Force Survey point in time 2015,2015 Labour Force Survey_id-less,2015_Q2002
9,Q19108,part of,SDGs,Q7649586,3,9 part of SDGs,9_Q19108,SDGs_Q7649586
Accra,Q3761,country,Ghana,Q117,3,Accra country Ghana,Accra_Q3761,Ghana_Q117
Western,Q21590660,instance of,regions,Q429976,3,Western instance of regions,Western_Q21590660,regions_Q429976
SDGs,Q7649586,has part,6,Q23488,3,SDGs has part 6,SDGs_Q7649586,6_Q23488
urban area,Q702492,opposite of,rural area,Q175185,3,urban area opposite of rural area,urban area_Q702492,rural area_Q175185
SDGs,Q7649586,has part,4,Q202,3,SDGs has part 4,SDGs_Q7649586,4_Q202
Projects,Q93241073,part of,Operations,Q3884033,3,Projects part of Operations,Projects_Q93241073,Operations_Q3884033
2030 Agenda,Q22129254,has part,SDGs,Q7649586,3,2030 Agenda has part SDGs,2030 Agenda_Q22129254,SDGs_Q7649586
2,Q200,part of,SDGs,Q7649586,3,2 part of SDGs,2_Q200,SDGs_Q7649586
Use of goods and services,id-less,number of participants,"324,000",id-less,3,"Use of goods and services number of participants 324,000",Use of goods and services_id-less,"324,000_id-less"
4,Q202,part of,SDGs,Q7649586,3,4 part of SDGs,4_Q202,SDGs_Q7649586
VNR,Q18042973,country,Ghana,Q117,3,VNR country Ghana,VNR_Q18042973,Ghana_Q117
Upper East,Q712828,shares border with,Northern,Q22079702,3,Upper East shares border with Northern,Upper East_Q712828,Northern_Q22079702
Volta,Q192415,instance of,regions,Q429976,3,Volta instance of regions,Volta_Q192415,regions_Q429976
"2,030,261",id-less,point in time,"2,030",id-less,3,"2,030,261 point in time 2,030","2,030,261_id-less","2,030_id-less"
Voluntary National Review,id-less,country,Ghana,Q117,3,Voluntary National Review country Ghana,Voluntary National Review_id-less,Ghana_Q117
Leaving No One Behind,Q30062065,part of,SDGs,Q7649586,3,Leaving No One Behind part of SDGs,Leaving No One Behind_Q30062065,SDGs_Q7649586
Operations,Q3884033,has part,Projects,Q93241073,3,Operations has part Projects,Operations_Q3884033,Projects_Q93241073
Wa,Q3206,located in the administrative territorial entity,Upper West Region,Q715805,3,Wa located in the administrative territorial entity Upper West Region,Wa_Q3206,Upper West Region_Q715805
Education Sector Performance Report,id-less,publisher,MOE,Q289612,3,Education Sector Performance Report publisher MOE,Education Sector Performance Report_id-less,MOE_Q289612
urban,Q159313,opposite of,rural,Q7380465,3,urban opposite of rural,urban_Q159313,rural_Q7380465
Use of goods and services,id-less,number of participants,"184,000",id-less,3,"Use of goods and services number of participants 184,000",Use of goods and services_id-less,"184,000_id-less"
SDGs targets,id-less,part of,SDGs,Q7649586,3,SDGs targets part of SDGs,SDGs targets_id-less,SDGs_Q7649586
girls,Q6581072,opposite of,boys,Q3010,3,girls opposite of boys,girls_Q6581072,boys_Q3010
SDGs,Q7649586,has part,3,Q201,3,SDGs has part 3,SDGs_Q7649586,3_Q201
"2,829,065",id-less,point in time,"2,829",id-less,3,"2,829,065 point in time 2,829","2,829,065_id-less","2,829_id-less"
rural area,Q175185,opposite of,urban area,Q702492,3,rural area opposite of urban area,rural area_Q175185,urban area_Q702492
Ghana,Q117,part of,West Africa,Q4412,2,Ghana part of West Africa,Ghana_Q117,West Africa_Q4412
National Review,Q1699649,has part,Voluntary National Review,id-less,2,National Review has part Voluntary National Review,National Review_Q1699649,Voluntary National Review_id-less
Operations,Q3884033,facet of,Projects,Q93241073,2,Operations facet of Projects,Operations_Q3884033,Projects_Q93241073
6,Q23488,part of,SDGs,Q7649586,2,6 part of SDGs,6_Q23488,SDGs_Q7649586
psychological,Q6667429,subclass of,violence,Q124490,2,psychological subclass of violence,psychological_Q6667429,violence_Q124490
economic,Q8134,has part,social,Q345367,2,economic has part social,economic_Q8134,social_Q345367
Greater Accra,Q431729,shares border with,Ashanti,Q161877,2,Greater Accra shares border with Ashanti,Greater Accra_Q431729,Ashanti_Q161877
rural,Q7380465,opposite of,urban areas,Q58259934,2,rural opposite of urban areas,rural_Q7380465,urban areas_Q58259934
"783,803",id-less,instance of,GFS,Q1537683,2,"783,803 instance of GFS","783,803_id-less",GFS_Q1537683
Greater Accra,Q431729,shares border with,Upper West,Q1780392,2,Greater Accra shares border with Upper West,Greater Accra_Q431729,Upper West_Q1780392
development planning,Q108059815,subclass of,planning,Q309100,2,development planning subclass of planning,development planning_Q108059815,planning_Q309100
Operations,Q3884033,part of,Projects,Q93241073,2,Operations part of Projects,Operations_Q3884033,Projects_Q93241073
programmes,Q39071357,subclass of,policies,Q47011897,2,programmes subclass of policies,programmes_Q39071357,policies_Q47011897
GOAL,Q4503831,sports league level,2,Q200,2,GOAL sports league level 2,GOAL_Q4503831,2_Q200
GLSS7,id-less,part of,GSS,Q14881255,2,GLSS7 part of GSS,GLSS7_id-less,GSS_Q14881255
GLSS7,id-less,follows,GLSS6,id-less,2,GLSS7 follows GLSS6,GLSS7_id-less,GLSS6_id-less
Ghana Statistical Service,Q98079239,instance of,MDAs,Q6878879,2,Ghana Statistical Service instance of MDAs,Ghana Statistical Service_Q98079239,MDAs_Q6878879
decentralised planning,id-less,subclass of,policy formulation,Q40261861,2,decentralised planning subclass of policy formulation,decentralised planning_id-less,policy formulation_Q40261861
Ghana,Q117,legislative body,Parliament,Q11010,2,Ghana legislative body Parliament,Ghana_Q117,Parliament_Q11010
Ghana Statistical Service,Q98079239,country,Ghana,Q117,2,Ghana Statistical Service country Ghana,Ghana Statistical Service_Q98079239,Ghana_Q117
Objective,Q4503831,subclass of,Budget Sub-Programme,id-less,2,Objective subclass of Budget Sub-Programme,Objective_Q4503831,Budget Sub-Programme_id-less
cross-sectoral,Q63596015,subclass of,multi-stakeholder,Q48741106,2,cross-sectoral subclass of multi-stakeholder,cross-sectoral_Q63596015,multi-stakeholder_Q48741106
"783,803",id-less,part of,Use of goods and services,id-less,2,"783,803 part of Use of goods and services","783,803_id-less",Use of goods and services_id-less
Ocean Health Index,Q3348659,country,Ghana,Q117,2,Ocean Health Index country Ghana,Ocean Health Index_Q3348659,Ghana_Q117
Non financial assets,id-less,instance of,GFS,Q1537683,2,Non financial assets instance of GFS,Non financial assets_id-less,GFS_Q1537683
Non financial assets,id-less,subclass of,financial assets,Q50552590,2,Non financial assets subclass of financial assets,Non financial assets_id-less,financial assets_Q50552590
Ghana,Q117,ethnic group,Ghanaians,Q15307583,2,Ghana ethnic group Ghanaians,Ghana_Q117,Ghanaians_Q15307583
SDGs's implementation,id-less,part of,SDGs,Q7649586,2,SDGs's implementation part of SDGs,SDGs's implementation_id-less,SDGs_Q7649586
5,Q203,part of,SDGs,Q7649586,2,5 part of SDGs,5_Q203,SDGs_Q7649586
Greater Accra,Q431729,instance of,regions,Q429976,2,Greater Accra instance of regions,Greater Accra_Q431729,regions_Q429976
ABFA,Q23514810,parent organization,Capex Total,id-less,2,ABFA parent organization Capex Total,ABFA_Q23514810,Capex Total_id-less
ADMINISTRATION,Q5283295,part of,MANAGEMENT,Q2920921,2,ADMINISTRATION part of MANAGEMENT,ADMINISTRATION_Q5283295,MANAGEMENT_Q2920921
rural areas,Q175185,opposite of,urban,Q159313,2,rural areas opposite of urban,rural areas_Q175185,urban_Q159313
National Values,Q58457241,instance of,Values,Q7912786,2,National Values instance of Values,National Values_Q58457241,Values_Q7912786
economic,Q8134,country,Ghana,Q117,2,economic country Ghana,economic_Q8134,Ghana_Q117
AWARENESS,Q4338318,has part,CAMPAIGNS,Q18812548,2,AWARENESS has part CAMPAIGNS,AWARENESS_Q4338318,CAMPAIGNS_Q18812548
districts,Q5283500,country,Ghana,Q117,2,districts country Ghana,districts_Q5283500,Ghana_Q117
district medium-term development plan,id-less,main subject,SDGs,Q7649586,2,district medium-term development plan main subject SDGs,district medium-term development plan_id-less,SDGs_Q7649586
Statistical Assessment Report,id-less,instance of,Report,Q10870555,2,Statistical Assessment Report instance of Report,Statistical Assessment Report_id-less,Report_Q10870555
Ghana,Q117,office held by head of government,President,Q30461,2,Ghana office held by head of government President,Ghana_Q117,President_Q30461
Brong Ahafo,Q397737,instance of,regions,Q429976,2,Brong Ahafo instance of regions,Brong Ahafo_Q397737,regions_Q429976
Agenda 2063,Q56296197,has part,SDGs,Q7649586,2,Agenda 2063 has part SDGs,Agenda 2063_Q56296197,SDGs_Q7649586
MICS 2011,id-less,point in time,2011,Q1994,2,MICS 2011 point in time 2011,MICS 2011_id-less,2011_Q1994
Management and Administration,Q42122275,has part,Compensation of employees,Q627293,2,Management and Administration has part Compensation of employees,Management and Administration_Q42122275,Compensation of employees_Q627293
Main Outputs,id-less,instance of,Output Indicator,id-less,2,Main Outputs instance of Output Indicator,Main Outputs_id-less,Output Indicator_id-less
government,Q7188,country,Ghana,Q117,2,government country Ghana,government_Q7188,Ghana_Q117
Upper West,Q1780392,shares border with,Ashanti,Q161877,2,Upper West shares border with Ashanti,Upper West_Q1780392,Ashanti_Q161877
Upper West,Q1780392,shares border with,Greater Accra,Q431729,2,Upper West shares border with Greater Accra,Upper West_Q1780392,Greater Accra_Q431729
Upper West Region,Q715805,capital,Wa,Q3206,2,Upper West Region capital Wa,Upper West Region_Q715805,Wa_Q3206
Use of goods and services,id-less,has part,"783,803",id-less,2,"Use of goods and services has part 783,803",Use of goods and services_id-less,"783,803_id-less"
MOF,Q909212,has part,BOG,Q1681353,2,MOF has part BOG,MOF_Q909212,BOG_Q1681353
Use of goods and services,id-less,instance of,"1,522,261",id-less,2,"Use of goods and services instance of 1,522,261",Use of goods and services_id-less,"1,522,261_id-less"
MMDAs,id-less,subclass of,MMDA,Q259278,2,MMDAs subclass of MMDA,MMDAs_id-less,MMDA_Q259278
hand-washing,Q552461,facet of,sanitation,Q949149,2,hand-washing facet of sanitation,hand-washing_Q552461,sanitation_Q949149
MMDAs,id-less,has parts of the class,MDAs,Q6878879,2,MMDAs has parts of the class MDAs,MMDAs_id-less,MDAs_Q6878879
Figure 4.2,id-less,has part,2,Q200,2,Figure 4.2 has part 2,Figure 4.2_id-less,2_Q200
Judiciary,Q105985,part of,The Judiciary,Q113087320,2,Judiciary part of The Judiciary,Judiciary_Q105985,The Judiciary_Q113087320
Compensation of employees,Q627293,part of,Management and Administration,Q42122275,2,Compensation of employees part of Management and Administration,Compensation of employees_Q627293,Management and Administration_Q42122275
inequality,Q28113351,has effect,poverty,Q10294,2,inequality has effect poverty,inequality_Q28113351,poverty_Q10294
MICS,Q6744445,has part,GSS,Q14881255,2,MICS has part GSS,MICS_Q6744445,GSS_Q14881255
VNR,Q18042973,has part,VNR report,id-less,2,VNR has part VNR report,VNR_Q18042973,VNR report_id-less
malaria,Q12156,drug used for treatment,Mosquirix,Q7277881,2,malaria drug used for treatment Mosquirix,malaria_Q12156,Mosquirix_Q7277881
VNR report,id-less,part of,VNR,Q18042973,2,VNR report part of VNR,VNR report_id-less,VNR_Q18042973
MDA,Q217,subclass of,MDAs,Q6878879,2,MDA subclass of MDAs,MDA_Q217,MDAs_Q6878879
local government,Q6501447,country,Ghana,Q117,2,local government country Ghana,local government_Q6501447,Ghana_Q117
MANAGEMENT,Q2920921,has part,ADMINISTRATION,Q5283295,2,MANAGEMENT has part ADMINISTRATION,MANAGEMENT_Q2920921,ADMINISTRATION_Q5283295
Eastern,Q48006,instance of,regions,Q429976,2,Eastern instance of regions,Eastern_Q48006,regions_Q429976
Leave no one behind,Q107435117,part of,SDGs,Q7649586,2,Leave no one behind part of SDGs,Leave no one behind_Q107435117,SDGs_Q7649586
"Education Sector Performance Report, 2018",id-less,point in time,2018,Q25291,2,"Education Sector Performance Report, 2018 point in time 2018","Education Sector Performance Report, 2018_id-less",2018_Q25291
West Africa,Q4412,has part,Ghana,Q117,2,West Africa has part Ghana,West Africa_Q4412,Ghana_Q117
Kumasi,Q182059,twinned administrative body,Tamale,Q217040,2,Kumasi twinned administrative body Tamale,Kumasi_Q182059,Tamale_Q217040
food security,Q1229911,facet of,nutrition,Q2138622,2,food security facet of nutrition,food security_Q1229911,nutrition_Q2138622
national development plan,Q846059,legislated by,Parliament,Q11010,2,national development plan legislated by Parliament,national development plan_Q846059,Parliament_Q11010
Sunyani,Q406037,located in the administrative territorial entity,Brong Ahafo Region,Q397737,2,Sunyani located in the administrative territorial entity Brong Ahafo Region,Sunyani_Q406037,Brong Ahafo Region_Q397737
GHANA’S 2019 VNR REPORT,id-less,point in time,2019,Q25274,2,GHANA’S 2019 VNR REPORT point in time 2019,GHANA’S 2019 VNR REPORT_id-less,2019_Q25274
GLSS,Q18037084,part of,GSS,Q14881255,2,GLSS part of GSS,GLSS_Q18037084,GSS_Q14881255
Annual Progress Report,Q27725076,instance of,Progress Report,Q18170293,2,Annual Progress Report instance of Progress Report,Annual Progress Report_Q27725076,Progress Report_Q18170293
High-Level Ministerial Committee on SDGs,id-less,part of,SDGs ICC,id-less,2,High-Level Ministerial Committee on SDGs part of SDGs ICC,High-Level Ministerial Committee on SDGs_id-less,SDGs ICC_id-less
GIFMIS,id-less,has part,Budget Module,id-less,2,GIFMIS has part Budget Module,GIFMIS_id-less,Budget Module_id-less
poverty,Q10294,has cause,inequality,Q28113351,2,poverty has cause inequality,poverty_Q10294,inequality_Q28113351
Appropriation Bill,Q1591172,instance of,Bill,Q686822,2,Appropriation Bill instance of Bill,Appropriation Bill_Q1591172,Bill_Q686822
"Holistic Assessment of Health Sector Programme of Work, 2018",id-less,point in time,2018,Q25291,2,"Holistic Assessment of Health Sector Programme of Work, 2018 point in time 2018","Holistic Assessment of Health Sector Programme of Work, 2018_id-less",2018_Q25291
Ashanti,Q161877,shares border with,Greater Accra,Q431729,2,Ashanti shares border with Greater Accra,Ashanti_Q161877,Greater Accra_Q431729
Ashanti,Q161877,shares border with,Upper West,Q1780392,2,Ashanti shares border with Upper West,Ashanti_Q161877,Upper West_Q1780392
BOG,Q1681353,instance of,MOF,Q909212,2,BOG instance of MOF,BOG_Q1681353,MOF_Q909212
Bank of Ghana,Q669484,country,Ghana,Q117,2,Bank of Ghana country Ghana,Bank of Ghana_Q669484,Ghana_Q117
TH,Q869,has part,21ST,Q1204,2,TH has part 21ST,TH_Q869,21ST_Q1204
police,Q35535,field of this occupation,public relations,Q39809,2,police field of this occupation public relations,police_Q35535,public relations_Q39809
plan,Q4006,subclass of,policy,Q1156854,2,plan subclass of policy,plan_Q4006,policy_Q1156854
Millennium Development Goals,Q81737,country,Ghana,Q117,2,Millennium Development Goals country Ghana,Millennium Development Goals_Q81737,Ghana_Q117
GHANA,Q117,instance of,REPUBLIC,Q7270,2,GHANA instance of REPUBLIC,GHANA_Q117,REPUBLIC_Q7270
IGF,Q12791246,conferred by,GoG,Q1486288,2,IGF conferred by GoG,IGF_Q12791246,GoG_Q1486288
Tamale,Q217040,twinned administrative body,Kumasi,Q182059,2,Tamale twinned administrative body Kumasi,Tamale_Q217040,Kumasi_Q182059
Budget Module,id-less,part of,GIFMIS,id-less,2,Budget Module part of GIFMIS,Budget Module_id-less,GIFMIS_id-less
physical,Q413,subclass of,violence,Q124490,2,physical subclass of violence,physical_Q413,violence_Q124490
financial assets,Q50552590,has part,Non financial assets,id-less,2,financial assets has part Non financial assets,financial assets_Q50552590,Non financial assets_id-less
CAMPAIGNS,Q18812548,part of,AWARENESS,Q4338318,2,CAMPAIGNS part of AWARENESS,CAMPAIGNS_Q18812548,AWARENESS_Q4338318
Mosquirix,Q7277881,medical condition treated,malaria,Q12156,2,Mosquirix medical condition treated malaria,Mosquirix_Q7277881,malaria_Q12156
The Judiciary,Q113087320,has part,Judiciary,Q105985,2,The Judiciary has part Judiciary,The Judiciary_Q113087320,Judiciary_Q105985
