head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count,ent_rel_pair,head_name,tail_name
Use of goods and services,id-less,number of participants,"324,000",id-less,3,"Use of goods and services number of participants 324,000",Use of goods and services_id-less,"324,000_id-less"
Projects,Q93241073,part of,Operations,Q3884033,3,Projects part of Operations,Projects_Q93241073,Operations_Q3884033
1992 Constitution,id-less,point in time,1992,Q2060,3,1992 Constitution point in time 1992,1992 Constitution_id-less,1992_Q2060
"2,829,065",id-less,point in time,"2,829",id-less,3,"2,829,065 point in time 2,829","2,829,065_id-less","2,829_id-less"
"2,030,261",id-less,point in time,"2,030",id-less,3,"2,030,261 point in time 2,030","2,030,261_id-less","2,030_id-less"
future performance,Q40110714,opposite of,past data,id-less,3,future performance opposite of past data,future performance_Q40110714,past data_id-less
Budget Sub-Programme Results Statement,id-less,facet of,Budget Sub-Programme,id-less,3,Budget Sub-Programme Results Statement facet of Budget Sub-Programme,Budget Sub-Programme Results Statement_id-less,Budget Sub-Programme_id-less
Objective,Q4503831,subclass of,Budget Sub-Programme,id-less,2,Objective subclass of Budget Sub-Programme,Objective_Q4503831,Budget Sub-Programme_id-less
ABFA,Q23514810,parent organization,Capex Total,id-less,2,ABFA parent organization Capex Total,ABFA_Q23514810,Capex Total_id-less
National Values,Q58457241,instance of,Values,Q7912786,2,National Values instance of Values,National Values_Q58457241,Values_Q7912786
"783,803",id-less,part of,Use of goods and services,id-less,2,"783,803 part of Use of goods and services","783,803_id-less",Use of goods and services_id-less
ADMINISTRATION,Q5283295,part of,MANAGEMENT,Q2920921,2,ADMINISTRATION part of MANAGEMENT,ADMINISTRATION_Q5283295,MANAGEMENT_Q2920921
"783,803",id-less,instance of,GFS,Q1537683,2,"783,803 instance of GFS","783,803_id-less",GFS_Q1537683
programmes,Q39071357,subclass of,policies,Q47011897,2,programmes subclass of policies,programmes_Q39071357,policies_Q47011897
Non financial assets,id-less,subclass of,financial assets,Q50552590,2,Non financial assets subclass of financial assets,Non financial assets_id-less,financial assets_Q50552590
Statistical Assessment Report,id-less,instance of,Report,Q10870555,2,Statistical Assessment Report instance of Report,Statistical Assessment Report_id-less,Report_Q10870555
Non financial assets,id-less,instance of,GFS,Q1537683,2,Non financial assets instance of GFS,Non financial assets_id-less,GFS_Q1537683
Use of goods and services,id-less,has part,"783,803",id-less,2,"Use of goods and services has part 783,803",Use of goods and services_id-less,"783,803_id-less"
BOG,Q1681353,instance of,MOF,Q909212,2,BOG instance of MOF,BOG_Q1681353,MOF_Q909212
Judiciary,Q105985,part of,The Judiciary,Q113087320,2,Judiciary part of The Judiciary,Judiciary_Q105985,The Judiciary_Q113087320
The Judiciary,Q113087320,has part,Judiciary,Q105985,2,The Judiciary has part Judiciary,The Judiciary_Q113087320,Judiciary_Q105985
national development plan,Q846059,legislated by,Parliament,Q11010,2,national development plan legislated by Parliament,national development plan_Q846059,Parliament_Q11010
Compensation of employees,Q627293,part of,Management and Administration,Q42122275,2,Compensation of employees part of Management and Administration,Compensation of employees_Q627293,Management and Administration_Q42122275
MMDAs,id-less,subclass of,MMDA,Q259278,2,MMDAs subclass of MMDA,MMDAs_id-less,MMDA_Q259278
Main Outputs,id-less,instance of,Output Indicator,id-less,2,Main Outputs instance of Output Indicator,Main Outputs_id-less,Output Indicator_id-less
MMDAs,id-less,has parts of the class,MDAs,Q6878879,2,MMDAs has parts of the class MDAs,MMDAs_id-less,MDAs_Q6878879
Management and Administration,Q42122275,has part,Compensation of employees,Q627293,2,Management and Administration has part Compensation of employees,Management and Administration_Q42122275,Compensation of employees_Q627293
Capex Total,id-less,subsidiary,ABFA,Q23514810,2,Capex Total subsidiary ABFA,Capex Total_id-less,ABFA_Q23514810
"1,522,261",id-less,instance of,National Policy Formulation,id-less,2,"1,522,261 instance of National Policy Formulation","1,522,261_id-less",National Policy Formulation_id-less
Use of goods and services,id-less,instance of,"1,522,261",id-less,2,"Use of goods and services instance of 1,522,261",Use of goods and services_id-less,"1,522,261_id-less"
office space,Q1044523,use,logistics,Q177777,2,office space use logistics,office space_Q1044523,logistics_Q177777
districts,Q5283500,country,Ghana,Q117,2,districts country Ghana,districts_Q5283500,Ghana_Q117
Budget Module,id-less,part of,GIFMIS,id-less,2,Budget Module part of GIFMIS,Budget Module_id-less,GIFMIS_id-less
MDA,Q217,subclass of,MDAs,Q6878879,2,MDA subclass of MDAs,MDA_Q217,MDAs_Q6878879
MANAGEMENT,Q2920921,has part,ADMINISTRATION,Q5283295,2,MANAGEMENT has part ADMINISTRATION,MANAGEMENT_Q2920921,ADMINISTRATION_Q5283295
Appropriation Bill,Q1591172,instance of,Bill,Q686822,2,Appropriation Bill instance of Bill,Appropriation Bill_Q1591172,Bill_Q686822
Operations,Q3884033,facet of,Projects,Q93241073,2,Operations facet of Projects,Operations_Q3884033,Projects_Q93241073
MOF,Q909212,has part,BOG,Q1681353,2,MOF has part BOG,MOF_Q909212,BOG_Q1681353
Operations,Q3884033,part of,Projects,Q93241073,2,Operations part of Projects,Operations_Q3884033,Projects_Q93241073
decentralised planning,id-less,subclass of,policy formulation,Q40261861,2,decentralised planning subclass of policy formulation,decentralised planning_id-less,policy formulation_Q40261861
GOAL,Q4503831,sports league level,2,Q200,2,GOAL sports league level 2,GOAL_Q4503831,2_Q200
financial assets,Q50552590,has part,Non financial assets,id-less,2,financial assets has part Non financial assets,financial assets_Q50552590,Non financial assets_id-less
GIFMIS,id-less,has part,Budget Module,id-less,2,GIFMIS has part Budget Module,GIFMIS_id-less,Budget Module_id-less
2016,Q25245,followed by,2017,Q25290,2,2016 followed by 2017,2016_Q25245,2017_Q25290
GHANA,Q117,instance of,REPUBLIC,Q7270,2,GHANA instance of REPUBLIC,GHANA_Q117,REPUBLIC_Q7270
development planning,Q108059815,subclass of,planning,Q309100,2,development planning subclass of planning,development planning_Q108059815,planning_Q309100
IGF,Q12791246,conferred by,GoG,Q1486288,2,IGF conferred by GoG,IGF_Q12791246,GoG_Q1486288
"1,522,261",id-less,point in time,"1,522",id-less,2,"1,522,261 point in time 1,522","1,522,261_id-less","1,522_id-less"
Output Indicator Past Years Projections,id-less,instance of,Projections,Q7249458,2,Output Indicator Past Years Projections instance of Projections,Output Indicator Past Years Projections_id-less,Projections_Q7249458
sustainability,Q219416,facet of,fiscal performance,id-less,2,sustainability facet of fiscal performance,sustainability_Q219416,fiscal performance_id-less
"2,030,261",id-less,main subject,"National Development Policy, Planning",id-less,2,"2,030,261 main subject National Development Policy, Planning","2,030,261_id-less","National Development Policy, Planning_id-less"
Will the Plan Replace the Manifestos of Political Parties?,id-less,facet of,Manifestos of Political Parties,id-less,1,Will the Plan Replace the Manifestos of Political Parties? facet of Manifestos of Political Parties,Will the Plan Replace the Manifestos of Political Parties?_id-less,Manifestos of Political Parties_id-less
development agenda,Q112923516,subclass of,agenda,Q4692030,1,development agenda subclass of agenda,development agenda_Q112923516,agenda_Q4692030
Women’s Participation and Representation,id-less,has part,Representation,Q853614,1,Women’s Participation and Representation has part Representation,Women’s Participation and Representation_id-less,Representation_Q853614
direction,Q2151613,opposite of,consistency,Q1319773,1,direction opposite of consistency,direction_Q2151613,consistency_Q1319773
Western Region,Q1052867,number of participants,16,Q40254,1,Western Region number of participants 16,Western Region_Q1052867,16_Q40254
development policies,Q113438552,part of,government’s,Q161837,1,development policies part of government’s,development policies_Q113438552,government’s_Q161837
development plans,Q75763325,part of,district,Q123705,1,development plans part of district,development plans_Q75763325,district_Q123705
Western Region,Q1052867,population,1,Q199,1,Western Region population 1,Western Region_Q1052867,1_Q199
Western Region,Q1052867,number of participants,28,Q587465,1,Western Region number of participants 28,Western Region_Q1052867,28_Q587465
Western Region,Q1052867,number of participants,23,Q48240,1,Western Region number of participants 23,Western Region_Q1052867,23_Q48240
development plan,Q5266783,has part,targets,Q852162,1,development plan has part targets,development plan_Q5266783,targets_Q852162
What will happen over 40 Years?,id-less,facet of,40 Years,Q12299943,1,What will happen over 40 Years? facet of 40 Years,What will happen over 40 Years?_id-less,40 Years_Q12299943
Western Region,Q1052867,number of participants,24,Q56194,1,Western Region number of participants 24,Western Region_Q1052867,24_Q56194
development cooperation,Q12359517,part of,trade,Q601401,1,development cooperation part of trade,development cooperation_Q12359517,trade_Q601401
Western Region,Q1052867,number of participants,26,Q83264,1,Western Region number of participants 26,Western Region_Q1052867,26_Q83264
Western Region,Q1052867,number of participants,27,Q433353,1,Western Region number of participants 27,Western Region_Q1052867,27_Q433353
Western Region,Q1052867,number of participants,21,Q712477,1,Western Region number of participants 21,Western Region_Q1052867,21_Q712477
distri ct,id-less,subclass of,plan,Q4006,1,distri ct subclass of plan,distri ct_id-less,plan_Q4006
Western Region,Q1052867,number of participants,14,Q38582,1,Western Region number of participants 14,Western Region_Q1052867,14_Q38582
discipline,Q11862829,subclass of,productivity,Q2111958,1,discipline subclass of productivity,discipline_Q11862829,productivity_Q2111958
district plan,Q5283354,part of,national development plan,Q846059,1,district plan part of national development plan,district plan_Q5283354,national development plan_Q846059
district plan,Q5283354,facet of,district,Q123705,1,district plan facet of district,district plan_Q5283354,district_Q123705
district core indicators,id-less,facet of,MMDAs,id-less,1,district core indicators facet of MMDAs,district core indicators_id-less,MMDAs_id-less
district,Q123705,subclass of,region,Q82794,1,district subclass of region,district_Q123705,region_Q82794
West Africa,Q4412,shares border with,the rest,Q3795550,1,West Africa shares border with the rest,West Africa_Q4412,the rest_Q3795550
Western Region,Q1052867,area,3,Q201,1,Western Region area 3,Western Region_Q1052867,3_Q201
district,Q123705,part of,sector,Q3958441,1,district part of sector,district_Q123705,sector_Q3958441
district,Q123705,part of,national plan preparation sub-programme,id-less,1,district part of national plan preparation sub-programme,district_Q123705,national plan preparation sub-programme_id-less
Western Region,Q1052867,instance of,Institutions,Q27711101,1,Western Region instance of Institutions,Western Region_Q1052867,Institutions_Q27711101
district,Q123705,located in the administrative territorial entity,sectoral,Q110279343,1,district located in the administrative territorial entity sectoral,district_Q123705,sectoral_Q110279343
Western Region,Q1052867,instance of,Institutions Number of Management letters issued,id-less,1,Western Region instance of Institutions Number of Management letters issued,Western Region_Q1052867,Institutions Number of Management letters issued_id-less
Western Region,Q1052867,number of participants,12,Q36977,1,Western Region number of participants 12,Western Region_Q1052867,12_Q36977
Western Region,Q1052867,number of participants,13,Q37141,1,Western Region number of participants 13,Western Region_Q1052867,13_Q37141
district,Q123705,has part,development plans,Q75763325,1,district has part development plans,district_Q123705,development plans_Q75763325
district,Q123705,different from,sector,Q3958441,1,district different from sector,district_Q123705,sector_Q3958441
distribution,Q200726,facet of,Electricity,Q12725,1,distribution facet of Electricity,distribution_Q200726,Electricity_Q12725
Work in Ghana,id-less,country,Ghana,Q117,1,Work in Ghana country Ghana,Work in Ghana_id-less,Ghana_Q117
Work,Q6958747,has cause,Technological Upheaval,id-less,1,Work has cause Technological Upheaval,Work_Q6958747,Technological Upheaval_id-less
affiliations,Q46815761,part of,political,Q82955,1,affiliations part of political,affiliations_Q46815761,political_Q82955
Year Total 2019,id-less,point in time,2019,Q25274,1,Year Total 2019 point in time 2019,Year Total 2019_id-less,2019_Q25274
comprehensive,Q207062,is a list of,period,Q12171,1,comprehensive is a list of period,comprehensive_Q207062,period_Q12171
current one,id-less,instance of,plan,Q4006,1,current one instance of plan,current one_id-less,plan_Q4006
Weaknesses,Q980400,opposite of,Strengths,Q100138017,1,Weaknesses opposite of Strengths,Weaknesses_Q980400,Strengths_Q100138017
culture,Q11042,has part,national values,Q58457241,1,culture has part national values,culture_Q11042,national values_Q58457241
civic rights,id-less,subclass of,responsibilities,Q19096746,1,civic rights subclass of responsibilities,civic rights_id-less,responsibilities_Q19096746
civil society organisation,Q60793921,part of,partners in good,id-less,1,civil society organisation part of partners in good,civil society organisation_Q60793921,partners in good_id-less
cross-sectoral planning groups,id-less,part of,"policy, planning, monitoring and evaluation divisions",id-less,1,"cross-sectoral planning groups part of policy, planning, monitoring and evaluation divisions",cross-sectoral planning groups_id-less,"policy, planning, monitoring and evaluation divisions_id-less"
commitment,Q2648051,part of,Plan,Q4006,1,commitment part of Plan,commitment_Q2648051,Plan_Q4006
compensation,Q1742093,has part,welfare packages,id-less,1,compensation has part welfare packages,compensation_Q1742093,welfare packages_id-less
consistency,Q1319773,opposite of,direction,Q2151613,1,consistency opposite of direction,consistency_Q1319773,direction_Q2151613
decentralised planning,id-less,subclass of,planning,Q309100,1,decentralised planning subclass of planning,decentralised planning_id-less,planning_Q309100
continuity,Q559618,opposite of,change,Q1150070,1,continuity opposite of change,continuity_Q559618,change_Q1150070
contractors,Q37047305,field of this occupation,project type,Q61044807,1,contractors field of this occupation project type,contractors_Q37047305,project type_Q61044807
core national indicators,id-less,country,national,Q53247,1,core national indicators country national,core national indicators_id-less,national_Q53247
critical issues,Q71886795,subclass of,issues,Q27711315,1,critical issues subclass of issues,critical issues_Q71886795,issues_Q27711315
country w ill proceed,id-less,different from,middle -incom e income status,id-less,1,country w ill proceed different from middle -incom e income status,country w ill proceed_id-less,middle -incom e income status_id-less
corresponding,Q2625729,has part,Indicator Description,id-less,1,corresponding has part Indicator Description,corresponding_Q2625729,Indicator Description_id-less
corruption,Q366,has effect,waste,Q45701,1,corruption has effect waste,corruption_Q366,waste_Q45701
count ry,id-less,has parts of the class,stools,Q79941614,1,count ry has parts of the class stools,count ry_id-less,stools_Q79941614
decent work,Q827081,facet of,employment,Q656365,1,decent work facet of employment,decent work_Q827081,employment_Q656365
change,Q1150070,opposite of,continuity,Q559618,1,change opposite of continuity,change_Q1150070,continuity_Q559618
Youth Development,Q30292683,subclass of,Development,Q1074523,1,Youth Development subclass of Development,Youth Development_Q30292683,Development_Q1074523
billboards,Q79174381,subclass of,advertisement,Q37038,1,billboards subclass of advertisement,billboards_Q79174381,advertisement_Q37038
acquisition,Q22340494,subclass of,procurement,Q829492,1,acquisition subclass of procurement,acquisition_Q22340494,procurement_Q829492
cost,Q240673,part of,infrastructure,Q121359,1,cost part of infrastructure,cost_Q240673,infrastructure_Q121359
develop,Q844746,has part,retain human resource,id-less,1,develop has part retain human resource,develop_Q844746,retain human resource_id-less
air,Q7391292,different from,land,Q11081619,1,air different from land,air_Q7391292,land_Q11081619
around,Q5727902,different from,not,Q150225,1,around different from not,around_Q5727902,not_Q150225
basic necessities,Q111953991,part of,life,Q864928,1,basic necessities part of life,basic necessities_Q111953991,life_Q864928
benefit,Q678774,facet of,public,Q294440,1,benefit facet of public,benefit_Q678774,public_Q294440
bilateral organisation,id-less,has part,international development agencies,id-less,1,bilateral organisation has part international development agencies,bilateral organisation_id-less,international development agencies_id-less
briefs,Q49223,subclass of,documents,Q9344,1,briefs subclass of documents,briefs_Q49223,documents_Q9344
cedi,Q73269488,country,Ghana,Q117,1,cedi country Ghana,cedi_Q73269488,Ghana_Q117
budget,Q41263,part of,sectors,Q2739810,1,budget part of sectors,budget_Q41263,sectors_Q2739810
develop,Q844746,has part,Recruit,Q1141116,1,develop has part Recruit,develop_Q844746,Recruit_Q1141116
demographic imperative,Q73972857,instance of,imperative,Q22716,1,demographic imperative instance of imperative,demographic imperative_Q73972857,imperative_Q22716
bulletins,Q51431137,subclass of,documents,Q9344,1,bulletins subclass of documents,bulletins_Q51431137,documents_Q9344
demographic,Q30103,studies,population,Q33829,1,demographic studies population,demographic_Q30103,population_Q33829
cast in stone,Q962617,said to be the same as,Nothing is cast in stone,Q77732592,1,cast in stone said to be the same as Nothing is cast in stone,cast in stone_Q962617,Nothing is cast in stone_Q77732592
waste,Q45701,has cause,corruption,Q366,1,waste has cause corruption,waste_Q45701,corruption_Q366
walkway,Q13634881,part of,street,Q34442,1,walkway part of street,walkway_Q13634881,street_Q34442
changes in circums tances,id-less,facet of,circums tances,id-less,1,changes in circums tances facet of circums tances,changes in circums tances_id-less,circums tances_id-less
targets,Q852162,part of,development plan,Q5266783,1,targets part of development plan,targets_Q852162,development plan_Q5266783
Water and Water,Q96733187,subclass of,Infrastructure,Q121359,1,Water and Water subclass of Infrastructure,Water and Water_Q96733187,Infrastructure_Q121359
Sanitation,Q949149,subclass of,Housing,Q188507,1,Sanitation subclass of Housing,Sanitation_Q949149,Housing_Q188507
SDGs,Q7649586,part of,sustainable development goals,Q7649586,1,SDGs part of sustainable development goals,SDGs_Q7649586,sustainable development goals_Q7649586
SDGs,Q7649586,point in time,2063,Q1044976,1,SDGs point in time 2063,SDGs_Q7649586,2063_Q1044976
SDGs Indicator Baseline Report,id-less,main subject,SDGs,Q7649586,1,SDGs Indicator Baseline Report main subject SDGs,SDGs Indicator Baseline Report_id-less,SDGs_Q7649586
SDGs Report,id-less,instance of,Report,Q10870555,1,SDGs Report instance of Report,SDGs Report_id-less,Report_Q10870555
SDGs Report,id-less,main subject,SDGs,Q7649586,1,SDGs Report main subject SDGs,SDGs Report_id-less,SDGs_Q7649586
SDGs in,id-less,part of,SDGs,Q7649586,1,SDGs in part of SDGs,SDGs in_id-less,SDGs_Q7649586
SDGs targets,id-less,part of,SDGs,Q7649586,1,SDGs targets part of SDGs,SDGs targets_id-less,SDGs_Q7649586
SOCIETY,Q8425,has part,HEALTHY,Q24238419,1,SOCIETY has part HEALTHY,SOCIETY_Q8425,HEALTHY_Q24238419
SUN Movement,id-less,country,Ghana,Q117,1,SUN Movement country Ghana,SUN Movement_id-less,Ghana_Q117
Sample policies,Q86852670,subclass of,policies,Q47011897,1,Sample policies subclass of policies,Sample policies_Q86852670,policies_Q47011897
Saudi Vision 2030,Q23906335,country,Saudi Arabia,Q851,1,Saudi Vision 2030 country Saudi Arabia,Saudi Vision 2030_Q23906335,Saudi Arabia_Q851
SDGs,Q7649586,has part,successful incorporation,Q33213657,1,SDGs has part successful incorporation,SDGs_Q7649586,successful incorporation_Q33213657
Scaling Up Nutrition,Q84207160,main subject,Nutrition,Q2138622,1,Scaling Up Nutrition main subject Nutrition,Scaling Up Nutrition_Q84207160,Nutrition_Q2138622
Sectoral Issues in Social Development,id-less,subclass of,Social Development,Q15765794,1,Sectoral Issues in Social Development subclass of Social Development,Sectoral Issues in Social Development_id-less,Social Development_Q15765794
Sendai Framework,Q22907841,use,technical backstopping,id-less,1,Sendai Framework use technical backstopping,Sendai Framework_Q22907841,technical backstopping_id-less
Seven -Year Plan for National Reconstruction,id-less,country,F irst Republic,id-less,1,Seven -Year Plan for National Reconstruction country F irst Republic,Seven -Year Plan for National Reconstruction_id-less,F irst Republic_id-less
Social,Q345367,has part,Civic,Q4421073,1,Social has part Civic,Social_Q345367,Civic_Q4421073
Social,Q345367,has part,Commercial Infrastructure,id-less,1,Social has part Commercial Infrastructure,Social_Q345367,Commercial Infrastructure_id-less
Social Development Policies in Ghana,id-less,country,Ghana,Q117,1,Social Development Policies in Ghana country Ghana,Social Development Policies in Ghana_id-less,Ghana_Q117
Social Policies,Q110159614,subclass of,Policies,Q47011897,1,Social Policies subclass of Policies,Social Policies_Q110159614,Policies_Q47011897
Spatial Planning,Q149013,studies,Human Settlements,Q486972,1,Spatial Planning studies Human Settlements,Spatial Planning_Q149013,Human Settlements_Q486972
Special Dev elopment Area,id-less,subclass of,elopment,Q100314526,1,Special Dev elopment Area subclass of elopment,Special Dev elopment Area_id-less,elopment_Q100314526
SDGs,Q7649586,part of,Agenda 2063,Q56296197,1,SDGs part of Agenda 2063,SDGs_Q7649586,Agenda 2063_Q56296197
SDGs,Q7649586,has part,SDGs’ coordination meetings,id-less,1,SDGs has part SDGs’ coordination meetings,SDGs_Q7649586,SDGs’ coordination meetings_id-less
Water Supply,Q1061108,facet of,Supply,Q166656,1,Water Supply facet of Supply,Water Supply_Q1061108,Supply_Q166656
Regional Economic Profiles,id-less,subclass of,Economic Profiles,id-less,1,Regional Economic Profiles subclass of Economic Profiles,Regional Economic Profiles_id-less,Economic Profiles_id-less
Progress Report National,id-less,country,National,Q53247,1,Progress Report National country National,Progress Report National_id-less,National_Q53247
Projects,Q93241073,has part,Operations,Q3884033,1,Projects has part Operations,Projects_Q93241073,Operations_Q3884033
Projects,Q93241073,part of,Budget Programme,id-less,1,Projects part of Budget Programme,Projects_Q93241073,Budget Programme_id-less
Promoting and Deepening Good Corporate Governance,id-less,facet of,Corporate Governance,Q380767,1,Promoting and Deepening Good Corporate Governance facet of Corporate Governance,Promoting and Deepening Good Corporate Governance_id-less,Corporate Governance_Q380767
Public Safety,Q294240,subclass of,Human Security,Q302285,1,Public Safety subclass of Human Security,Public Safety_Q294240,Human Security_Q302285
QUESTIONS AND ANSWERS ABOUT THE LONG -TERM PLAN,id-less,has part,ANSWERS ABOUT THE LONG -TERM PLAN,id-less,1,QUESTIONS AND ANSWERS ABOUT THE LONG -TERM PLAN has part ANSWERS ABOUT THE LONG -TERM PLAN,QUESTIONS AND ANSWERS ABOUT THE LONG -TERM PLAN_id-less,ANSWERS ABOUT THE LONG -TERM PLAN_id-less
QUESTIONS AND ANSWERS ABOUT THE LONG -TERM PLAN,id-less,has part,QUESTIONS AND ANSWERS ABOUT THE LONG -,id-less,1,QUESTIONS AND ANSWERS ABOUT THE LONG -TERM PLAN has part QUESTIONS AND ANSWERS ABOUT THE LONG -,QUESTIONS AND ANSWERS ABOUT THE LONG -TERM PLAN_id-less,QUESTIONS AND ANSWERS ABOUT THE LONG -_id-less
Re-Thinking Private Sector Development,id-less,facet of,Private Sector Development,Q7246245,1,Re-Thinking Private Sector Development facet of Private Sector Development,Re-Thinking Private Sector Development_id-less,Private Sector Development_Q7246245
Recent Economic Performance,id-less,instance of,Economic Performance,Q51423253,1,Recent Economic Performance instance of Economic Performance,Recent Economic Performance_id-less,Economic Performance_Q51423253
