head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count,ent_rel_pair,head_name,tail_name
international,Q1072012,has part,regional,Q1218597,5,international has part regional,international_Q1072012,regional_Q1218597
regional,Q1218597,part of,international,Q1072012,5,regional part of international,regional_Q1218597,international_Q1072012
3,Q201,follows,2,Q200,5,3 follows 2,3_Q201,2_Q200
2019,Q25274,follows,2018,Q25291,5,2019 follows 2018,2019_Q25274,2018_Q25291
2,Q200,followed by,3,Q201,5,2 followed by 3,2_Q200,3_Q201
legislation,Q820655,has part,regulations,Q106947327,5,legislation has part regulations,legislation_Q820655,regulations_Q106947327
teaching,Q352842,subclass of,learning,Q133500,5,teaching subclass of learning,teaching_Q352842,learning_Q133500
II.,Q28469712,point in time,II,Q200,4,II. point in time II,II._Q28469712,II_Q200
urban,Q159313,opposite of,rural areas,Q175185,4,urban opposite of rural areas,urban_Q159313,rural areas_Q175185
economic development,Q4530482,subclass of,development,Q1074523,4,economic development subclass of development,economic development_Q4530482,development_Q1074523
women,Q467,subclass of,children,Q7569,4,women subclass of children,women_Q467,children_Q7569
SDGs,Q7649586,has part,3,Q201,4,SDGs has part 3,SDGs_Q7649586,3_Q201
implementation,Q245962,facet of,SDGs,Q7649586,4,implementation facet of SDGs,implementation_Q245962,SDGs_Q7649586
sustainable,Q66095801,subclass of,green,Q3133,4,sustainable subclass of green,sustainable_Q66095801,green_Q3133
2019,Q25274,follows,2016,Q25245,4,2019 follows 2016,2019_Q25274,2016_Q25245
research,Q42240,part of,scientific,Q42240,4,research part of scientific,research_Q42240,scientific_Q42240
Output 1,id-less,facet of,economic growth,Q189833,4,Output 1 facet of economic growth,Output 1_id-less,economic growth_Q189833
sustainable development,Q131201,subclass of,green,Q3133,4,sustainable development subclass of green,sustainable development_Q131201,green_Q3133
rural areas,Q175185,opposite of,urban,Q159313,4,rural areas opposite of urban,rural areas_Q175185,urban_Q159313
children,Q7569,part of,women,Q467,4,children part of women,children_Q7569,women_Q467
sectors,Q2739810,has part,localities,Q3257686,4,sectors has part localities,sectors_Q2739810,localities_Q3257686
remote areas,Q64303346,part of,rural,Q7380465,4,remote areas part of rural,remote areas_Q64303346,rural_Q7380465
women,Q467,has part,children,Q7569,4,women has part children,women_Q467,children_Q7569
ECONOMIC,Q8134,has part,DEVELOPMENT,Q1074523,4,ECONOMIC has part DEVELOPMENT,ECONOMIC_Q8134,DEVELOPMENT_Q1074523
tourism,Q49389,instance of,industry,Q8148,4,tourism instance of industry,tourism_Q49389,industry_Q8148
social security,Q2483208,subclass of,social protection,Q2483208,4,social security subclass of social protection,social security_Q2483208,social protection_Q2483208
innovation,Q174165,has cause,technology,Q11016,4,innovation has cause technology,innovation_Q174165,technology_Q11016
rural,Q7380465,has part,remote areas,Q64303346,4,rural has part remote areas,rural_Q7380465,remote areas_Q64303346
regulations,Q106947327,part of,legislation,Q820655,4,regulations part of legislation,regulations_Q106947327,legislation_Q820655
natural resources,Q105575840,part of,environment,Q2249676,4,natural resources part of environment,natural resources_Q105575840,environment_Q2249676
public sector,Q294217,opposite of,private sector,Q591763,4,public sector opposite of private sector,public sector_Q294217,private sector_Q591763
DEVELOPMENT,Q1074523,part of,ECONOMIC,Q8134,4,DEVELOPMENT part of ECONOMIC,DEVELOPMENT_Q1074523,ECONOMIC_Q8134
towns,Q22108005,different from,cities,Q515,3,towns different from cities,towns_Q22108005,cities_Q515
4.2,Q217363,point in time,4,Q202,3,4.2 point in time 4,4.2_Q217363,4_Q202
infrastructure,Q121359,part of,development,Q1074523,3,infrastructure part of development,infrastructure_Q121359,development_Q1074523
vocational education,Q6869278,subclass of,secondary school,Q159334,3,vocational education subclass of secondary school,vocational education_Q6869278,secondary school_Q159334
2016,Q25245,followed by,2018,Q25291,3,2016 followed by 2018,2016_Q25245,2018_Q25291
Marsabit,Q1709128,instance of,counties,Q1350181,3,Marsabit instance of counties,Marsabit_Q1709128,counties_Q1350181
rich,Q3917267,opposite of,poor,Q5729485,3,rich opposite of poor,rich_Q3917267,poor_Q5729485
programmes,Q39071357,has part,projects,Q93241073,3,programmes has part projects,programmes_Q39071357,projects_Q93241073
urban areas,Q58259934,opposite of,rural,Q7380465,3,urban areas opposite of rural,urban areas_Q58259934,rural_Q7380465
forest,Q4421,subclass of,natural resource,Q188460,3,forest subclass of natural resource,forest_Q4421,natural resource_Q188460
trade,Q601401,part of,production,Q739302,3,trade part of production,trade_Q601401,production_Q739302
projects,Q93241073,part of,programmes,Q39071357,3,projects part of programmes,projects_Q93241073,programmes_Q39071357
semi-arid,Q124196,subclass of,arid,Q1330709,3,semi-arid subclass of arid,semi-arid_Q124196,arid_Q1330709
2017,Q25290,follows,2016,Q25245,3,2017 follows 2016,2017_Q25290,2016_Q25245
monetary,Q8142,part of,financial,Q22687,3,monetary part of financial,monetary_Q8142,financial_Q22687
2017/18,Q54879316,followed by,2018/19,Q55328053,3,2017/18 followed by 2018/19,2017/18_Q54879316,2018/19_Q55328053
2018,Q25291,follows,2014,Q1999,3,2018 follows 2014,2018_Q25291,2014_Q1999
2018,Q25291,follows,2016,Q25245,3,2018 follows 2016,2018_Q25291,2016_Q25245
PDR,Q18967481,said to be the same as,Lao,Q819,3,PDR said to be the same as Lao,PDR_Q18967481,Lao_Q819
poor,Q5729485,opposite of,rich,Q3917267,3,poor opposite of rich,poor_Q5729485,rich_Q3917267
2018/19,Q55328053,follows,2017/18,Q54879316,3,2018/19 follows 2017/18,2018/19_Q55328053,2017/18_Q54879316
Busia,Q1111957,instance of,counties,Q1350181,3,Busia instance of counties,Busia_Q1111957,counties_Q1350181
Kenya,Q114,member of,United Nations,Q1065,3,Kenya member of United Nations,Kenya_Q114,United Nations_Q1065
2017,Q25290,follows,2012,Q1990,3,2017 follows 2012,2017_Q25290,2012_Q1990
Vientiane,Q9326,instance of,provinces,Q429976,3,Vientiane instance of provinces,Vientiane_Q9326,provinces_Q429976
services,Q114080183,different from,goods,Q2424752,3,services different from goods,services_Q114080183,goods_Q2424752
hygiene,Q162297,facet of,health,Q12147,3,hygiene facet of health,hygiene_Q162297,health_Q12147
Lao,Q819,said to be the same as,PDR,Q18967481,3,Lao said to be the same as PDR,Lao_Q819,PDR_Q18967481
SDGs,Q7649586,has part,8,Q23355,3,SDGs has part 8,SDGs_Q7649586,8_Q23355
rural,Q7380465,opposite of,urban areas,Q58259934,3,rural opposite of urban areas,rural_Q7380465,urban areas_Q58259934
cities,Q515,different from,towns,Q22108005,3,cities different from towns,cities_Q515,towns_Q22108005
NATIONAL REVIEW REPORT,id-less,main subject,VOLUNTARY NATIONAL REVIEW,id-less,3,NATIONAL REVIEW REPORT main subject VOLUNTARY NATIONAL REVIEW,NATIONAL REVIEW REPORT_id-less,VOLUNTARY NATIONAL REVIEW_id-less
SDGs,Q7649586,has part,2,Q200,3,SDGs has part 2,SDGs_Q7649586,2_Q200
private sectors,id-less,part of,public,Q294440,3,private sectors part of public,private sectors_id-less,public_Q294440
rule of law,Q44918,subclass of,law,Q7748,3,rule of law subclass of law,rule of law_Q44918,law_Q7748
3,Q201,instance of,SDGs,Q7649586,3,3 instance of SDGs,3_Q201,SDGs_Q7649586
Vision 2030,Q23906335,point in time,2030,Q12799,3,Vision 2030 point in time 2030,Vision 2030_Q23906335,2030_Q12799
budgeting,Q41263,subclass of,planning,Q309100,3,budgeting subclass of planning,budgeting_Q41263,planning_Q309100
goods,Q2424752,different from,services,Q114080183,3,goods different from services,goods_Q2424752,services_Q114080183
SDGs,Q7649586,facet of,SDG,Q7649586,3,SDGs facet of SDG,SDGs_Q7649586,SDG_Q7649586
private sector,Q591763,opposite of,public sector,Q294217,3,private sector opposite of public sector,private sector_Q591763,public sector_Q294217
2012,Q1990,followed by,2017,Q25290,3,2012 followed by 2017,2012_Q1990,2017_Q25290
revenue,Q850210,part of,budget,Q41263,3,revenue part of budget,revenue_Q850210,budget_Q41263
girls,Q6581072,opposite of,boys,Q3010,3,girls opposite of boys,girls_Q6581072,boys_Q3010
boys,Q3010,opposite of,girls,Q6581072,3,boys opposite of girls,boys_Q3010,girls_Q6581072
sustainable,Q66095801,subclass of,development,Q1074523,3,sustainable subclass of development,sustainable_Q66095801,development_Q1074523
research,Q42240,part of,development,Q1074523,3,research part of development,research_Q42240,development_Q1074523
vocational,Q322563,subclass of,education,Q8434,3,vocational subclass of education,vocational_Q322563,education_Q8434
districts,Q5283500,part of,provinces,Q429976,3,districts part of provinces,districts_Q5283500,provinces_Q429976
drought,Q43059,has effect,flood,Q8068,3,drought has effect flood,drought_Q43059,flood_Q8068
public,Q294440,has part,private sectors,id-less,3,public has part private sectors,public_Q294440,private sectors_id-less
SDGs,Q7649586,country,Kenya,Q114,3,SDGs country Kenya,SDGs_Q7649586,Kenya_Q114
2014,Q1999,followed by,2018,Q25291,3,2014 followed by 2018,2014_Q1999,2018_Q25291
Mandera,Q949915,instance of,counties,Q1350181,2,Mandera instance of counties,Mandera_Q949915,counties_Q1350181
public,Q294440,opposite of,private sector,Q591763,2,public opposite of private sector,public_Q294440,private sector_Q591763
education,Q8434,facet of,health,Q12147,2,education facet of health,education_Q8434,health_Q12147
capacities,Q5034479,has cause,Human resources,Q5467169,2,capacities has cause Human resources,capacities_Q5034479,Human resources_Q5467169
SDGs,Q7649586,part of,Big 4 Agenda,id-less,2,SDGs part of Big 4 Agenda,SDGs_Q7649586,Big 4 Agenda_id-less
public,Q294440,opposite of,private,Q158668,2,public opposite of private,public_Q294440,private_Q158668
Kenya,Q114,shares border with,Ethiopia,Q115,2,Kenya shares border with Ethiopia,Kenya_Q114,Ethiopia_Q115
Enhanced well -being of the people,id-less,has cause,Outcome 3,Q45946820,2,Enhanced well -being of the people has cause Outcome 3,Enhanced well -being of the people_id-less,Outcome 3_Q45946820
Vietnam,Q881,diplomatic relation,Laos,Q819,2,Vietnam diplomatic relation Laos,Vietnam_Q881,Laos_Q819
self -sufficiency,id-less,subclass of,economic strength,Q113461644,2,self -sufficiency subclass of economic strength,self -sufficiency_id-less,economic strength_Q113461644
tourism,Q49389,instance of,sectors,Q2739810,2,tourism instance of sectors,tourism_Q49389,sectors_Q2739810
economy,Q159810,location,Kenya,Q114,2,economy location Kenya,economy_Q159810,Kenya_Q114
Public g overnance,id-less,has part,administration,Q5283295,2,Public g overnance has part administration,Public g overnance_id-less,administration_Q5283295
ecotourism,Q187449,subclass of,services,Q114080183,2,ecotourism subclass of services,ecotourism_Q187449,services_Q114080183
Kenya,Q114,shares border with,Uganda,Q1036,2,Kenya shares border with Uganda,Kenya_Q114,Uganda_Q1036
permit,Q79719,subclass of,license,Q79719,2,permit subclass of license,permit_Q79719,license_Q79719
strategies,Q185451,part of,policies,Q47011897,2,strategies part of policies,strategies_Q185451,policies_Q47011897
town,Q3957,different from,village,Q532,2,town different from village,town_Q3957,village_Q532
participation,Q1773152,part of,social,Q345367,2,participation part of social,participation_Q1773152,social_Q345367
sector,Q3958441,part of,economic structure,Q1668335,2,sector part of economic structure,sector_Q3958441,economic structure_Q1668335
Vientiane,Q9326,located in or next to body of water,Mekong,Q41179,2,Vientiane located in or next to body of water Mekong,Vientiane_Q9326,Mekong_Q41179
transit,Q7590,part of,transport,Q7590,2,transit part of transport,transit_Q7590,transport_Q7590
procedures,Q7247166,part of,regulations,Q106947327,2,procedures part of regulations,procedures_Q7247166,regulations_Q106947327
administration,Q5283295,part of,Public g overnance,id-less,2,administration part of Public g overnance,administration_Q5283295,Public g overnance_id-less
informal employment,Q58191730,subclass of,employment,Q656365,2,informal employment subclass of employment,informal employment_Q58191730,employment_Q656365
Priority Cross -Cutting Outputs,id-less,part of,Outcome 4,id-less,2,Priority Cross -Cutting Outputs part of Outcome 4,Priority Cross -Cutting Outputs_id-less,Outcome 4_id-less
County,Q19470,located in the administrative territorial entity,National,Q53247,2,County located in the administrative territorial entity National,County_Q19470,National_Q53247
Vang Vieng,Q1012615,shares border with,Luang Prabang,Q190165,2,Vang Vieng shares border with Luang Prabang,Vang Vieng_Q1012615,Luang Prabang_Q190165
economic,Q8134,has part,social development,Q15765794,2,economic has part social development,economic_Q8134,social development_Q15765794
transport,Q7590,has part,freight,Q651658,2,transport has part freight,transport_Q7590,freight_Q651658
economic,Q8134,has part,social,Q345367,2,economic has part social,economic_Q8134,social_Q345367
Priorit y Activit,id-less,has part,5.2 Priorit y Activit,id-less,2,Priorit y Activit has part 5.2 Priorit y Activit,Priorit y Activit_id-less,5.2 Priorit y Activit_id-less
KEPSA,Q24529295,country,Kenya,Q114,2,KEPSA country Kenya,KEPSA_Q24529295,Kenya_Q114
ACHIEVEMENTS,Q2988681,point in time,1,Q199,2,ACHIEVEMENTS point in time 1,ACHIEVEMENTS_Q2988681,1_Q199
SDGs,Q7649586,point in time,2017,Q25290,2,SDGs point in time 2017,SDGs_Q7649586,2017_Q25290
scientific research,Q42240,has part,innovation,Q174165,2,scientific research has part innovation,scientific research_Q42240,innovation_Q174165
9th Five-Year Plan,id-less,point in time,9th,Q28469719,2,9th Five-Year Plan point in time 9th,9th Five-Year Plan_id-less,9th_Q28469719
transportation,Q7590,use,logistics,Q177777,2,transportation use logistics,transportation_Q7590,logistics_Q177777
parents,Q7566,different from,guardians,Q642553,2,parents different from guardians,parents_Q7566,guardians_Q642553
Service sector,Q55638,has part,service sector,Q55638,2,Service sector has part service sector,Service sector_Q55638,service sector_Q55638
Lao PDR,Q819,instance of,party,Q7278,2,Lao PDR instance of party,Lao PDR_Q819,party_Q7278
SDGs Coordination Directorate,id-less,field of work,SDGs,Q7649586,2,SDGs Coordination Directorate field of work SDGs,SDGs Coordination Directorate_id-less,SDGs_Q7649586
Environmental Protection,Q832237,has part,Risk Reduction,Q67098987,2,Environmental Protection has part Risk Reduction,Environmental Protection_Q832237,Risk Reduction_Q67098987
local,Q11851202,shares border with,central,Q57525,2,local shares border with central,local_Q11851202,central_Q57525
trade,Q601401,part of,international,Q1072012,2,trade part of international,trade_Q601401,international_Q1072012
trade,Q601401,part of,international trade,Q178803,2,trade part of international trade,trade_Q601401,international trade_Q178803
public,Q294440,said to be the same as,private partnership,id-less,2,public said to be the same as private partnership,public_Q294440,private partnership_id-less
Environmental protection,Q832237,has effect,disaster risks,Q114111270,2,Environmental protection has effect disaster risks,Environmental protection_Q832237,disaster risks_Q114111270
Meru,Q934149,instance of,counties,Q1350181,2,Meru instance of counties,Meru_Q934149,counties_Q1350181
Sekong,Q2087536,shares border with,Saravan,Q765671,2,Sekong shares border with Saravan,Sekong_Q2087536,Saravan_Q765671
local development,Q5803798,part of,regional,Q1218597,2,local development part of regional,local development_Q5803798,regional_Q1218597
Ethiopia,Q115,continent,Africa,Q15,2,Ethiopia continent Africa,Ethiopia_Q115,Africa_Q15
Ethiopia,Q115,shares border with,Kenya,Q114,2,Ethiopia shares border with Kenya,Ethiopia_Q115,Kenya_Q114
local ities,id-less,part of,sectors,Q2739810,2,local ities part of sectors,local ities_id-less,sectors_Q2739810
Ethiopia,Q115,shares border with,Uganda,Q1036,2,Ethiopia shares border with Uganda,Ethiopia_Q115,Uganda_Q1036
Kenya,Q114,continent,Africa,Q15,2,Kenya continent Africa,Kenya_Q114,Africa_Q15
central,Q57525,shares border with,local,Q11851202,2,central shares border with local,central_Q57525,local_Q11851202
sectors,Q2739810,has part,local ities,id-less,2,sectors has part local ities,sectors_Q2739810,local ities_id-less
sectors,Q2739810,has part,ities,Q5974814,2,sectors has part ities,sectors_Q2739810,ities_Q5974814
Kaisone,id-less,located in the administrative territorial entity,Phomvihane,Q320100,2,Kaisone located in the administrative territorial entity Phomvihane,Kaisone_id-less,Phomvihane_Q320100
Vientiane,Q9326,twinned administrative body,Luang Prabang,Q190165,2,Vientiane twinned administrative body Luang Prabang,Vientiane_Q9326,Luang Prabang_Q190165
persons with disabilities,Q74535604,has part,elderly,Q1358789,2,persons with disabilities has part elderly,persons with disabilities_Q74535604,elderly_Q1358789
Resolution of the 10th Party Congress,id-less,part of,10th Party Congress,id-less,2,Resolution of the 10th Party Congress part of 10th Party Congress,Resolution of the 10th Party Congress_id-less,10th Party Congress_id-less
Big 4 Agenda,id-less,has part,SDGs,Q7649586,2,Big 4 Agenda has part SDGs,Big 4 Agenda_id-less,SDGs_Q7649586
LEAST DEVELOPED COUNTRY,Q752401,said to be the same as,LDC,Q752401,2,LEAST DEVELOPED COUNTRY said to be the same as LDC,LEAST DEVELOPED COUNTRY_Q752401,LDC_Q752401
jobs,Q392825,has effect,income,Q850210,2,jobs has effect income,jobs_Q392825,income_Q850210
SOCIO,Q21201,has part,DEVELOPMENT,Q1074523,2,SOCIO has part DEVELOPMENT,SOCIO_Q21201,DEVELOPMENT_Q1074523
international cooperation,Q9378718,subclass of,cooperation,Q380962,2,international cooperation subclass of cooperation,international cooperation_Q9378718,cooperation_Q380962
international cooperation,Q9378718,has part,regional,Q1218597,2,international cooperation has part regional,international cooperation_Q9378718,regional_Q1218597
LDC,Q752401,said to be the same as,LEAST DEVELOPED COUNTRY,Q752401,2,LDC said to be the same as LEAST DEVELOPED COUNTRY,LDC_Q752401,LEAST DEVELOPED COUNTRY_Q752401
entrepreneurs,Q131524,subclass of,professionals,Q1218318,2,entrepreneurs subclass of professionals,entrepreneurs_Q131524,professionals_Q1218318
Constitution of Kenya,Q2753888,country,Kenya,Q114,2,Constitution of Kenya country Kenya,Constitution of Kenya_Q2753888,Kenya_Q114
social media,Q202833,subclass of,communication,Q11024,2,social media subclass of communication,social media_Q202833,communication_Q11024
productivity,Q2111958,part of,Workforce,Q13440398,2,productivity part of Workforce,productivity_Q2111958,Workforce_Q13440398
land,Q11081619,has part,water,Q283,2,land has part water,land_Q11081619,water_Q283
land,Q11081619,subclass of,natural resources,Q105575840,2,land subclass of natural resources,land_Q11081619,natural resources_Q105575840
Cambodia,Q424,shares border with,Myanmar,Q836,2,Cambodia shares border with Myanmar,Cambodia_Q424,Myanmar_Q836
social development,Q15765794,part of,economic,Q8134,2,social development part of economic,social development_Q15765794,economic_Q8134
social assistance,Q12322674,subclass of,social protection,Q2483208,2,social assistance subclass of social protection,social assistance_Q12322674,social protection_Q2483208
social,Q345367,part of,economic,Q8134,2,social part of economic,social_Q345367,economic_Q8134
CSOs,Q22808416,country,Kenya,Q114,2,CSOs country Kenya,CSOs_Q22808416,Kenya_Q114
Least Developed Country,Q752401,instance of,status,Q813912,2,Least Developed Country instance of status,Least Developed Country_Q752401,status_Q813912
landfill,Q152810,subclass of,infrastructure,Q121359,2,landfill subclass of infrastructure,landfill_Q152810,infrastructure_Q121359
Level of food insecurity in Kenya,id-less,country,Kenya,Q114,2,Level of food insecurity in Kenya country Kenya,Level of food insecurity in Kenya_id-less,Kenya_Q114
private,Q158668,opposite of,public,Q294440,2,private opposite of public,private_Q158668,public_Q294440
SDGs,Q7649586,follows,MDGs,Q81737,2,SDGs follows MDGs,SDGs_Q7649586,MDGs_Q81737
COVID -19 pandemic,Q113888949,country,Lao,Q819,2,COVID -19 pandemic country Lao,COVID -19 pandemic_Q113888949,Lao_Q819
expenditure,Q760120,part of,revenue,Q850210,2,expenditure part of revenue,expenditure_Q760120,revenue_Q850210
juveniles,Q21694643,subclass of,young people,Q7875591,2,juveniles subclass of young people,juveniles_Q21694643,young people_Q7875591
DEVELOPMENT,Q1074523,part of,SOCIO,Q21201,2,DEVELOPMENT part of SOCIO,DEVELOPMENT_Q1074523,SOCIO_Q21201
financial,Q22687,has part,monetary,Q8142,2,financial has part monetary,financial_Q22687,monetary_Q8142
production,Q739302,has part,services,Q114080183,2,production has part services,production_Q739302,services_Q114080183
primary,Q669262,followed by,secondary school,Q159334,2,primary followed by secondary school,primary_Q669262,secondary school_Q159334
SDGs targets,id-less,part of,SDGs,Q7649586,2,SDGs targets part of SDGs,SDGs targets_id-less,SDGs_Q7649586
preventative medicine,Q1773974,subclass of,health care,Q31207,2,preventative medicine subclass of health care,preventative medicine_Q1773974,health care_Q31207
internationally,Q100164920,has part,regionally,Q56660247,2,internationally has part regionally,internationally_Q100164920,regionally_Q56660247
China,Q148,shares border with,Thailand,Q869,2,China shares border with Thailand,China_Q148,Thailand_Q869
SDGs,Q7649586,has part,SDGs targets,id-less,2,SDGs has part SDGs targets,SDGs_Q7649586,SDGs targets_id-less
essential public services,id-less,subclass of,infrastructure,Q121359,2,essential public services subclass of infrastructure,essential public services_id-less,infrastructure_Q121359
China,Q148,member of,ASEAN,Q7768,2,China member of ASEAN,China_Q148,ASEAN_Q7768
Laos,Q819,diplomatic relation,Vietnam,Q881,2,Laos diplomatic relation Vietnam,Laos_Q819,Vietnam_Q881
preparatory period,id-less,followed by,graduation,Q1054021,2,preparatory period followed by graduation,preparatory period_id-less,graduation_Q1054021
DEVELOPMENT,Q1074523,has part,PLAN,Q4006,2,DEVELOPMENT has part PLAN,DEVELOPMENT_Q1074523,PLAN_Q4006
SDGs,Q7649586,has part,11,Q37136,2,SDGs has part 11,SDGs_Q7649586,11_Q37136
Champassak,Q334888,located in the administrative territorial entity,Savannakhet,Q465940,2,Champassak located in the administrative territorial entity Savannakhet,Champassak_Q334888,Savannakhet_Q465940
animal husbandry,Q80962,part of,farming,Q1402889,2,animal husbandry part of farming,animal husbandry_Q80962,farming_Q1402889
international level,Q55893863,has part,regional,Q1218597,2,international level has part regional,international level_Q55893863,regional_Q1218597
COVID -19 pandemic,Q113888949,point in time,2020,Q25337,2,COVID -19 pandemic point in time 2020,COVID -19 pandemic_Q113888949,2020_Q25337
Lao PDR,Q819,office held by head of government,PM,Q180686,2,Lao PDR office held by head of government PM,Lao PDR_Q819,PM_Q180686
Big Four Agenda,id-less,country,Kenya,Q114,2,Big Four Agenda country Kenya,Big Four Agenda_id-less,Kenya_Q114
forestry,Q38112,part of,Agriculture,Q11451,2,forestry part of Agriculture,forestry_Q38112,Agriculture_Q11451
ities,Q5974814,part of,sectors,Q2739810,2,ities part of sectors,ities_Q5974814,sectors_Q2739810
SDGs curriculum,id-less,main subject,SDGs,Q7649586,2,SDGs curriculum main subject SDGs,SDGs curriculum_id-less,SDGs_Q7649586
services,Q114080183,subclass of,products,Q542929,2,services subclass of products,services_Q114080183,products_Q542929
Lao PDR,Q819,member of,ASEAN,Q7768,2,Lao PDR member of ASEAN,Lao PDR_Q819,ASEAN_Q7768
services,Q114080183,subclass of,goods,Q2424752,2,services subclass of goods,services_Q114080183,goods_Q2424752
Resolution,Q2751586,legislated by,11th Party Congress,id-less,2,Resolution legislated by 11th Party Congress,Resolution_Q2751586,11th Party Congress_id-less
provinces,Q429976,contains administrative territorial entity,districts,Q5283500,2,provinces contains administrative territorial entity districts,provinces_Q429976,districts_Q5283500
effects of climate change,Q1430548,has cause,natural disasters,Q8065,2,effects of climate change has cause natural disasters,effects of climate change_Q1430548,natural disasters_Q8065
telecommunication,Q418,subclass of,ICT,Q5268834,2,telecommunication subclass of ICT,telecommunication_Q418,ICT_Q5268834
budgeting,Q41263,part of,Integrated development planning,Q58042205,2,budgeting part of Integrated development planning,budgeting_Q41263,Integrated development planning_Q58042205
provinces,Q429976,country,country,Q6256,2,provinces country country,provinces_Q429976,country_Q6256
