head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count,ent_rel_pair,head_name,tail_name
reproductive health,Q1981388,facet of,reproductive,Q11990,2,reproductive health facet of reproductive,reproductive health_Q1981388,reproductive_Q11990
BMinin g diamonds,id-less,said to be the same as,enric hing the na tion,id-less,2,BMinin g diamonds said to be the same as enric hing the na tion,BMinin g diamonds_id-less,enric hing the na tion_id-less
the E,Q1071477,said to be the same as,E,Q684,2,the E said to be the same as E,the E_Q1071477,E_Q684
pmen,id-less,part of,men,Q8441,2,pmen part of men,pmen_id-less,men_Q8441
4 C,Q388801,area,4,Q202,2,4 C area 4,4 C_Q388801,4_Q202
Elim,Q79557,ranking,5,Q203,2,Elim ranking 5,Elim_Q79557,5_Q203
emissions,Q10711575,has cause,GHG,Q167336,2,emissions has cause GHG,emissions_Q10711575,GHG_Q167336
3 K,Q51671,point in time,3,Q201,2,3 K point in time 3,3 K_Q51671,3_Q201
international cooperation,Q9378718,subclass of,cooperation,Q380962,2,international cooperation subclass of cooperation,international cooperation_Q9378718,cooperation_Q380962
2.5,Q29866603,point in time,2,Q200,2,2.5 point in time 2,2.5_Q29866603,2_Q200
men,Q8441,has part,pmen,id-less,2,men has part pmen,men_Q8441,pmen_id-less
enric hing the na tion,id-less,said to be the same as,BMinin g diamonds,id-less,2,enric hing the na tion said to be the same as BMinin g diamonds,enric hing the na tion_id-less,BMinin g diamonds_id-less
Linkin,Q21122860,ranking,2,Q200,2,Linkin ranking 2,Linkin_Q21122860,2_Q200
4.5,Q197243,followed by,5,Q203,2,4.5 followed by 5,4.5_Q197243,5_Q203
1,Q199,followed by,2,Q200,2,1 followed by 2,1_Q199,2_Q200
5,Q203,follows,4.5,Q197243,2,5 follows 4.5,5_Q203,4.5_Q197243
poor,Q5729485,subclass of,vulnerable,Q278113,2,poor subclass of vulnerable,poor_Q5729485,vulnerable_Q278113
sions,Q37462564,has part,sions be,id-less,2,sions has part sions be,sions_Q37462564,sions be_id-less
rel_err,rel_err,rel_err,rel_err,rel_err,2,rel_err rel_err rel_err,rel_err_rel_err,rel_err_rel_err
3.3,Q39321380,point in time,3,Q201,2,3.3 point in time 3,3.3_Q39321380,3_Q201
vulnerable,Q278113,subclass of,situation,Q2141565,2,vulnerable subclass of situation,vulnerable_Q278113,situation_Q2141565
developing countries,Q177323,subclass of,countries,Q6256,2,developing countries subclass of countries,developing countries_Q177323,countries_Q6256
children under 5 years of age,id-less,subclass of,age,Q185836,2,children under 5 years of age subclass of age,children under 5 years of age_id-less,age_Q185836
draftin,Q580750,main subject,draft,Q244777,2,draftin main subject draft,draftin_Q580750,draft_Q244777
oor,Q1072736,different from,oo,Q828696,2,oor different from oo,oor_Q1072736,oo_Q828696
Vision 2036,id-less,point in time,2036,Q12123,2,Vision 2036 point in time 2036,Vision 2036_id-less,2036_Q12123
oo,Q828696,different from,oor,Q1072736,2,oo different from oor,oo_Q828696,oor_Q1072736
GHG,Q167336,has effect,emissions,Q10711575,2,GHG has effect emissions,GHG_Q167336,emissions_Q10711575
sions,Q37462564,has part,sion,Q68136,2,sions has part sion,sions_Q37462564,sion_Q68136
E,Q684,said to be the same as,the E,Q1071477,2,E said to be the same as the E,E_Q684,the E_Q1071477
INDICATORS,Q21170064,part of,SDGS,Q7649586,2,INDICATORS part of SDGS,INDICATORS_Q21170064,SDGS_Q7649586
SDGS,Q7649586,has part,INDICATORS,Q21170064,2,SDGS has part INDICATORS,SDGS_Q7649586,INDICATORS_Q21170064
INDICATORS,Q21170064,part of <triplet>APPED,SDGS,Q7649586,2,INDICATORS part of <triplet>APPED SDGS,INDICATORS_Q21170064,SDGS_Q7649586
least developed,Q752401,subclass of,developed,Q132453,2,least developed subclass of developed,least developed_Q752401,developed_Q132453
sion,Q68136,part of,sions,Q37462564,2,sion part of sions,sion_Q68136,sions_Q37462564
disclos ure,id-less,part of,Product disclos ure,id-less,1,disclos ure part of Product disclos ure,disclos ure_id-less,Product disclos ure_id-less
disco vered,id-less,subclass of,Diamond prospec ting,id-less,1,disco vered subclass of Diamond prospec ting,disco vered_id-less,Diamond prospec ting_id-less
equivalent ef,Q5384721,instance of,equivalent,Q220433,1,equivalent ef instance of equivalent,equivalent ef_Q5384721,equivalent_Q220433
essential services,Q6545422,has part,education,Q8434,1,essential services has part education,essential services_Q6545422,education_Q8434
essential services,Q6545422,has part,health,Q12147,1,essential services has part health,essential services_Q6545422,health_Q12147
estimates,Q87524600,publisher,Unit ed Nations,id-less,1,estimates publisher Unit ed Nations,estimates_Q87524600,Unit ed Nations_id-less
ethnicity,Q41710,different from,race,Q878123,1,ethnicity different from race,ethnicity_Q41710,race_Q878123
disasters,Q3839081,has effect,disaster,Q3839081,1,disasters has effect disaster,disasters_Q3839081,disaster_Q3839081
existing m,Q46667859,has part,m,Q11573,1,existing m has part m,existing m_Q46667859,m_Q11573
evelopment,Q35138893,has part,infrastructure,Q121359,1,evelopment has part infrastructure,evelopment_Q35138893,infrastructure_Q121359
expansion,Q9073584,has cause,park expansion,id-less,1,expansion has cause park expansion,expansion_Q9073584,park expansion_id-less
ethics,Q9465,has part,anti-corru ption,id-less,1,ethics has part anti-corru ption,ethics_Q9465,anti-corru ption_id-less
dom,Q784,subclass of,proportion,Q2631509,1,dom subclass of proportion,dom_Q784,proportion_Q2631509
equitable,Q1347892,said to be the same as,fair,Q288514,1,equitable said to be the same as fair,equitable_Q1347892,fair_Q288514
distribu tions,id-less,part of,shareholde,Q381136,1,distribu tions part of shareholde,distribu tions_id-less,shareholde_Q381136
dom,Q784,subclass of,care,Q699385,1,dom subclass of care,dom_Q784,care_Q699385
double,Q191290,subclass of,circumstances,Q813912,1,double subclass of circumstances,double_Q191290,circumstances_Q813912
dream,Q36348,opposite of,reality,Q667661,1,dream opposite of reality,dream_Q36348,reality_Q667661
diversiﬁed,Q99237754,subclass of,seed,Q40763,1,diversiﬁed subclass of seed,diversiﬁed_Q99237754,seed_Q40763
drillin g,id-less,uses,borehole,Q502102,1,drillin g uses borehole,drillin g_id-less,borehole_Q502102
e,Q684,different from,w,Q128,1,e different from w,e_Q684,w_Q128
early,Q40719727,part of,developing countries,Q177323,1,early part of developing countries,early_Q40719727,developing countries_Q177323
economic developm ent a nd,id-less,has part,developm ent a nd,id-less,1,economic developm ent a nd has part developm ent a nd,economic developm ent a nd_id-less,developm ent a nd_id-less
economic growth,Q189833,has cause,work,Q6958747,1,economic growth has cause work,economic growth_Q189833,work_Q6958747
diversiﬁcation,Q731453,has effect,value,Q194112,1,diversiﬁcation has effect value,diversiﬁcation_Q731453,value_Q194112
ective bar,id-less,followed by,coll,Q194451,1,ective bar followed by coll,ective bar_id-less,coll_Q194451
educa tion spor ts,id-less,facet of,health,Q12147,1,educa tion spor ts facet of health,educa tion spor ts_id-less,health_Q12147
equi valent,id-less,subclass of,Researchers,Q1650915,1,equi valent subclass of Researchers,equi valent_id-less,Researchers_Q1650915
education,Q8434,part of,essential services,Q6545422,1,education part of essential services,education_Q8434,essential services_Q6545422
ef ﬁciency,id-less,part of,resource,Q1554231,1,ef ﬁciency part of resource,ef ﬁciency_id-less,resource_Q1554231
el C,Q105037,subclass of,C,Q623,1,el C subclass of C,el C_Q105037,C_Q623
emandi ng targ ets and tak e,id-less,part of,W e will,id-less,1,emandi ng targ ets and tak e part of W e will,emandi ng targ ets and tak e_id-less,W e will_id-less
employm ent,id-less,part of,Manufacturing employm ent,id-less,1,employm ent part of Manufacturing employm ent,employm ent_id-less,Manufacturing employm ent_id-less
employm ent,id-less,part of,gross,Q14290163,1,employm ent part of gross,employm ent_id-less,gross_Q14290163
ems,Q1648,instance of,ecosyst,Q37813,1,ems instance of ecosyst,ems_Q1648,ecosyst_Q37813
environmental shock,id-less,different from,shock,Q178061,1,environmental shock different from shock,environmental shock_id-less,shock_Q178061
environmentally sound,Q61776581,facet of,environmentally,Q3899872,1,environmentally sound facet of environmentally,environmentally sound_Q61776581,environmentally_Q3899872
eogragphical,id-less,instance of,status,Q813912,1,eogragphical instance of status,eogragphical_id-less,status_Q813912
equal rights,Q182488,facet of,econ,Q8134,1,equal rights facet of econ,equal rights_Q182488,econ_Q8134
end the epi,id-less,point in time,2030,Q12799,1,end the epi point in time 2030,end the epi_id-less,2030_Q12799
f curre,Q57981781,part of,curre,Q8142,1,f curre part of curre,f curre_Q57981781,curre_Q8142
experience,Q164359,has cause,skills,Q10670181,1,experience has cause skills,experience_Q164359,skills_Q10670181
high ethical,Q58673763,instance of,standar,Q159375,1,high ethical instance of standar,high ethical_Q58673763,standar_Q159375
harmful,Q84426668,subclass of,waste,Q45701,1,harmful subclass of waste,harmful_Q84426668,waste_Q45701
hazardous,Q5687710,subclass of,hazard,Q1132455,1,hazardous subclass of hazard,hazardous_Q5687710,hazard_Q1132455
health,Q12147,different from,well being,Q7981051,1,health different from well being,health_Q12147,well being_Q7981051
health,Q12147,facet of,safety,Q10566551,1,health facet of safety,health_Q12147,safety_Q10566551
health,Q12147,facet of,well,Q43483,1,health facet of well,health_Q12147,well_Q43483
health,Q12147,has part,capacity,Q1347367,1,health has part capacity,health_Q12147,capacity_Q1347367
health,Q12147,has part,ﬁnancing,Q6055890,1,health has part ﬁnancing,health_Q12147,ﬁnancing_Q6055890
health,Q12147,part of,essential services,Q6545422,1,health part of essential services,health_Q12147,essential services_Q6545422
health,Q12147,practiced by,health personnel,Q59283400,1,health practiced by health personnel,health_Q12147,health personnel_Q59283400
health personnel,Q59283400,field of this occupation,health,Q12147,1,health personnel field of this occupation health,health personnel_Q59283400,health_Q12147
health workforce in deve,id-less,located in the administrative territorial entity,deve,Q12099761,1,health workforce in deve located in the administrative territorial entity deve,health workforce in deve_id-less,deve_Q12099761
high,Q177414,subclass of,availability,Q663290,1,high subclass of availability,high_Q177414,availability_Q663290
high - tech,id-less,has part,edium,id-less,1,high - tech has part edium,high - tech_id-less,edium_id-less
his,Q485277,child,his r,Q27162279,1,his child his r,his_Q485277,his r_Q27162279
exports of goods,id-less,part of,Debt service,Q1713926,1,exports of goods part of Debt service,exports of goods_id-less,Debt service_Q1713926
his r,Q27162279,father,his,Q485277,1,his r father his,his r_Q27162279,his_Q485277
honesty,Q337349,subclass of,openness,Q1683540,1,honesty subclass of openness,honesty_Q337349,openness_Q1683540
household,Q259059,has part,fam,Q1472842,1,household has part fam,household_Q259059,fam_Q1472842
huma n rights standards,id-less,instance of,standards,Q591990,1,huma n rights standards instance of standards,huma n rights standards_id-less,standards_Q591990
hunger,Q165947,said to be the same as,End hunger,id-less,1,hunger said to be the same as End hunger,hunger_Q165947,End hunger_id-less
hygiene,Q162297,different from,sanitation,Q949149,1,hygiene different from sanitation,hygiene_Q162297,sanitation_Q949149
impacts of climate change,Q112900604,facet of,climate change,Q125928,1,impacts of climate change facet of climate change,impacts of climate change_Q112900604,climate change_Q125928
in pa,Q29820252,country,pa,Q804,1,in pa country pa,in pa_Q29820252,pa_Q804
inclusiveness,Q60716821,facet of,diversity,Q27722602,1,inclusiveness facet of diversity,inclusiveness_Q60716821,diversity_Q27722602
increased,Q209583,part of,sustainable,Q66095801,1,increased part of sustainable,increased_Q209583,sustainable_Q66095801
indigenou,Q103817,has part,peopl,Q148,1,indigenou has part peopl,indigenou_Q103817,peopl_Q148
individuals using the Internet,id-less,part of,Internet,Q75,1,individuals using the Internet part of Internet,individuals using the Internet_id-less,Internet_Q75
industrial,Q487965,instance of,sectors,Q2739810,1,industrial instance of sectors,industrial_Q487965,sectors_Q2739810
harmf,Q3184856,subclass of,abuse,Q600571,1,harmf subclass of abuse,harmf_Q3184856,abuse_Q600571
gross,Q14290163,has part,employm ent,id-less,1,gross has part employm ent,gross_Q14290163,employm ent_id-less
gross,Q14290163,country,global,Q13780930,1,gross country global,gross_Q14290163,global_Q13780930
government,Q7188,subclass of,payment,Q1148747,1,government subclass of payment,government_Q7188,payment_Q1148747
extension,Q184148,subclass of,research,Q42240,1,extension subclass of research,extension_Q184148,research_Q42240
extreme,Q682710,subclass of,events,Q107530716,1,extreme subclass of events,extreme_Q682710,events_Q107530716
f,Q130,part of,t,Q127,1,f part of t,f_Q130,t_Q127
disaggreg,Q24724545,subclass of,produced,Q625671,1,disaggreg subclass of produced,disaggreg_Q24724545,produced_Q625671
f m,Q15761612,is a list of,m,Q11573,1,f m is a list of m,f m_Q15761612,m_Q11573
f ood,id-less,opposite of,chie v e f ood,id-less,1,f ood opposite of chie v e f ood,f ood_id-less,chie v e f ood_id-less
f rem,Q88477633,has part,rem,Q23731823,1,f rem has part rem,f rem_Q88477633,rem_Q23731823
fair,Q288514,said to be the same as,equitable,Q1347892,1,fair said to be the same as equitable,fair_Q288514,equitable_Q1347892
fam,Q1472842,part of,household,Q259059,1,fam part of household,fam_Q1472842,household_Q259059
family,Q8436,instance of,life style,Q32090,1,family instance of life style,family_Q8436,life style_Q32090
farm,Q131596,has part,plant,Q756,1,farm has part plant,farm_Q131596,plant_Q756
female,Q43445,opposite of,male,Q6581097,1,female opposite of male,female_Q43445,male_Q6581097
fixed term,Q814245,opposite of,contra ctors,id-less,1,fixed term opposite of contra ctors,fixed term_Q814245,contra ctors_id-less
flora,Q131449,subclass of,objec tive,id-less,1,flora subclass of objec tive,flora_Q131449,objec tive_id-less
for sus t ainabl e,id-less,instance of,ainabl,id-less,1,for sus t ainabl e instance of ainabl,for sus t ainabl e_id-less,ainabl_id-less
forced m,Q231632,subclass of,forced,Q16266633,1,forced m subclass of forced,forced m_Q231632,forced_Q16266633
form,Q279749,subclass of,current,Q129558,1,form subclass of current,form_Q279749,current_Q129558
foster in novation,id-less,part of,sustainab le industriali zation,id-less,1,foster in novation part of sustainab le industriali zation,foster in novation_id-less,sustainab le industriali zation_id-less
gement,Q4808894,has part,mana gement,id-less,1,gement has part mana gement,gement_Q4808894,mana gement_id-less
gender,Q48277,different from,age,Q185836,1,gender different from age,gender_Q48277,age_Q185836
genetic diversity of seeds,id-less,facet of,genetic,Q7162,1,genetic diversity of seeds facet of genetic,genetic diversity of seeds_id-less,genetic_Q7162
genetic res,Q211675,subclass of,res,Q12705,1,genetic res subclass of res,genetic res_Q211675,res_Q12705
genital,Q4620674,has part,m,Q11573,1,genital has part m,genital_Q4620674,m_Q11573
geopolitics,Q159385,part of,world,Q2,1,geopolitics part of world,geopolitics_Q159385,world_Q2
gh,Q117,contains administrative territorial entity,L,Q11582,1,gh contains administrative territorial entity L,gh_Q117,L_Q11582
girls,Q6581072,opposite of,women,Q467,1,girls opposite of women,girls_Q6581072,women_Q467
global health risks,Q42549296,facet of,health,Q12147,1,global health risks facet of health,global health risks_Q42549296,health_Q12147
disaggregated,Q65075740,subclass of,data,Q42848,1,disaggregated subclass of data,disaggregated_Q65075740,data_Q42848
,id-less,has part,Girls,Q6581072,1, has part Girls,_id-less,Girls_Q6581072
disabilities,Q5281167,has effect,pregnant,Q20741850,1,disabilities has effect pregnant,disabilities_Q5281167,pregnant_Q20741850
diamond dreams,Q55609523,subclass of,dream,Q36348,1,diamond dreams subclass of dream,diamond dreams_Q55609523,dream_Q36348
al,Q222,part of,al di,Q165634,1,al part of al di,al_Q222,al di_Q165634
al di,Q165634,has part,al,Q222,1,al di has part al,al di_Q165634,al_Q222
alcohol,Q153,instance of,national context,Q41293854,1,alcohol instance of national context,alcohol_Q153,national context_Q41293854
all,Q1,said to be the same as,being,Q203872,1,all said to be the same as being,all_Q1,being_Q203872
all form,Q38310519,subclass of,form,Q279749,1,all form subclass of form,all form_Q38310519,form_Q279749
all people,Q92079628,subclass of,poverty,Q10294,1,all people subclass of poverty,all people_Q92079628,poverty_Q10294
all season road,id-less,subclass of,km,Q828224,1,all season road subclass of km,all season road_id-less,km_Q828224
alt ernative livelihoods,id-less,subclass of,com pany,id-less,1,alt ernative livelihoods subclass of com pany,alt ernative livelihoods_id-less,com pany_id-less
am,Q40040,part of,coordination,Q2463100,1,am part of coordination,am_Q40040,coordination_Q2463100
am ong chil dren,id-less,part of,Standards,Q591990,1,am ong chil dren part of Standards,am ong chil dren_id-less,Standards_Q591990
anti-corru ption,id-less,part of,ethics,Q9465,1,anti-corru ption part of ethics,anti-corru ption_id-less,ethics_Q9465
anti-r etroviral therapy,id-less,has part,BWP1,id-less,1,anti-r etroviral therapy has part BWP1,anti-r etroviral therapy_id-less,BWP1_id-less
apabi,Q49931741,has part,c,Q623,1,apabi has part c,apabi_Q49931741,c_Q623
appro,Q5727902,part of,es,Q29,1,appro part of es,appro_Q5727902,es_Q29
appropriate social protec,id-less,subclass of,protec,Q473972,1,appropriate social protec subclass of protec,appropriate social protec_id-less,protec_Q473972
artisan,Q1294787,subclass of,skills,Q10670181,1,artisan subclass of skills,artisan_Q1294787,skills_Q10670181
as low,Q477041,said to be the same as,low,Q804970,1,as low said to be the same as low,as low_Q477041,low_Q804970
assistance,Q1643184,part of,other,Q48270,1,assistance part of other,assistance_Q1643184,other_Q48270
associati,Q2736,part of,Freedom of associati,Q688503,1,associati part of Freedom of associati,associati_Q2736,Freedom of associati_Q688503
bas,Q1003730,studied by,research,Q42240,1,bas studied by research,bas_Q1003730,research_Q42240
basic services,Q74832136,has part,ownership,Q6498684,1,basic services has part ownership,basic services_Q74832136,ownership_Q6498684
bee,Q7391,subclass of,e,Q684,1,bee subclass of e,bee_Q7391,e_Q684
being,Q203872,said to be the same as,all,Q1,1,being said to be the same as all,being_Q203872,all_Q1
benchm ark,id-less,subclass of,ark,Q671759,1,benchm ark subclass of ark,benchm ark_id-less,ark_Q671759
beneﬁts,Q6593860,has part,beneﬁts arising from,id-less,1,beneﬁts has part beneﬁts arising from,beneﬁts_Q6593860,beneﬁts arising from_id-less
beneﬁts arising from,id-less,part of,beneﬁts,Q6593860,1,beneﬁts arising from part of beneﬁts,beneﬁts arising from_id-less,beneﬁts_Q6593860
best practice principle,Q37794211,subclass of,adopt ed,id-less,1,best practice principle subclass of adopt ed,best practice principle_Q37794211,adopt ed_id-less
broadband,Q194163,said to be the same as,broadband subscrip,id-less,1,broadband said to be the same as broadband subscrip,broadband_Q194163,broadband subscrip_id-less
broadband subscrip,id-less,said to be the same as,broadband,Q194163,1,broadband subscrip said to be the same as broadband,broadband subscrip_id-less,broadband_Q194163
al,Q222,part of,V,Q25428,1,al part of V,al_Q222,V_Q25428
air pollution,Q131123,subclass of,pollution,Q58734,1,air pollution subclass of pollution,air pollution_Q131123,pollution_Q58734
air,Q7391292,has part,water,Q283,1,air has part water,air_Q7391292,water_Q283
access,Q80689,part of,sexual,Q12198,1,access part of sexual,access_Q80689,sexual_Q12198
W,Q128,part of,All W,Q175315,1,W part of All W,W_Q128,All W_Q175315
W e will,id-less,has part,emandi ng targ ets and tak e,id-less,1,W e will has part emandi ng targ ets and tak e,W e will_id-less,emandi ng targ ets and tak e_id-less
WELL,Q43483,part of,WELL-,Q574694,1,WELL part of WELL-,WELL_Q43483,WELL-_Q574694
WELL-,Q574694,has part,WELL,Q43483,1,WELL- has part WELL,WELL-_Q574694,WELL_Q43483
Wellness Promotion and Employee Assistance,id-less,facet of,com pany,id-less,1,Wellness Promotion and Employee Assistance facet of com pany,Wellness Promotion and Employee Assistance_id-less,com pany_id-less
World E conomic F orum,id-less,has part,C ompe,id-less,1,World E conomic F orum has part C ompe,World E conomic F orum_id-less,C ompe_id-less
World Heritage Site,Q9259,maintained by,UNE,Q1814435,1,World Heritage Site maintained by UNE,World Heritage Site_Q9259,UNE_Q1814435
X 0,Q21126539,length,0,Q14920387,1,X 0 length 0,X 0_Q21126539,0_Q14920387
XE,Q1106,has part,E,Q684,1,XE has part E,XE_Q1106,E_Q684
a,Q577,instance of,t,Q127,1,a instance of t,a_Q577,t_Q127
acce ss,id-less,part of,Signiﬁcantly,Q105644403,1,acce ss part of Signiﬁcantly,acce ss_id-less,Signiﬁcantly_Q105644403
access,Q80689,has cause,people,Q5,1,access has cause people,access_Q80689,people_Q5
access,Q80689,part of,resources,Q1554231,1,access part of resources,access_Q80689,resources_Q1554231
access to basic services,id-less,facet of,households,Q64873892,1,access to basic services facet of households,access to basic services_id-less,households_Q64873892
agriculture orientation index,id-less,instance of,orientation index,id-less,1,agriculture orientation index instance of orientation index,agriculture orientation index_id-less,orientation index_id-less
access to m,Q73673993,different from,provide access to m,id-less,1,access to m different from provide access to m,access to m_Q73673993,provide access to m_id-less
access to science,Q113254718,subclass of,science,Q336,1,access to science subclass of science,access to science_Q113254718,science_Q336
additiona,Q798487,part of,Mobilize,Q1930943,1,additiona part of Mobilize,additiona_Q798487,Mobilize_Q1930943
address,Q861911,part of,appropriate,Q113903632,1,address part of appropriate,address_Q861911,appropriate_Q113903632
adolescent,Q1492760,subclass of,girl,Q3031,1,adolescent subclass of girl,adolescent_Q1492760,girl_Q3031
adoption,Q180472,facet of,clean,Q15752618,1,adoption facet of clean,adoption_Q180472,clean_Q15752618
af fordable,id-less,instance of,universal,Q3551307,1,af fordable instance of universal,af fordable_id-less,universal_Q3551307
affordable,Q1414593,subclass of,equitable access,Q16837086,1,affordable subclass of equitable access,affordable_Q1414593,equitable access_Q16837086
aftercare,Q4690707,subclass of,rehabilitation,Q2795791,1,aftercare subclass of rehabilitation,aftercare_Q4690707,rehabilitation_Q2795791
age,Q185836,different from,gender,Q48277,1,age different from gender,age_Q185836,gender_Q48277
agric,Q11451,subclass of,rural infrastructure,id-less,1,agric subclass of rural infrastructure,agric_Q11451,rural infrastructure_id-less
agricultural,Q5356428,has part,m,Q11573,1,agricultural has part m,agricultural_Q5356428,m_Q11573
agricultural export subsidies,Q59669811,subclass of,subsidies,Q17054224,1,agricultural export subsidies subclass of subsidies,agricultural export subsidies_Q59669811,subsidies_Q17054224
building mechanism,Q84474093,part of,mechanism,Q517596,1,building mechanism part of mechanism,building mechanism_Q84474093,mechanism_Q517596
busine ss,id-less,part of,sustainable developme nt,id-less,1,busine ss part of sustainable developme nt,busine ss_id-less,sustainable developme nt_id-less
c,Q623,subclass of,onducive,id-less,1,c subclass of onducive,c_Q623,onducive_id-less
developi,Q177323,said to be the same as,right of developi,id-less,1,developi said to be the same as right of developi,developi_Q177323,right of developi_id-less
countries,Q6256,has part,sm,Q238,1,countries has part sm,countries_Q6256,sm_Q238
curre,Q8142,has part,f curre,Q57981781,1,curre has part f curre,curre_Q8142,f curre_Q57981781
d,Q573,said to be the same as,o-d,Q3666413,1,d said to be the same as o-d,d_Q573,o-d_Q3666413
d,Q573,said to be the same as,people living on,Q88120051,1,d said to be the same as people living on,d_Q573,people living on_Q88120051
data,Q42848,part of,Privacy,Q188728,1,data part of Privacy,data_Q42848,Privacy_Q188728
de velopi ng,id-less,subclass of,countries,Q6256,1,de velopi ng subclass of countries,de velopi ng_id-less,countries_Q6256
deaths,Q4,has effect,inju,Q3477582,1,deaths has effect inju,deaths_Q4,inju_Q3477582
debt,Q3196867,has effect,fostering,Q70859692,1,debt has effect fostering,debt_Q3196867,fostering_Q70859692
debt of highly,id-less,subclass of,debt,Q3196867,1,debt of highly subclass of debt,debt of highly_id-less,debt_Q3196867
debt restructuring,Q1364290,facet of,debt,Q3196867,1,debt restructuring facet of debt,debt restructuring_Q1364290,debt_Q3196867
deci sion,id-less,instance of,deci,Q110827,1,deci sion instance of deci,deci sion_id-less,deci_Q110827
devel opment,Q98642001,part of,research,Q42240,1,devel opment part of research,devel opment_Q98642001,research_Q42240
developed countries,Q132453,has part,sm,Q238,1,developed countries has part sm,developed countries_Q132453,sm_Q238
developing States,id-less,opposite of,island developing States,id-less,1,developing States opposite of island developing States,developing States_id-less,island developing States_id-less
countries,Q6256,facet of,access to,Q8182488,1,countries facet of access to,countries_Q6256,access to_Q8182488
developing States,id-less,subclass of,States,Q104539563,1,developing States subclass of States,developing States_id-less,States_Q104539563
industrialization,Q202398,subclass of,sustainable,Q66095801,1,industrialization subclass of sustainable,industrialization_Q202398,sustainable_Q66095801
developing countries,Q177323,has part,early,Q40719727,1,developing countries has part early,developing countries_Q177323,early_Q40719727
developing countries,Q177323,subclass of,innovation,Q174165,1,developing countries subclass of innovation,developing countries_Q177323,innovation_Q174165
developm,Q213713,subclass of,recruitment,Q899277,1,developm subclass of recruitment,developm_Q213713,recruitment_Q899277
developm ent a nd,id-less,part of,economic developm ent a nd,id-less,1,developm ent a nd part of economic developm ent a nd,developm ent a nd_id-less,economic developm ent a nd_id-less
developm ent a ssistance plu s other,id-less,has part,ofﬁcial developm ent a ssistance plu s other,id-less,1,developm ent a ssistance plu s other has part ofﬁcial developm ent a ssistance plu s other,developm ent a ssistance plu s other_id-less,ofﬁcial developm ent a ssistance plu s other_id-less
development assistance,Q1206712,subclass of,assistance,Q1643184,1,development assistance subclass of assistance,development assistance_Q1206712,assistance_Q1643184
development spending,Q57141922,has part,spending,Q98131817,1,development spending has part spending,development spending_Q57141922,spending_Q98131817
deﬁnitions,Q1749083,has part,national deﬁnitions,id-less,1,deﬁnitions has part national deﬁnitions,deﬁnitions_Q1749083,national deﬁnitions_id-less
diabetes,Q12206,instance of,disease,Q12136,1,diabetes instance of disease,diabetes_Q12206,disease_Q12136
diamond,Q5283,use,diamonds,Q74038,1,diamond use diamonds,diamond_Q5283,diamonds_Q74038
diamond bus,Q5270737,subclass of,iness,Q37086511,1,diamond bus subclass of iness,diamond bus_Q5270737,iness_Q37086511
countries,Q6256,has part,least,Q211005,1,countries has part least,countries_Q6256,least_Q211005
core,Q23595,part of,Com pliance,id-less,1,core part of Com pliance,core_Q23595,Com pliance_id-less
